Review_scores,Daily_price,Size,Area
100,115,1.5,Brooklyn
97,150,1.5,Brooklyn
100,50,1.5,Brooklyn
100,60,1.5,Manhattan
90,34,1.5,Bronx
,125,1.5,Manhattan
,100,1.5,Queens
96,125,1.5,Manhattan
100,45,1.5,Brooklyn
99,198,1.5,Manhattan
90,170,1.5,Manhattan
95,39,1.5,Brooklyn
100,150,1.5,Manhattan
92,105,1.5,Brooklyn
99,80,1.5,Queens
100,46,1.5,Manhattan
95,78,1.5,Staten Island
,220,1.5,Manhattan
,225,1.5,Manhattan
,2000,1.5,Manhattan
80,85,1.5,Brooklyn
,77,1.5,Brooklyn
90,58,1.5,Queens
90,329,1.5,Manhattan
92,58,1.5,Queens
88,60,1.5,Queens
95,43,1.5,Queens
96,88,1.5,Brooklyn
96,90,1.5,Brooklyn
100,41,1.5,Brooklyn
96,79,1.5,Brooklyn
,95,1.5,Brooklyn
100,160,1.5,Manhattan
94,140,1.5,Brooklyn
80,169,1.5,Manhattan
100,60,1.5,Brooklyn
100,45,1.5,Brooklyn
93,60,1.5,Manhattan
100,138,1.5,Manhattan
100,350,1.5,Brooklyn
100,40,1.5,Manhattan
98,65,1.5,Brooklyn
100,50,1.5,Queens
100,42,1.5,Queens
,130,1.5,Bronx
96,175,1.5,Manhattan
,110,1.5,Manhattan
,45,1.5,Queens
99,40,1.5,Queens
100,100,1.5,Manhattan
100,63,1.5,Queens
100,177,1.5,Manhattan
100,200,1.5,Brooklyn
97,158,1.5,Manhattan
98,400,1.5,Brooklyn
98,90,1.5,Brooklyn
98,135,1.5,Manhattan
98,155,1.5,Brooklyn
,100,1.5,Manhattan
100,315,1.5,Manhattan
98,45,1.5,Manhattan
,125,1.5,Manhattan
96,49,1.5,Manhattan
97,150,1.5,Manhattan
80,165,1.5,Manhattan
98,75,1.5,Queens
93,70,1.5,Brooklyn
76,100,1.5,Manhattan
64,74,1.5,Manhattan
93,290,1.5,Manhattan
,100,1.5,Brooklyn
98,199,1.5,Manhattan
100,65,1.5,Brooklyn
99,45,1.5,Brooklyn
94,95,1.5,Manhattan
90,95,1.5,Manhattan
94,80,1.5,Brooklyn
98,300,1.5,Manhattan
80,259,1.5,Manhattan
97,120,1.5,Manhattan
94,150,1.5,Manhattan
100,120,1.5,Manhattan
95,225,1.5,Manhattan
89,100,1.5,Brooklyn
95,160,1.5,Brooklyn
,49,1.5,Manhattan
97,150,1.5,Manhattan
,100,1.5,Manhattan
96,275,1.5,Manhattan
93,45,1.5,Brooklyn
91,195,1.5,Brooklyn
95,100,1.5,Brooklyn
,1000,1.5,Brooklyn
96,195,1.5,Manhattan
99,87,1.5,Queens
100,120,1.5,Brooklyn
98,170,1.5,Manhattan
90,160,1.5,Manhattan
,50,1.5,Brooklyn
,75,1.5,Brooklyn
92,225,1.5,Brooklyn
93,125,1.5,Brooklyn
93,350,1.5,Manhattan
97,175,1.5,Brooklyn
95,65,1.5,Brooklyn
92,350,1.5,Manhattan
100,180,1.5,Manhattan
80,89,1.5,Queens
90,45,1.5,Brooklyn
98,120,1.5,Brooklyn
,75,1.5,Queens
70,100,1.5,Manhattan
98,850,1.5,Manhattan
,40,1.5,Brooklyn
100,100,1.5,Queens
99,178,1.5,Brooklyn
98,170,1.5,Queens
95,45,1.5,Queens
60,180,1.5,Manhattan
100,80,1.5,Brooklyn
95,250,1.5,Brooklyn
90,70,1.5,Manhattan
,90,1.5,Manhattan
96,40,1.5,Manhattan
91,100,1.5,Brooklyn
83,180,1.5,Manhattan
97,65,1.5,Brooklyn
95,40,1.5,Manhattan
91,40,1.5,Manhattan
93,40,1.5,Manhattan
88,70,1.5,Manhattan
98,150,1.5,Manhattan
98,87,1.5,Manhattan
,62,1.5,Brooklyn
99,125,1.5,Brooklyn
95,125,1.5,Manhattan
98,150,1.5,Brooklyn
100,30,1.5,Brooklyn
95,295,1.5,Manhattan
96,50,1.5,Brooklyn
,28,1.5,Brooklyn
94,69,1.5,Brooklyn
,75,1.5,Manhattan
100,175,1.5,Manhattan
,50,1.5,Brooklyn
90,90,1.5,Manhattan
100,100,1.5,Manhattan
98,62,1.5,Brooklyn
67,900,1.5,Brooklyn
99,65,1.5,Queens
100,60,1.5,Brooklyn
100,180,1.5,Manhattan
96,50,1.5,Brooklyn
100,110,1.5,Brooklyn
100,87,1.5,Manhattan
98,100,1.5,Brooklyn
100,120,1.5,Queens
96,42,1.5,Brooklyn
94,145,1.5,Manhattan
,110,1.5,Queens
100,99,1.5,Manhattan
93,129,1.5,Brooklyn
93,186,1.5,Manhattan
97,350,1.5,Brooklyn
93,165,1.5,Brooklyn
100,210,1.5,Manhattan
91,119,1.5,Queens
97,75,1.5,Manhattan
98,400,1.5,Manhattan
,190,1.5,Manhattan
80,245,1.5,Manhattan
,192,1.5,Manhattan
,205,1.5,Manhattan
,219,1.5,Manhattan
,179,1.5,Manhattan
,199,1.5,Manhattan
100,140,1.5,Brooklyn
,37,1.5,Brooklyn
96,49,1.5,Manhattan
,60,1.5,Brooklyn
91,115,1.5,Manhattan
92,69,1.5,Brooklyn
100,100,1.5,Manhattan
97,52,1.5,Queens
100,50,1.5,Brooklyn
,100,1.5,Manhattan
,55,1.5,Brooklyn
95,199,1.5,Brooklyn
100,90,1.5,Brooklyn
100,65,1.5,Brooklyn
90,49,1.5,Queens
100,199,1.5,Manhattan
88,163,1.5,Manhattan
91,126,1.5,Manhattan
92,150,1.5,Manhattan
100,199,1.5,Manhattan
100,51,1.5,Brooklyn
80,256,1.5,Manhattan
100,289,1.5,Manhattan
100,219,1.5,Manhattan
,239,1.5,Manhattan
100,125,1.5,Brooklyn
96,90,1.5,Brooklyn
94,225,1.5,Manhattan
100,40,1.5,Brooklyn
86,120,1.5,Brooklyn
90,70,1.5,Brooklyn
92,126,1.5,Manhattan
100,200,1.5,Manhattan
96,195,1.5,Queens
94,175,1.5,Manhattan
,159,1.5,Manhattan
80,75,1.5,Staten Island
100,130,1.5,Manhattan
95,170,1.5,Manhattan
80,60,1.5,Brooklyn
100,110,1.5,Queens
95,70,1.5,Queens
,100,1.5,Manhattan
92,140,1.5,Manhattan
87,175,1.5,Manhattan
,198,1.5,Manhattan
99,90,1.5,Brooklyn
100,128,1.5,Brooklyn
100,110,1.5,Manhattan
99,99,1.5,Queens
99,125,1.5,Brooklyn
,160,1.5,Manhattan
90,270,1.5,Manhattan
87,205,1.5,Manhattan
,205,1.5,Manhattan
100,230,1.5,Manhattan
80,40,1.5,Brooklyn
,700,1.5,Brooklyn
,69,1.5,Brooklyn
100,225,1.5,Brooklyn
90,50,1.5,Brooklyn
,45,1.5,Brooklyn
84,175,1.5,Manhattan
,125,1.5,Manhattan
,43,1.5,Brooklyn
100,180,1.5,Manhattan
96,225,1.5,Brooklyn
,190,1.5,Manhattan
,294,1.5,Manhattan
90,559,1.5,Manhattan
96,99,1.5,Brooklyn
93,250,1.5,Manhattan
80,269,1.5,Manhattan
82,25,1.5,Brooklyn
80,175,1.5,Manhattan
98,71,1.5,Brooklyn
100,53,1.5,Brooklyn
,206,1.5,Manhattan
,40,1.5,Manhattan
,130,1.5,Queens
80,105,1.5,Manhattan
80,75,1.5,Manhattan
98,499,1.5,Brooklyn
98,165,1.5,Manhattan
93,55,1.5,Manhattan
78,57,1.5,Bronx
100,80,1.5,Brooklyn
97,59,1.5,Brooklyn
,295,1.5,Manhattan
,200,1.5,Manhattan
,100,1.5,Manhattan
97,60,1.5,Manhattan
,215,1.5,Manhattan
98,175,1.5,Brooklyn
98,151,1.5,Queens
98,250,1.5,Manhattan
100,100,1.5,Queens
100,120,1.5,Brooklyn
99,100,1.5,Brooklyn
,135,1.5,Manhattan
94,80,1.5,Manhattan
92,189,1.5,Brooklyn
91,235,1.5,Manhattan
98,90,1.5,Manhattan
84,85,1.5,Brooklyn
91,67,1.5,Bronx
90,63,1.5,Brooklyn
92,150,1.5,Brooklyn
91,70,1.5,Brooklyn
94,75,1.5,Manhattan
97,99,1.5,Manhattan
89,199,1.5,Manhattan
,195,1.5,Queens
100,67,1.5,Brooklyn
98,71,1.5,Queens
91,100,1.5,Brooklyn
,158,1.5,Brooklyn
,30,1.5,Brooklyn
96,138,1.5,Manhattan
80,120,1.5,Queens
100,119,1.5,Manhattan
91,225,1.5,Brooklyn
99,60,1.5,Manhattan
,60,1.5,Brooklyn
100,45,1.5,Brooklyn
97,600,1.5,Manhattan
100,175,1.5,Brooklyn
94,150,1.5,Brooklyn
94,76,1.5,Brooklyn
100,200,1.5,Brooklyn
98,170,1.5,Brooklyn
98,225,1.5,Manhattan
80,50,1.5,Brooklyn
98,150,1.5,Brooklyn
70,100,1.5,Manhattan
89,202,1.5,Manhattan
100,60,1.5,Manhattan
97,99,1.5,Brooklyn
95,38,1.5,Queens
96,70,1.5,Manhattan
98,117,1.5,Brooklyn
,200,1.5,Manhattan
,99,1.5,Brooklyn
95,75,1.5,Brooklyn
100,105,1.5,Manhattan
,80,1.5,Queens
87,100,1.5,Manhattan
,195,1.5,Brooklyn
,115,1.5,Brooklyn
,175,1.5,Manhattan
,269,1.5,Brooklyn
,40,1.5,Brooklyn
80,80,1.5,Manhattan
98,509,1.5,Queens
100,200,1.5,Brooklyn
100,278,1.5,Manhattan
97,195,1.5,Manhattan
90,225,1.5,Manhattan
100,92,1.5,Queens
,65,1.5,Manhattan
80,300,1.5,Brooklyn
100,95,1.5,Brooklyn
100,95,1.5,Queens
90,119,1.5,Manhattan
96,80,1.5,Manhattan
,250,1.5,Manhattan
85,99,1.5,Brooklyn
,75,1.5,Queens
80,75,1.5,Brooklyn
,135,1.5,Manhattan
,300,1.5,Brooklyn
100,199,1.5,Manhattan
88,99,1.5,Manhattan
99,125,1.5,Manhattan
90,115,1.5,Manhattan
100,150,1.5,Manhattan
100,65,1.5,Brooklyn
94,85,1.5,Brooklyn
96,70,1.5,Manhattan
90,50,1.5,Manhattan
,117,1.5,Brooklyn
100,150,1.5,Manhattan
92,250,1.5,Brooklyn
89,80,1.5,Brooklyn
,99,1.5,Manhattan
96,99,1.5,Queens
,400,1.5,Brooklyn
80,99,1.5,Manhattan
80,165,1.5,Manhattan
,189,1.5,Manhattan
94,85,1.5,Manhattan
,268,1.5,Manhattan
97,55,1.5,Manhattan
100,95,1.5,Queens
,179,1.5,Manhattan
,245,1.5,Manhattan
,300,1.5,Manhattan
100,369,1.5,Manhattan
98,136,1.5,Brooklyn
94,101,1.5,Brooklyn
91,40,1.5,Manhattan
,65,1.5,Manhattan
94,43,1.5,Brooklyn
84,100,1.5,Manhattan
99,40,1.5,Manhattan
100,165,1.5,Manhattan
97,319,1.5,Brooklyn
,295,1.5,Manhattan
,56,1.5,Brooklyn
100,219,1.5,Manhattan
94,50,1.5,Queens
95,180,1.5,Manhattan
,95,1.5,Manhattan
100,50,1.5,Brooklyn
96,150,1.5,Brooklyn
,50,1.5,Manhattan
94,115,1.5,Manhattan
98,299,1.5,Manhattan
,69,1.5,Queens
,60,1.5,Brooklyn
,350,1.5,Manhattan
96,131,1.5,Manhattan
93,99,1.5,Manhattan
100,250,1.5,Manhattan
83,250,1.5,Manhattan
100,150,1.5,Brooklyn
100,150,1.5,Manhattan
,100,1.5,Manhattan
98,85,1.5,Manhattan
98,50,1.5,Brooklyn
,225,1.5,Manhattan
100,89,1.5,Brooklyn
83,150,1.5,Brooklyn
91,75,1.5,Brooklyn
92,50,1.5,Brooklyn
96,275,1.5,Manhattan
100,149,1.5,Manhattan
20,90,1.5,Manhattan
98,56,1.5,Brooklyn
95,125,1.5,Manhattan
100,220,1.5,Brooklyn
88,42,1.5,Brooklyn
95,56,1.5,Brooklyn
100,110,1.5,Brooklyn
93,160,1.5,Manhattan
96,35,1.5,Brooklyn
97,72,1.5,Staten Island
99,95,1.5,Queens
96,100,1.5,Manhattan
100,115,1.5,Manhattan
80,115,1.5,Brooklyn
100,79,1.5,Manhattan
80,36,1.5,Manhattan
,138,1.5,Manhattan
100,85,1.5,Brooklyn
50,148,1.5,Manhattan
93,59,1.5,Manhattan
,50,1.5,Manhattan
100,113,1.5,Brooklyn
96,47,1.5,Queens
,104,1.5,Manhattan
100,650,1.5,Brooklyn
100,110,1.5,Manhattan
92,199,1.5,Manhattan
,67,1.5,Brooklyn
80,60,1.5,Brooklyn
,150,1.5,Manhattan
,99,1.5,Manhattan
98,52,1.5,Manhattan
97,155,1.5,Brooklyn
100,171,1.5,Manhattan
95,39,1.5,Brooklyn
98,120,1.5,Manhattan
100,115,1.5,Brooklyn
92,165,1.5,Manhattan
98,69,1.5,Manhattan
,55,1.5,Brooklyn
,60,1.5,Queens
100,133,1.5,Brooklyn
98,79,1.5,Manhattan
,79,1.5,Brooklyn
,160,1.5,Manhattan
98,170,1.5,Manhattan
50,45,1.5,Queens
,249,1.5,Manhattan
95,66,1.5,Manhattan
94,75,1.5,Brooklyn
80,200,1.5,Manhattan
100,80,1.5,Manhattan
98,75,1.5,Brooklyn
88,155,1.5,Manhattan
99,75,1.5,Brooklyn
90,125,1.5,Manhattan
,68,1.5,Bronx
97,65,1.5,Manhattan
100,79,1.5,Manhattan
93,125,1.5,Brooklyn
99,140,1.5,Brooklyn
90,70,1.5,Brooklyn
100,2000,1.5,Manhattan
,100,1.5,Manhattan
98,75,1.5,Manhattan
60,36,1.5,Brooklyn
100,240,1.5,Manhattan
,250,1.5,Manhattan
85,50,1.5,Brooklyn
96,120,1.5,Manhattan
97,80,1.5,Manhattan
97,150,1.5,Brooklyn
,120,1.5,Manhattan
100,100,1.5,Manhattan
100,74,1.5,Brooklyn
93,60,1.5,Brooklyn
100,110,1.5,Brooklyn
95,60,1.5,Manhattan
92,110,1.5,Manhattan
100,70,1.5,Manhattan
80,60,1.5,Brooklyn
100,298,1.5,Brooklyn
,35,1.5,Brooklyn
93,100,1.5,Manhattan
,50,1.5,Manhattan
93,150,1.5,Manhattan
100,30,1.5,Queens
90,150,1.5,Manhattan
98,75,1.5,Brooklyn
68,110,1.5,Manhattan
98,110,1.5,Manhattan
,45,1.5,Brooklyn
85,125,1.5,Queens
91,110,1.5,Manhattan
100,75,1.5,Brooklyn
98,100,1.5,Brooklyn
100,250,1.5,Brooklyn
100,149,1.5,Manhattan
,50,1.5,Brooklyn
,95,1.5,Bronx
97,160,1.5,Brooklyn
95,180,1.5,Brooklyn
99,79,1.5,Manhattan
,97,1.5,Brooklyn
,75,1.5,Brooklyn
97,60,1.5,Brooklyn
80,95,1.5,Brooklyn
90,185,1.5,Manhattan
99,150,1.5,Brooklyn
85,65,1.5,Brooklyn
90,200,1.5,Manhattan
95,55,1.5,Brooklyn
,100,1.5,Brooklyn
100,250,1.5,Manhattan
100,89,1.5,Brooklyn
90,300,1.5,Manhattan
98,133,1.5,Manhattan
98,68,1.5,Brooklyn
95,56,1.5,Brooklyn
100,460,1.5,Brooklyn
99,51,1.5,Brooklyn
92,115,1.5,Manhattan
92,180,1.5,Brooklyn
100,80,1.5,Brooklyn
100,300,1.5,Queens
96,79,1.5,Brooklyn
90,150,1.5,Manhattan
98,96,1.5,Brooklyn
91,65,1.5,Brooklyn
100,90,1.5,Manhattan
,50,1.5,Brooklyn
,120,1.5,Brooklyn
,500,1.5,Brooklyn
,600,1.5,Brooklyn
96,150,1.5,Manhattan
87,149,1.5,Brooklyn
91,150,1.5,Manhattan
100,75,1.5,Manhattan
80,195,1.5,Manhattan
100,80,1.5,Brooklyn
100,250,1.5,Manhattan
,300,1.5,Manhattan
96,225,1.5,Manhattan
100,80,1.5,Brooklyn
,75,1.5,Brooklyn
,79,1.5,Brooklyn
93,172,1.5,Manhattan
100,50,1.5,Manhattan
100,110,1.5,Manhattan
80,55,1.5,Brooklyn
97,78,1.5,Queens
94,115,1.5,Brooklyn
80,180,1.5,Manhattan
92,139,1.5,Bronx
100,120,1.5,Brooklyn
80,77,1.5,Brooklyn
100,150,1.5,Manhattan
100,67,1.5,Manhattan
82,159,1.5,Manhattan
93,100,1.5,Brooklyn
100,105,1.5,Manhattan
,65,1.5,Brooklyn
100,199,1.5,Manhattan
87,75,1.5,Brooklyn
90,70,1.5,Manhattan
94,49,1.5,Bronx
94,41,1.5,Bronx
100,150,1.5,Manhattan
73,40,1.5,Queens
,250,1.5,Manhattan
80,40,1.5,Brooklyn
98,497,1.5,Bronx
,239,1.5,Manhattan
93,50,1.5,Brooklyn
94,110,1.5,Manhattan
98,124,1.5,Manhattan
98,229,1.5,Brooklyn
96,175,1.5,Brooklyn
95,40,1.5,Brooklyn
90,41,1.5,Bronx
97,110,1.5,Manhattan
100,150,1.5,Manhattan
100,239,1.5,Manhattan
97,125,1.5,Queens
,245,1.5,Manhattan
100,80,1.5,Queens
100,175,1.5,Brooklyn
93,150,1.5,Manhattan
,200,1.5,Brooklyn
90,200,1.5,Manhattan
91,75,1.5,Brooklyn
96,89,1.5,Bronx
96,120,1.5,Brooklyn
100,35,1.5,Manhattan
97,100,1.5,Brooklyn
,85,1.5,Brooklyn
100,70,1.5,Brooklyn
93,114,1.5,Brooklyn
99,200,1.5,Manhattan
,225,1.5,Brooklyn
,120,1.5,Manhattan
98,130,1.5,Manhattan
100,199,1.5,Manhattan
,55,1.5,Manhattan
98,40,1.5,Bronx
96,200,1.5,Queens
93,140,1.5,Manhattan
98,450,1.5,Manhattan
100,250,1.5,Brooklyn
90,40,1.5,Brooklyn
94,99,1.5,Manhattan
100,140,1.5,Brooklyn
100,150,1.5,Staten Island
100,75,1.5,Brooklyn
99,55,1.5,Brooklyn
98,145,1.5,Brooklyn
92,95,1.5,Brooklyn
95,69,1.5,Brooklyn
98,175,1.5,Brooklyn
98,450,1.5,Manhattan
89,119,1.5,Manhattan
100,250,1.5,Brooklyn
60,160,1.5,Manhattan
98,55,1.5,Brooklyn
92,48,1.5,Queens
93,85,1.5,Manhattan
100,97,1.5,Manhattan
100,91,1.5,Manhattan
,150,1.5,Brooklyn
93,80,1.5,Manhattan
100,60,1.5,Brooklyn
93,55,1.5,Brooklyn
,65,1.5,Brooklyn
96,163,1.5,Brooklyn
100,54,1.5,Manhattan
80,46,1.5,Brooklyn
97,125,1.5,Queens
94,150,1.5,Brooklyn
94,47,1.5,Brooklyn
,40,1.5,Queens
100,120,1.5,Brooklyn
100,67,1.5,Manhattan
96,73,1.5,Brooklyn
95,128,1.5,Brooklyn
93,121,1.5,Brooklyn
100,250,1.5,Brooklyn
90,80,1.5,Manhattan
90,77,1.5,Manhattan
,139,1.5,Manhattan
94,125,1.5,Manhattan
96,75,1.5,Brooklyn
98,89,1.5,Queens
90,279,1.5,Manhattan
99,140,1.5,Manhattan
,200,1.5,Manhattan
,257,1.5,Manhattan
98,95,1.5,Brooklyn
,65,1.5,Brooklyn
93,171,1.5,Manhattan
,29,1.5,Queens
100,250,1.5,Manhattan
98,150,1.5,Brooklyn
86,132,1.5,Brooklyn
100,85,1.5,Manhattan
,90,1.5,Queens
,74,1.5,Queens
89,90,1.5,Manhattan
94,45,1.5,Queens
100,100,1.5,Brooklyn
80,199,1.5,Manhattan
73,143,1.5,Brooklyn
82,40,1.5,Brooklyn
99,125,1.5,Manhattan
60,180,1.5,Manhattan
98,110,1.5,Queens
,83,1.5,Brooklyn
99,300,1.5,Manhattan
98,99,1.5,Brooklyn
97,165,1.5,Brooklyn
,35,1.5,Brooklyn
89,80,1.5,Manhattan
93,150,1.5,Manhattan
,90,1.5,Brooklyn
80,40,1.5,Brooklyn
100,250,1.5,Brooklyn
98,450,1.5,Manhattan
80,50,1.5,Brooklyn
92,75,1.5,Brooklyn
87,139,1.5,Manhattan
73,200,1.5,Manhattan
95,115,1.5,Brooklyn
87,70,1.5,Manhattan
90,50,1.5,Brooklyn
100,85,1.5,Manhattan
100,275,1.5,Manhattan
94,120,1.5,Queens
80,185,1.5,Manhattan
99,180,1.5,Brooklyn
100,150,1.5,Manhattan
100,145,1.5,Manhattan
100,130,1.5,Brooklyn
90,88,1.5,Manhattan
,75,1.5,Brooklyn
,38,1.5,Brooklyn
,64,1.5,Manhattan
100,185,1.5,Manhattan
93,200,1.5,Brooklyn
,75,1.5,Bronx
99,90,1.5,Brooklyn
100,140,1.5,Manhattan
91,150,1.5,Brooklyn
96,98,1.5,Brooklyn
90,100,1.5,Manhattan
91,45,1.5,Brooklyn
85,110,1.5,Bronx
100,80,1.5,Manhattan
,154,1.5,Manhattan
99,175,1.5,Manhattan
100,175,1.5,Brooklyn
,50,1.5,Manhattan
95,99,1.5,Brooklyn
,199,1.5,Manhattan
,239,1.5,Manhattan
98,75,1.5,Manhattan
100,235,1.5,Manhattan
100,45,1.5,Brooklyn
99,85,1.5,Staten Island
,239,1.5,Manhattan
,65,1.5,Queens
100,175,1.5,Manhattan
,60,1.5,Brooklyn
,80,1.5,Brooklyn
80,239,1.5,Manhattan
100,279,1.5,Manhattan
86,35,1.5,Brooklyn
100,239,1.5,Manhattan
,200,1.5,Manhattan
94,33,1.5,Bronx
100,239,1.5,Manhattan
100,239,1.5,Manhattan
,239,1.5,Manhattan
93,45,1.5,Bronx
100,239,1.5,Manhattan
94,179,1.5,Manhattan
,239,1.5,Manhattan
80,239,1.5,Manhattan
,107,1.5,Manhattan
,125,1.5,Manhattan
,230,1.5,Manhattan
91,100,1.5,Queens
97,55,1.5,Brooklyn
100,95,1.5,Brooklyn
90,41,1.5,Brooklyn
99,40,1.5,Brooklyn
91,142,1.5,Manhattan
97,99,1.5,Bronx
96,41,1.5,Brooklyn
100,48,1.5,Manhattan
,301,1.5,Manhattan
92,52,1.5,Manhattan
100,150,1.5,Brooklyn
,1100,1.5,Manhattan
96,160,1.5,Manhattan
,45,1.5,Brooklyn
,106,1.5,Manhattan
99,168,1.5,Queens
97,70,1.5,Manhattan
93,190,1.5,Brooklyn
80,62,1.5,Brooklyn
60,133,1.5,Manhattan
100,175,1.5,Brooklyn
90,125,1.5,Manhattan
92,57,1.5,Manhattan
100,225,1.5,Brooklyn
97,65,1.5,Brooklyn
73,70,1.5,Brooklyn
95,240,1.5,Manhattan
100,140,1.5,Manhattan
95,70,1.5,Queens
100,130,1.5,Manhattan
,50,1.5,Manhattan
96,70,1.5,Brooklyn
92,67,1.5,Bronx
,51,1.5,Brooklyn
,149,1.5,Manhattan
98,169,1.5,Manhattan
93,50,1.5,Brooklyn
,105,1.5,Manhattan
98,90,1.5,Brooklyn
92,105,1.5,Brooklyn
100,130,1.5,Brooklyn
100,100,1.5,Brooklyn
90,288,1.5,Manhattan
100,85,1.5,Brooklyn
92,75,1.5,Brooklyn
,79,1.5,Manhattan
99,200,1.5,Manhattan
87,78,1.5,Manhattan
95,234,1.5,Manhattan
100,119,1.5,Manhattan
96,95,1.5,Manhattan
98,255,1.5,Queens
96,125,1.5,Queens
60,99,1.5,Manhattan
97,175,1.5,Manhattan
,150,1.5,Queens
94,75,1.5,Brooklyn
60,50,1.5,Brooklyn
92,89,1.5,Brooklyn
92,85,1.5,Brooklyn
,137,1.5,Manhattan
100,101,1.5,Manhattan
95,95,1.5,Manhattan
95,119,1.5,Manhattan
99,195,1.5,Brooklyn
98,170,1.5,Manhattan
90,150,1.5,Manhattan
97,157,1.5,Manhattan
,69,1.5,Brooklyn
96,30,1.5,Bronx
97,250,1.5,Brooklyn
93,40,1.5,Brooklyn
,150,1.5,Brooklyn
98,101,1.5,Manhattan
,69,1.5,Manhattan
96,199,1.5,Manhattan
,40,1.5,Queens
100,175,1.5,Brooklyn
95,50,1.5,Brooklyn
100,45,1.5,Manhattan
92,110,1.5,Queens
87,70,1.5,Brooklyn
80,129,1.5,Brooklyn
94,139,1.5,Manhattan
90,135,1.5,Brooklyn
93,90,1.5,Manhattan
90,87,1.5,Brooklyn
100,75,1.5,Queens
100,65,1.5,Manhattan
100,190,1.5,Manhattan
100,85,1.5,Brooklyn
99,119,1.5,Brooklyn
,48,1.5,Manhattan
100,165,1.5,Manhattan
,80,1.5,Manhattan
98,90,1.5,Manhattan
60,125,1.5,Brooklyn
,65,1.5,Manhattan
92,110,1.5,Manhattan
,200,1.5,Brooklyn
,200,1.5,Manhattan
95,450,1.5,Manhattan
94,360,1.5,Manhattan
,65,1.5,Brooklyn
97,65,1.5,Brooklyn
90,160,1.5,Brooklyn
100,500,1.5,Brooklyn
100,75,1.5,Manhattan
98,69,1.5,Manhattan
100,203,1.5,Brooklyn
89,79,1.5,Manhattan
87,50,1.5,Brooklyn
98,100,1.5,Brooklyn
100,70,1.5,Queens
80,175,1.5,Manhattan
92,142,1.5,Brooklyn
93,190,1.5,Brooklyn
,199,1.5,Bronx
,140,1.5,Manhattan
,120,1.5,Bronx
,372,1.5,Manhattan
,65,1.5,Queens
96,80,1.5,Manhattan
100,225,1.5,Manhattan
95,100,1.5,Manhattan
60,50,1.5,Brooklyn
99,119,1.5,Manhattan
93,75,1.5,Manhattan
,100,1.5,Manhattan
100,60,1.5,Brooklyn
80,130,1.5,Manhattan
99,65,1.5,Brooklyn
92,90,1.5,Manhattan
60,50,1.5,Brooklyn
96,67,1.5,Manhattan
96,100,1.5,Brooklyn
,98,1.5,Queens
,50,1.5,Brooklyn
80,100,1.5,Queens
96,300,1.5,Brooklyn
,75,1.5,Brooklyn
,219,1.5,Manhattan
98,300,1.5,Manhattan
90,30,1.5,Queens
93,95,1.5,Brooklyn
87,189,1.5,Manhattan
,250,1.5,Manhattan
99,115,1.5,Manhattan
98,150,1.5,Manhattan
100,80,1.5,Brooklyn
,225,1.5,Manhattan
,400,1.5,Brooklyn
80,35,1.5,Queens
100,325,1.5,Brooklyn
96,110,1.5,Manhattan
94,64,1.5,Brooklyn
98,110,1.5,Manhattan
,50,1.5,Brooklyn
,189,1.5,Manhattan
93,105,1.5,Staten Island
,55,1.5,Brooklyn
,180,1.5,Brooklyn
,50,1.5,Bronx
60,120,1.5,Brooklyn
100,150,1.5,Manhattan
,150,1.5,Manhattan
80,130,1.5,Brooklyn
98,155,1.5,Brooklyn
90,90,1.5,Manhattan
100,90,1.5,Manhattan
,130,1.5,Brooklyn
90,199,1.5,Manhattan
100,70,1.5,Manhattan
90,36,1.5,Manhattan
91,59,1.5,Manhattan
92,70,1.5,Brooklyn
,150,1.5,Manhattan
97,70,1.5,Brooklyn
99,74,1.5,Queens
,80,1.5,Brooklyn
95,161,1.5,Manhattan
100,260,1.5,Manhattan
,79,1.5,Queens
,43,1.5,Brooklyn
100,60,1.5,Brooklyn
80,100,1.5,Manhattan
,210,1.5,Manhattan
,245,1.5,Manhattan
97,175,1.5,Brooklyn
93,250,1.5,Brooklyn
,220,1.5,Manhattan
80,95,1.5,Manhattan
100,250,1.5,Manhattan
97,76,1.5,Brooklyn
,400,1.5,Manhattan
100,200,1.5,Manhattan
100,199,1.5,Manhattan
90,140,1.5,Manhattan
100,57,1.5,Manhattan
80,60,1.5,Brooklyn
97,80,1.5,Brooklyn
80,150,1.5,Manhattan
92,70,1.5,Brooklyn
93,125,1.5,Manhattan
98,170,1.5,Brooklyn
99,179,1.5,Manhattan
100,75,1.5,Brooklyn
,65,1.5,Brooklyn
100,295,1.5,Manhattan
95,196,1.5,Queens
90,68,1.5,Manhattan
,199,1.5,Manhattan
87,46,1.5,Brooklyn
98,62,1.5,Brooklyn
73,66,1.5,Brooklyn
100,150,1.5,Queens
100,115,1.5,Brooklyn
91,45,1.5,Queens
,200,1.5,Manhattan
93,149,1.5,Manhattan
92,175,1.5,Manhattan
96,68,1.5,Manhattan
94,200,1.5,Manhattan
,34,1.5,Brooklyn
,300,1.5,Manhattan
,220,1.5,Manhattan
,36,1.5,Manhattan
,70,1.5,Brooklyn
96,89,1.5,Brooklyn
90,115,1.5,Brooklyn
91,200,1.5,Manhattan
95,100,1.5,Manhattan
,175,1.5,Manhattan
,58,1.5,Brooklyn
94,81,1.5,Manhattan
100,95,1.5,Manhattan
100,150,1.5,Manhattan
