income,Daily_price,Size,Area
903,43,1.5,Brooklyn
135,32,1.5,Brooklyn
1848,88,1.5,Brooklyn
1260,60,1.5,Brooklyn
1771,137,1.5,Manhattan
1922,350,1.5,Manhattan
61,60,1.5,Manhattan
26,50,1.5,Brooklyn
452,350,1.5,Manhattan
340,35,1.5,Brooklyn
1571,99,1.5,Brooklyn
1260,60,1.5,Manhattan
901,46,1.5,Queens
3675,175,1.5,Brooklyn
2520,120,1.5,Queens
3759,179,1.5,Manhattan
2940,1000,1.5,Brooklyn
773,85,1.5,Manhattan
968,120,1.5,Manhattan
42000,2000,1.5,Brooklyn
52500,2500,1.5,Brooklyn
256,117,1.5,Manhattan
2415,115,1.5,Brooklyn
23,45,1.5,Brooklyn
402,149,1.5,Manhattan
56100,8500,1.5,Manhattan
3675,175,1.5,Brooklyn
1680,80,1.5,Brooklyn
1088,125,1.5,Queens
2625,125,1.5,Manhattan
1660,99,1.5,Brooklyn
176,115,1.5,Manhattan
2016,96,1.5,Brooklyn
194,150,1.5,Brooklyn
238,62,1.5,Manhattan
1395,375,1.5,Manhattan
242,37,1.5,Manhattan
819,39,1.5,Manhattan
162,60,1.5,Manhattan
2625,125,1.5,Manhattan
284,70,1.5,Brooklyn
19,30,1.5,Brooklyn
2419,126,1.5,Brooklyn
1470,70,1.5,Brooklyn
241,110,1.5,Manhattan
1543,81,1.5,Manhattan
353,60,1.5,Queens
87,85,1.5,Brooklyn
2100,100,1.5,Manhattan
1995,95,1.5,Brooklyn
113,80,1.5,Brooklyn
92,60,1.5,Manhattan
1680,80,1.5,Manhattan
287,66,1.5,Manhattan
564,200,1.5,Brooklyn
1050,50,1.5,Manhattan
1322,65,1.5,Manhattan
48,29,1.5,Brooklyn
1260,60,1.5,Brooklyn
1890,90,1.5,Queens
2016,240,1.5,Manhattan
311,162,1.5,Brooklyn
871,46,1.5,Queens
194,40,1.5,Staten Island
1932,100,1.5,Queens
1050,50,1.5,Brooklyn
36,70,1.5,Brooklyn
22,35,1.5,Brooklyn
416,59,1.5,Brooklyn
1728,150,1.5,Brooklyn
1680,80,1.5,Queens
4200,200,1.5,Manhattan
3429,225,1.5,Manhattan
3201,485,1.5,Manhattan
2100,100,1.5,Queens
2016,96,1.5,Brooklyn
6300,300,1.5,Brooklyn
182,75,1.5,Queens
2004,155,1.5,Brooklyn
1920,100,1.5,Manhattan
2520,120,1.5,Brooklyn
404,175,1.5,Manhattan
1601,90,1.5,Manhattan
279,99,1.5,Manhattan
1155,55,1.5,Brooklyn
2100,100,1.5,Manhattan
1260,60,1.5,Queens
2478,118,1.5,Manhattan
1050,50,1.5,Brooklyn
5250,250,1.5,Brooklyn
903,43,1.5,Brooklyn
163,99,1.5,Manhattan
903,43,1.5,Brooklyn
903,43,1.5,Brooklyn
1260,60,1.5,Staten Island
114,52,1.5,Brooklyn
2254,110,1.5,Brooklyn
110,26,1.5,Brooklyn
701,46,1.5,Queens
4200,200,1.5,Brooklyn
1058,150,1.5,Manhattan
1680,80,1.5,Manhattan
400,65,1.5,Bronx
1248,130,1.5,Manhattan
1094,150,1.5,Manhattan
987,47,1.5,Queens
9450,450,1.5,Manhattan
1680,80,1.5,Brooklyn
409,110,1.5,Brooklyn
2835,135,1.5,Queens
810,55,1.5,Brooklyn
1071,51,1.5,Queens
819,39,1.5,Queens
777,37,1.5,Queens
777,37,1.5,Queens
777,37,1.5,Queens
1575,75,1.5,Queens
525,25,1.5,Brooklyn
2730,130,1.5,Manhattan
10059,479,1.5,Manhattan
3150,150,1.5,Queens
1828,220,1.5,Brooklyn
18,36,1.5,Manhattan
1512,84,1.5,Brooklyn
1260,60,1.5,Queens
3570,170,1.5,Manhattan
1046,160,1.5,Manhattan
2646,126,1.5,Manhattan
333,100,1.5,Brooklyn
63,55,1.5,Manhattan
1789,159,1.5,Manhattan
4080,340,1.5,Brooklyn
1890,90,1.5,Brooklyn
630,30,1.5,Queens
1121,325,1.5,Brooklyn
5250,250,1.5,Manhattan
197,70,1.5,Brooklyn
1680,80,1.5,Bronx
2921,150,1.5,Manhattan
1680,80,1.5,Bronx
1659,79,1.5,Manhattan
1680,80,1.5,Brooklyn
711,50,1.5,Queens
1260,60,1.5,Brooklyn
2625,125,1.5,Staten Island
2730,130,1.5,Brooklyn
911,65,1.5,Brooklyn
654,100,1.5,Manhattan
141,50,1.5,Brooklyn
1260,60,1.5,Brooklyn
3318,158,1.5,Manhattan
3654,174,1.5,Manhattan
433,380,1.5,Manhattan
3045,145,1.5,Brooklyn
213,49,1.5,Brooklyn
508,99,1.5,Brooklyn
582,89,1.5,Manhattan
485,425,1.5,Manhattan
3675,175,1.5,Manhattan
2058,98,1.5,Manhattan
1109,231,1.5,Manhattan
1428,68,1.5,Brooklyn
178,45,1.5,Queens
61,40,1.5,Brooklyn
1575,75,1.5,Brooklyn
1050,50,1.5,Brooklyn
5025,250,1.5,Manhattan
931,290,1.5,Manhattan
813,50,1.5,Bronx
882,42,1.5,Brooklyn
3675,175,1.5,Brooklyn
2415,125,1.5,Brooklyn
2016,96,1.5,Manhattan
5250,250,1.5,Manhattan
3150,150,1.5,Manhattan
231,140,1.5,Brooklyn
340,45,1.5,Brooklyn
3267,220,1.5,Manhattan
407,186,1.5,Manhattan
1364,75,1.5,Brooklyn
2105,175,1.5,Manhattan
149,55,1.5,Brooklyn
2100,100,1.5,Brooklyn
1716,95,1.5,Queens
1248,640,1.5,Brooklyn
5838,278,1.5,Queens
727,53,1.5,Manhattan
372,100,1.5,Brooklyn
1365,65,1.5,Queens
357,43,1.5,Brooklyn
1094,285,1.5,Brooklyn
1365,65,1.5,Queens
184,120,1.5,Manhattan
1668,165,1.5,Manhattan
137,39,1.5,Brooklyn
819,39,1.5,Manhattan
262,40,1.5,Brooklyn
113,45,1.5,Manhattan
2940,140,1.5,Brooklyn
392,60,1.5,Brooklyn
102,92,1.5,Manhattan
5250,250,1.5,Brooklyn
4200,200,1.5,Manhattan
2835,135,1.5,Queens
1554,74,1.5,Manhattan
4200,200,1.5,Queens
1806,86,1.5,Brooklyn
215,130,1.5,Manhattan
2373,113,1.5,Brooklyn
1365,65,1.5,Brooklyn
916,275,1.5,Manhattan
770,150,1.5,Brooklyn
2284,175,1.5,Manhattan
3150,150,1.5,Manhattan
1365,65,1.5,Brooklyn
1785,85,1.5,Bronx
1197,57,1.5,Staten Island
1995,95,1.5,Manhattan
708,46,1.5,Manhattan
3990,190,1.5,Queens
80,70,1.5,Manhattan
1260,60,1.5,Brooklyn
206,125,1.5,Manhattan
226,175,1.5,Brooklyn
1254,100,1.5,Manhattan
326,85,1.5,Brooklyn
693,95,1.5,Brooklyn
684,53,1.5,Manhattan
64,125,1.5,Brooklyn
1995,95,1.5,Manhattan
414,45,1.5,Brooklyn
450,250,1.5,Brooklyn
6300,300,1.5,Manhattan
1647,148,1.5,Brooklyn
677,55,1.5,Queens
5250,250,1.5,Manhattan
195,89,1.5,Brooklyn
355,115,1.5,Manhattan
28,55,1.5,Brooklyn
2940,140,1.5,Brooklyn
5040,240,1.5,Bronx
2940,140,1.5,Manhattan
3240,200,1.5,Brooklyn
1050,50,1.5,Brooklyn
565,63,1.5,Brooklyn
3675,175,1.5,Brooklyn
3780,180,1.5,Manhattan
1470,70,1.5,Queens
580,265,1.5,Brooklyn
3150,150,1.5,Manhattan
4179,199,1.5,Manhattan
3603,194,1.5,Manhattan
2400,500,1.5,Manhattan
2205,105,1.5,Manhattan
36,70,1.5,Manhattan
1050,50,1.5,Brooklyn
1700,187,1.5,Manhattan
4515,250,1.5,Manhattan
1050,50,1.5,Brooklyn
51,100,1.5,Brooklyn
316,65,1.5,Brooklyn
2730,130,1.5,Manhattan
217,36,1.5,Brooklyn
3885,185,1.5,Manhattan
961,175,1.5,Brooklyn
766,65,1.5,Brooklyn
349,42,1.5,Brooklyn
263,25,1.5,Brooklyn
571,55,1.5,Brooklyn
945,45,1.5,Manhattan
238,29,1.5,Bronx
975,77,1.5,Brooklyn
263,120,1.5,Manhattan
519,70,1.5,Brooklyn
735,35,1.5,Queens
2202,200,1.5,Manhattan
233,70,1.5,Queens
125,110,1.5,Manhattan
3299,374,1.5,Manhattan
2793,133,1.5,Manhattan
3675,175,1.5,Brooklyn
183,42,1.5,Brooklyn
630,350,1.5,Manhattan
4200,200,1.5,Queens
142,65,1.5,Brooklyn
2339,155,1.5,Brooklyn
2415,115,1.5,Manhattan
1302,62,1.5,Brooklyn
517,139,1.5,Manhattan
52,75,1.5,Brooklyn
224,45,1.5,Queens
2499,119,1.5,Queens
3906,186,1.5,Brooklyn
1260,60,1.5,Queens
714,34,1.5,Bronx
240,72,1.5,Queens
882,42,1.5,Brooklyn
450,250,1.5,Brooklyn
508,110,1.5,Manhattan
508,110,1.5,Manhattan
2058,98,1.5,Manhattan
1039,125,1.5,Manhattan
2020,149,1.5,Manhattan
664,140,1.5,Manhattan
719,110,1.5,Manhattan
1313,125,1.5,Manhattan
746,110,1.5,Manhattan
1144,149,1.5,Manhattan
483,140,1.5,Manhattan
578,125,1.5,Manhattan
465,110,1.5,Manhattan
1470,140,1.5,Manhattan
581,190,1.5,Manhattan
735,140,1.5,Manhattan
898,149,1.5,Manhattan
2310,110,1.5,Brooklyn
4500,400,1.5,Manhattan
1365,65,1.5,Manhattan
155,120,1.5,Manhattan
77,95,1.5,Brooklyn
1050,50,1.5,Brooklyn
150,26,1.5,Bronx
1260,60,1.5,Brooklyn
3120,400,1.5,Manhattan
737,90,1.5,Manhattan
456,400,1.5,Manhattan
5145,245,1.5,Manhattan
165,100,1.5,Manhattan
2625,125,1.5,Brooklyn
924,220,1.5,Manhattan
5250,250,1.5,Brooklyn
1659,79,1.5,Manhattan
2310,110,1.5,Manhattan
554,45,1.5,Queens
2100,100,1.5,Queens
3675,175,1.5,Manhattan
1701,81,1.5,Manhattan
422,37,1.5,Brooklyn
4200,200,1.5,Manhattan
1040,120,1.5,Brooklyn
90,70,1.5,Brooklyn
840,40,1.5,Brooklyn
415,108,1.5,Manhattan
104,91,1.5,Manhattan
2940,140,1.5,Brooklyn
2772,132,1.5,Manhattan
2205,105,1.5,Manhattan
322,147,1.5,Manhattan
370,127,1.5,Manhattan
847,92,1.5,Manhattan
2898,139,1.5,Brooklyn
250,139,1.5,Brooklyn
78,100,1.5,Queens
71,55,1.5,Manhattan
253,64,1.5,Brooklyn
1229,80,1.5,Manhattan
128,250,1.5,Brooklyn
840,40,1.5,Bronx
1176,400,1.5,Brooklyn
673,129,1.5,Manhattan
233,70,1.5,Manhattan
1680,80,1.5,Manhattan
4620,220,1.5,Manhattan
2814,134,1.5,Manhattan
1507,119,1.5,Manhattan
106,44,1.5,Brooklyn
3990,190,1.5,Manhattan
945,45,1.5,Brooklyn
99,60,1.5,Queens
3738,178,1.5,Manhattan
15750,750,1.5,Brooklyn
1029,49,1.5,Brooklyn
1630,130,1.5,Brooklyn
2835,135,1.5,Brooklyn
2100,100,1.5,Queens
5565,265,1.5,Queens
3150,150,1.5,Brooklyn
1485,100,1.5,Brooklyn
74,45,1.5,Brooklyn
1487,75,1.5,Brooklyn
2730,130,1.5,Brooklyn
1575,75,1.5,Queens
1296,75,1.5,Queens
3150,150,1.5,Manhattan
194,72,1.5,Manhattan
299,57,1.5,Bronx
6300,300,1.5,Brooklyn
4200,200,1.5,Brooklyn
3150,150,1.5,Queens
2100,100,1.5,Queens
5775,275,1.5,Manhattan
3150,150,1.5,Manhattan
2037,175,1.5,Manhattan
48,95,1.5,Manhattan
1260,60,1.5,Brooklyn
3150,150,1.5,Brooklyn
2877,137,1.5,Manhattan
2982,142,1.5,Manhattan
1865,280,1.5,Manhattan
28,55,1.5,Brooklyn
3465,165,1.5,Manhattan
4200,200,1.5,Manhattan
3339,159,1.5,Manhattan
4200,200,1.5,Manhattan
106,93,1.5,Manhattan
2625,125,1.5,Brooklyn
2100,100,1.5,Manhattan
1743,83,1.5,Brooklyn
1782,99,1.5,Brooklyn
956,75,1.5,Bronx
987,47,1.5,Bronx
2730,130,1.5,Manhattan
60,84,1.5,Brooklyn
1869,89,1.5,Queens
667,90,1.5,Brooklyn
2877,137,1.5,Manhattan
2100,100,1.5,Manhattan
2982,142,1.5,Manhattan
2739,550,1.5,Brooklyn
1555,162,1.5,Manhattan
3129,149,1.5,Queens
3129,149,1.5,Queens
120,190,1.5,Brooklyn
378,600,1.5,Manhattan
2625,125,1.5,Brooklyn
189,166,1.5,Manhattan
127,45,1.5,Brooklyn
1575,75,1.5,Brooklyn
128,70,1.5,Queens
342,300,1.5,Manhattan
4200,200,1.5,Brooklyn
3360,160,1.5,Manhattan
6300,300,1.5,Manhattan
3780,180,1.5,Brooklyn
153,52,1.5,Brooklyn
1890,90,1.5,Manhattan
945,45,1.5,Brooklyn
1869,89,1.5,Manhattan
1260,60,1.5,Manhattan
1038,100,1.5,Brooklyn
2100,100,1.5,Queens
2625,125,1.5,Brooklyn
2100,100,1.5,Queens
714,85,1.5,Queens
610,90,1.5,Brooklyn
1932,92,1.5,Brooklyn
630,30,1.5,Brooklyn
12600,600,1.5,Manhattan
867,109,1.5,Manhattan
333,50,1.5,Manhattan
13419,639,1.5,Manhattan
3621,195,1.5,Queens
583,80,1.5,Manhattan
375,125,1.5,Manhattan
750,85,1.5,Manhattan
975,125,1.5,Manhattan
3990,190,1.5,Brooklyn
824,57,1.5,Brooklyn
1365,65,1.5,Brooklyn
60,48,1.5,Brooklyn
2709,129,1.5,Manhattan
2499,119,1.5,Manhattan
8400,400,1.5,Manhattan
5040,240,1.5,Manhattan
2205,105,1.5,Queens
7146,600,1.5,Brooklyn
1579,280,1.5,Brooklyn
267,110,1.5,Manhattan
1393,75,1.5,Brooklyn
26,50,1.5,Brooklyn
158,40,1.5,Brooklyn
790,60,1.5,Queens
1485,375,1.5,Manhattan
630,30,1.5,Manhattan
85,30,1.5,Queens
104,45,1.5,Brooklyn
393,85,1.5,Brooklyn
2100,100,1.5,Brooklyn
1407,67,1.5,Brooklyn
2625,125,1.5,Manhattan
433,65,1.5,Manhattan
2310,110,1.5,Staten Island
1029,49,1.5,Brooklyn
1494,99,1.5,Queens
351,39,1.5,Manhattan
3969,189,1.5,Manhattan
1314,65,1.5,Queens
566,41,1.5,Manhattan
776,196,1.5,Manhattan
1365,65,1.5,Brooklyn
987,47,1.5,Brooklyn
2264,135,1.5,Queens
945,45,1.5,Manhattan
115,225,1.5,Brooklyn
120,45,1.5,Brooklyn
344,171,1.5,Manhattan
1470,70,1.5,Manhattan
756,200,1.5,Manhattan
2111,170,1.5,Manhattan
1406,125,1.5,Queens
74,45,1.5,Brooklyn
1496,175,1.5,Manhattan
54,106,1.5,Brooklyn
1680,80,1.5,Brooklyn
1890,90,1.5,Brooklyn
1260,60,1.5,Brooklyn
1075,140,1.5,Brooklyn
1680,80,1.5,Manhattan
150,65,1.5,Bronx
1470,70,1.5,Bronx
76,149,1.5,Manhattan
65,66,1.5,Brooklyn
62790,2990,1.5,Manhattan
1449,69,1.5,Brooklyn
630,30,1.5,Brooklyn
16,31,1.5,Brooklyn
502,135,1.5,Brooklyn
2677,135,1.5,Manhattan
63,55,1.5,Brooklyn
223,60,1.5,Brooklyn
1655,124,1.5,Manhattan
824,129,1.5,Manhattan
57,50,1.5,Manhattan
2604,124,1.5,Manhattan
884,127,1.5,Manhattan
466,40,1.5,Brooklyn
214,60,1.5,Queens
1050,50,1.5,Queens
3465,165,1.5,Brooklyn
4095,195,1.5,Brooklyn
840,40,1.5,Brooklyn
340,70,1.5,Brooklyn
25,40,1.5,Brooklyn
171,150,1.5,Brooklyn
2415,115,1.5,Manhattan
516,72,1.5,Manhattan
305,95,1.5,Brooklyn
2100,100,1.5,Brooklyn
186,85,1.5,Brooklyn
1575,75,1.5,Brooklyn
1058,250,1.5,Manhattan
3330,1000,1.5,Manhattan
729,163,1.5,Manhattan
1575,75,1.5,Manhattan
30,48,1.5,Brooklyn
6600,339,1.5,Manhattan
353,40,1.5,Brooklyn
1260,60,1.5,Queens
6814,339,1.5,Manhattan
866,65,1.5,Queens
960,269,1.5,Manhattan
791,269,1.5,Manhattan
1001,269,1.5,Manhattan
432,120,1.5,Manhattan
6300,300,1.5,Manhattan
2306,180,1.5,Manhattan
4200,200,1.5,Manhattan
770,64,1.5,Manhattan
150,65,1.5,Manhattan
2100,100,1.5,Brooklyn
487,95,1.5,Brooklyn
297,300,1.5,Brooklyn
534,231,1.5,Queens
2625,125,1.5,Brooklyn
945,45,1.5,Brooklyn
148,64,1.5,Manhattan
77,150,1.5,Brooklyn
35,50,1.5,Brooklyn
190,115,1.5,Manhattan
18,29,1.5,Brooklyn
1050,50,1.5,Queens
120,105,1.5,Manhattan
3255,155,1.5,Manhattan
4179,199,1.5,Manhattan
1166,67,1.5,Manhattan
1050,50,1.5,Queens
753,105,1.5,Brooklyn
2523,159,1.5,Brooklyn
107,70,1.5,Brooklyn
1995,95,1.5,Brooklyn
1029,49,1.5,Brooklyn
486,100,1.5,Manhattan
2205,105,1.5,Manhattan
1050,50,1.5,Brooklyn
3675,175,1.5,Brooklyn
4095,195,1.5,Brooklyn
4725,225,1.5,Brooklyn
1575,75,1.5,Queens
178,45,1.5,Brooklyn
2100,100,1.5,Manhattan
1260,60,1.5,Brooklyn
3108,148,1.5,Manhattan
270,150,1.5,Brooklyn
2835,135,1.5,Brooklyn
3339,159,1.5,Manhattan
1050,50,1.5,Manhattan
924,44,1.5,Bronx
94,49,1.5,Manhattan
592,70,1.5,Brooklyn
1794,200,1.5,Manhattan
6195,295,1.5,Manhattan
3174,200,1.5,Brooklyn
653,49,1.5,Brooklyn
3675,175,1.5,Brooklyn
86,45,1.5,Brooklyn
3255,155,1.5,Brooklyn
1470,70,1.5,Manhattan
396,100,1.5,Manhattan
1782,120,1.5,Manhattan
1210,160,1.5,Brooklyn
588,28,1.5,Queens
777,37,1.5,Queens
518,120,1.5,Brooklyn
127,77,1.5,Brooklyn
185,80,1.5,Manhattan
576,150,1.5,Brooklyn
141,124,1.5,Brooklyn
19,30,1.5,Brooklyn
441,65,1.5,Manhattan
288,70,1.5,Manhattan
1155,55,1.5,Brooklyn
142,225,1.5,Brooklyn
55,48,1.5,Queens
819,39,1.5,Manhattan
706,120,1.5,Brooklyn
143,159,1.5,Brooklyn
597,99,1.5,Brooklyn
569,40,1.5,Queens
99,35,1.5,Queens
2415,115,1.5,Brooklyn
969,85,1.5,Manhattan
1035,75,1.5,Manhattan
335,75,1.5,Manhattan
4200,200,1.5,Manhattan
682,75,1.5,Brooklyn
2520,120,1.5,Brooklyn
1553,119,1.5,Brooklyn
1050,50,1.5,Queens
2730,350,1.5,Manhattan
1155,55,1.5,Brooklyn
79,48,1.5,Manhattan
171,150,1.5,Brooklyn
180,100,1.5,Brooklyn
1890,90,1.5,Brooklyn
1421,74,1.5,Manhattan
1365,65,1.5,Brooklyn
1253,174,1.5,Brooklyn
312,40,1.5,Staten Island
196,119,1.5,Manhattan
6825,325,1.5,Queens
1365,65,1.5,Brooklyn
173,90,1.5,Brooklyn
4830,230,1.5,Queens
3897,188,1.5,Queens
1613,140,1.5,Manhattan
1155,55,1.5,Queens
1995,95,1.5,Brooklyn
51,100,1.5,Manhattan
208,45,1.5,Brooklyn
412,70,1.5,Brooklyn
1659,79,1.5,Manhattan
1203,95,1.5,Manhattan
99,70,1.5,Brooklyn
675,125,1.5,Brooklyn
1105,120,1.5,Brooklyn
514,115,1.5,Manhattan
945,45,1.5,Brooklyn
945,89,1.5,Manhattan
1575,75,1.5,Brooklyn
2549,240,1.5,Manhattan
358,199,1.5,Brooklyn
308,50,1.5,Brooklyn
2100,100,1.5,Queens
1449,69,1.5,Brooklyn
185,45,1.5,Brooklyn
1050,50,1.5,Bronx
3381,175,1.5,Brooklyn
1050,50,1.5,Queens
5040,240,1.5,Manhattan
3339,159,1.5,Queens
1260,60,1.5,Staten Island
2100,100,1.5,Manhattan
819,39,1.5,Queens
349,78,1.5,Manhattan
50,80,1.5,Manhattan
476,63,1.5,Queens
92,50,1.5,Queens
212,118,1.5,Brooklyn
310,55,1.5,Manhattan
882,42,1.5,Brooklyn
870,100,1.5,Manhattan
1659,79,1.5,Manhattan
3255,155,1.5,Brooklyn
1567,119,1.5,Manhattan
1061,90,1.5,Manhattan
1196,275,1.5,Manhattan
252,150,1.5,Brooklyn
455,69,1.5,Manhattan
617,150,1.5,Manhattan
919,199,1.5,Manhattan
41,65,1.5,Manhattan
6090,290,1.5,Manhattan
2100,100,1.5,Manhattan
65,103,1.5,Queens
12579,599,1.5,Manhattan
1415,85,1.5,Manhattan
2016,96,1.5,Brooklyn
1470,70,1.5,Brooklyn
699,274,1.5,Manhattan
5250,250,1.5,Manhattan
1890,90,1.5,Brooklyn
987,100,1.5,Brooklyn
8652,412,1.5,Manhattan
8652,412,1.5,Manhattan
8652,412,1.5,Manhattan
1050,50,1.5,Queens
3108,148,1.5,Manhattan
493,120,1.5,Brooklyn
123,41,1.5,Queens
889,89,1.5,Manhattan
162,70,1.5,Manhattan
1982,109,1.5,Manhattan
11,10,1.5,Manhattan
1079,54,1.5,Manhattan
121,35,1.5,Bronx
62,48,1.5,Brooklyn
1722,82,1.5,Manhattan
970,165,1.5,Manhattan
1013,60,1.5,Queens
168,130,1.5,Brooklyn
2205,105,1.5,Bronx
1365,65,1.5,Manhattan
116,50,1.5,Brooklyn
3528,190,1.5,Queens
1260,60,1.5,Brooklyn
2100,100,1.5,Manhattan
353,52,1.5,Brooklyn
591,35,1.5,Bronx
945,45,1.5,Queens
419,41,1.5,Brooklyn
314,275,1.5,Manhattan
367,130,1.5,Manhattan
91,55,1.5,Manhattan
230,365,1.5,Manhattan
388,55,1.5,Brooklyn
85,30,1.5,Manhattan
5775,275,1.5,Manhattan
945,45,1.5,Brooklyn
8327,650,1.5,Manhattan
838,95,1.5,Brooklyn
3135,500,1.5,Manhattan
11610,750,1.5,Manhattan
106,46,1.5,Brooklyn
840,40,1.5,Bronx
2940,140,1.5,Manhattan
252,140,1.5,Manhattan
2675,199,1.5,Brooklyn
1680,80,1.5,Manhattan
1449,69,1.5,Queens
1579,188,1.5,Manhattan
345,100,1.5,Manhattan
3465,165,1.5,Manhattan
127,55,1.5,Queens
359,90,1.5,Brooklyn
315,70,1.5,Brooklyn
1072,90,1.5,Brooklyn
1312,394,1.5,Manhattan
856,248,1.5,Brooklyn
396,100,1.5,Brooklyn
1680,80,1.5,Manhattan
1870,225,1.5,Brooklyn
2298,185,1.5,Manhattan
3150,150,1.5,Queens
6300,300,1.5,Brooklyn
28,45,1.5,Brooklyn
693,150,1.5,Brooklyn
3360,160,1.5,Manhattan
2835,135,1.5,Queens
1869,89,1.5,Manhattan
2510,350,1.5,Manhattan
1445,450,1.5,Brooklyn
436,110,1.5,Manhattan
82,72,1.5,Brooklyn
3048,200,1.5,Manhattan
235,80,1.5,Brooklyn
945,45,1.5,Brooklyn
2079,99,1.5,Brooklyn
5553,339,1.5,Manhattan
96,58,1.5,Queens
1509,90,1.5,Brooklyn
3675,175,1.5,Manhattan
740,180,1.5,Brooklyn
2031,145,1.5,Manhattan
1260,60,1.5,Brooklyn
1680,80,1.5,Brooklyn
1260,60,1.5,Brooklyn
2415,115,1.5,Manhattan
86,52,1.5,Manhattan
5250,250,1.5,Queens
3743,250,1.5,Manhattan
51,100,1.5,Manhattan
423,100,1.5,Manhattan
772,195,1.5,Brooklyn
162,55,1.5,Brooklyn
94,120,1.5,Manhattan
5990,339,1.5,Manhattan
1517,160,1.5,Manhattan
214,140,1.5,Brooklyn
1050,50,1.5,Brooklyn
3019,180,1.5,Manhattan
30,58,1.5,Brooklyn
1218,58,1.5,Brooklyn
2520,120,1.5,Manhattan
987,47,1.5,Brooklyn
6048,288,1.5,Manhattan
4365,300,1.5,Brooklyn
5250,250,1.5,Brooklyn
2106,195,1.5,Manhattan
462,100,1.5,Brooklyn
3780,180,1.5,Brooklyn
1634,150,1.5,Brooklyn
878,190,1.5,Manhattan
1575,75,1.5,Brooklyn
279,81,1.5,Manhattan
29,25,1.5,Bronx
5107,275,1.5,Manhattan
41,60,1.5,Queens
70,90,1.5,Brooklyn
4662,222,1.5,Manhattan
453,95,1.5,Brooklyn
80,70,1.5,Queens
3633,173,1.5,Brooklyn
4620,220,1.5,Brooklyn
284,148,1.5,Manhattan
347,75,1.5,Manhattan
4179,199,1.5,Manhattan
3150,150,1.5,Manhattan
528,153,1.5,Manhattan
110,99,1.5,Brooklyn
624,65,1.5,Manhattan
1050,50,1.5,Queens
945,45,1.5,Brooklyn
357,100,1.5,Manhattan
214,62,1.5,Brooklyn
53,77,1.5,Manhattan
76,46,1.5,Brooklyn
1995,95,1.5,Manhattan
2766,200,1.5,Manhattan
367,102,1.5,Manhattan
494,350,1.5,Brooklyn
4200,200,1.5,Queens
945,45,1.5,Brooklyn
2535,168,1.5,Brooklyn
840,40,1.5,Brooklyn
1155,55,1.5,Manhattan
1400,150,1.5,Manhattan
1102,79,1.5,Brooklyn
1365,65,1.5,Brooklyn
609,199,1.5,Brooklyn
945,45,1.5,Queens
1470,70,1.5,Brooklyn
38,60,1.5,Brooklyn
2709,129,1.5,Manhattan
631,115,1.5,Manhattan
1239,59,1.5,Brooklyn
1029,49,1.5,Brooklyn
564,71,1.5,Brooklyn
6195,295,1.5,Brooklyn
1365,65,1.5,Queens
3465,165,1.5,Manhattan
1680,80,1.5,Brooklyn
2100,100,1.5,Manhattan
680,45,1.5,Brooklyn
2205,105,1.5,Manhattan
2574,130,1.5,Brooklyn
103,90,1.5,Queens
71,62,1.5,Brooklyn
44,70,1.5,Brooklyn
2187,225,1.5,Manhattan
875,95,1.5,Manhattan
3129,149,1.5,Manhattan
2058,98,1.5,Queens
3150,150,1.5,Queens
3675,175,1.5,Manhattan
3780,180,1.5,Queens
242,70,1.5,Bronx
2100,100,1.5,Manhattan
1659,79,1.5,Queens
7350,350,1.5,Manhattan
1575,75,1.5,Queens
1680,320,1.5,Manhattan
604,39,1.5,Queens
342,300,1.5,Manhattan
502,40,1.5,Queens
148,130,1.5,Manhattan
456,40,1.5,Brooklyn
234,130,1.5,Manhattan
5250,250,1.5,Manhattan
9450,450,1.5,Queens
987,47,1.5,Brooklyn
1325,115,1.5,Manhattan
785,120,1.5,Brooklyn
1869,89,1.5,Manhattan
1155,250,1.5,Manhattan
2251,220,1.5,Manhattan
6300,300,1.5,Queens
95,150,1.5,Brooklyn
1134,150,1.5,Manhattan
3150,150,1.5,Manhattan
236,46,1.5,Queens
1428,68,1.5,Brooklyn
1113,53,1.5,Manhattan
1026,57,1.5,Manhattan
636,53,1.5,Manhattan
920,59,1.5,Manhattan
6510,310,1.5,Manhattan
532,65,1.5,Bronx
1050,50,1.5,Manhattan
5250,250,1.5,Brooklyn
871,80,1.5,Manhattan
91,80,1.5,Manhattan
2730,130,1.5,Brooklyn
187,130,1.5,Brooklyn
357,100,1.5,Queens
1575,75,1.5,Staten Island
4200,200,1.5,Queens
135,45,1.5,Brooklyn
1680,125,1.5,Manhattan
317,59,1.5,Brooklyn
51,65,1.5,Brooklyn
1199,120,1.5,Manhattan
1995,95,1.5,Manhattan
648,72,1.5,Manhattan
237,50,1.5,Queens
5741,299,1.5,Manhattan
402,67,1.5,Manhattan
2898,138,1.5,Queens
882,42,1.5,Queens
1554,74,1.5,Queens
1260,60,1.5,Brooklyn
8863,975,1.5,Manhattan
1065,130,1.5,Brooklyn
219,59,1.5,Brooklyn
1470,70,1.5,Manhattan
6300,300,1.5,Brooklyn
1481,150,1.5,Brooklyn
2079,99,1.5,Brooklyn
446,125,1.5,Manhattan
306,170,1.5,Manhattan
1391,89,1.5,Manhattan
1391,125,1.5,Queens
35,50,1.5,Brooklyn
1890,90,1.5,Manhattan
