income,Daily_price,Size,Area
199,195,1.5,Manhattan
67,86,1.5,Manhattan
1260,60,1.5,Brooklyn
275,65,1.5,Manhattan
1155,55,1.5,Brooklyn
2328,200,1.5,Brooklyn
3465,165,1.5,Brooklyn
78,100,1.5,Manhattan
1623,149,1.5,Brooklyn
10,36,1.5,Manhattan
950,75,1.5,Manhattan
57,50,1.5,Queens
1505,80,1.5,Manhattan
6300,300,1.5,Manhattan
72,71,1.5,Manhattan
240,100,1.5,Brooklyn
469,193,1.5,Manhattan
201,79,1.5,Queens
31,60,1.5,Brooklyn
16,60,1.5,Brooklyn
38,75,1.5,Brooklyn
1350,750,1.5,Brooklyn
120,235,1.5,Manhattan
2919,139,1.5,Manhattan
4620,220,1.5,Manhattan
2520,120,1.5,Manhattan
232,180,1.5,Manhattan
472,185,1.5,Manhattan
61,225,1.5,Manhattan
459,150,1.5,Brooklyn
4200,200,1.5,Manhattan
383,150,1.5,Brooklyn
162,74,1.5,Queens
80,140,1.5,Manhattan
1933,180,1.5,Manhattan
26,50,1.5,Brooklyn
987,47,1.5,Queens
294,245,1.5,Manhattan
2415,115,1.5,Brooklyn
14,50,1.5,Brooklyn
2310,110,1.5,Bronx
3150,150,1.5,Manhattan
38,139,1.5,Manhattan
4620,220,1.5,Brooklyn
3570,170,1.5,Manhattan
1659,79,1.5,Brooklyn
122,240,1.5,Brooklyn
31,115,1.5,Brooklyn
2520,120,1.5,Brooklyn
54,200,1.5,Brooklyn
78,200,1.5,Brooklyn
63,150,1.5,Manhattan
2619,165,1.5,Brooklyn
230,85,1.5,Manhattan
133,130,1.5,Manhattan
23,85,1.5,Manhattan
1785,85,1.5,Brooklyn
2520,120,1.5,Manhattan
252,70,1.5,Manhattan
113,40,1.5,Brooklyn
361,55,1.5,Manhattan
2730,130,1.5,Manhattan
16,60,1.5,Manhattan
1149,65,1.5,Brooklyn
5229,249,1.5,Manhattan
20,75,1.5,Brooklyn
255,500,1.5,Manhattan
2814,169,1.5,Manhattan
6300,300,1.5,Brooklyn
145,95,1.5,Manhattan
5040,240,1.5,Brooklyn
32,120,1.5,Manhattan
713,180,1.5,Manhattan
1680,80,1.5,Manhattan
1831,90,1.5,Manhattan
1659,79,1.5,Brooklyn
692,139,1.5,Queens
54,200,1.5,Manhattan
108,139,1.5,Manhattan
1197,105,1.5,Brooklyn
5250,250,1.5,Manhattan
27,47,1.5,Manhattan
2268,108,1.5,Brooklyn
1785,85,1.5,Manhattan
1575,75,1.5,Queens
113,80,1.5,Brooklyn
1260,60,1.5,Brooklyn
198,50,1.5,Queens
2520,120,1.5,Manhattan
6300,300,1.5,Manhattan
2100,100,1.5,Brooklyn
392,65,1.5,Manhattan
33,65,1.5,Manhattan
7350,350,1.5,Brooklyn
36,132,1.5,Brooklyn
354,35,1.5,Manhattan
3150,150,1.5,Manhattan
20,75,1.5,Manhattan
51,100,1.5,Manhattan
69,89,1.5,Brooklyn
14,50,1.5,Brooklyn
6300,300,1.5,Manhattan
1050,50,1.5,Manhattan
8400,400,1.5,Manhattan
5250,250,1.5,Manhattan
2856,136,1.5,Manhattan
1470,70,1.5,Queens
2835,135,1.5,Manhattan
1094,450,1.5,Manhattan
41,80,1.5,Manhattan
1210,90,1.5,Brooklyn
94,165,1.5,Brooklyn
24,90,1.5,Manhattan
335,145,1.5,Brooklyn
206,125,1.5,Queens
26,50,1.5,Brooklyn
1458,150,1.5,Brooklyn
48,95,1.5,Manhattan
382,65,1.5,Queens
289,125,1.5,Brooklyn
32,120,1.5,Queens
4221,201,1.5,Manhattan
109,213,1.5,Manhattan
563,50,1.5,Brooklyn
1029,49,1.5,Brooklyn
921,185,1.5,Manhattan
1869,89,1.5,Brooklyn
2100,100,1.5,Brooklyn
47,60,1.5,Brooklyn
1030,132,1.5,Manhattan
2625,125,1.5,Brooklyn
255,100,1.5,Brooklyn
3675,175,1.5,Manhattan
6384,304,1.5,Manhattan
1995,95,1.5,Brooklyn
540,100,1.5,Brooklyn
3675,175,1.5,Manhattan
306,300,1.5,Manhattan
90,39,1.5,Queens
16,20,1.5,Queens
61,120,1.5,Manhattan
1722,82,1.5,Manhattan
3570,170,1.5,Manhattan
2520,120,1.5,Manhattan
797,75,1.5,Brooklyn
1379,110,1.5,Brooklyn
3927,187,1.5,Manhattan
19,70,1.5,Queens
751,325,1.5,Manhattan
3465,165,1.5,Manhattan
38,75,1.5,Brooklyn
41,150,1.5,Manhattan
3150,150,1.5,Manhattan
4830,230,1.5,Manhattan
1118,250,1.5,Brooklyn
214,119,1.5,Brooklyn
5019,239,1.5,Manhattan
338,80,1.5,Brooklyn
2079,99,1.5,Manhattan
1229,150,1.5,Brooklyn
1050,50,1.5,Brooklyn
4200,200,1.5,Manhattan
987,47,1.5,Bronx
41,150,1.5,Brooklyn
2982,142,1.5,Manhattan
3150,150,1.5,Brooklyn
16800,800,1.5,Manhattan
1785,85,1.5,Brooklyn
517,169,1.5,Manhattan
2310,110,1.5,Brooklyn
16,60,1.5,Brooklyn
2310,110,1.5,Brooklyn
113,40,1.5,Brooklyn
61,78,1.5,Manhattan
3780,180,1.5,Brooklyn
2310,110,1.5,Brooklyn
966,46,1.5,Brooklyn
41,80,1.5,Queens
54,199,1.5,Manhattan
465,125,1.5,Manhattan
1239,59,1.5,Queens
102,200,1.5,Manhattan
3045,145,1.5,Manhattan
160,124,1.5,Manhattan
741,98,1.5,Brooklyn
269,40,1.5,Brooklyn
2835,135,1.5,Manhattan
5250,250,1.5,Manhattan
765,250,1.5,Manhattan
133,130,1.5,Brooklyn
806,60,1.5,Brooklyn
7350,350,1.5,Manhattan
8747,465,1.5,Manhattan
98,126,1.5,Manhattan
4515,215,1.5,Manhattan
676,139,1.5,Manhattan
438,200,1.5,Manhattan
4200,200,1.5,Manhattan
11,40,1.5,Manhattan
1155,55,1.5,Brooklyn
832,99,1.5,Brooklyn
1722,82,1.5,Brooklyn
144,185,1.5,Brooklyn
126,60,1.5,Manhattan
819,39,1.5,Queens
4200,200,1.5,Manhattan
2940,140,1.5,Manhattan
508,94,1.5,Brooklyn
68,134,1.5,Brooklyn
1260,60,1.5,Brooklyn
54,200,1.5,Manhattan
1485,90,1.5,Manhattan
31,115,1.5,Brooklyn
588,245,1.5,Manhattan
1575,75,1.5,Brooklyn
3339,159,1.5,Bronx
1869,89,1.5,Manhattan
840,40,1.5,Brooklyn
139,57,1.5,Brooklyn
176,65,1.5,Manhattan
209,75,1.5,Brooklyn
1890,90,1.5,Manhattan
71,55,1.5,Brooklyn
2100,100,1.5,Manhattan
204,100,1.5,Manhattan
49,77,1.5,Queens
421,165,1.5,Brooklyn
51,190,1.5,Manhattan
3990,190,1.5,Manhattan
81,45,1.5,Brooklyn
3353,230,1.5,Manhattan
2948,250,1.5,Manhattan
1785,85,1.5,Brooklyn
4200,200,1.5,Manhattan
77,99,1.5,Brooklyn
185,181,1.5,Brooklyn
27,100,1.5,Brooklyn
30,110,1.5,Manhattan
56,50,1.5,Brooklyn
62,80,1.5,Manhattan
1492,81,1.5,Bronx
59,70,1.5,Manhattan
34,125,1.5,Manhattan
19,70,1.5,Queens
3780,180,1.5,Queens
231,100,1.5,Brooklyn
126,200,1.5,Brooklyn
660,100,1.5,Manhattan
1995,95,1.5,Manhattan
3150,150,1.5,Manhattan
497,144,1.5,Queens
882,42,1.5,Brooklyn
328,95,1.5,Manhattan
172,220,1.5,Manhattan
544,185,1.5,Manhattan
195,118,1.5,Brooklyn
1995,95,1.5,Brooklyn
23,85,1.5,Manhattan
258,200,1.5,Manhattan
1053,161,1.5,Brooklyn
1672,199,1.5,Manhattan
677,110,1.5,Brooklyn
3129,149,1.5,Manhattan
811,104,1.5,Manhattan
54,200,1.5,Brooklyn
128,99,1.5,Brooklyn
245,80,1.5,Brooklyn
360,400,1.5,Manhattan
76,98,1.5,Brooklyn
32,63,1.5,Brooklyn
1449,69,1.5,Brooklyn
433,89,1.5,Queens
101,99,1.5,Queens
71,140,1.5,Manhattan
3150,150,1.5,Brooklyn
3946,199,1.5,Brooklyn
2520,120,1.5,Manhattan
3675,175,1.5,Manhattan
3069,300,1.5,Manhattan
31,40,1.5,Brooklyn
525,100,1.5,Brooklyn
230,120,1.5,Manhattan
1260,60,1.5,Brooklyn
16,60,1.5,Manhattan
9450,450,1.5,Manhattan
1575,75,1.5,Manhattan
566,170,1.5,Manhattan
1575,75,1.5,Brooklyn
1575,75,1.5,Manhattan
1680,80,1.5,Brooklyn
817,139,1.5,Brooklyn
638,250,1.5,Manhattan
41,150,1.5,Manhattan
265,90,1.5,Brooklyn
316,65,1.5,Manhattan
4245,296,1.5,Manhattan
2669,150,1.5,Manhattan
1084,139,1.5,Bronx
5250,250,1.5,Manhattan
105,205,1.5,Manhattan
57,90,1.5,Brooklyn
1365,65,1.5,Queens
412,490,1.5,Manhattan
68,250,1.5,Manhattan
2516,140,1.5,Brooklyn
112,110,1.5,Manhattan
4200,200,1.5,Manhattan
2520,120,1.5,Brooklyn
693,155,1.5,Brooklyn
69,110,1.5,Manhattan
4200,200,1.5,Queens
16,60,1.5,Brooklyn
2709,129,1.5,Brooklyn
55,205,1.5,Manhattan
63,50,1.5,Brooklyn
49,183,1.5,Manhattan
2625,125,1.5,Brooklyn
1004,70,1.5,Brooklyn
354,90,1.5,Brooklyn
2160,375,1.5,Brooklyn
77,50,1.5,Brooklyn
3875,199,1.5,Manhattan
2730,130,1.5,Manhattan
1770,285,1.5,Manhattan
1365,65,1.5,Brooklyn
1280,84,1.5,Brooklyn
27,100,1.5,Manhattan
840,160,1.5,Brooklyn
77,285,1.5,Manhattan
852,95,1.5,Brooklyn
3675,175,1.5,Manhattan
9765,465,1.5,Manhattan
268,175,1.5,Manhattan
1591,156,1.5,Manhattan
11550,550,1.5,Manhattan
91,160,1.5,Brooklyn
3534,200,1.5,Manhattan
296,260,1.5,Brooklyn
1785,85,1.5,Brooklyn
51,100,1.5,Manhattan
1659,79,1.5,Brooklyn
6300,300,1.5,Manhattan
33,65,1.5,Bronx
2100,100,1.5,Manhattan
229,127,1.5,Brooklyn
305,108,1.5,Manhattan
2541,121,1.5,Manhattan
49,180,1.5,Manhattan
846,200,1.5,Manhattan
3675,175,1.5,Manhattan
1575,175,1.5,Manhattan
485,190,1.5,Manhattan
176,90,1.5,Brooklyn
3360,160,1.5,Manhattan
14,51,1.5,Manhattan
41,150,1.5,Manhattan
621,99,1.5,Brooklyn
3150,150,1.5,Manhattan
2100,100,1.5,Brooklyn
2625,125,1.5,Brooklyn
5247,275,1.5,Manhattan
1894,308,1.5,Brooklyn
156,200,1.5,Brooklyn
1725,250,1.5,Manhattan
33,65,1.5,Manhattan
2310,110,1.5,Manhattan
393,170,1.5,Bronx
16,60,1.5,Manhattan
1890,90,1.5,Manhattan
18,65,1.5,Brooklyn
1179,128,1.5,Brooklyn
996,200,1.5,Brooklyn
2520,120,1.5,Brooklyn
19,69,1.5,Manhattan
94,120,1.5,Manhattan
26,95,1.5,Manhattan
673,142,1.5,Brooklyn
270,300,1.5,Manhattan
861,70,1.5,Brooklyn
305,70,1.5,Manhattan
2100,100,1.5,Brooklyn
1302,62,1.5,Manhattan
20,40,1.5,Manhattan
1890,90,1.5,Brooklyn
11,42,1.5,Brooklyn
2625,125,1.5,Brooklyn
2100,100,1.5,Brooklyn
294,70,1.5,Manhattan
110,108,1.5,Brooklyn
6841,499,1.5,Queens
2415,115,1.5,Manhattan
281,275,1.5,Manhattan
840,40,1.5,Brooklyn
2295,1500,1.5,Manhattan
2730,130,1.5,Brooklyn
1155,55,1.5,Manhattan
2625,125,1.5,Manhattan
2730,130,1.5,Manhattan
1114,58,1.5,Brooklyn
2079,99,1.5,Brooklyn
147,50,1.5,Brooklyn
1638,78,1.5,Manhattan
41,150,1.5,Manhattan
1890,90,1.5,Manhattan
336,70,1.5,Manhattan
819,39,1.5,Brooklyn
406,66,1.5,Brooklyn
1029,49,1.5,Manhattan
592,69,1.5,Brooklyn
6930,330,1.5,Brooklyn
198,110,1.5,Manhattan
9450,450,1.5,Manhattan
77,150,1.5,Manhattan
480,80,1.5,Manhattan
6930,330,1.5,Manhattan
420,70,1.5,Manhattan
166,325,1.5,Manhattan
3150,150,1.5,Manhattan
546,65,1.5,Queens
2625,125,1.5,Manhattan
1029,49,1.5,Brooklyn
3150,150,1.5,Manhattan
82,80,1.5,Brooklyn
1050,50,1.5,Brooklyn
1470,70,1.5,Bronx
4494,214,1.5,Manhattan
1470,70,1.5,Manhattan
28,105,1.5,Brooklyn
5670,270,1.5,Manhattan
12,45,1.5,Manhattan
945,45,1.5,Manhattan
3003,143,1.5,Brooklyn
1890,90,1.5,Manhattan
421,75,1.5,Brooklyn
4664,225,1.5,Manhattan
2246,150,1.5,Manhattan
41,150,1.5,Brooklyn
1223,182,1.5,Manhattan
1302,62,1.5,Manhattan
51,65,1.5,Brooklyn
672,175,1.5,Manhattan
26,98,1.5,Manhattan
525,54,1.5,Manhattan
1302,159,1.5,Manhattan
1428,68,1.5,Queens
2625,125,1.5,Manhattan
1659,79,1.5,Manhattan
3549,169,1.5,Manhattan
61,225,1.5,Manhattan
27,100,1.5,Manhattan
15,55,1.5,Brooklyn
235,80,1.5,Brooklyn
22,80,1.5,Brooklyn
1020,85,1.5,Brooklyn
5880,280,1.5,Manhattan
1890,90,1.5,Brooklyn
47,175,1.5,Manhattan
3150,150,1.5,Manhattan
5250,250,1.5,Manhattan
745,60,1.5,Queens
102,200,1.5,Brooklyn
19425,925,1.5,Manhattan
885,295,1.5,Manhattan
1652,150,1.5,Manhattan
11,40,1.5,Manhattan
49,180,1.5,Manhattan
3045,145,1.5,Manhattan
772,175,1.5,Brooklyn
314,275,1.5,Manhattan
221,115,1.5,Queens
137,175,1.5,Manhattan
1365,65,1.5,Brooklyn
1825,395,1.5,Manhattan
38,75,1.5,Manhattan
4599,219,1.5,Manhattan
6300,300,1.5,Brooklyn
4725,225,1.5,Manhattan
5775,275,1.5,Manhattan
7350,350,1.5,Manhattan
3675,175,1.5,Manhattan
7350,350,1.5,Brooklyn
1485,119,1.5,Brooklyn
89,175,1.5,Manhattan
2442,335,1.5,Brooklyn
40,70,1.5,Brooklyn
3780,180,1.5,Brooklyn
6279,299,1.5,Manhattan
766,111,1.5,Manhattan
1995,95,1.5,Manhattan
1029,49,1.5,Brooklyn
2921,150,1.5,Brooklyn
177,655,1.5,Manhattan
5250,250,1.5,Manhattan
9450,450,1.5,Brooklyn
3990,190,1.5,Manhattan
1218,58,1.5,Brooklyn
1470,70,1.5,Brooklyn
11,41,1.5,Brooklyn
510,250,1.5,Manhattan
365,150,1.5,Brooklyn
3780,180,1.5,Brooklyn
48,95,1.5,Manhattan
10500,500,1.5,Manhattan
82,160,1.5,Manhattan
6363,303,1.5,Manhattan
4296,400,1.5,Manhattan
23,46,1.5,Brooklyn
36,132,1.5,Manhattan
2625,125,1.5,Manhattan
1050,50,1.5,Brooklyn
193,60,1.5,Brooklyn
1921,165,1.5,Manhattan
1659,79,1.5,Brooklyn
4515,215,1.5,Brooklyn
247,80,1.5,Brooklyn
71,62,1.5,Brooklyn
18,68,1.5,Brooklyn
612,300,1.5,Manhattan
210,149,1.5,Queens
140,275,1.5,Brooklyn
2310,110,1.5,Manhattan
1743,83,1.5,Brooklyn
3150,150,1.5,Brooklyn
2251,166,1.5,Manhattan
81,79,1.5,Brooklyn
3208,220,1.5,Manhattan
1470,70,1.5,Queens
22,80,1.5,Manhattan
96,68,1.5,Brooklyn
720,50,1.5,Manhattan
14,50,1.5,Manhattan
94,185,1.5,Manhattan
6720,320,1.5,Brooklyn
945,45,1.5,Brooklyn
176,65,1.5,Bronx
2160,300,1.5,Manhattan
2119,199,1.5,Manhattan
3150,150,1.5,Manhattan
26,50,1.5,Brooklyn
3780,180,1.5,Brooklyn
6279,299,1.5,Manhattan
1386,66,1.5,Brooklyn
8610,410,1.5,Brooklyn
690,200,1.5,Brooklyn
2058,98,1.5,Manhattan
95,150,1.5,Manhattan
9639,1275,1.5,Manhattan
6300,300,1.5,Manhattan
1155,55,1.5,Brooklyn
156,200,1.5,Manhattan
2705,140,1.5,Brooklyn
125,110,1.5,Brooklyn
65,80,1.5,Manhattan
92,60,1.5,Manhattan
28,55,1.5,Manhattan
166,325,1.5,Manhattan
2885,140,1.5,Brooklyn
1575,75,1.5,Brooklyn
209979,9999,1.5,Manhattan
4011,191,1.5,Brooklyn
536,150,1.5,Manhattan
6090,290,1.5,Manhattan
760,43,1.5,Manhattan
660,550,1.5,Manhattan
840,40,1.5,Brooklyn
2709,129,1.5,Manhattan
51,130,1.5,Brooklyn
3465,165,1.5,Brooklyn
141,100,1.5,Brooklyn
2100,100,1.5,Queens
2218,160,1.5,Brooklyn
4095,195,1.5,Manhattan
3150,150,1.5,Queens
16,60,1.5,Brooklyn
1050,50,1.5,Manhattan
30,59,1.5,Brooklyn
3675,175,1.5,Brooklyn
396,80,1.5,Brooklyn
3096,200,1.5,Manhattan
5985,285,1.5,Manhattan
7350,350,1.5,Manhattan
756,36,1.5,Brooklyn
21,78,1.5,Brooklyn
22,80,1.5,Manhattan
4578,218,1.5,Brooklyn
1995,95,1.5,Brooklyn
2730,130,1.5,Manhattan
2496,130,1.5,Manhattan
13,49,1.5,Brooklyn
4200,200,1.5,Manhattan
179,350,1.5,Manhattan
103,265,1.5,Manhattan
992,228,1.5,Manhattan
46,90,1.5,Manhattan
32,120,1.5,Brooklyn
18,65,1.5,Manhattan
2163,103,1.5,Queens
1020,500,1.5,Manhattan
397,74,1.5,Brooklyn
12,45,1.5,Brooklyn
81,300,1.5,Manhattan
6279,299,1.5,Manhattan
23,85,1.5,Manhattan
68,250,1.5,Manhattan
1029,49,1.5,Manhattan
4620,220,1.5,Brooklyn
2079,99,1.5,Queens
5913,300,1.5,Manhattan
306,300,1.5,Manhattan
1890,90,1.5,Manhattan
478,37,1.5,Queens
57,45,1.5,Bronx
599,85,1.5,Brooklyn
455,74,1.5,Manhattan
12,45,1.5,Brooklyn
2520,120,1.5,Brooklyn
30,110,1.5,Manhattan
2498,195,1.5,Brooklyn
309,245,1.5,Brooklyn
1415,115,1.5,Brooklyn
277,55,1.5,Brooklyn
1470,70,1.5,Brooklyn
332,130,1.5,Brooklyn
518,90,1.5,Manhattan
7875,375,1.5,Manhattan
13,49,1.5,Brooklyn
1029,49,1.5,Brooklyn
4925,245,1.5,Manhattan
5250,250,1.5,Manhattan
4725,225,1.5,Manhattan
39,68,1.5,Manhattan
5040,240,1.5,Manhattan
1470,70,1.5,Brooklyn
2709,129,1.5,Brooklyn
3885,185,1.5,Brooklyn
1680,80,1.5,Manhattan
41,80,1.5,Manhattan
129,100,1.5,Manhattan
4725,225,1.5,Brooklyn
31,60,1.5,Brooklyn
827,166,1.5,Manhattan
1470,70,1.5,Brooklyn
1323,63,1.5,Manhattan
31,115,1.5,Manhattan
1365,65,1.5,Brooklyn
84,55,1.5,Brooklyn
78,76,1.5,Brooklyn
84,134,1.5,Brooklyn
113,140,1.5,Manhattan
3150,150,1.5,Manhattan
819,39,1.5,Manhattan
2304,600,1.5,Manhattan
1747,104,1.5,Brooklyn
1680,80,1.5,Manhattan
1575,75,1.5,Manhattan
230,450,1.5,Manhattan
1330,130,1.5,Brooklyn
2625,125,1.5,Brooklyn
2625,125,1.5,Manhattan
22,80,1.5,Brooklyn
70,260,1.5,Manhattan
4179,199,1.5,Manhattan
883,135,1.5,Brooklyn
768,100,1.5,Queens
151,99,1.5,Manhattan
209,34,1.5,Bronx
1447,89,1.5,Queens
1617,77,1.5,Brooklyn
7350,350,1.5,Brooklyn
721,115,1.5,Brooklyn
4200,200,1.5,Manhattan
36,135,1.5,Manhattan
2835,135,1.5,Brooklyn
178,99,1.5,Manhattan
2227,145,1.5,Manhattan
77,75,1.5,Manhattan
1536,200,1.5,Brooklyn
32,119,1.5,Manhattan
818,199,1.5,Manhattan
22,80,1.5,Manhattan
56,55,1.5,Manhattan
2079,99,1.5,Brooklyn
161,125,1.5,Brooklyn
30,110,1.5,Brooklyn
1429,120,1.5,Manhattan
53,195,1.5,Manhattan
2100,100,1.5,Queens
31,55,1.5,Brooklyn
3150,150,1.5,Manhattan
102,100,1.5,Brooklyn
9450,450,1.5,Manhattan
3465,165,1.5,Brooklyn
1680,80,1.5,Brooklyn
169,60,1.5,Manhattan
23,85,1.5,Queens
1890,90,1.5,Brooklyn
107,70,1.5,Manhattan
125,54,1.5,Brooklyn
20,75,1.5,Manhattan
8,31,1.5,Brooklyn
1607,79,1.5,Brooklyn
2079,99,1.5,Brooklyn
460,199,1.5,Manhattan
3697,260,1.5,Manhattan
4200,200,1.5,Brooklyn
8295,395,1.5,Manhattan
25,65,1.5,Brooklyn
4599,219,1.5,Brooklyn
122,60,1.5,Manhattan
90,45,1.5,Brooklyn
616,107,1.5,Manhattan
828,230,1.5,Manhattan
2419,288,1.5,Manhattan
1050,50,1.5,Brooklyn
1763,130,1.5,Queens
43,85,1.5,Manhattan
389,80,1.5,Brooklyn
66,84,1.5,Manhattan
242,63,1.5,Brooklyn
12,45,1.5,Brooklyn
2625,125,1.5,Brooklyn
206,160,1.5,Brooklyn
83,55,1.5,Manhattan
504,68,1.5,Brooklyn
2625,125,1.5,Manhattan
12,45,1.5,Brooklyn
90,115,1.5,Brooklyn
71,55,1.5,Brooklyn
3150,150,1.5,Manhattan
474,100,1.5,Queens
3990,190,1.5,Manhattan
3150,150,1.5,Brooklyn
1575,75,1.5,Queens
1260,60,1.5,Brooklyn
956,115,1.5,Brooklyn
24,89,1.5,Manhattan
99,70,1.5,Brooklyn
1514,89,1.5,Queens
1260,60,1.5,Queens
2730,130,1.5,Brooklyn
204,400,1.5,Manhattan
184,90,1.5,Brooklyn
408,200,1.5,Manhattan
41,65,1.5,Brooklyn
155,43,1.5,Queens
84,55,1.5,Brooklyn
2520,120,1.5,Queens
2310,110,1.5,Manhattan
1995,95,1.5,Manhattan
113,145,1.5,Manhattan
11550,550,1.5,Manhattan
1239,59,1.5,Queens
552,239,1.5,Queens
219,49,1.5,Queens
1995,95,1.5,Manhattan
3360,160,1.5,Manhattan
1890,90,1.5,Brooklyn
317,80,1.5,Brooklyn
2033,125,1.5,Brooklyn
18,65,1.5,Brooklyn
1301,77,1.5,Manhattan
1749,220,1.5,Brooklyn
408,200,1.5,Brooklyn
258,200,1.5,Manhattan
3360,160,1.5,Brooklyn
635,90,1.5,Brooklyn
62,230,1.5,Brooklyn
15,55,1.5,Brooklyn
43,160,1.5,Manhattan
130,46,1.5,Brooklyn
999,300,1.5,Manhattan
27,100,1.5,Manhattan
68,95,1.5,Brooklyn
2919,139,1.5,Manhattan
2310,110,1.5,Brooklyn
839,85,1.5,Manhattan
9450,450,1.5,Brooklyn
8190,390,1.5,Manhattan
1155,55,1.5,Manhattan
851,55,1.5,Brooklyn
153,85,1.5,Manhattan
2395,160,1.5,Brooklyn
237,155,1.5,Manhattan
212,70,1.5,Brooklyn
50,185,1.5,Brooklyn
1890,90,1.5,Brooklyn
54,200,1.5,Manhattan
1218,58,1.5,Manhattan
36,70,1.5,Manhattan
26,50,1.5,Manhattan
43,85,1.5,Queens
4200,200,1.5,Manhattan
5250,250,1.5,Manhattan
58,45,1.5,Queens
111,109,1.5,Brooklyn
1008,48,1.5,Staten Island
167,150,1.5,Manhattan
960,250,1.5,Brooklyn
27,100,1.5,Manhattan
11,28,1.5,Brooklyn
2121,101,1.5,Manhattan
18,35,1.5,Queens
60,105,1.5,Queens
60,95,1.5,Brooklyn
672,64,1.5,Manhattan
1365,65,1.5,Manhattan
77,150,1.5,Manhattan
1393,107,1.5,Brooklyn
1845,300,1.5,Brooklyn
66,65,1.5,Brooklyn
71,55,1.5,Brooklyn
3150,150,1.5,Brooklyn
2520,120,1.5,Brooklyn
82,160,1.5,Manhattan
640,135,1.5,Manhattan
761,175,1.5,Brooklyn
6300,300,1.5,Brooklyn
41,80,1.5,Brooklyn
840,40,1.5,Queens
990,550,1.5,Manhattan
459,85,1.5,Manhattan
1785,85,1.5,Bronx
68,84,1.5,Brooklyn
9450,450,1.5,Manhattan
2940,140,1.5,Manhattan
4410,210,1.5,Brooklyn
2835,135,1.5,Manhattan
714,200,1.5,Brooklyn
24,47,1.5,Brooklyn
14,50,1.5,Brooklyn
219,95,1.5,Brooklyn
428,280,1.5,Manhattan
71,50,1.5,Brooklyn
2393,215,1.5,Manhattan
957,197,1.5,Manhattan
155,120,1.5,Brooklyn
1260,60,1.5,Brooklyn
2100,100,1.5,Manhattan
4200,200,1.5,Queens
41,150,1.5,Manhattan
735,35,1.5,Brooklyn
282,55,1.5,Brooklyn
777,37,1.5,Manhattan
4200,200,1.5,Manhattan
2625,125,1.5,Manhattan
1393,90,1.5,Manhattan
1470,70,1.5,Manhattan
2625,125,1.5,Brooklyn
2203,136,1.5,Brooklyn
185,95,1.5,Brooklyn
54,199,1.5,Manhattan
2625,125,1.5,Brooklyn
12,45,1.5,Brooklyn
193,189,1.5,Manhattan
14,50,1.5,Brooklyn
2520,120,1.5,Manhattan
153,50,1.5,Brooklyn
833,250,1.5,Brooklyn
1995,95,1.5,Brooklyn
181,140,1.5,Manhattan
2079,99,1.5,Queens
2520,120,1.5,Manhattan
18,35,1.5,Brooklyn
1474,195,1.5,Manhattan
9,35,1.5,Brooklyn
68,250,1.5,Manhattan
40,70,1.5,Brooklyn
2940,140,1.5,Brooklyn
711,159,1.5,Brooklyn
586,149,1.5,Manhattan
69,100,1.5,Queens
168,50,1.5,Brooklyn
3914,425,1.5,Manhattan
4095,195,1.5,Manhattan
1201,260,1.5,Manhattan
509,499,1.5,Manhattan
1575,75,1.5,Manhattan
215,275,1.5,Manhattan
6825,325,1.5,Brooklyn
6300,300,1.5,Manhattan
2100,100,1.5,Brooklyn
945,45,1.5,Manhattan
365,75,1.5,Manhattan
3675,175,1.5,Manhattan
119,120,1.5,Manhattan
20,75,1.5,Manhattan
5250,250,1.5,Manhattan
2520,120,1.5,Manhattan
19,70,1.5,Brooklyn
765,63,1.5,Brooklyn
27,100,1.5,Brooklyn
2940,140,1.5,Manhattan
1365,65,1.5,Queens
1706,120,1.5,Brooklyn
1890,90,1.5,Brooklyn
270,46,1.5,Brooklyn
1512,72,1.5,Brooklyn
2415,115,1.5,Brooklyn
1890,90,1.5,Manhattan
1365,65,1.5,Brooklyn
2483,250,1.5,Brooklyn
3570,1000,1.5,Manhattan
162,159,1.5,Brooklyn
645,90,1.5,Manhattan
90,100,1.5,Queens
863,250,1.5,Manhattan
155,120,1.5,Brooklyn
22,80,1.5,Manhattan
6300,300,1.5,Manhattan
12,45,1.5,Manhattan
33,65,1.5,Manhattan
1470,70,1.5,Manhattan
1260,60,1.5,Brooklyn
5040,240,1.5,Manhattan
26,50,1.5,Manhattan
27,100,1.5,Manhattan
54,200,1.5,Manhattan
3780,180,1.5,Brooklyn
291,65,1.5,Queens
1759,125,1.5,Brooklyn
2625,125,1.5,Manhattan
4200,250,1.5,Brooklyn
1470,70,1.5,Brooklyn
153,100,1.5,Brooklyn
70,90,1.5,Manhattan
1337,90,1.5,Queens
16,31,1.5,Brooklyn
23,45,1.5,Manhattan
3948,188,1.5,Manhattan
23,85,1.5,Brooklyn
25,40,1.5,Brooklyn
1575,75,1.5,Brooklyn
54,200,1.5,Brooklyn
1848,88,1.5,Manhattan
647,99,1.5,Manhattan
2730,130,1.5,Brooklyn
840,40,1.5,Staten Island
1365,65,1.5,Manhattan
2625,125,1.5,Queens
180,100,1.5,Brooklyn
17,24,1.5,Brooklyn
431,125,1.5,Brooklyn
314,205,1.5,Brooklyn
15750,750,1.5,Manhattan
988,75,1.5,Brooklyn
270,150,1.5,Manhattan
3247,195,1.5,Manhattan
5250,250,1.5,Manhattan
