income,review_scores,Size,Area
16,100,1.5,Manhattan
19,,1.5,Brooklyn
1155,,1.5,Queens
761,93,1.5,Brooklyn
55,80,1.5,Manhattan
1575,,1.5,Brooklyn
4200,,1.5,Brooklyn
3213,91,1.5,Manhattan
1449,,1.5,Brooklyn
35,67,1.5,Brooklyn
2184,,1.5,Brooklyn
117,100,1.5,Manhattan
24,100,1.5,Manhattan
16,,1.5,Queens
91,,1.5,Brooklyn
1184,90,1.5,Brooklyn
413,100,1.5,Brooklyn
38,60,1.5,Brooklyn
128,100,1.5,Manhattan
1953,92,1.5,Manhattan
23,87,1.5,Brooklyn
31,50,1.5,Brooklyn
2835,95,1.5,Manhattan
27,80,1.5,Brooklyn
995,97,1.5,Manhattan
69,100,1.5,Brooklyn
89,90,1.5,Manhattan
67,98,1.5,Manhattan
2178,96,1.5,Manhattan
2520,95,1.5,Queens
820,100,1.5,Manhattan
23,70,1.5,Brooklyn
27,100,1.5,Brooklyn
5360,94,1.5,Manhattan
785,98,1.5,Brooklyn
1207,86,1.5,Brooklyn
355,100,1.5,Brooklyn
3998,94,1.5,Manhattan
1323,92,1.5,Brooklyn
1575,99,1.5,Queens
1239,97,1.5,Bronx
24,100,1.5,Manhattan
41,80,1.5,Brooklyn
1470,93,1.5,Queens
6069,99,1.5,Queens
4809,98,1.5,Manhattan
1113,,1.5,Brooklyn
115,100,1.5,Manhattan
264,91,1.5,Manhattan
19,,1.5,Brooklyn
1470,,1.5,Manhattan
329,93,1.5,Brooklyn
879,97,1.5,Manhattan
183,85,1.5,Brooklyn
3675,95,1.5,Brooklyn
402,98,1.5,Queens
23,80,1.5,Brooklyn
2219,95,1.5,Manhattan
134,98,1.5,Brooklyn
60,100,1.5,Brooklyn
1092,93,1.5,Queens
987,,1.5,Brooklyn
987,,1.5,Brooklyn
310,100,1.5,Brooklyn
1612,92,1.5,Manhattan
141,100,1.5,Brooklyn
169,100,1.5,Brooklyn
54,90,1.5,Brooklyn
630,,1.5,Manhattan
1764,94,1.5,Manhattan
58,100,1.5,Brooklyn
65,100,1.5,Bronx
6300,,1.5,Manhattan
20,100,1.5,Manhattan
2100,94,1.5,Brooklyn
4200,,1.5,Manhattan
70,100,1.5,Brooklyn
1092,100,1.5,Manhattan
294,91,1.5,Brooklyn
3360,96,1.5,Brooklyn
735,,1.5,Brooklyn
3360,,1.5,Manhattan
1602,88,1.5,Manhattan
22,100,1.5,Queens
3150,,1.5,Manhattan
6732,95,1.5,Manhattan
99,93,1.5,Manhattan
807,94,1.5,Brooklyn
25,100,1.5,Manhattan
3108,98,1.5,Brooklyn
80,100,1.5,Manhattan
38,80,1.5,Brooklyn
41,100,1.5,Brooklyn
2730,,1.5,Manhattan
20,80,1.5,Brooklyn
663,94,1.5,Brooklyn
33,90,1.5,Queens
328,100,1.5,Manhattan
5670,98,1.5,Manhattan
2100,,1.5,Manhattan
1785,,1.5,Manhattan
110,90,1.5,Brooklyn
2100,95,1.5,Brooklyn
80,100,1.5,Brooklyn
3150,,1.5,Manhattan
7409,97,1.5,Manhattan
132,100,1.5,Manhattan
1470,,1.5,Manhattan
77,100,1.5,Brooklyn
72,73,1.5,Manhattan
70,100,1.5,Brooklyn
16800,99,1.5,Manhattan
169,100,1.5,Brooklyn
1575,97,1.5,Manhattan
259,97,1.5,Manhattan
2100,,1.5,Manhattan
1323,93,1.5,Brooklyn
14,100,1.5,Queens
46,,1.5,Manhattan
282,95,1.5,Brooklyn
1449,,1.5,Brooklyn
1704,95,1.5,Brooklyn
68,100,1.5,Brooklyn
41,100,1.5,Manhattan
10,100,1.5,Brooklyn
19,100,1.5,Brooklyn
3780,,1.5,Manhattan
62,100,1.5,Brooklyn
331,98,1.5,Brooklyn
1260,97,1.5,Brooklyn
4641,98,1.5,Manhattan
5063,98,1.5,Brooklyn
3150,,1.5,Manhattan
600,70,1.5,Manhattan
215,90,1.5,Manhattan
567,100,1.5,Brooklyn
26,100,1.5,Brooklyn
77,95,1.5,Manhattan
1155,,1.5,Brooklyn
1354,96,1.5,Brooklyn
143,94,1.5,Manhattan
47,80,1.5,Brooklyn
94,100,1.5,Manhattan
2633,99,1.5,Brooklyn
760,96,1.5,Brooklyn
2100,98,1.5,Manhattan
1659,,1.5,Manhattan
12,80,1.5,Brooklyn
6195,94,1.5,Manhattan
8400,,1.5,Manhattan
1827,,1.5,Brooklyn
16,80,1.5,Brooklyn
1200,75,1.5,Manhattan
22,80,1.5,Manhattan
26,60,1.5,Brooklyn
476,99,1.5,Staten Island
2122,91,1.5,Brooklyn
756,,1.5,Brooklyn
2835,86,1.5,Manhattan
1080,100,1.5,Manhattan
68,80,1.5,Manhattan
2079,98,1.5,Manhattan
749,93,1.5,Manhattan
5250,,1.5,Manhattan
493,77,1.5,Manhattan
800,92,1.5,Brooklyn
1199,99,1.5,Manhattan
1869,96,1.5,Manhattan
384,100,1.5,Brooklyn
4095,,1.5,Manhattan
2210,98,1.5,Manhattan
1331,90,1.5,Manhattan
122,80,1.5,Manhattan
51,93,1.5,Brooklyn
18,100,1.5,Manhattan
395,97,1.5,Manhattan
1050,,1.5,Brooklyn
1890,95,1.5,Bronx
2898,95,1.5,Queens
49,100,1.5,Manhattan
2289,90,1.5,Brooklyn
2835,91,1.5,Brooklyn
452,97,1.5,Queens
33,80,1.5,Manhattan
115,100,1.5,Manhattan
35,100,1.5,Manhattan
1680,,1.5,Manhattan
107,100,1.5,Brooklyn
2323,96,1.5,Brooklyn
47,100,1.5,Manhattan
247,87,1.5,Manhattan
2604,90,1.5,Manhattan
2604,92,1.5,Manhattan
143,100,1.5,Manhattan
62,80,1.5,Brooklyn
6300,,1.5,Manhattan
2100,97,1.5,Queens
5181,97,1.5,Brooklyn
479,99,1.5,Manhattan
4620,,1.5,Brooklyn
3378,99,1.5,Queens
2100,,1.5,Manhattan
905,96,1.5,Manhattan
3675,,1.5,Manhattan
346,95,1.5,Manhattan
41,,1.5,Manhattan
66,72,1.5,Manhattan
256,89,1.5,Manhattan
41,100,1.5,Brooklyn
270,90,1.5,Manhattan
540,96,1.5,Manhattan
809,100,1.5,Brooklyn
5250,98,1.5,Manhattan
559,84,1.5,Brooklyn
31,90,1.5,Manhattan
31,100,1.5,Queens
171,100,1.5,Manhattan
19,60,1.5,Manhattan
6720,94,1.5,Manhattan
2268,100,1.5,Brooklyn
62,93,1.5,Manhattan
783,96,1.5,Queens
310,95,1.5,Brooklyn
1218,99,1.5,Manhattan
2520,,1.5,Brooklyn
7749,,1.5,Manhattan
38,93,1.5,Manhattan
2520,97,1.5,Brooklyn
203,91,1.5,Manhattan
283,99,1.5,Brooklyn
297,80,1.5,Brooklyn
47,80,1.5,Brooklyn
125,93,1.5,Manhattan
32,100,1.5,Manhattan
49,80,1.5,Manhattan
617,97,1.5,Brooklyn
22,100,1.5,Brooklyn
1066,96,1.5,Brooklyn
2100,,1.5,Manhattan
533,96,1.5,Brooklyn
2835,99,1.5,Manhattan
1050,98,1.5,Manhattan
296,98,1.5,Manhattan
4725,,1.5,Brooklyn
27,100,1.5,Manhattan
1995,98,1.5,Brooklyn
2415,,1.5,Brooklyn
4515,,1.5,Manhattan
2205,93,1.5,Brooklyn
1575,,1.5,Manhattan
3150,,1.5,Brooklyn
103,98,1.5,Brooklyn
22,100,1.5,Brooklyn
968,97,1.5,Brooklyn
1869,,1.5,Queens
616,96,1.5,Brooklyn
2562,,1.5,Manhattan
873,95,1.5,Manhattan
65,80,1.5,Brooklyn
1512,98,1.5,Brooklyn
314,97,1.5,Brooklyn
56,90,1.5,Brooklyn
60,100,1.5,Manhattan
20475,,1.5,Manhattan
86,92,1.5,Manhattan
4725,98,1.5,Manhattan
36,80,1.5,Brooklyn
2289,100,1.5,Bronx
4425,98,1.5,Brooklyn
4200,98,1.5,Brooklyn
629,97,1.5,Queens
273,93,1.5,Manhattan
2539,99,1.5,Manhattan
3444,,1.5,Brooklyn
441,96,1.5,Brooklyn
2100,,1.5,Manhattan
230,93,1.5,Brooklyn
272,97,1.5,Manhattan
4200,,1.5,Manhattan
109,87,1.5,Brooklyn
128,80,1.5,Brooklyn
2289,,1.5,Brooklyn
307,93,1.5,Queens
271,92,1.5,Brooklyn
182,89,1.5,Brooklyn
2835,,1.5,Brooklyn
7035,,1.5,Manhattan
1050,,1.5,Manhattan
1488,95,1.5,Manhattan
2896,95,1.5,Manhattan
19,80,1.5,Brooklyn
123,91,1.5,Queens
300,100,1.5,Manhattan
12,100,1.5,Brooklyn
5775,97,1.5,Brooklyn
2835,92,1.5,Manhattan
2310,,1.5,Manhattan
399,92,1.5,Brooklyn
603,97,1.5,Brooklyn
90,95,1.5,Queens
69,90,1.5,Brooklyn
1863,87,1.5,Manhattan
77,100,1.5,Brooklyn
47,100,1.5,Manhattan
2079,94,1.5,Brooklyn
3780,93,1.5,Manhattan
242,93,1.5,Brooklyn
1260,97,1.5,Brooklyn
51,100,1.5,Queens
1598,97,1.5,Manhattan
4200,,1.5,Manhattan
3150,,1.5,Brooklyn
666,100,1.5,Brooklyn
113,100,1.5,Brooklyn
4338,95,1.5,Brooklyn
263,100,1.5,Brooklyn
1692,98,1.5,Manhattan
286,94,1.5,Brooklyn
26145,96,1.5,Manhattan
1050,,1.5,Brooklyn
2318,99,1.5,Manhattan
51,100,1.5,Brooklyn
23,,1.5,Brooklyn
2415,,1.5,Brooklyn
1365,98,1.5,Manhattan
255,89,1.5,Brooklyn
2075,91,1.5,Brooklyn
1365,,1.5,Brooklyn
329,100,1.5,Brooklyn
1118,94,1.5,Manhattan
3150,90,1.5,Manhattan
1365,94,1.5,Brooklyn
133,100,1.5,Queens
2160,95,1.5,Manhattan
750,93,1.5,Brooklyn
65,80,1.5,Brooklyn
2310,94,1.5,Manhattan
240,95,1.5,Manhattan
182,98,1.5,Brooklyn
195,93,1.5,Manhattan
2520,97,1.5,Manhattan
5040,96,1.5,Brooklyn
92,100,1.5,Manhattan
1365,,1.5,Manhattan
827,99,1.5,Manhattan
51,100,1.5,Manhattan
14,100,1.5,Brooklyn
14,100,1.5,Brooklyn
68,80,1.5,Brooklyn
46,97,1.5,Brooklyn
176,95,1.5,Manhattan
1982,96,1.5,Manhattan
3150,,1.5,Manhattan
1400,89,1.5,Manhattan
3360,,1.5,Brooklyn
3150,99,1.5,Brooklyn
2646,92,1.5,Manhattan
10500,,1.5,Manhattan
61,90,1.5,Brooklyn
41,80,1.5,Brooklyn
2499,87,1.5,Brooklyn
58,93,1.5,Manhattan
225,100,1.5,Manhattan
1313,81,1.5,Manhattan
117,90,1.5,Manhattan
4200,,1.5,Manhattan
1149,93,1.5,Manhattan
79,100,1.5,Brooklyn
246,100,1.5,Brooklyn
2475,98,1.5,Brooklyn
464,100,1.5,Manhattan
1827,93,1.5,Queens
28,100,1.5,Brooklyn
933,96,1.5,Brooklyn
155,92,1.5,Manhattan
195,100,1.5,Brooklyn
536,92,1.5,Manhattan
3150,,1.5,Manhattan
11,100,1.5,Brooklyn
2266,90,1.5,Manhattan
768,96,1.5,Brooklyn
1659,96,1.5,Brooklyn
1449,96,1.5,Brooklyn
1659,95,1.5,Brooklyn
1954,97,1.5,Manhattan
1659,96,1.5,Brooklyn
1449,96,1.5,Brooklyn
1371,100,1.5,Brooklyn
2499,98,1.5,Brooklyn
1029,99,1.5,Brooklyn
2772,96,1.5,Brooklyn
1442,100,1.5,Brooklyn
3150,,1.5,Brooklyn
435,96,1.5,Manhattan
767,93,1.5,Brooklyn
88,96,1.5,Brooklyn
1890,,1.5,Brooklyn
458,98,1.5,Manhattan
20979,97,1.5,Brooklyn
171,100,1.5,Brooklyn
29,100,1.5,Brooklyn
1133,91,1.5,Manhattan
23,80,1.5,Brooklyn
7350,98,1.5,Manhattan
6423,96,1.5,Brooklyn
4200,,1.5,Brooklyn
2624,94,1.5,Manhattan
26,80,1.5,Brooklyn
4263,,1.5,Manhattan
1021,100,1.5,Manhattan
4179,98,1.5,Queens
130,84,1.5,Manhattan
1197,,1.5,Manhattan
18,60,1.5,Brooklyn
735,,1.5,Manhattan
735,97,1.5,Brooklyn
133,97,1.5,Brooklyn
32,,1.5,Manhattan
5250,93,1.5,Manhattan
1767,96,1.5,Manhattan
1785,97,1.5,Brooklyn
86,80,1.5,Manhattan
267,93,1.5,Brooklyn
64,100,1.5,Brooklyn
98,100,1.5,Brooklyn
1230,94,1.5,Brooklyn
45,100,1.5,Manhattan
2730,85,1.5,Manhattan
17,100,1.5,Brooklyn
3465,99,1.5,Manhattan
672,97,1.5,Brooklyn
1779,93,1.5,Queens
115,100,1.5,Manhattan
269,100,1.5,Queens
31,90,1.5,Brooklyn
61,90,1.5,Brooklyn
45,100,1.5,Brooklyn
1575,98,1.5,Queens
1575,98,1.5,Queens
266,95,1.5,Queens
3524,98,1.5,Manhattan
623,100,1.5,Manhattan
2625,94,1.5,Brooklyn
133,80,1.5,Manhattan
2310,95,1.5,Manhattan
6279,,1.5,Manhattan
375,98,1.5,Manhattan
71,100,1.5,Brooklyn
3622,91,1.5,Manhattan
945,,1.5,Manhattan
13,100,1.5,Brooklyn
1848,,1.5,Manhattan
147,100,1.5,Manhattan
84,90,1.5,Manhattan
2037,94,1.5,Brooklyn
94,91,1.5,Manhattan
4673,84,1.5,Manhattan
47,90,1.5,Queens
76,100,1.5,Brooklyn
630,,1.5,Brooklyn
7350,,1.5,Manhattan
80,92,1.5,Manhattan
4095,,1.5,Manhattan
182,96,1.5,Manhattan
473,100,1.5,Brooklyn
300,96,1.5,Brooklyn
21,100,1.5,Brooklyn
2520,100,1.5,Brooklyn
103,80,1.5,Brooklyn
49,80,1.5,Brooklyn
2100,92,1.5,Brooklyn
3129,91,1.5,Manhattan
101,92,1.5,Manhattan
156,87,1.5,Manhattan
93,96,1.5,Manhattan
5250,,1.5,Manhattan
1089,100,1.5,Manhattan
1890,,1.5,Brooklyn
270,86,1.5,Manhattan
94,100,1.5,Manhattan
2100,,1.5,Manhattan
2520,,1.5,Manhattan
3339,89,1.5,Manhattan
313,95,1.5,Brooklyn
82,85,1.5,Brooklyn
195,90,1.5,Manhattan
69,80,1.5,Brooklyn
66,100,1.5,Queens
459,98,1.5,Manhattan
3465,98,1.5,Brooklyn
966,97,1.5,Queens
474,99,1.5,Queens
27,100,1.5,Manhattan
120,,1.5,Queens
22,100,1.5,Brooklyn
3150,94,1.5,Manhattan
47,87,1.5,Manhattan
3780,,1.5,Manhattan
5019,98,1.5,Brooklyn
277,94,1.5,Brooklyn
74,80,1.5,Brooklyn
4200,89,1.5,Manhattan
12,100,1.5,Manhattan
6300,,1.5,Brooklyn
142,100,1.5,Brooklyn
1365,,1.5,Brooklyn
3263,98,1.5,Manhattan
61,90,1.5,Manhattan
1046,60,1.5,Manhattan
41,90,1.5,Brooklyn
554,86,1.5,Manhattan
89,100,1.5,Brooklyn
924,,1.5,Brooklyn
1260,,1.5,Brooklyn
2415,94,1.5,Manhattan
291,100,1.5,Brooklyn
63,100,1.5,Queens
1676,100,1.5,Brooklyn
118,100,1.5,Manhattan
1575,,1.5,Manhattan
2772,,1.5,Queens
959,96,1.5,Manhattan
10500,,1.5,Manhattan
405,96,1.5,Manhattan
234,98,1.5,Brooklyn
56,90,1.5,Brooklyn
25,100,1.5,Manhattan
97,100,1.5,Brooklyn
34,,1.5,Manhattan
530,89,1.5,Manhattan
396,100,1.5,Brooklyn
720,100,1.5,Brooklyn
751,98,1.5,Brooklyn
94,87,1.5,Manhattan
16,,1.5,Brooklyn
59,100,1.5,Manhattan
3780,91,1.5,Manhattan
3255,,1.5,Manhattan
2520,,1.5,Brooklyn
1260,96,1.5,Brooklyn
1680,,1.5,Brooklyn
12,80,1.5,Brooklyn
11,100,1.5,Queens
157,94,1.5,Brooklyn
4200,,1.5,Brooklyn
598,86,1.5,Manhattan
1470,97,1.5,Brooklyn
1146,99,1.5,Brooklyn
1365,94,1.5,Manhattan
1140,100,1.5,Manhattan
4200,95,1.5,Manhattan
740,96,1.5,Brooklyn
1039,97,1.5,Brooklyn
2520,93,1.5,Brooklyn
394,98,1.5,Brooklyn
311,100,1.5,Manhattan
4725,,1.5,Manhattan
2016,,1.5,Brooklyn
56,93,1.5,Brooklyn
945,,1.5,Brooklyn
71,100,1.5,Queens
206,96,1.5,Manhattan
21,60,1.5,Brooklyn
24,100,1.5,Brooklyn
106,100,1.5,Manhattan
3715,97,1.5,Manhattan
603,98,1.5,Manhattan
88,98,1.5,Manhattan
1575,94,1.5,Queens
6825,99,1.5,Bronx
2058,90,1.5,Brooklyn
2289,,1.5,Manhattan
211,95,1.5,Brooklyn
22,40,1.5,Queens
1680,,1.5,Brooklyn
342,85,1.5,Brooklyn
1264,100,1.5,Brooklyn
4074,94,1.5,Manhattan
1890,95,1.5,Manhattan
595,83,1.5,Brooklyn
1632,95,1.5,Brooklyn
3165,90,1.5,Manhattan
386,95,1.5,Staten Island
882,87,1.5,Manhattan
54,100,1.5,Brooklyn
45,95,1.5,Brooklyn
27,100,1.5,Brooklyn
2100,95,1.5,Brooklyn
1470,88,1.5,Brooklyn
4673,81,1.5,Manhattan
77,90,1.5,Manhattan
227,90,1.5,Manhattan
482,98,1.5,Manhattan
2919,92,1.5,Brooklyn
19,100,1.5,Brooklyn
1575,95,1.5,Brooklyn
1575,,1.5,Queens
240,100,1.5,Queens
3549,93,1.5,Manhattan
446,86,1.5,Brooklyn
607,87,1.5,Brooklyn
1116,98,1.5,Manhattan
2079,97,1.5,Brooklyn
1800,96,1.5,Queens
2450,98,1.5,Brooklyn
2079,86,1.5,Brooklyn
3940,91,1.5,Brooklyn
884,88,1.5,Brooklyn
2100,97,1.5,Manhattan
240,100,1.5,Manhattan
158,67,1.5,Manhattan
243,90,1.5,Bronx
66,100,1.5,Manhattan
2079,100,1.5,Staten Island
137,73,1.5,Brooklyn
2155,96,1.5,Manhattan
541,90,1.5,Brooklyn
135,90,1.5,Brooklyn
46,100,1.5,Manhattan
189,88,1.5,Manhattan
22,,1.5,Manhattan
3906,,1.5,Manhattan
101,90,1.5,Manhattan
98,80,1.5,Manhattan
627,94,1.5,Brooklyn
91,96,1.5,Brooklyn
230,96,1.5,Brooklyn
2520,,1.5,Brooklyn
1780,96,1.5,Manhattan
945,97,1.5,Brooklyn
12600,,1.5,Manhattan
2625,98,1.5,Brooklyn
40,100,1.5,Manhattan
605,97,1.5,Bronx
92,90,1.5,Brooklyn
2310,100,1.5,Manhattan
3298,99,1.5,Brooklyn
418,92,1.5,Brooklyn
1028,94,1.5,Brooklyn
1279,97,1.5,Manhattan
2940,,1.5,Manhattan
4305,95,1.5,Brooklyn
165,72,1.5,Brooklyn
5250,,1.5,Brooklyn
8379,,1.5,Manhattan
617,99,1.5,Manhattan
1575,98,1.5,Brooklyn
945,96,1.5,Brooklyn
174,100,1.5,Brooklyn
765,68,1.5,Manhattan
50,100,1.5,Brooklyn
1080,96,1.5,Manhattan
248,100,1.5,Manhattan
200,100,1.5,Queens
6300,94,1.5,Brooklyn
448,60,1.5,Manhattan
1075,93,1.5,Manhattan
92,100,1.5,Manhattan
545,95,1.5,Brooklyn
31,80,1.5,Brooklyn
1436,88,1.5,Manhattan
2835,99,1.5,Brooklyn
2625,97,1.5,Brooklyn
35,,1.5,Manhattan
3150,,1.5,Bronx
1680,,1.5,Brooklyn
1046,99,1.5,Manhattan
117,,1.5,Manhattan
1174,94,1.5,Brooklyn
3255,98,1.5,Brooklyn
194,94,1.5,Brooklyn
4200,97,1.5,Brooklyn
65,96,1.5,Brooklyn
68,100,1.5,Manhattan
19,80,1.5,Brooklyn
206,100,1.5,Brooklyn
1638,92,1.5,Brooklyn
571,96,1.5,Manhattan
51,100,1.5,Manhattan
1096,94,1.5,Manhattan
1533,93,1.5,Manhattan
58,100,1.5,Manhattan
4179,,1.5,Queens
219,91,1.5,Queens
350,76,1.5,Manhattan
2625,,1.5,Manhattan
2079,,1.5,Manhattan
1680,94,1.5,Staten Island
464,96,1.5,Brooklyn
31,100,1.5,Brooklyn
31,,1.5,Manhattan
300,97,1.5,Manhattan
1680,,1.5,Manhattan
121,85,1.5,Manhattan
151,85,1.5,Brooklyn
461,93,1.5,Manhattan
1365,98,1.5,Bronx
21,100,1.5,Queens
153,95,1.5,Brooklyn
2289,98,1.5,Manhattan
2940,86,1.5,Manhattan
135,100,1.5,Manhattan
1575,,1.5,Brooklyn
1477,88,1.5,Brooklyn
417,88,1.5,Brooklyn
1155,95,1.5,Brooklyn
28,100,1.5,Manhattan
6300,,1.5,Manhattan
1211,100,1.5,Manhattan
121,88,1.5,Manhattan
3192,,1.5,Manhattan
2604,97,1.5,Manhattan
979,97,1.5,Brooklyn
153,93,1.5,Manhattan
540,100,1.5,Brooklyn
726,94,1.5,Bronx
86,93,1.5,Manhattan
33,100,1.5,Brooklyn
1050,,1.5,Staten Island
191,95,1.5,Brooklyn
363,96,1.5,Manhattan
1239,96,1.5,Brooklyn
495,93,1.5,Manhattan
535,100,1.5,Brooklyn
30,100,1.5,Manhattan
204,,1.5,Manhattan
81,100,1.5,Manhattan
1680,,1.5,Manhattan
305,97,1.5,Manhattan
296,100,1.5,Brooklyn
735,91,1.5,Brooklyn
5250,,1.5,Brooklyn
46,100,1.5,Manhattan
1050,92,1.5,Queens
162,100,1.5,Brooklyn
36,80,1.5,Brooklyn
101,87,1.5,Manhattan
588,91,1.5,Bronx
735,,1.5,Brooklyn
353,100,1.5,Brooklyn
55,100,1.5,Brooklyn
330,91,1.5,Brooklyn
1544,97,1.5,Manhattan
213,73,1.5,Queens
749,95,1.5,Manhattan
1995,,1.5,Queens
51,100,1.5,Brooklyn
4095,100,1.5,Manhattan
128,80,1.5,Manhattan
240,85,1.5,Manhattan
3150,99,1.5,Brooklyn
63,100,1.5,Manhattan
48,90,1.5,Manhattan
2943,93,1.5,Manhattan
1050,,1.5,Manhattan
219,100,1.5,Manhattan
43,100,1.5,Brooklyn
2184,99,1.5,Queens
176,88,1.5,Manhattan
1260,,1.5,Brooklyn
1050,,1.5,Brooklyn
4410,87,1.5,Manhattan
239,90,1.5,Brooklyn
1157,93,1.5,Brooklyn
698,94,1.5,Queens
1114,89,1.5,Manhattan
289,97,1.5,Manhattan
29,,1.5,Brooklyn
250,97,1.5,Brooklyn
1680,96,1.5,Brooklyn
108,100,1.5,Manhattan
35,100,1.5,Manhattan
2309,93,1.5,Manhattan
9555,,1.5,Manhattan
50,90,1.5,Manhattan
158,96,1.5,Queens
2625,,1.5,Manhattan
126,93,1.5,Brooklyn
234,92,1.5,Brooklyn
1575,,1.5,Queens
27,100,1.5,Manhattan
3087,95,1.5,Manhattan
43,100,1.5,Manhattan
441,95,1.5,Manhattan
379,98,1.5,Brooklyn
705,98,1.5,Manhattan
1470,91,1.5,Manhattan
85,100,1.5,Queens
1012,95,1.5,Manhattan
547,95,1.5,Brooklyn
307,87,1.5,Manhattan
1479,96,1.5,Manhattan
194,93,1.5,Manhattan
64,90,1.5,Manhattan
686,96,1.5,Manhattan
2827,87,1.5,Manhattan
82,100,1.5,Brooklyn
1470,97,1.5,Brooklyn
916,94,1.5,Brooklyn
219,90,1.5,Manhattan
734,91,1.5,Manhattan
1485,95,1.5,Manhattan
26,100,1.5,Brooklyn
216,96,1.5,Queens
599,93,1.5,Manhattan
65,100,1.5,Manhattan
3150,,1.5,Manhattan
41,,1.5,Manhattan
54,100,1.5,Manhattan
536,96,1.5,Manhattan
125,100,1.5,Manhattan
1680,99,1.5,Brooklyn
137,100,1.5,Brooklyn
4179,,1.5,Queens
84,88,1.5,Brooklyn
20,100,1.5,Brooklyn
4200,76,1.5,Brooklyn
20,80,1.5,Manhattan
200,93,1.5,Manhattan
632,96,1.5,Brooklyn
2835,97,1.5,Manhattan
1480,97,1.5,Manhattan
128,100,1.5,Manhattan
66,100,1.5,Manhattan
882,,1.5,Brooklyn
33,90,1.5,Brooklyn
295,94,1.5,Manhattan
665,95,1.5,Brooklyn
168,96,1.5,Manhattan
80,100,1.5,Manhattan
102,80,1.5,Manhattan
183,94,1.5,Brooklyn
1530,98,1.5,Manhattan
47,100,1.5,Manhattan
10500,,1.5,Manhattan
163,100,1.5,Manhattan
13650,,1.5,Manhattan
204,85,1.5,Manhattan
3780,,1.5,Manhattan
1575,97,1.5,Queens
150,98,1.5,Queens
1470,,1.5,Brooklyn
24,100,1.5,Brooklyn
12,100,1.5,Brooklyn
180,89,1.5,Manhattan
2100,97,1.5,Manhattan
3402,97,1.5,Brooklyn
2100,96,1.5,Manhattan
521,95,1.5,Queens
5775,,1.5,Manhattan
19,100,1.5,Brooklyn
4095,97,1.5,Brooklyn
112,100,1.5,Manhattan
583,99,1.5,Queens
168,96,1.5,Queens
716,92,1.5,Manhattan
1636,96,1.5,Manhattan
105,100,1.5,Brooklyn
1560,80,1.5,Manhattan
3129,97,1.5,Manhattan
1701,97,1.5,Bronx
141,97,1.5,Brooklyn
34,,1.5,Brooklyn
4200,,1.5,Manhattan
4179,88,1.5,Manhattan
32,80,1.5,Brooklyn
153,,1.5,Manhattan
145,100,1.5,Manhattan
1228,95,1.5,Manhattan
573,100,1.5,Brooklyn
1260,,1.5,Manhattan
1617,93,1.5,Brooklyn
59,100,1.5,Brooklyn
303,97,1.5,Manhattan
68,80,1.5,Manhattan
1302,97,1.5,Manhattan
671,95,1.5,Brooklyn
106,100,1.5,Queens
2948,87,1.5,Brooklyn
2100,,1.5,Manhattan
2520,,1.5,Manhattan
623,95,1.5,Brooklyn
1680,,1.5,Manhattan
748,100,1.5,Brooklyn
4809,96,1.5,Brooklyn
1470,92,1.5,Queens
144,93,1.5,Brooklyn
1342,93,1.5,Manhattan
357,96,1.5,Queens
89,100,1.5,Manhattan
3990,100,1.5,Manhattan
2100,,1.5,Manhattan
69,100,1.5,Manhattan
3038,98,1.5,Brooklyn
2625,,1.5,Manhattan
4788,,1.5,Brooklyn
777,,1.5,Queens
2436,,1.5,Manhattan
2079,91,1.5,Brooklyn
116,96,1.5,Queens
551,95,1.5,Brooklyn
439,95,1.5,Brooklyn
2835,96,1.5,Manhattan
95,90,1.5,Brooklyn
72,60,1.5,Manhattan
16800,,1.5,Manhattan
323,96,1.5,Brooklyn
1890,,1.5,Brooklyn
77,100,1.5,Manhattan
68,100,1.5,Manhattan
116,97,1.5,Bronx
2415,98,1.5,Manhattan
601,88,1.5,Manhattan
768,97,1.5,Brooklyn
163,95,1.5,Manhattan
49,90,1.5,Brooklyn
2751,,1.5,Manhattan
128,100,1.5,Manhattan
1868,92,1.5,Manhattan
2081,97,1.5,Manhattan
2369,97,1.5,Brooklyn
928,100,1.5,Manhattan
216,,1.5,Brooklyn
1890,,1.5,Brooklyn
179,96,1.5,Manhattan
116,83,1.5,Brooklyn
132,93,1.5,Brooklyn
2520,,1.5,Manhattan
1260,98,1.5,Brooklyn
1680,,1.5,Manhattan
403,98,1.5,Brooklyn
809,89,1.5,Manhattan
3150,97,1.5,Staten Island
174,97,1.5,Brooklyn
7140,,1.5,Manhattan
1177,90,1.5,Manhattan
924,94,1.5,Manhattan
1575,94,1.5,Manhattan
516,97,1.5,Manhattan
634,100,1.5,Brooklyn
1379,96,1.5,Queens
3150,95,1.5,Manhattan
10500,,1.5,Manhattan
288,97,1.5,Brooklyn
143,80,1.5,Manhattan
226,91,1.5,Brooklyn
977,98,1.5,Brooklyn
117,90,1.5,Queens
13,100,1.5,Brooklyn
2835,,1.5,Brooklyn
23,80,1.5,Brooklyn
2921,96,1.5,Brooklyn
32,100,1.5,Brooklyn
2289,97,1.5,Brooklyn
134,100,1.5,Manhattan
1260,95,1.5,Manhattan
1785,,1.5,Brooklyn
19,100,1.5,Queens
5775,,1.5,Manhattan
1765,88,1.5,Brooklyn
6300,,1.5,Brooklyn
71,87,1.5,Manhattan
365,95,1.5,Queens
