Availability,Daily_price,Size,Area
87,55,1.5,Brooklyn
365,26,1.5,Bronx
0,66,1.5,Brooklyn
0,60,1.5,Bronx
51,150,1.5,Manhattan
0,222,1.5,Manhattan
351,225,1.5,Manhattan
0,60,1.5,Queens
0,250,1.5,Manhattan
33,45,1.5,Brooklyn
363,102,1.5,Bronx
0,150,1.5,Queens
359,100,1.5,Manhattan
0,250,1.5,Manhattan
0,130,1.5,Manhattan
180,55,1.5,Brooklyn
1,95,1.5,Brooklyn
344,158,1.5,Queens
0,80,1.5,Brooklyn
0,100,1.5,Manhattan
364,44,1.5,Queens
0,75,1.5,Brooklyn
351,120,1.5,Manhattan
353,120,1.5,Manhattan
337,110,1.5,Manhattan
134,89,1.5,Manhattan
84,81,1.5,Manhattan
0,60,1.5,Queens
0,95,1.5,Manhattan
365,99,1.5,Manhattan
365,99,1.5,Manhattan
0,46,1.5,Brooklyn
94,159,1.5,Queens
364,80,1.5,Queens
0,165,1.5,Brooklyn
0,170,1.5,Queens
43,69,1.5,Brooklyn
61,140,1.5,Manhattan
0,39,1.5,Queens
41,50,1.5,Brooklyn
15,135,1.5,Brooklyn
24,120,1.5,Manhattan
0,39,1.5,Queens
347,65,1.5,Brooklyn
0,25,1.5,Brooklyn
0,120,1.5,Brooklyn
2,128,1.5,Manhattan
81,65,1.5,Brooklyn
81,189,1.5,Queens
0,90,1.5,Manhattan
226,60,1.5,Queens
0,220,1.5,Manhattan
0,110,1.5,Manhattan
83,129,1.5,Manhattan
264,76,1.5,Brooklyn
0,70,1.5,Manhattan
0,220,1.5,Brooklyn
179,51,1.5,Queens
0,55,1.5,Brooklyn
0,270,1.5,Manhattan
15,99,1.5,Manhattan
0,95,1.5,Brooklyn
39,80,1.5,Manhattan
0,70,1.5,Brooklyn
269,333,1.5,Brooklyn
363,110,1.5,Queens
0,55,1.5,Brooklyn
360,40,1.5,Brooklyn
255,189,1.5,Manhattan
360,36,1.5,Brooklyn
88,49,1.5,Brooklyn
121,52,1.5,Brooklyn
116,97,1.5,Brooklyn
360,35,1.5,Brooklyn
360,36,1.5,Brooklyn
93,150,1.5,Brooklyn
0,100,1.5,Brooklyn
311,179,1.5,Manhattan
0,34,1.5,Bronx
20,200,1.5,Manhattan
325,180,1.5,Manhattan
17,90,1.5,Brooklyn
57,75,1.5,Brooklyn
179,93,1.5,Brooklyn
254,40,1.5,Queens
157,490,1.5,Manhattan
0,70,1.5,Brooklyn
42,69,1.5,Brooklyn
45,130,1.5,Brooklyn
89,130,1.5,Brooklyn
0,79,1.5,Queens
112,150,1.5,Queens
89,79,1.5,Brooklyn
0,68,1.5,Brooklyn
269,125,1.5,Brooklyn
31,45,1.5,Queens
51,62,1.5,Brooklyn
10,325,1.5,Manhattan
61,68,1.5,Brooklyn
1,120,1.5,Brooklyn
90,70,1.5,Manhattan
0,200,1.5,Manhattan
364,75,1.5,Manhattan
73,74,1.5,Queens
68,125,1.5,Manhattan
142,47,1.5,Brooklyn
364,110,1.5,Brooklyn
267,110,1.5,Manhattan
267,110,1.5,Manhattan
253,115,1.5,Manhattan
266,105,1.5,Manhattan
0,119,1.5,Manhattan
68,42,1.5,Bronx
0,65,1.5,Brooklyn
0,54,1.5,Brooklyn
0,125,1.5,Manhattan
0,325,1.5,Manhattan
0,265,1.5,Brooklyn
70,95,1.5,Brooklyn
82,125,1.5,Brooklyn
0,174,1.5,Manhattan
336,50,1.5,Queens
0,140,1.5,Brooklyn
70,120,1.5,Brooklyn
263,39,1.5,Brooklyn
81,75,1.5,Brooklyn
270,68,1.5,Brooklyn
270,58,1.5,Brooklyn
0,100,1.5,Brooklyn
268,68,1.5,Brooklyn
269,57,1.5,Brooklyn
0,60,1.5,Brooklyn
145,115,1.5,Brooklyn
348,65,1.5,Brooklyn
346,70,1.5,Brooklyn
0,130,1.5,Manhattan
0,100,1.5,Queens
347,65,1.5,Brooklyn
0,30,1.5,Brooklyn
347,65,1.5,Brooklyn
87,50,1.5,Manhattan
358,99,1.5,Manhattan
0,33,1.5,Brooklyn
222,142,1.5,Brooklyn
0,45,1.5,Brooklyn
0,70,1.5,Brooklyn
180,120,1.5,Queens
156,88,1.5,Manhattan
31,55,1.5,Queens
306,143,1.5,Manhattan
6,150,1.5,Manhattan
0,180,1.5,Manhattan
89,399,1.5,Queens
173,270,1.5,Brooklyn
37,62,1.5,Bronx
72,145,1.5,Brooklyn
134,179,1.5,Manhattan
0,225,1.5,Manhattan
0,69,1.5,Manhattan
0,33,1.5,Queens
347,130,1.5,Manhattan
0,180,1.5,Brooklyn
0,52,1.5,Manhattan
288,108,1.5,Queens
105,75,1.5,Manhattan
167,79,1.5,Queens
87,48,1.5,Queens
180,150,1.5,Manhattan
317,60,1.5,Queens
226,110,1.5,Brooklyn
14,200,1.5,Brooklyn
269,125,1.5,Manhattan
0,140,1.5,Manhattan
0,375,1.5,Manhattan
238,140,1.5,Manhattan
103,200,1.5,Brooklyn
0,40,1.5,Brooklyn
0,115,1.5,Brooklyn
108,120,1.5,Brooklyn
0,40,1.5,Brooklyn
301,90,1.5,Manhattan
89,175,1.5,Brooklyn
148,260,1.5,Manhattan
178,200,1.5,Manhattan
11,350,1.5,Manhattan
347,65,1.5,Brooklyn
0,63,1.5,Brooklyn
256,124,1.5,Brooklyn
43,129,1.5,Manhattan
195,85,1.5,Brooklyn
58,100,1.5,Queens
0,111,1.5,Manhattan
14,80,1.5,Brooklyn
307,80,1.5,Queens
88,59,1.5,Queens
224,159,1.5,Brooklyn
45,92,1.5,Manhattan
83,55,1.5,Queens
0,65,1.5,Brooklyn
347,65,1.5,Brooklyn
126,85,1.5,Brooklyn
0,70,1.5,Brooklyn
0,40,1.5,Brooklyn
91,38,1.5,Queens
133,38,1.5,Queens
88,300,1.5,Brooklyn
362,60,1.5,Manhattan
0,90,1.5,Manhattan
359,110,1.5,Brooklyn
362,90,1.5,Queens
0,190,1.5,Brooklyn
180,199,1.5,Manhattan
147,81,1.5,Queens
42,117,1.5,Brooklyn
347,55,1.5,Brooklyn
287,38,1.5,Bronx
180,325,1.5,Manhattan
0,80,1.5,Brooklyn
365,350,1.5,Manhattan
0,200,1.5,Manhattan
62,35,1.5,Brooklyn
40,89,1.5,Brooklyn
0,82,1.5,Manhattan
350,115,1.5,Brooklyn
356,100,1.5,Brooklyn
0,45,1.5,Brooklyn
69,100,1.5,Brooklyn
58,300,1.5,Manhattan
0,150,1.5,Manhattan
86,58,1.5,Queens
0,150,1.5,Manhattan
89,74,1.5,Brooklyn
101,136,1.5,Brooklyn
353,49,1.5,Queens
161,119,1.5,Brooklyn
0,40,1.5,Brooklyn
306,250,1.5,Queens
318,33,1.5,Manhattan
0,31,1.5,Brooklyn
360,75,1.5,Manhattan
355,109,1.5,Brooklyn
362,95,1.5,Brooklyn
352,95,1.5,Brooklyn
11,300,1.5,Manhattan
167,95,1.5,Manhattan
88,130,1.5,Staten Island
0,125,1.5,Brooklyn
0,125,1.5,Brooklyn
173,250,1.5,Brooklyn
0,60,1.5,Queens
0,35,1.5,Brooklyn
172,45,1.5,Bronx
1,300,1.5,Brooklyn
365,125,1.5,Brooklyn
151,300,1.5,Manhattan
0,98,1.5,Brooklyn
284,205,1.5,Brooklyn
341,99,1.5,Manhattan
0,50,1.5,Brooklyn
347,99,1.5,Manhattan
88,50,1.5,Manhattan
365,99,1.5,Manhattan
90,150,1.5,Manhattan
62,115,1.5,Brooklyn
57,75,1.5,Queens
129,80,1.5,Queens
0,82,1.5,Brooklyn
10,125,1.5,Manhattan
14,39,1.5,Queens
0,40,1.5,Queens
86,60,1.5,Queens
0,350,1.5,Brooklyn
46,115,1.5,Manhattan
116,65,1.5,Manhattan
365,550,1.5,Manhattan
0,40,1.5,Brooklyn
28,74,1.5,Brooklyn
164,40,1.5,Queens
0,70,1.5,Brooklyn
89,100,1.5,Brooklyn
66,99,1.5,Manhattan
97,75,1.5,Brooklyn
121,109,1.5,Brooklyn
22,185,1.5,Manhattan
256,70,1.5,Brooklyn
0,275,1.5,Manhattan
32,67,1.5,Manhattan
52,82,1.5,Brooklyn
14,45,1.5,Brooklyn
365,70,1.5,Brooklyn
179,80,1.5,Brooklyn
23,146,1.5,Manhattan
163,150,1.5,Manhattan
350,95,1.5,Brooklyn
358,67,1.5,Brooklyn
353,67,1.5,Brooklyn
0,100,1.5,Manhattan
2,250,1.5,Manhattan
50,85,1.5,Brooklyn
179,65,1.5,Brooklyn
179,65,1.5,Brooklyn
364,185,1.5,Manhattan
0,75,1.5,Manhattan
0,60,1.5,Brooklyn
33,250,1.5,Manhattan
365,340,1.5,Manhattan
0,50,1.5,Brooklyn
117,195,1.5,Brooklyn
339,99,1.5,Manhattan
0,45,1.5,Brooklyn
0,425,1.5,Manhattan
0,50,1.5,Queens
83,140,1.5,Manhattan
89,315,1.5,Manhattan
0,58,1.5,Manhattan
123,90,1.5,Brooklyn
15,86,1.5,Brooklyn
0,111,1.5,Brooklyn
0,207,1.5,Manhattan
38,140,1.5,Bronx
0,90,1.5,Brooklyn
364,40,1.5,Queens
42,100,1.5,Queens
3,150,1.5,Manhattan
360,75,1.5,Manhattan
0,275,1.5,Brooklyn
78,46,1.5,Brooklyn
112,44,1.5,Queens
290,139,1.5,Queens
317,231,1.5,Manhattan
0,125,1.5,Queens
343,80,1.5,Brooklyn
68,175,1.5,Manhattan
349,70,1.5,Brooklyn
334,340,1.5,Manhattan
346,95,1.5,Brooklyn
74,130,1.5,Brooklyn
345,110,1.5,Brooklyn
349,262,1.5,Manhattan
360,242,1.5,Manhattan
316,383,1.5,Manhattan
353,192,1.5,Manhattan
346,461,1.5,Manhattan
64,95,1.5,Brooklyn
359,1046,1.5,Manhattan
353,215,1.5,Manhattan
16,100,1.5,Brooklyn
90,45,1.5,Brooklyn
0,145,1.5,Brooklyn
221,64,1.5,Brooklyn
0,275,1.5,Queens
0,119,1.5,Brooklyn
333,800,1.5,Manhattan
347,415,1.5,Manhattan
336,205,1.5,Manhattan
350,320,1.5,Manhattan
365,70,1.5,Queens
0,350,1.5,Brooklyn
307,95,1.5,Brooklyn
111,54,1.5,Brooklyn
14,260,1.5,Manhattan
247,62,1.5,Manhattan
179,149,1.5,Brooklyn
331,80,1.5,Bronx
0,120,1.5,Brooklyn
14,400,1.5,Manhattan
0,70,1.5,Brooklyn
0,78,1.5,Brooklyn
0,72,1.5,Manhattan
362,75,1.5,Manhattan
363,75,1.5,Manhattan
360,75,1.5,Manhattan
317,65,1.5,Brooklyn
363,40,1.5,Manhattan
0,50,1.5,Brooklyn
0,50,1.5,Bronx
179,150,1.5,Manhattan
143,145,1.5,Brooklyn
88,100,1.5,Manhattan
0,99,1.5,Manhattan
0,55,1.5,Brooklyn
0,140,1.5,Manhattan
0,179,1.5,Manhattan
0,65,1.5,Brooklyn
0,150,1.5,Manhattan
0,155,1.5,Manhattan
0,87,1.5,Manhattan
19,200,1.5,Manhattan
236,250,1.5,Brooklyn
0,79,1.5,Manhattan
96,189,1.5,Brooklyn
0,100,1.5,Brooklyn
171,135,1.5,Brooklyn
102,98,1.5,Brooklyn
88,121,1.5,Brooklyn
323,42,1.5,Manhattan
0,90,1.5,Manhattan
177,1250,1.5,Manhattan
354,80,1.5,Brooklyn
363,100,1.5,Brooklyn
365,65,1.5,Brooklyn
0,150,1.5,Manhattan
0,250,1.5,Brooklyn
0,120,1.5,Brooklyn
0,70,1.5,Brooklyn
87,115,1.5,Manhattan
0,158,1.5,Brooklyn
0,200,1.5,Manhattan
0,49,1.5,Brooklyn
365,750,1.5,Manhattan
0,35,1.5,Queens
0,80,1.5,Brooklyn
99,101,1.5,Brooklyn
28,55,1.5,Brooklyn
0,189,1.5,Manhattan
0,95,1.5,Brooklyn
363,49,1.5,Queens
0,199,1.5,Manhattan
365,189,1.5,Brooklyn
90,200,1.5,Manhattan
0,275,1.5,Manhattan
364,55,1.5,Brooklyn
26,93,1.5,Manhattan
53,50,1.5,Brooklyn
130,60,1.5,Brooklyn
0,35,1.5,Brooklyn
251,22,1.5,Staten Island
8,70,1.5,Manhattan
142,350,1.5,Manhattan
0,98,1.5,Manhattan
14,199,1.5,Brooklyn
365,90,1.5,Bronx
49,230,1.5,Brooklyn
365,309,1.5,Staten Island
150,80,1.5,Manhattan
0,250,1.5,Manhattan
0,130,1.5,Manhattan
90,90,1.5,Queens
260,39,1.5,Bronx
0,250,1.5,Manhattan
1,110,1.5,Manhattan
0,160,1.5,Manhattan
333,375,1.5,Manhattan
15,135,1.5,Manhattan
289,275,1.5,Manhattan
0,37,1.5,Manhattan
42,100,1.5,Manhattan
0,86,1.5,Manhattan
306,200,1.5,Manhattan
358,59,1.5,Queens
0,85,1.5,Manhattan
1,45,1.5,Queens
0,47,1.5,Brooklyn
0,149,1.5,Brooklyn
74,100,1.5,Manhattan
303,65,1.5,Brooklyn
0,50,1.5,Manhattan
89,106,1.5,Manhattan
27,800,1.5,Manhattan
12,195,1.5,Manhattan
95,150,1.5,Brooklyn
122,65,1.5,Brooklyn
365,1200,1.5,Manhattan
348,70,1.5,Brooklyn
43,180,1.5,Brooklyn
365,47,1.5,Bronx
0,35,1.5,Brooklyn
41,65,1.5,Queens
76,275,1.5,Manhattan
6,130,1.5,Brooklyn
343,155,1.5,Manhattan
0,100,1.5,Brooklyn
0,88,1.5,Brooklyn
49,39,1.5,Manhattan
43,125,1.5,Brooklyn
0,45,1.5,Queens
0,65,1.5,Brooklyn
353,85,1.5,Brooklyn
0,34,1.5,Queens
72,75,1.5,Brooklyn
0,132,1.5,Brooklyn
0,80,1.5,Manhattan
365,225,1.5,Manhattan
365,285,1.5,Manhattan
364,190,1.5,Manhattan
14,140,1.5,Brooklyn
46,45,1.5,Queens
0,120,1.5,Brooklyn
1,165,1.5,Manhattan
0,50,1.5,Brooklyn
9,125,1.5,Brooklyn
16,72,1.5,Brooklyn
0,192,1.5,Brooklyn
0,150,1.5,Brooklyn
0,1200,1.5,Brooklyn
179,75,1.5,Brooklyn
0,60,1.5,Brooklyn
0,100,1.5,Manhattan
97,329,1.5,Brooklyn
0,75,1.5,Queens
0,89,1.5,Manhattan
167,150,1.5,Brooklyn
0,139,1.5,Manhattan
6,230,1.5,Manhattan
0,75,1.5,Brooklyn
11,170,1.5,Brooklyn
17,110,1.5,Brooklyn
0,80,1.5,Manhattan
126,250,1.5,Manhattan
0,225,1.5,Manhattan
12,45,1.5,Queens
364,150,1.5,Manhattan
365,75,1.5,Queens
361,120,1.5,Staten Island
156,50,1.5,Brooklyn
347,120,1.5,Manhattan
53,60,1.5,Manhattan
341,70,1.5,Brooklyn
343,80,1.5,Brooklyn
42,200,1.5,Manhattan
129,120,1.5,Queens
0,53,1.5,Queens
0,200,1.5,Queens
41,175,1.5,Manhattan
0,75,1.5,Manhattan
0,149,1.5,Manhattan
137,150,1.5,Bronx
63,150,1.5,Brooklyn
43,110,1.5,Brooklyn
0,150,1.5,Brooklyn
0,150,1.5,Brooklyn
0,99,1.5,Bronx
0,500,1.5,Brooklyn
232,115,1.5,Staten Island
0,300,1.5,Brooklyn
360,75,1.5,Manhattan
0,52,1.5,Brooklyn
87,85,1.5,Brooklyn
132,50,1.5,Brooklyn
354,483,1.5,Manhattan
365,290,1.5,Manhattan
364,225,1.5,Manhattan
365,550,1.5,Manhattan
365,450,1.5,Manhattan
365,200,1.5,Manhattan
365,360,1.5,Manhattan
347,210,1.5,Manhattan
364,210,1.5,Manhattan
154,75,1.5,Brooklyn
362,99,1.5,Manhattan
353,70,1.5,Brooklyn
0,1700,1.5,Manhattan
347,250,1.5,Manhattan
13,89,1.5,Manhattan
0,45,1.5,Manhattan
43,53,1.5,Queens
327,125,1.5,Queens
0,140,1.5,Manhattan
262,75,1.5,Bronx
353,80,1.5,Manhattan
1,120,1.5,Manhattan
32,130,1.5,Brooklyn
362,80,1.5,Manhattan
278,135,1.5,Staten Island
361,85,1.5,Brooklyn
344,86,1.5,Brooklyn
365,59,1.5,Queens
0,200,1.5,Manhattan
0,50,1.5,Manhattan
79,65,1.5,Queens
200,78,1.5,Brooklyn
365,200,1.5,Manhattan
365,154,1.5,Manhattan
365,350,1.5,Manhattan
0,40,1.5,Brooklyn
337,99,1.5,Manhattan
91,110,1.5,Manhattan
295,250,1.5,Brooklyn
341,86,1.5,Brooklyn
345,86,1.5,Brooklyn
365,65,1.5,Brooklyn
152,250,1.5,Brooklyn
61,245,1.5,Brooklyn
48,132,1.5,Bronx
0,65,1.5,Brooklyn
0,53,1.5,Queens
180,38,1.5,Queens
362,225,1.5,Bronx
365,38,1.5,Queens
365,234,1.5,Manhattan
106,69,1.5,Brooklyn
365,350,1.5,Manhattan
0,55,1.5,Brooklyn
364,550,1.5,Manhattan
0,170,1.5,Manhattan
180,1550,1.5,Manhattan
0,175,1.5,Brooklyn
269,110,1.5,Manhattan
265,110,1.5,Manhattan
261,115,1.5,Manhattan
365,250,1.5,Manhattan
268,105,1.5,Manhattan
93,140,1.5,Manhattan
79,44,1.5,Queens
86,44,1.5,Queens
348,80,1.5,Queens
0,85,1.5,Manhattan
0,118,1.5,Manhattan
0,50,1.5,Manhattan
180,38,1.5,Queens
95,204,1.5,Brooklyn
255,145,1.5,Manhattan
0,325,1.5,Manhattan
162,90,1.5,Manhattan
83,45,1.5,Brooklyn
365,180,1.5,Manhattan
180,55,1.5,Queens
365,187,1.5,Manhattan
132,189,1.5,Queens
0,170,1.5,Queens
0,125,1.5,Brooklyn
0,85,1.5,Manhattan
12,250,1.5,Manhattan
0,90,1.5,Brooklyn
127,135,1.5,Brooklyn
356,60,1.5,Brooklyn
22,35,1.5,Queens
331,80,1.5,Queens
69,50,1.5,Brooklyn
0,55,1.5,Manhattan
365,80,1.5,Brooklyn
357,95,1.5,Queens
285,120,1.5,Manhattan
165,40,1.5,Manhattan
0,50,1.5,Brooklyn
274,40,1.5,Queens
204,99,1.5,Brooklyn
345,55,1.5,Queens
74,65,1.5,Brooklyn
40,150,1.5,Manhattan
0,120,1.5,Manhattan
0,170,1.5,Queens
179,35,1.5,Bronx
361,145,1.5,Brooklyn
137,30,1.5,Queens
0,53,1.5,Brooklyn
223,350,1.5,Manhattan
0,30,1.5,Brooklyn
0,56,1.5,Brooklyn
174,98,1.5,Manhattan
16,65,1.5,Queens
156,75,1.5,Bronx
0,130,1.5,Brooklyn
90,98,1.5,Manhattan
14,180,1.5,Manhattan
0,200,1.5,Manhattan
0,250,1.5,Brooklyn
232,199,1.5,Manhattan
339,65,1.5,Brooklyn
300,45,1.5,Brooklyn
30,90,1.5,Manhattan
78,51,1.5,Queens
0,45,1.5,Brooklyn
90,50,1.5,Brooklyn
179,60,1.5,Brooklyn
0,64,1.5,Brooklyn
0,125,1.5,Brooklyn
0,250,1.5,Brooklyn
0,40,1.5,Manhattan
73,89,1.5,Staten Island
38,80,1.5,Manhattan
121,75,1.5,Bronx
158,150,1.5,Brooklyn
0,90,1.5,Brooklyn
0,160,1.5,Manhattan
111,215,1.5,Manhattan
156,145,1.5,Manhattan
118,215,1.5,Manhattan
80,170,1.5,Manhattan
70,215,1.5,Manhattan
148,177,1.5,Manhattan
85,127,1.5,Manhattan
0,175,1.5,Manhattan
330,60,1.5,Queens
80,310,1.5,Brooklyn
176,149,1.5,Queens
359,200,1.5,Queens
177,75,1.5,Brooklyn
139,120,1.5,Brooklyn
66,150,1.5,Manhattan
0,47,1.5,Brooklyn
269,31,1.5,Brooklyn
364,235,1.5,Manhattan
364,320,1.5,Manhattan
364,495,1.5,Manhattan
365,300,1.5,Manhattan
364,280,1.5,Manhattan
365,350,1.5,Manhattan
365,350,1.5,Manhattan
365,200,1.5,Manhattan
89,130,1.5,Brooklyn
365,305,1.5,Manhattan
0,99,1.5,Manhattan
365,230,1.5,Manhattan
0,150,1.5,Queens
365,220,1.5,Manhattan
294,250,1.5,Manhattan
364,185,1.5,Manhattan
364,253,1.5,Manhattan
0,26,1.5,Bronx
365,135,1.5,Manhattan
364,350,1.5,Manhattan
365,350,1.5,Manhattan
7,30,1.5,Queens
0,40,1.5,Brooklyn
319,105,1.5,Manhattan
12,115,1.5,Brooklyn
139,110,1.5,Brooklyn
286,80,1.5,Queens
198,525,1.5,Manhattan
0,100,1.5,Brooklyn
84,105,1.5,Queens
0,100,1.5,Manhattan
0,75,1.5,Bronx
0,226,1.5,Manhattan
0,175,1.5,Manhattan
358,550,1.5,Manhattan
0,120,1.5,Brooklyn
25,126,1.5,Brooklyn
0,60,1.5,Brooklyn
166,90,1.5,Manhattan
7,84,1.5,Brooklyn
159,400,1.5,Manhattan
365,250,1.5,Manhattan
3,150,1.5,Queens
89,85,1.5,Manhattan
360,38,1.5,Brooklyn
41,110,1.5,Manhattan
358,37,1.5,Brooklyn
96,58,1.5,Brooklyn
0,220,1.5,Manhattan
0,55,1.5,Brooklyn
0,93,1.5,Brooklyn
365,175,1.5,Manhattan
179,85,1.5,Brooklyn
228,58,1.5,Brooklyn
43,140,1.5,Manhattan
274,125,1.5,Brooklyn
88,68,1.5,Brooklyn
363,140,1.5,Queens
102,126,1.5,Manhattan
0,35,1.5,Queens
87,159,1.5,Queens
0,97,1.5,Manhattan
56,99,1.5,Queens
173,63,1.5,Brooklyn
0,180,1.5,Brooklyn
113,65,1.5,Brooklyn
21,65,1.5,Manhattan
0,85,1.5,Brooklyn
0,42,1.5,Brooklyn
318,79,1.5,Queens
0,50,1.5,Brooklyn
261,199,1.5,Manhattan
0,85,1.5,Manhattan
11,315,1.5,Brooklyn
355,199,1.5,Brooklyn
357,125,1.5,Manhattan
81,45,1.5,Manhattan
0,80,1.5,Manhattan
360,36,1.5,Brooklyn
80,195,1.5,Manhattan
37,75,1.5,Queens
0,150,1.5,Queens
365,1000,1.5,Queens
24,160,1.5,Brooklyn
171,165,1.5,Manhattan
359,36,1.5,Brooklyn
177,65,1.5,Brooklyn
8,350,1.5,Manhattan
110,190,1.5,Manhattan
0,65,1.5,Manhattan
159,180,1.5,Manhattan
0,100,1.5,Brooklyn
0,65,1.5,Brooklyn
171,150,1.5,Brooklyn
0,225,1.5,Manhattan
75,150,1.5,Manhattan
119,150,1.5,Manhattan
0,57,1.5,Brooklyn
132,135,1.5,Manhattan
0,150,1.5,Brooklyn
361,53,1.5,Queens
31,35,1.5,Brooklyn
0,65,1.5,Brooklyn
87,125,1.5,Queens
178,100,1.5,Queens
0,144,1.5,Manhattan
0,49,1.5,Brooklyn
8,120,1.5,Manhattan
0,77,1.5,Queens
0,64,1.5,Brooklyn
0,160,1.5,Manhattan
90,62,1.5,Queens
0,90,1.5,Queens
75,150,1.5,Manhattan
0,160,1.5,Manhattan
0,128,1.5,Manhattan
72,139,1.5,Brooklyn
0,80,1.5,Brooklyn
86,85,1.5,Brooklyn
0,45,1.5,Brooklyn
106,148,1.5,Brooklyn
90,80,1.5,Staten Island
365,75,1.5,Brooklyn
354,196,1.5,Queens
0,100,1.5,Manhattan
75,290,1.5,Manhattan
354,46,1.5,Queens
89,800,1.5,Brooklyn
0,150,1.5,Manhattan
0,39,1.5,Queens
39,100,1.5,Brooklyn
0,100,1.5,Manhattan
0,60,1.5,Brooklyn
89,175,1.5,Manhattan
0,100,1.5,Brooklyn
0,76,1.5,Manhattan
0,91,1.5,Brooklyn
0,150,1.5,Manhattan
365,65,1.5,Brooklyn
0,240,1.5,Manhattan
179,125,1.5,Manhattan
0,59,1.5,Brooklyn
98,45,1.5,Brooklyn
0,98,1.5,Brooklyn
84,55,1.5,Staten Island
110,145,1.5,Brooklyn
73,450,1.5,Manhattan
165,89,1.5,Queens
0,50,1.5,Brooklyn
0,40,1.5,Manhattan
333,799,1.5,Manhattan
365,20,1.5,Brooklyn
0,100,1.5,Brooklyn
143,78,1.5,Queens
74,50,1.5,Queens
152,138,1.5,Brooklyn
0,250,1.5,Manhattan
0,83,1.5,Manhattan
0,75,1.5,Brooklyn
0,125,1.5,Queens
345,36,1.5,Manhattan
138,129,1.5,Manhattan
0,160,1.5,Manhattan
358,499,1.5,Bronx
158,139,1.5,Manhattan
0,77,1.5,Manhattan
177,175,1.5,Brooklyn
4,39,1.5,Queens
12,90,1.5,Brooklyn
130,79,1.5,Brooklyn
60,285,1.5,Manhattan
0,45,1.5,Brooklyn
0,40,1.5,Brooklyn
0,40,1.5,Brooklyn
0,40,1.5,Brooklyn
0,124,1.5,Manhattan
49,60,1.5,Manhattan
365,89,1.5,Queens
141,159,1.5,Manhattan
56,180,1.5,Manhattan
37,70,1.5,Brooklyn
230,51,1.5,Queens
104,115,1.5,Brooklyn
360,55,1.5,Bronx
0,250,1.5,Manhattan
365,188,1.5,Manhattan
31,160,1.5,Brooklyn
361,55,1.5,Brooklyn
0,100,1.5,Manhattan
0,85,1.5,Manhattan
257,199,1.5,Brooklyn
62,295,1.5,Manhattan
0,250,1.5,Brooklyn
365,52,1.5,Brooklyn
62,151,1.5,Manhattan
1,90,1.5,Manhattan
360,99,1.5,Manhattan
348,99,1.5,Manhattan
0,450,1.5,Queens
273,90,1.5,Brooklyn
0,80,1.5,Brooklyn
352,200,1.5,Queens
0,165,1.5,Brooklyn
0,116,1.5,Brooklyn
365,80,1.5,Brooklyn
78,65,1.5,Brooklyn
231,170,1.5,Brooklyn
350,689,1.5,Brooklyn
0,99,1.5,Brooklyn
0,111,1.5,Manhattan
330,500,1.5,Queens
89,125,1.5,Brooklyn
0,200,1.5,Brooklyn
116,100,1.5,Brooklyn
0,63,1.5,Brooklyn
83,150,1.5,Manhattan
89,60,1.5,Manhattan
137,100,1.5,Manhattan
221,195,1.5,Brooklyn
316,142,1.5,Manhattan
317,150,1.5,Manhattan
0,150,1.5,Brooklyn
162,65,1.5,Brooklyn
170,200,1.5,Brooklyn
48,65,1.5,Brooklyn
0,400,1.5,Manhattan
0,400,1.5,Manhattan
0,150,1.5,Manhattan
104,175,1.5,Manhattan
0,120,1.5,Manhattan
24,150,1.5,Manhattan
179,59,1.5,Brooklyn
18,170,1.5,Brooklyn
17,339,1.5,Manhattan
0,100,1.5,Staten Island
17,339,1.5,Manhattan
89,350,1.5,Manhattan
0,105,1.5,Manhattan
0,79,1.5,Manhattan
13,200,1.5,Brooklyn
0,159,1.5,Manhattan
168,82,1.5,Brooklyn
41,180,1.5,Manhattan
107,65,1.5,Queens
0,59,1.5,Queens
179,75,1.5,Brooklyn
33,50,1.5,Queens
179,65,1.5,Brooklyn
0,160,1.5,Brooklyn
305,150,1.5,Manhattan
16,32,1.5,Brooklyn
360,36,1.5,Brooklyn
0,79,1.5,Queens
343,129,1.5,Manhattan
365,80,1.5,Manhattan
279,78,1.5,Manhattan
0,220,1.5,Manhattan
83,88,1.5,Queens
0,86,1.5,Manhattan
365,60,1.5,Manhattan
0,105,1.5,Brooklyn
179,60,1.5,Queens
0,185,1.5,Manhattan
67,75,1.5,Queens
0,95,1.5,Manhattan
2,54,1.5,Brooklyn
179,120,1.5,Brooklyn
90,120,1.5,Queens
0,120,1.5,Brooklyn
270,37,1.5,Brooklyn
89,80,1.5,Brooklyn
107,130,1.5,Queens
5,165,1.5,Brooklyn
105,100,1.5,Manhattan
359,200,1.5,Manhattan
83,299,1.5,Manhattan
223,290,1.5,Brooklyn
359,80,1.5,Queens
89,25,1.5,Brooklyn
178,150,1.5,Queens
111,180,1.5,Brooklyn
0,150,1.5,Manhattan
0,95,1.5,Manhattan
0,400,1.5,Manhattan
306,1100,1.5,Manhattan
0,160,1.5,Brooklyn
0,60,1.5,Brooklyn
19,120,1.5,Queens
0,100,1.5,Brooklyn
0,139,1.5,Brooklyn
180,75,1.5,Manhattan
0,59,1.5,Brooklyn
1,197,1.5,Manhattan
0,35,1.5,Brooklyn
4,140,1.5,Manhattan
263,245,1.5,Manhattan
210,175,1.5,Brooklyn
267,229,1.5,Brooklyn
