Availability,Daily_price,Size,Area
323,140,1.5,Manhattan
364,125,1.5,Queens
0,75,1.5,Manhattan
314,75,1.5,Bronx
58,244,1.5,Manhattan
362,75,1.5,Queens
109,80,1.5,Manhattan
88,199,1.5,Manhattan
0,100,1.5,Brooklyn
32,175,1.5,Manhattan
0,175,1.5,Bronx
0,35,1.5,Manhattan
348,36,1.5,Manhattan
15,105,1.5,Manhattan
319,84,1.5,Manhattan
11,70,1.5,Brooklyn
0,195,1.5,Brooklyn
0,150,1.5,Manhattan
0,100,1.5,Manhattan
0,100,1.5,Manhattan
74,89,1.5,Manhattan
139,225,1.5,Brooklyn
0,120,1.5,Manhattan
150,175,1.5,Brooklyn
105,250,1.5,Queens
0,225,1.5,Brooklyn
243,135,1.5,Brooklyn
0,135,1.5,Brooklyn
0,99,1.5,Manhattan
269,1000,1.5,Manhattan
0,177,1.5,Manhattan
0,59,1.5,Manhattan
365,190,1.5,Manhattan
286,1000,1.5,Manhattan
0,80,1.5,Brooklyn
42,60,1.5,Queens
0,195,1.5,Manhattan
68,60,1.5,Brooklyn
2,129,1.5,Brooklyn
0,76,1.5,Brooklyn
278,125,1.5,Brooklyn
89,89,1.5,Brooklyn
0,55,1.5,Manhattan
12,155,1.5,Queens
0,70,1.5,Brooklyn
0,110,1.5,Brooklyn
0,100,1.5,Manhattan
0,145,1.5,Brooklyn
0,400,1.5,Manhattan
0,195,1.5,Manhattan
32,30,1.5,Queens
0,50,1.5,Brooklyn
0,68,1.5,Queens
0,90,1.5,Manhattan
315,110,1.5,Brooklyn
0,85,1.5,Manhattan
292,200,1.5,Brooklyn
0,100,1.5,Brooklyn
0,150,1.5,Manhattan
0,199,1.5,Manhattan
0,60,1.5,Manhattan
19,145,1.5,Queens
0,100,1.5,Manhattan
364,163,1.5,Manhattan
365,187,1.5,Manhattan
365,225,1.5,Manhattan
0,120,1.5,Brooklyn
287,73,1.5,Brooklyn
134,119,1.5,Manhattan
17,100,1.5,Brooklyn
359,100,1.5,Manhattan
82,81,1.5,Manhattan
0,99,1.5,Brooklyn
172,240,1.5,Manhattan
0,92,1.5,Manhattan
0,42,1.5,Brooklyn
0,100,1.5,Manhattan
0,40,1.5,Queens
0,225,1.5,Manhattan
109,200,1.5,Brooklyn
0,125,1.5,Queens
0,109,1.5,Brooklyn
348,50,1.5,Manhattan
364,49,1.5,Bronx
0,265,1.5,Brooklyn
0,80,1.5,Manhattan
0,44,1.5,Brooklyn
287,150,1.5,Manhattan
0,80,1.5,Queens
365,1000,1.5,Brooklyn
0,154,1.5,Manhattan
365,150,1.5,Brooklyn
0,150,1.5,Manhattan
53,125,1.5,Manhattan
0,60,1.5,Manhattan
0,95,1.5,Brooklyn
253,75,1.5,Manhattan
304,100,1.5,Manhattan
365,60,1.5,Manhattan
0,180,1.5,Manhattan
349,60,1.5,Queens
365,33,1.5,Queens
0,150,1.5,Brooklyn
0,230,1.5,Manhattan
0,65,1.5,Brooklyn
0,375,1.5,Manhattan
226,179,1.5,Manhattan
0,400,1.5,Queens
0,120,1.5,Manhattan
362,90,1.5,Brooklyn
264,150,1.5,Manhattan
0,40,1.5,Queens
0,30,1.5,Brooklyn
364,191,1.5,Manhattan
349,219,1.5,Manhattan
0,250,1.5,Brooklyn
0,180,1.5,Brooklyn
188,115,1.5,Manhattan
0,145,1.5,Manhattan
0,399,1.5,Manhattan
0,52,1.5,Brooklyn
9,95,1.5,Manhattan
0,190,1.5,Brooklyn
0,180,1.5,Manhattan
0,70,1.5,Brooklyn
0,70,1.5,Brooklyn
317,197,1.5,Manhattan
0,310,1.5,Manhattan
8,128,1.5,Manhattan
0,150,1.5,Manhattan
0,26,1.5,Brooklyn
54,75,1.5,Queens
364,280,1.5,Manhattan
0,93,1.5,Manhattan
365,390,1.5,Manhattan
365,115,1.5,Manhattan
364,256,1.5,Manhattan
365,250,1.5,Manhattan
0,200,1.5,Manhattan
0,150,1.5,Brooklyn
0,75,1.5,Manhattan
0,300,1.5,Manhattan
0,50,1.5,Brooklyn
0,85,1.5,Brooklyn
0,50,1.5,Manhattan
0,50,1.5,Queens
55,72,1.5,Manhattan
0,110,1.5,Brooklyn
0,200,1.5,Manhattan
0,260,1.5,Manhattan
316,50,1.5,Manhattan
0,35,1.5,Brooklyn
0,45,1.5,Manhattan
0,195,1.5,Brooklyn
0,90,1.5,Manhattan
0,325,1.5,Brooklyn
21,90,1.5,Brooklyn
80,85,1.5,Manhattan
0,40,1.5,Staten Island
0,80,1.5,Manhattan
0,149,1.5,Manhattan
0,67,1.5,Manhattan
22,75,1.5,Brooklyn
176,80,1.5,Brooklyn
26,123,1.5,Brooklyn
0,179,1.5,Manhattan
365,196,1.5,Brooklyn
0,180,1.5,Manhattan
0,500,1.5,Brooklyn
0,140,1.5,Manhattan
0,59,1.5,Manhattan
0,200,1.5,Manhattan
225,165,1.5,Brooklyn
0,230,1.5,Brooklyn
0,90,1.5,Brooklyn
104,450,1.5,Manhattan
115,120,1.5,Manhattan
180,65,1.5,Queens
89,51,1.5,Bronx
350,235,1.5,Brooklyn
73,250,1.5,Manhattan
0,160,1.5,Brooklyn
0,180,1.5,Manhattan
0,66,1.5,Brooklyn
0,180,1.5,Manhattan
0,65,1.5,Manhattan
365,87,1.5,Manhattan
0,60,1.5,Brooklyn
248,124,1.5,Brooklyn
0,225,1.5,Manhattan
0,77,1.5,Manhattan
262,200,1.5,Manhattan
179,79,1.5,Brooklyn
319,239,1.5,Manhattan
179,65,1.5,Brooklyn
0,30,1.5,Manhattan
0,72,1.5,Brooklyn
0,75,1.5,Brooklyn
0,35,1.5,Brooklyn
33,45,1.5,Brooklyn
0,67,1.5,Manhattan
0,115,1.5,Brooklyn
97,150,1.5,Brooklyn
2,50,1.5,Brooklyn
0,60,1.5,Manhattan
0,34,1.5,Bronx
0,125,1.5,Manhattan
0,100,1.5,Queens
145,125,1.5,Manhattan
0,45,1.5,Brooklyn
0,198,1.5,Manhattan
114,170,1.5,Manhattan
0,39,1.5,Brooklyn
318,150,1.5,Manhattan
358,105,1.5,Brooklyn
0,80,1.5,Queens
0,46,1.5,Manhattan
313,78,1.5,Staten Island
0,220,1.5,Manhattan
0,225,1.5,Manhattan
0,2000,1.5,Manhattan
0,85,1.5,Brooklyn
0,77,1.5,Brooklyn
359,58,1.5,Queens
251,329,1.5,Manhattan
364,58,1.5,Queens
364,60,1.5,Queens
365,43,1.5,Queens
0,88,1.5,Brooklyn
0,90,1.5,Brooklyn
0,41,1.5,Brooklyn
66,79,1.5,Brooklyn
0,95,1.5,Brooklyn
0,160,1.5,Manhattan
65,140,1.5,Brooklyn
364,169,1.5,Manhattan
0,60,1.5,Brooklyn
348,45,1.5,Brooklyn
0,60,1.5,Manhattan
342,138,1.5,Manhattan
0,350,1.5,Brooklyn
0,40,1.5,Manhattan
0,65,1.5,Brooklyn
0,50,1.5,Queens
0,42,1.5,Queens
365,130,1.5,Bronx
0,175,1.5,Manhattan
0,110,1.5,Manhattan
0,45,1.5,Queens
0,40,1.5,Queens
0,100,1.5,Manhattan
0,63,1.5,Queens
0,177,1.5,Manhattan
0,200,1.5,Brooklyn
7,158,1.5,Manhattan
0,400,1.5,Brooklyn
0,90,1.5,Brooklyn
0,135,1.5,Manhattan
301,155,1.5,Brooklyn
0,100,1.5,Manhattan
0,315,1.5,Manhattan
341,45,1.5,Manhattan
0,125,1.5,Manhattan
49,49,1.5,Manhattan
356,150,1.5,Manhattan
365,165,1.5,Manhattan
43,75,1.5,Queens
0,70,1.5,Brooklyn
31,100,1.5,Manhattan
0,74,1.5,Manhattan
0,290,1.5,Manhattan
0,100,1.5,Brooklyn
109,199,1.5,Manhattan
0,65,1.5,Brooklyn
75,45,1.5,Brooklyn
42,95,1.5,Manhattan
0,95,1.5,Manhattan
10,80,1.5,Brooklyn
197,300,1.5,Manhattan
365,259,1.5,Manhattan
0,120,1.5,Manhattan
10,150,1.5,Manhattan
0,120,1.5,Manhattan
0,225,1.5,Manhattan
53,100,1.5,Brooklyn
0,160,1.5,Brooklyn
0,49,1.5,Manhattan
0,150,1.5,Manhattan
0,100,1.5,Manhattan
0,275,1.5,Manhattan
0,45,1.5,Brooklyn
128,195,1.5,Brooklyn
333,100,1.5,Brooklyn
0,1000,1.5,Brooklyn
0,195,1.5,Manhattan
125,87,1.5,Queens
0,120,1.5,Brooklyn
0,170,1.5,Manhattan
0,160,1.5,Manhattan
0,50,1.5,Brooklyn
0,75,1.5,Brooklyn
0,225,1.5,Brooklyn
179,125,1.5,Brooklyn
0,350,1.5,Manhattan
144,175,1.5,Brooklyn
177,65,1.5,Brooklyn
126,350,1.5,Manhattan
0,180,1.5,Manhattan
365,89,1.5,Queens
43,45,1.5,Brooklyn
0,120,1.5,Brooklyn
0,75,1.5,Queens
0,100,1.5,Manhattan
14,850,1.5,Manhattan
0,40,1.5,Brooklyn
0,100,1.5,Queens
0,178,1.5,Brooklyn
227,170,1.5,Queens
306,45,1.5,Queens
0,180,1.5,Manhattan
0,80,1.5,Brooklyn
0,250,1.5,Brooklyn
0,70,1.5,Manhattan
0,90,1.5,Manhattan
45,40,1.5,Manhattan
0,100,1.5,Brooklyn
78,180,1.5,Manhattan
364,65,1.5,Brooklyn
103,40,1.5,Manhattan
72,40,1.5,Manhattan
61,40,1.5,Manhattan
91,70,1.5,Manhattan
58,150,1.5,Manhattan
90,87,1.5,Manhattan
0,62,1.5,Brooklyn
0,125,1.5,Brooklyn
33,125,1.5,Manhattan
60,150,1.5,Brooklyn
0,30,1.5,Brooklyn
137,295,1.5,Manhattan
278,50,1.5,Brooklyn
0,28,1.5,Brooklyn
365,69,1.5,Brooklyn
0,75,1.5,Manhattan
365,175,1.5,Manhattan
0,50,1.5,Brooklyn
0,90,1.5,Manhattan
0,100,1.5,Manhattan
0,62,1.5,Brooklyn
365,900,1.5,Brooklyn
0,65,1.5,Queens
104,60,1.5,Brooklyn
0,180,1.5,Manhattan
38,50,1.5,Brooklyn
0,110,1.5,Brooklyn
345,87,1.5,Manhattan
0,100,1.5,Brooklyn
0,120,1.5,Queens
134,42,1.5,Brooklyn
0,145,1.5,Manhattan
0,110,1.5,Queens
0,99,1.5,Manhattan
120,129,1.5,Brooklyn
339,186,1.5,Manhattan
46,350,1.5,Brooklyn
0,165,1.5,Brooklyn
349,210,1.5,Manhattan
351,119,1.5,Queens
1,75,1.5,Manhattan
114,400,1.5,Manhattan
0,190,1.5,Manhattan
17,245,1.5,Manhattan
364,192,1.5,Manhattan
364,205,1.5,Manhattan
364,219,1.5,Manhattan
363,179,1.5,Manhattan
365,199,1.5,Manhattan
0,140,1.5,Brooklyn
0,37,1.5,Brooklyn
0,49,1.5,Manhattan
63,60,1.5,Brooklyn
355,115,1.5,Manhattan
365,69,1.5,Brooklyn
0,100,1.5,Manhattan
170,52,1.5,Queens
0,50,1.5,Brooklyn
0,100,1.5,Manhattan
0,55,1.5,Brooklyn
0,199,1.5,Brooklyn
20,90,1.5,Brooklyn
0,65,1.5,Brooklyn
365,49,1.5,Queens
364,199,1.5,Manhattan
266,163,1.5,Manhattan
0,126,1.5,Manhattan
307,150,1.5,Manhattan
322,199,1.5,Manhattan
0,51,1.5,Brooklyn
315,256,1.5,Manhattan
364,289,1.5,Manhattan
365,219,1.5,Manhattan
365,239,1.5,Manhattan
0,125,1.5,Brooklyn
0,90,1.5,Brooklyn
38,225,1.5,Manhattan
0,40,1.5,Brooklyn
0,120,1.5,Brooklyn
81,70,1.5,Brooklyn
0,126,1.5,Manhattan
364,200,1.5,Manhattan
283,195,1.5,Queens
151,175,1.5,Manhattan
0,159,1.5,Manhattan
90,75,1.5,Staten Island
89,130,1.5,Manhattan
259,170,1.5,Manhattan
0,60,1.5,Brooklyn
0,110,1.5,Queens
169,70,1.5,Queens
0,100,1.5,Manhattan
166,140,1.5,Manhattan
0,175,1.5,Manhattan
364,198,1.5,Manhattan
338,90,1.5,Brooklyn
0,128,1.5,Brooklyn
0,110,1.5,Manhattan
0,99,1.5,Queens
321,125,1.5,Brooklyn
365,160,1.5,Manhattan
365,270,1.5,Manhattan
324,205,1.5,Manhattan
311,205,1.5,Manhattan
364,230,1.5,Manhattan
0,40,1.5,Brooklyn
0,700,1.5,Brooklyn
365,69,1.5,Brooklyn
32,225,1.5,Brooklyn
0,50,1.5,Brooklyn
0,45,1.5,Brooklyn
362,175,1.5,Manhattan
305,125,1.5,Manhattan
164,43,1.5,Brooklyn
364,180,1.5,Manhattan
345,225,1.5,Brooklyn
0,190,1.5,Manhattan
0,294,1.5,Manhattan
0,559,1.5,Manhattan
118,99,1.5,Brooklyn
0,250,1.5,Manhattan
364,269,1.5,Manhattan
330,25,1.5,Brooklyn
348,175,1.5,Manhattan
145,71,1.5,Brooklyn
0,53,1.5,Brooklyn
0,206,1.5,Manhattan
0,40,1.5,Manhattan
0,130,1.5,Queens
0,105,1.5,Manhattan
0,75,1.5,Manhattan
66,499,1.5,Brooklyn
170,165,1.5,Manhattan
0,55,1.5,Manhattan
266,57,1.5,Bronx
0,80,1.5,Brooklyn
28,59,1.5,Brooklyn
178,295,1.5,Manhattan
0,200,1.5,Manhattan
0,100,1.5,Manhattan
0,60,1.5,Manhattan
365,215,1.5,Manhattan
296,175,1.5,Brooklyn
61,151,1.5,Queens
0,250,1.5,Manhattan
0,100,1.5,Queens
0,120,1.5,Brooklyn
0,100,1.5,Brooklyn
0,135,1.5,Manhattan
15,80,1.5,Manhattan
0,189,1.5,Brooklyn
0,235,1.5,Manhattan
216,90,1.5,Manhattan
0,85,1.5,Brooklyn
266,67,1.5,Bronx
0,63,1.5,Brooklyn
0,150,1.5,Brooklyn
0,70,1.5,Brooklyn
240,75,1.5,Manhattan
0,99,1.5,Manhattan
182,199,1.5,Manhattan
0,195,1.5,Queens
0,67,1.5,Brooklyn
364,71,1.5,Queens
365,100,1.5,Brooklyn
0,158,1.5,Brooklyn
0,30,1.5,Brooklyn
207,138,1.5,Manhattan
0,120,1.5,Queens
0,119,1.5,Manhattan
0,225,1.5,Brooklyn
239,60,1.5,Manhattan
0,60,1.5,Brooklyn
0,45,1.5,Brooklyn
333,600,1.5,Manhattan
213,175,1.5,Brooklyn
298,150,1.5,Brooklyn
177,76,1.5,Brooklyn
0,200,1.5,Brooklyn
257,170,1.5,Brooklyn
197,225,1.5,Manhattan
0,50,1.5,Brooklyn
137,150,1.5,Brooklyn
0,100,1.5,Manhattan
250,202,1.5,Manhattan
0,60,1.5,Manhattan
0,99,1.5,Brooklyn
299,38,1.5,Queens
0,70,1.5,Manhattan
0,117,1.5,Brooklyn
0,200,1.5,Manhattan
0,99,1.5,Brooklyn
364,75,1.5,Brooklyn
0,105,1.5,Manhattan
0,80,1.5,Queens
88,100,1.5,Manhattan
0,195,1.5,Brooklyn
0,115,1.5,Brooklyn
0,175,1.5,Manhattan
0,269,1.5,Brooklyn
0,40,1.5,Brooklyn
0,80,1.5,Manhattan
364,509,1.5,Queens
0,200,1.5,Brooklyn
164,278,1.5,Manhattan
0,195,1.5,Manhattan
365,225,1.5,Manhattan
0,92,1.5,Queens
0,65,1.5,Manhattan
0,300,1.5,Brooklyn
89,95,1.5,Brooklyn
138,95,1.5,Queens
18,119,1.5,Manhattan
62,80,1.5,Manhattan
0,250,1.5,Manhattan
357,99,1.5,Brooklyn
365,75,1.5,Queens
0,75,1.5,Brooklyn
342,135,1.5,Manhattan
0,300,1.5,Brooklyn
364,199,1.5,Manhattan
33,99,1.5,Manhattan
87,125,1.5,Manhattan
0,115,1.5,Manhattan
0,150,1.5,Manhattan
41,65,1.5,Brooklyn
134,85,1.5,Brooklyn
349,70,1.5,Manhattan
0,50,1.5,Manhattan
0,117,1.5,Brooklyn
7,150,1.5,Manhattan
0,250,1.5,Brooklyn
0,80,1.5,Brooklyn
0,99,1.5,Manhattan
0,99,1.5,Queens
0,400,1.5,Brooklyn
0,99,1.5,Manhattan
0,165,1.5,Manhattan
364,189,1.5,Manhattan
111,85,1.5,Manhattan
348,268,1.5,Manhattan
0,55,1.5,Manhattan
0,95,1.5,Queens
89,179,1.5,Manhattan
364,245,1.5,Manhattan
0,300,1.5,Manhattan
362,369,1.5,Manhattan
292,136,1.5,Brooklyn
0,101,1.5,Brooklyn
0,40,1.5,Manhattan
0,65,1.5,Manhattan
0,43,1.5,Brooklyn
0,100,1.5,Manhattan
74,40,1.5,Manhattan
0,165,1.5,Manhattan
69,319,1.5,Brooklyn
0,295,1.5,Manhattan
0,56,1.5,Brooklyn
364,219,1.5,Manhattan
0,50,1.5,Queens
49,180,1.5,Manhattan
0,95,1.5,Manhattan
57,50,1.5,Brooklyn
14,150,1.5,Brooklyn
0,50,1.5,Manhattan
0,115,1.5,Manhattan
189,299,1.5,Manhattan
0,69,1.5,Queens
0,60,1.5,Brooklyn
0,350,1.5,Manhattan
39,131,1.5,Manhattan
9,99,1.5,Manhattan
0,250,1.5,Manhattan
0,250,1.5,Manhattan
0,150,1.5,Brooklyn
0,150,1.5,Manhattan
0,100,1.5,Manhattan
362,85,1.5,Manhattan
17,50,1.5,Brooklyn
364,225,1.5,Manhattan
179,89,1.5,Brooklyn
122,150,1.5,Brooklyn
68,75,1.5,Brooklyn
129,50,1.5,Brooklyn
88,275,1.5,Manhattan
318,149,1.5,Manhattan
0,90,1.5,Manhattan
0,56,1.5,Brooklyn
315,125,1.5,Manhattan
0,220,1.5,Brooklyn
0,42,1.5,Brooklyn
0,56,1.5,Brooklyn
0,110,1.5,Brooklyn
287,160,1.5,Manhattan
265,35,1.5,Brooklyn
90,72,1.5,Staten Island
168,95,1.5,Queens
0,100,1.5,Manhattan
0,115,1.5,Manhattan
0,115,1.5,Brooklyn
72,79,1.5,Manhattan
0,36,1.5,Manhattan
365,138,1.5,Manhattan
0,85,1.5,Brooklyn
365,148,1.5,Manhattan
263,59,1.5,Manhattan
0,50,1.5,Manhattan
0,113,1.5,Brooklyn
160,47,1.5,Queens
0,104,1.5,Manhattan
48,650,1.5,Brooklyn
0,110,1.5,Manhattan
38,199,1.5,Manhattan
0,67,1.5,Brooklyn
219,60,1.5,Brooklyn
0,150,1.5,Manhattan
0,99,1.5,Manhattan
0,52,1.5,Manhattan
253,155,1.5,Brooklyn
226,171,1.5,Manhattan
263,39,1.5,Brooklyn
0,120,1.5,Manhattan
151,115,1.5,Brooklyn
0,165,1.5,Manhattan
189,69,1.5,Manhattan
0,55,1.5,Brooklyn
0,60,1.5,Queens
0,133,1.5,Brooklyn
80,79,1.5,Manhattan
0,79,1.5,Brooklyn
0,160,1.5,Manhattan
262,170,1.5,Manhattan
0,45,1.5,Queens
0,249,1.5,Manhattan
0,66,1.5,Manhattan
80,75,1.5,Brooklyn
0,200,1.5,Manhattan
249,80,1.5,Manhattan
37,75,1.5,Brooklyn
106,155,1.5,Manhattan
9,75,1.5,Brooklyn
0,125,1.5,Manhattan
0,68,1.5,Bronx
9,65,1.5,Manhattan
0,79,1.5,Manhattan
0,125,1.5,Brooklyn
242,140,1.5,Brooklyn
0,70,1.5,Brooklyn
362,2000,1.5,Manhattan
0,100,1.5,Manhattan
257,75,1.5,Manhattan
0,36,1.5,Brooklyn
0,240,1.5,Manhattan
0,250,1.5,Manhattan
364,50,1.5,Brooklyn
0,120,1.5,Manhattan
0,80,1.5,Manhattan
0,150,1.5,Brooklyn
0,120,1.5,Manhattan
0,100,1.5,Manhattan
358,74,1.5,Brooklyn
0,60,1.5,Brooklyn
0,110,1.5,Brooklyn
358,60,1.5,Manhattan
0,110,1.5,Manhattan
0,70,1.5,Manhattan
0,60,1.5,Brooklyn
333,298,1.5,Brooklyn
0,35,1.5,Brooklyn
0,100,1.5,Manhattan
0,50,1.5,Manhattan
0,150,1.5,Manhattan
0,30,1.5,Queens
70,150,1.5,Manhattan
18,75,1.5,Brooklyn
0,110,1.5,Manhattan
287,110,1.5,Manhattan
0,45,1.5,Brooklyn
0,125,1.5,Queens
11,110,1.5,Manhattan
0,75,1.5,Brooklyn
0,100,1.5,Brooklyn
0,250,1.5,Brooklyn
0,149,1.5,Manhattan
0,50,1.5,Brooklyn
0,95,1.5,Bronx
0,160,1.5,Brooklyn
0,180,1.5,Brooklyn
0,79,1.5,Manhattan
0,97,1.5,Brooklyn
0,75,1.5,Brooklyn
3,60,1.5,Brooklyn
0,95,1.5,Brooklyn
0,185,1.5,Manhattan
43,150,1.5,Brooklyn
0,65,1.5,Brooklyn
0,200,1.5,Manhattan
42,55,1.5,Brooklyn
0,100,1.5,Brooklyn
0,250,1.5,Manhattan
0,89,1.5,Brooklyn
0,300,1.5,Manhattan
163,133,1.5,Manhattan
0,68,1.5,Brooklyn
179,56,1.5,Brooklyn
364,460,1.5,Brooklyn
41,51,1.5,Brooklyn
0,115,1.5,Manhattan
0,180,1.5,Brooklyn
0,80,1.5,Brooklyn
20,300,1.5,Queens
49,79,1.5,Brooklyn
0,150,1.5,Manhattan
118,96,1.5,Brooklyn
0,65,1.5,Brooklyn
0,90,1.5,Manhattan
0,50,1.5,Brooklyn
0,120,1.5,Brooklyn
179,500,1.5,Brooklyn
362,600,1.5,Brooklyn
266,150,1.5,Manhattan
80,149,1.5,Brooklyn
2,150,1.5,Manhattan
0,75,1.5,Manhattan
0,195,1.5,Manhattan
0,80,1.5,Brooklyn
0,250,1.5,Manhattan
0,300,1.5,Manhattan
0,225,1.5,Manhattan
0,80,1.5,Brooklyn
0,75,1.5,Brooklyn
0,79,1.5,Brooklyn
0,172,1.5,Manhattan
0,50,1.5,Manhattan
0,110,1.5,Manhattan
0,55,1.5,Brooklyn
0,78,1.5,Queens
44,115,1.5,Brooklyn
0,180,1.5,Manhattan
146,139,1.5,Bronx
0,120,1.5,Brooklyn
0,77,1.5,Brooklyn
0,150,1.5,Manhattan
0,67,1.5,Manhattan
0,159,1.5,Manhattan
0,100,1.5,Brooklyn
0,105,1.5,Manhattan
0,65,1.5,Brooklyn
0,199,1.5,Manhattan
0,75,1.5,Brooklyn
0,70,1.5,Manhattan
154,49,1.5,Bronx
160,41,1.5,Bronx
0,150,1.5,Manhattan
0,40,1.5,Queens
0,250,1.5,Manhattan
0,40,1.5,Brooklyn
90,497,1.5,Bronx
354,239,1.5,Manhattan
0,50,1.5,Brooklyn
0,110,1.5,Manhattan
179,124,1.5,Manhattan
227,229,1.5,Brooklyn
309,175,1.5,Brooklyn
0,40,1.5,Brooklyn
0,41,1.5,Bronx
92,110,1.5,Manhattan
0,150,1.5,Manhattan
319,239,1.5,Manhattan
174,125,1.5,Queens
0,245,1.5,Manhattan
89,80,1.5,Queens
0,175,1.5,Brooklyn
0,150,1.5,Manhattan
173,200,1.5,Brooklyn
100,200,1.5,Manhattan
0,75,1.5,Brooklyn
274,89,1.5,Bronx
288,120,1.5,Brooklyn
0,35,1.5,Manhattan
0,100,1.5,Brooklyn
0,85,1.5,Brooklyn
0,70,1.5,Brooklyn
0,114,1.5,Brooklyn
78,200,1.5,Manhattan
363,225,1.5,Brooklyn
0,120,1.5,Manhattan
275,130,1.5,Manhattan
0,199,1.5,Manhattan
0,55,1.5,Manhattan
153,40,1.5,Bronx
0,200,1.5,Queens
0,140,1.5,Manhattan
321,450,1.5,Manhattan
159,250,1.5,Brooklyn
0,40,1.5,Brooklyn
365,99,1.5,Manhattan
0,140,1.5,Brooklyn
83,150,1.5,Staten Island
0,75,1.5,Brooklyn
47,55,1.5,Brooklyn
339,145,1.5,Brooklyn
39,95,1.5,Brooklyn
0,69,1.5,Brooklyn
26,175,1.5,Brooklyn
302,450,1.5,Manhattan
0,119,1.5,Manhattan
173,250,1.5,Brooklyn
0,160,1.5,Manhattan
0,55,1.5,Brooklyn
96,48,1.5,Queens
0,85,1.5,Manhattan
0,97,1.5,Manhattan
0,91,1.5,Manhattan
0,150,1.5,Brooklyn
0,80,1.5,Manhattan
0,60,1.5,Brooklyn
0,55,1.5,Brooklyn
0,65,1.5,Brooklyn
180,163,1.5,Brooklyn
0,54,1.5,Manhattan
0,46,1.5,Brooklyn
76,125,1.5,Queens
89,150,1.5,Brooklyn
0,47,1.5,Brooklyn
0,40,1.5,Queens
0,120,1.5,Brooklyn
0,67,1.5,Manhattan
22,73,1.5,Brooklyn
152,128,1.5,Brooklyn
0,121,1.5,Brooklyn
0,250,1.5,Brooklyn
0,80,1.5,Manhattan
0,77,1.5,Manhattan
365,139,1.5,Manhattan
121,125,1.5,Manhattan
0,75,1.5,Brooklyn
244,89,1.5,Queens
0,279,1.5,Manhattan
0,140,1.5,Manhattan
365,200,1.5,Manhattan
364,257,1.5,Manhattan
0,95,1.5,Brooklyn
0,65,1.5,Brooklyn
180,171,1.5,Manhattan
0,29,1.5,Queens
0,250,1.5,Manhattan
0,150,1.5,Brooklyn
365,132,1.5,Brooklyn
0,85,1.5,Manhattan
0,90,1.5,Queens
0,74,1.5,Queens
291,90,1.5,Manhattan
328,45,1.5,Queens
0,100,1.5,Brooklyn
0,199,1.5,Manhattan
0,143,1.5,Brooklyn
0,40,1.5,Brooklyn
8,125,1.5,Manhattan
0,180,1.5,Manhattan
0,110,1.5,Queens
0,83,1.5,Brooklyn
0,300,1.5,Manhattan
141,99,1.5,Brooklyn
194,165,1.5,Brooklyn
0,35,1.5,Brooklyn
0,80,1.5,Manhattan
0,150,1.5,Manhattan
0,90,1.5,Brooklyn
0,40,1.5,Brooklyn
0,250,1.5,Brooklyn
116,450,1.5,Manhattan
89,50,1.5,Brooklyn
0,75,1.5,Brooklyn
68,139,1.5,Manhattan
177,200,1.5,Manhattan
353,115,1.5,Brooklyn
0,70,1.5,Manhattan
0,50,1.5,Brooklyn
0,85,1.5,Manhattan
0,275,1.5,Manhattan
89,120,1.5,Queens
0,185,1.5,Manhattan
9,180,1.5,Brooklyn
0,150,1.5,Manhattan
0,145,1.5,Manhattan
0,130,1.5,Brooklyn
0,88,1.5,Manhattan
0,75,1.5,Brooklyn
0,38,1.5,Brooklyn
0,64,1.5,Manhattan
64,185,1.5,Manhattan
0,200,1.5,Brooklyn
0,75,1.5,Bronx
0,90,1.5,Brooklyn
0,140,1.5,Manhattan
0,150,1.5,Brooklyn
180,98,1.5,Brooklyn
275,100,1.5,Manhattan
233,45,1.5,Brooklyn
262,110,1.5,Bronx
365,80,1.5,Manhattan
0,154,1.5,Manhattan
0,175,1.5,Manhattan
0,175,1.5,Brooklyn
0,50,1.5,Manhattan
0,99,1.5,Brooklyn
363,199,1.5,Manhattan
323,239,1.5,Manhattan
244,75,1.5,Manhattan
319,235,1.5,Manhattan
0,45,1.5,Brooklyn
209,85,1.5,Staten Island
319,239,1.5,Manhattan
0,65,1.5,Queens
154,175,1.5,Manhattan
0,60,1.5,Brooklyn
0,80,1.5,Brooklyn
231,239,1.5,Manhattan
364,279,1.5,Manhattan
0,35,1.5,Brooklyn
319,239,1.5,Manhattan
0,200,1.5,Manhattan
149,33,1.5,Bronx
319,239,1.5,Manhattan
319,239,1.5,Manhattan
319,239,1.5,Manhattan
170,45,1.5,Bronx
319,239,1.5,Manhattan
171,179,1.5,Manhattan
319,239,1.5,Manhattan
319,239,1.5,Manhattan
0,107,1.5,Manhattan
0,125,1.5,Manhattan
0,230,1.5,Manhattan
361,100,1.5,Queens
0,55,1.5,Brooklyn
0,95,1.5,Brooklyn
0,41,1.5,Brooklyn
244,40,1.5,Brooklyn
22,142,1.5,Manhattan
275,99,1.5,Bronx
0,41,1.5,Brooklyn
0,48,1.5,Manhattan
83,301,1.5,Manhattan
61,52,1.5,Manhattan
0,150,1.5,Brooklyn
184,1100,1.5,Manhattan
0,160,1.5,Manhattan
0,45,1.5,Brooklyn
0,106,1.5,Manhattan
321,168,1.5,Queens
0,70,1.5,Manhattan
2,190,1.5,Brooklyn
0,62,1.5,Brooklyn
365,133,1.5,Manhattan
