Bookings,Daily_price,Size,Area
3.54,195,1.5,Brooklyn
0.52,43,1.5,Brooklyn
1.46,329,1.5,Manhattan
0.42,495,1.5,Manhattan
5,150,1.5,Brooklyn
3.4,100,1.5,Queens
10.64,59,1.5,Brooklyn
0.14,150,1.5,Brooklyn
10.68,65,1.5,Brooklyn
3.14,175,1.5,Brooklyn
1.86,380,1.5,Brooklyn
0.24,220,1.5,Manhattan
0.3,50,1.5,Queens
0.16,78,1.5,Brooklyn
0.52,30,1.5,Brooklyn
0.24,200,1.5,Manhattan
3.68,80,1.5,Brooklyn
4.96,99,1.5,Brooklyn
0.14,125,1.5,Brooklyn
0.16,199,1.5,Manhattan
0.82,159,1.5,Manhattan
0.08,300,1.5,Bronx
0.08,50,1.5,Manhattan
0.08,96,1.5,Brooklyn
0.1,65,1.5,Brooklyn
,226,1.5,Manhattan
0.08,250,1.5,Manhattan
2.46,110,1.5,Brooklyn
0.22,199,1.5,Manhattan
8.48,200,1.5,Manhattan
,145,1.5,Manhattan
0.66,170,1.5,Brooklyn
3.22,109,1.5,Manhattan
0.08,65,1.5,Brooklyn
5.58,60,1.5,Brooklyn
0.76,339,1.5,Manhattan
0.16,125,1.5,Brooklyn
,60,1.5,Manhattan
0.08,60,1.5,Manhattan
1.56,750,1.5,Manhattan
,200,1.5,Manhattan
4.28,250,1.5,Brooklyn
,325,1.5,Manhattan
0.7,129,1.5,Manhattan
0.26,85,1.5,Brooklyn
,60,1.5,Manhattan
1.36,120,1.5,Brooklyn
1.1,35,1.5,Bronx
4.5,115,1.5,Queens
0.14,140,1.5,Brooklyn
0.14,60,1.5,Brooklyn
0.88,150,1.5,Brooklyn
2.72,95,1.5,Brooklyn
0.8,21,1.5,Queens
,499,1.5,Manhattan
0.08,108,1.5,Manhattan
0.88,175,1.5,Manhattan
0.32,230,1.5,Manhattan
0.08,60,1.5,Brooklyn
0.08,130,1.5,Brooklyn
2.24,299,1.5,Manhattan
0.08,48,1.5,Manhattan
2.5,86,1.5,Bronx
3.08,300,1.5,Manhattan
3.8,298,1.5,Queens
1.88,60,1.5,Brooklyn
5.52,99,1.5,Manhattan
0.98,65,1.5,Manhattan
5.48,90,1.5,Brooklyn
,139,1.5,Manhattan
5.26,60,1.5,Brooklyn
2.58,90,1.5,Brooklyn
0.16,75,1.5,Brooklyn
4.04,110,1.5,Brooklyn
0.08,500,1.5,Manhattan
1.72,2000,1.5,Manhattan
0.22,125,1.5,Manhattan
,40,1.5,Queens
6.08,62,1.5,Bronx
0.82,196,1.5,Manhattan
7.56,299,1.5,Manhattan
0.08,111,1.5,Manhattan
1.1,184,1.5,Manhattan
1.34,199,1.5,Manhattan
0.52,165,1.5,Brooklyn
0.22,170,1.5,Manhattan
0.18,93,1.5,Brooklyn
0.38,47,1.5,Brooklyn
,200,1.5,Brooklyn
1.48,175,1.5,Manhattan
0.88,70,1.5,Brooklyn
,175,1.5,Brooklyn
1.04,105,1.5,Manhattan
7.78,275,1.5,Brooklyn
0.08,165,1.5,Manhattan
1.12,48,1.5,Queens
0.24,195,1.5,Manhattan
0.16,280,1.5,Brooklyn
0.64,100,1.5,Manhattan
19.04,80,1.5,Queens
0.1,228,1.5,Manhattan
,55,1.5,Queens
0.16,60,1.5,Brooklyn
0.34,90,1.5,Queens
8.66,139,1.5,Brooklyn
1.8,129,1.5,Brooklyn
,150,1.5,Manhattan
1.26,119,1.5,Brooklyn
0.08,90,1.5,Manhattan
0.08,55,1.5,Brooklyn
8.1,69,1.5,Brooklyn
0.52,160,1.5,Manhattan
0.34,70,1.5,Manhattan
0.38,45,1.5,Manhattan
,55,1.5,Queens
1.76,50,1.5,Brooklyn
,60,1.5,Manhattan
2.14,400,1.5,Brooklyn
,160,1.5,Brooklyn
0.08,45,1.5,Brooklyn
,340,1.5,Manhattan
0.3,50,1.5,Brooklyn
0.3,300,1.5,Brooklyn
2.48,86,1.5,Queens
0.08,150,1.5,Manhattan
0.52,70,1.5,Bronx
1.44,280,1.5,Brooklyn
0.22,45,1.5,Manhattan
,400,1.5,Manhattan
9.42,245,1.5,Queens
0.08,50,1.5,Brooklyn
1.14,125,1.5,Brooklyn
3.38,95,1.5,Brooklyn
0.92,150,1.5,Brooklyn
1.62,100,1.5,Brooklyn
,385,1.5,Brooklyn
0.22,125,1.5,Manhattan
,100,1.5,Manhattan
7.2,105,1.5,Brooklyn
0.08,59,1.5,Brooklyn
1.62,99,1.5,Manhattan
0.16,115,1.5,Brooklyn
1.86,53,1.5,Brooklyn
0.58,45,1.5,Queens
0.2,80,1.5,Brooklyn
3.92,35,1.5,Brooklyn
0.16,275,1.5,Manhattan
4.94,200,1.5,Brooklyn
0.14,96,1.5,Manhattan
0.22,65,1.5,Brooklyn
0.16,180,1.5,Manhattan
,95,1.5,Brooklyn
1.84,300,1.5,Manhattan
6.48,125,1.5,Manhattan
,36,1.5,Manhattan
5.24,95,1.5,Brooklyn
0.08,150,1.5,Manhattan
2.38,85,1.5,Brooklyn
0.08,190,1.5,Manhattan
2,61,1.5,Brooklyn
,48,1.5,Brooklyn
0.46,129,1.5,Manhattan
0.32,180,1.5,Manhattan
2.46,200,1.5,Queens
0.08,75,1.5,Brooklyn
0.46,200,1.5,Manhattan
3.98,200,1.5,Manhattan
2.72,130,1.5,Manhattan
0.66,70,1.5,Manhattan
0.46,115,1.5,Brooklyn
5.8,400,1.5,Brooklyn
1.76,150,1.5,Manhattan
0.08,80,1.5,Brooklyn
6.34,345,1.5,Manhattan
8.5,110,1.5,Manhattan
1.72,150,1.5,Manhattan
7.1,265,1.5,Manhattan
0.6,130,1.5,Manhattan
0.32,99,1.5,Brooklyn
0.08,51,1.5,Brooklyn
2.5,275,1.5,Brooklyn
2.04,259,1.5,Brooklyn
,150,1.5,Brooklyn
1.04,250,1.5,Manhattan
1.36,71,1.5,Manhattan
0.52,155,1.5,Manhattan
4.6,225,1.5,Manhattan
11.46,89,1.5,Manhattan
,250,1.5,Brooklyn
0.08,75,1.5,Brooklyn
5.06,50,1.5,Brooklyn
1.46,70,1.5,Brooklyn
,500,1.5,Manhattan
6.62,68,1.5,Queens
0.08,80,1.5,Brooklyn
0.14,200,1.5,Manhattan
,320,1.5,Manhattan
0.08,41,1.5,Brooklyn
0.98,185,1.5,Manhattan
7.26,120,1.5,Manhattan
0.16,55,1.5,Brooklyn
,37,1.5,Manhattan
1.56,60,1.5,Brooklyn
0.96,130,1.5,Brooklyn
0.14,95,1.5,Queens
1.2,350,1.5,Brooklyn
10.08,10,1.5,Brooklyn
6.4,69,1.5,Manhattan
6.8,250,1.5,Manhattan
0.22,88,1.5,Manhattan
0.08,200,1.5,Manhattan
5.7,160,1.5,Brooklyn
,40,1.5,Queens
0.34,150,1.5,Manhattan
0.14,150,1.5,Brooklyn
5.08,159,1.5,Brooklyn
2.22,175,1.5,Manhattan
0.54,150,1.5,Manhattan
,195,1.5,Brooklyn
0.26,200,1.5,Manhattan
0.16,100,1.5,Brooklyn
17.2,425,1.5,Manhattan
0.46,115,1.5,Brooklyn
1.04,50,1.5,Manhattan
,412,1.5,Manhattan
0.08,93,1.5,Manhattan
5.3,160,1.5,Manhattan
0.8,210,1.5,Manhattan
4.3,250,1.5,Manhattan
5.04,225,1.5,Manhattan
0.08,40,1.5,Queens
15.7,215,1.5,Manhattan
,55,1.5,Brooklyn
2.24,170,1.5,Manhattan
,160,1.5,Brooklyn
,35,1.5,Queens
0.44,43,1.5,Brooklyn
0.24,65,1.5,Brooklyn
0.46,95,1.5,Manhattan
,350,1.5,Manhattan
0.08,42,1.5,Brooklyn
0.98,125,1.5,Manhattan
2.18,80,1.5,Brooklyn
0.78,150,1.5,Manhattan
0.18,150,1.5,Manhattan
0.08,120,1.5,Brooklyn
1.16,250,1.5,Brooklyn
,80,1.5,Brooklyn
0.08,40,1.5,Manhattan
17.08,79,1.5,Brooklyn
0.16,139,1.5,Brooklyn
1.6,40,1.5,Bronx
1.24,350,1.5,Brooklyn
0.68,100,1.5,Brooklyn
0.36,50,1.5,Brooklyn
1.34,185,1.5,Brooklyn
,55,1.5,Manhattan
,100,1.5,Brooklyn
0.16,160,1.5,Manhattan
0.32,80,1.5,Manhattan
2.7,119,1.5,Brooklyn
,125,1.5,Manhattan
6.36,155,1.5,Brooklyn
,76,1.5,Manhattan
6.42,100,1.5,Staten Island
8.52,120,1.5,Manhattan
0.38,38,1.5,Brooklyn
0.16,80,1.5,Brooklyn
,36,1.5,Brooklyn
1.48,119,1.5,Brooklyn
5.2,119,1.5,Brooklyn
,50,1.5,Queens
2.02,119,1.5,Brooklyn
0.22,195,1.5,Manhattan
2.96,119,1.5,Brooklyn
0.88,150,1.5,Brooklyn
0.14,200,1.5,Manhattan
0.22,143,1.5,Queens
2.76,45,1.5,Manhattan
1.6,350,1.5,Manhattan
0.44,65,1.5,Manhattan
,333,1.5,Manhattan
0.3,85,1.5,Manhattan
,375,1.5,Manhattan
0.68,39,1.5,Brooklyn
5.82,50,1.5,Brooklyn
0.24,37,1.5,Brooklyn
,90,1.5,Manhattan
1.56,150,1.5,Brooklyn
2.66,22,1.5,Manhattan
0.54,70,1.5,Brooklyn
1.16,99,1.5,Brooklyn
0.16,100,1.5,Brooklyn
4.64,165,1.5,Brooklyn
,52,1.5,Brooklyn
0.16,100,1.5,Brooklyn
0.16,130,1.5,Brooklyn
,100,1.5,Manhattan
,120,1.5,Brooklyn
0.14,130,1.5,Manhattan
0.16,250,1.5,Manhattan
0.62,90,1.5,Brooklyn
0.08,40,1.5,Manhattan
,92,1.5,Queens
20.14,100,1.5,Queens
1.06,130,1.5,Manhattan
,45,1.5,Queens
6.16,35,1.5,Queens
5.98,65,1.5,Manhattan
0.44,50,1.5,Brooklyn
0.44,50,1.5,Queens
3.16,38,1.5,Queens
2.64,90,1.5,Brooklyn
0.08,65,1.5,Brooklyn
,50,1.5,Manhattan
,75,1.5,Brooklyn
1.56,250,1.5,Manhattan
,650,1.5,Manhattan
2.48,129,1.5,Brooklyn
4.82,129,1.5,Brooklyn
2.18,41,1.5,Brooklyn
5.56,65,1.5,Brooklyn
1.8,129,1.5,Brooklyn
4.56,129,1.5,Brooklyn
0.08,70,1.5,Brooklyn
0.42,150,1.5,Manhattan
0.22,89,1.5,Manhattan
0.08,100,1.5,Manhattan
1.16,175,1.5,Manhattan
3.32,40,1.5,Manhattan
0.4,300,1.5,Brooklyn
0.16,185,1.5,Manhattan
13.8,120,1.5,Queens
1.16,200,1.5,Manhattan
1.2,42,1.5,Queens
0.1,70,1.5,Manhattan
,75,1.5,Brooklyn
0.54,200,1.5,Manhattan
1.56,125,1.5,Queens
0.38,50,1.5,Brooklyn
7.14,180,1.5,Manhattan
0.46,130,1.5,Manhattan
,78,1.5,Manhattan
0.26,70,1.5,Brooklyn
0.84,115,1.5,Brooklyn
0.08,250,1.5,Brooklyn
0.38,142,1.5,Brooklyn
0.24,65,1.5,Brooklyn
0.16,40,1.5,Manhattan
0.08,350,1.5,Manhattan
6.94,160,1.5,Brooklyn
10.24,149,1.5,Brooklyn
0.84,75,1.5,Brooklyn
1.96,750,1.5,Manhattan
2.12,75,1.5,Queens
10.94,95,1.5,Manhattan
0.4,85,1.5,Brooklyn
0.08,130,1.5,Manhattan
6.44,145,1.5,Brooklyn
,90,1.5,Brooklyn
6.98,60,1.5,Brooklyn
0.76,65,1.5,Queens
0.82,100,1.5,Manhattan
,45,1.5,Brooklyn
0.08,105,1.5,Manhattan
0.08,395,1.5,Manhattan
0.84,550,1.5,Brooklyn
0.16,50,1.5,Brooklyn
,190,1.5,Manhattan
0.54,160,1.5,Manhattan
0.3,51,1.5,Queens
0.22,220,1.5,Manhattan
,130,1.5,Manhattan
4.24,45,1.5,Queens
1.14,55,1.5,Manhattan
0.08,45,1.5,Brooklyn
,50,1.5,Bronx
0.16,200,1.5,Manhattan
1.72,325,1.5,Manhattan
2.74,79,1.5,Bronx
0.16,60,1.5,Brooklyn
0.08,150,1.5,Manhattan
0.38,100,1.5,Manhattan
0.14,650,1.5,Brooklyn
4.46,49,1.5,Bronx
0.16,30,1.5,Brooklyn
0.3,140,1.5,Queens
2.3,71,1.5,Brooklyn
2.16,60,1.5,Brooklyn
0.14,80,1.5,Brooklyn
3.24,60,1.5,Brooklyn
0.3,109,1.5,Brooklyn
0.58,40,1.5,Brooklyn
0.9,139,1.5,Brooklyn
5.64,139,1.5,Brooklyn
1.94,350,1.5,Brooklyn
,86,1.5,Brooklyn
6.86,100,1.5,Brooklyn
0.14,120,1.5,Brooklyn
5.62,139,1.5,Brooklyn
,150,1.5,Manhattan
0.24,161,1.5,Manhattan
4.66,245,1.5,Manhattan
0.82,800,1.5,Manhattan
0.22,135,1.5,Brooklyn
,349,1.5,Manhattan
1.2,35,1.5,Manhattan
,649,1.5,Manhattan
,80,1.5,Manhattan
0.24,200,1.5,Brooklyn
0.08,225,1.5,Brooklyn
,50,1.5,Brooklyn
5.14,300,1.5,Manhattan
3,91,1.5,Manhattan
5.28,130,1.5,Manhattan
,40,1.5,Brooklyn
4.38,145,1.5,Brooklyn
0.24,50,1.5,Brooklyn
0.32,40,1.5,Manhattan
0.14,50,1.5,Brooklyn
0.3,50,1.5,Brooklyn
1.6,35,1.5,Brooklyn
0.74,180,1.5,Brooklyn
2.12,350,1.5,Brooklyn
11.66,99,1.5,Brooklyn
,85,1.5,Manhattan
0.08,150,1.5,Manhattan
0.62,300,1.5,Manhattan
0.24,40,1.5,Brooklyn
0.68,60,1.5,Brooklyn
0.08,100,1.5,Manhattan
0.08,275,1.5,Manhattan
0.08,70,1.5,Brooklyn
0.24,66,1.5,Brooklyn
,99,1.5,Brooklyn
,200,1.5,Brooklyn
0.52,100,1.5,Brooklyn
3.52,675,1.5,Manhattan
0.4,100,1.5,Manhattan
0.08,120,1.5,Brooklyn
,12,1.5,Brooklyn
5.66,88,1.5,Manhattan
2.72,27,1.5,Staten Island
,85,1.5,Brooklyn
,150,1.5,Manhattan
4.32,50,1.5,Brooklyn
0.08,125,1.5,Brooklyn
0.08,43,1.5,Manhattan
0.52,90,1.5,Brooklyn
1.66,110,1.5,Brooklyn
2.16,150,1.5,Queens
0.08,80,1.5,Brooklyn
,120,1.5,Brooklyn
0.18,130,1.5,Manhattan
0.3,188,1.5,Brooklyn
0.6,115,1.5,Brooklyn
3.72,225,1.5,Manhattan
0.34,76,1.5,Manhattan
1.76,250,1.5,Manhattan
,125,1.5,Brooklyn
1.2,169,1.5,Brooklyn
0.38,43,1.5,Brooklyn
0.14,99,1.5,Manhattan
0.68,66,1.5,Queens
0.08,38,1.5,Brooklyn
5.28,150,1.5,Brooklyn
2.64,49,1.5,Brooklyn
7,120,1.5,Manhattan
0.12,88,1.5,Manhattan
9.9,300,1.5,Manhattan
0.16,205,1.5,Manhattan
1.86,199,1.5,Brooklyn
0.22,50,1.5,Queens
0.16,69,1.5,Manhattan
2.72,85,1.5,Brooklyn
,112,1.5,Manhattan
,110,1.5,Manhattan
,113,1.5,Manhattan
0.32,150,1.5,Manhattan
,250,1.5,Manhattan
,114,1.5,Manhattan
,115,1.5,Manhattan
,116,1.5,Manhattan
,475,1.5,Manhattan
,117,1.5,Manhattan
,113,1.5,Manhattan
,299,1.5,Manhattan
,215,1.5,Manhattan
,125,1.5,Manhattan
0.08,150,1.5,Manhattan
7.5,75,1.5,Brooklyn
9.04,60,1.5,Manhattan
1.54,75,1.5,Brooklyn
10.68,150,1.5,Manhattan
4.74,460,1.5,Queens
6.76,125,1.5,Manhattan
,150,1.5,Manhattan
0.16,85,1.5,Manhattan
0.24,75,1.5,Brooklyn
,99,1.5,Manhattan
3.7,139,1.5,Brooklyn
0.08,60,1.5,Brooklyn
1.04,175,1.5,Manhattan
0.64,200,1.5,Manhattan
,35,1.5,Brooklyn
,69,1.5,Manhattan
3.48,85,1.5,Brooklyn
0.22,120,1.5,Manhattan
0.6,75,1.5,Brooklyn
,100,1.5,Queens
0.92,300,1.5,Brooklyn
,65,1.5,Brooklyn
,100,1.5,Brooklyn
2.3,186,1.5,Manhattan
0.7,113,1.5,Queens
1.52,50,1.5,Queens
0.16,70,1.5,Manhattan
0.3,325,1.5,Manhattan
0.24,49,1.5,Brooklyn
5.1,190,1.5,Brooklyn
1.76,170,1.5,Brooklyn
,80,1.5,Manhattan
,35,1.5,Brooklyn
0.08,90,1.5,Queens
0.32,34,1.5,Manhattan
1.92,51,1.5,Brooklyn
4.48,45,1.5,Manhattan
0.22,45,1.5,Brooklyn
0.38,125,1.5,Manhattan
2.16,60,1.5,Brooklyn
0.68,150,1.5,Manhattan
6.52,33,1.5,Brooklyn
1.46,100,1.5,Brooklyn
0.14,200,1.5,Manhattan
7.58,131,1.5,Brooklyn
1,25,1.5,Manhattan
0.38,58,1.5,Queens
,155,1.5,Manhattan
0.16,150,1.5,Brooklyn
,45,1.5,Manhattan
0.72,300,1.5,Brooklyn
4.88,95,1.5,Queens
,57,1.5,Queens
0.08,209,1.5,Brooklyn
0.78,200,1.5,Brooklyn
,60,1.5,Manhattan
2.12,58,1.5,Brooklyn
0.08,200,1.5,Manhattan
,128,1.5,Manhattan
0.62,60,1.5,Brooklyn
0.4,110,1.5,Brooklyn
1.6,182,1.5,Manhattan
0.16,35,1.5,Brooklyn
0.92,75,1.5,Brooklyn
1.82,325,1.5,Brooklyn
0.16,170,1.5,Brooklyn
0.16,50,1.5,Bronx
17.32,53,1.5,Queens
0.6,90,1.5,Manhattan
2.82,110,1.5,Manhattan
3.5,275,1.5,Queens
,23,1.5,Brooklyn
,53,1.5,Brooklyn
0.46,150,1.5,Manhattan
,65,1.5,Brooklyn
1.94,105,1.5,Brooklyn
,175,1.5,Manhattan
0.6,50,1.5,Brooklyn
,70,1.5,Brooklyn
0.16,58,1.5,Manhattan
0.62,125,1.5,Manhattan
4.74,75,1.5,Brooklyn
0.3,55,1.5,Manhattan
0.22,180,1.5,Manhattan
0.32,37,1.5,Brooklyn
9.38,60,1.5,Manhattan
,80,1.5,Queens
7.48,95,1.5,Queens
0.08,98,1.5,Queens
0.08,120,1.5,Queens
5.88,90,1.5,Manhattan
,160,1.5,Manhattan
6.46,45,1.5,Bronx
2.1,45,1.5,Queens
0.14,175,1.5,Manhattan
0.16,150,1.5,Brooklyn
0.62,200,1.5,Manhattan
7.56,60,1.5,Brooklyn
0.22,80,1.5,Brooklyn
0.08,81,1.5,Brooklyn
0.2,31,1.5,Queens
,50,1.5,Brooklyn
0.38,50,1.5,Manhattan
0.22,130,1.5,Brooklyn
0.94,105,1.5,Manhattan
0.24,50,1.5,Brooklyn
0.66,80,1.5,Queens
0.26,115,1.5,Manhattan
,275,1.5,Brooklyn
4.22,199,1.5,Manhattan
0.62,90,1.5,Queens
0.7,130,1.5,Brooklyn
0.6,150,1.5,Manhattan
0.6,143,1.5,Manhattan
,200,1.5,Manhattan
0.22,55,1.5,Manhattan
9.28,59,1.5,Queens
1.68,65,1.5,Manhattan
0.08,50,1.5,Manhattan
2.74,148,1.5,Brooklyn
,55,1.5,Manhattan
,230,1.5,Brooklyn
0.16,250,1.5,Manhattan
,100,1.5,Brooklyn
5.56,90,1.5,Brooklyn
0.3,120,1.5,Queens
2.48,47,1.5,Brooklyn
0.08,75,1.5,Brooklyn
0.08,110,1.5,Brooklyn
,300,1.5,Manhattan
0.16,150,1.5,Manhattan
0.08,80,1.5,Manhattan
,350,1.5,Manhattan
0.3,250,1.5,Brooklyn
5.52,57,1.5,Brooklyn
0.24,50,1.5,Brooklyn
4.08,435,1.5,Brooklyn
11.52,132,1.5,Manhattan
2.02,115,1.5,Brooklyn
,150,1.5,Manhattan
0.14,189,1.5,Manhattan
0.08,65,1.5,Brooklyn
,100,1.5,Queens
2.46,250,1.5,Manhattan
,100,1.5,Manhattan
3.02,299,1.5,Manhattan
1.06,98,1.5,Manhattan
0.1,125,1.5,Manhattan
0.16,65,1.5,Brooklyn
0.08,295,1.5,Brooklyn
5.46,60,1.5,Manhattan
,195,1.5,Manhattan
1.32,80,1.5,Brooklyn
0.94,70,1.5,Brooklyn
1.14,95,1.5,Manhattan
0.22,30,1.5,Brooklyn
,57,1.5,Brooklyn
3.56,150,1.5,Brooklyn
0.08,400,1.5,Manhattan
0.84,59,1.5,Brooklyn
0.68,100,1.5,Manhattan
,149,1.5,Manhattan
,250,1.5,Brooklyn
,55,1.5,Queens
10.48,100,1.5,Bronx
1.32,55,1.5,Bronx
16.8,65,1.5,Staten Island
2.34,49,1.5,Manhattan
0.68,175,1.5,Manhattan
2.56,125,1.5,Brooklyn
0.08,87,1.5,Bronx
0.54,42,1.5,Brooklyn
0.16,115,1.5,Brooklyn
0.24,150,1.5,Manhattan
0.2,50,1.5,Brooklyn
,374,1.5,Manhattan
0.08,70,1.5,Brooklyn
2.24,59,1.5,Brooklyn
0.16,50,1.5,Brooklyn
0.16,75,1.5,Manhattan
,45,1.5,Brooklyn
,42,1.5,Brooklyn
,65,1.5,Brooklyn
4.54,65,1.5,Brooklyn
0.16,112,1.5,Queens
0.84,200,1.5,Manhattan
0.14,100,1.5,Manhattan
0.76,142,1.5,Manhattan
2.1,50,1.5,Queens
,199,1.5,Manhattan
8.96,185,1.5,Brooklyn
0.44,45,1.5,Brooklyn
4.48,160,1.5,Brooklyn
0.64,55,1.5,Queens
,195,1.5,Manhattan
,74,1.5,Brooklyn
3.48,205,1.5,Brooklyn
0.78,385,1.5,Brooklyn
1.48,225,1.5,Brooklyn
0.16,99,1.5,Manhattan
1.7,55,1.5,Queens
5.06,175,1.5,Brooklyn
0.16,100,1.5,Brooklyn
0.68,88,1.5,Brooklyn
0.84,29,1.5,Queens
0.08,400,1.5,Brooklyn
1.38,10,1.5,Brooklyn
,140,1.5,Manhattan
,65,1.5,Brooklyn
4.58,160,1.5,Brooklyn
0.54,70,1.5,Manhattan
,250,1.5,Manhattan
1.4,99,1.5,Manhattan
1.42,45,1.5,Queens
0.24,189,1.5,Manhattan
0.7,70,1.5,Brooklyn
0.32,27,1.5,Brooklyn
0.16,80,1.5,Brooklyn
,450,1.5,Manhattan
,75,1.5,Brooklyn
0.78,175,1.5,Manhattan
0.3,35,1.5,Brooklyn
0.08,41,1.5,Brooklyn
0.6,50,1.5,Brooklyn
,40,1.5,Brooklyn
0.1,400,1.5,Manhattan
0.46,85,1.5,Manhattan
2.32,58,1.5,Manhattan
,100,1.5,Brooklyn
0.12,100,1.5,Brooklyn
2.4,150,1.5,Manhattan
3.5,210,1.5,Manhattan
,50,1.5,Manhattan
1.94,130,1.5,Manhattan
0.08,45,1.5,Brooklyn
0.22,30,1.5,Bronx
0.12,125,1.5,Brooklyn
5.14,50,1.5,Brooklyn
3.34,50,1.5,Brooklyn
0.1,250,1.5,Manhattan
0.24,135,1.5,Manhattan
3.06,125,1.5,Queens
,80,1.5,Brooklyn
,70,1.5,Queens
,150,1.5,Manhattan
0.54,53,1.5,Manhattan
0.34,647,1.5,Brooklyn
,95,1.5,Manhattan
,109,1.5,Brooklyn
0.08,485,1.5,Manhattan
1.68,160,1.5,Brooklyn
1.86,150,1.5,Manhattan
4.36,200,1.5,Manhattan
0.9,350,1.5,Manhattan
0.68,58,1.5,Brooklyn
8.82,109,1.5,Manhattan
0.08,50,1.5,Manhattan
0.26,239,1.5,Manhattan
0.16,315,1.5,Manhattan
4.44,280,1.5,Manhattan
,200,1.5,Manhattan
1.94,56,1.5,Brooklyn
,120,1.5,Brooklyn
1.08,127,1.5,Brooklyn
8.2,81,1.5,Queens
0.68,290,1.5,Brooklyn
,150,1.5,Brooklyn
5.94,39,1.5,Queens
0.08,27,1.5,Queens
2.18,56,1.5,Brooklyn
0.84,200,1.5,Manhattan
3.62,65,1.5,Bronx
0.16,50,1.5,Brooklyn
6.82,195,1.5,Brooklyn
0.82,625,1.5,Manhattan
0.3,69,1.5,Manhattan
3.56,125,1.5,Brooklyn
0.6,87,1.5,Manhattan
0.08,160,1.5,Brooklyn
3.38,195,1.5,Manhattan
0.08,250,1.5,Brooklyn
0.38,125,1.5,Manhattan
0.08,100,1.5,Brooklyn
1.44,150,1.5,Brooklyn
0.24,175,1.5,Manhattan
2.9,90,1.5,Manhattan
0.44,90,1.5,Brooklyn
6.26,50,1.5,Manhattan
3.18,200,1.5,Manhattan
9.06,75,1.5,Brooklyn
0.38,115,1.5,Brooklyn
1.38,75,1.5,Manhattan
0.3,150,1.5,Manhattan
2.6,140,1.5,Manhattan
2.6,33,1.5,Brooklyn
1.16,130,1.5,Brooklyn
0.84,195,1.5,Manhattan
0.16,195,1.5,Manhattan
0.54,180,1.5,Brooklyn
,105,1.5,Brooklyn
0.78,40,1.5,Brooklyn
0.08,28,1.5,Brooklyn
,45,1.5,Brooklyn
,150,1.5,Queens
5.84,150,1.5,Brooklyn
,60,1.5,Brooklyn
8.36,69,1.5,Manhattan
3.98,130,1.5,Manhattan
0.08,250,1.5,Manhattan
,100,1.5,Manhattan
5.42,55,1.5,Brooklyn
7.68,280,1.5,Queens
0.24,43,1.5,Brooklyn
1.06,200,1.5,Manhattan
0.16,41,1.5,Queens
2.32,109,1.5,Brooklyn
1.16,50,1.5,Brooklyn
,85,1.5,Brooklyn
9.44,42,1.5,Brooklyn
4.28,199,1.5,Brooklyn
2.44,45,1.5,Brooklyn
0.52,39,1.5,Manhattan
2.26,56,1.5,Brooklyn
0.16,295,1.5,Manhattan
0.54,110,1.5,Queens
0.94,170,1.5,Manhattan
3.74,90,1.5,Manhattan
0.3,40,1.5,Brooklyn
34.72,50,1.5,Queens
,120,1.5,Brooklyn
,69,1.5,Brooklyn
14.3,135,1.5,Queens
0.22,120,1.5,Brooklyn
8.94,200,1.5,Bronx
0.48,35,1.5,Brooklyn
0.08,70,1.5,Manhattan
4.32,99,1.5,Brooklyn
0.08,220,1.5,Manhattan
0.16,175,1.5,Brooklyn
,90,1.5,Manhattan
0.42,120,1.5,Brooklyn
0.32,375,1.5,Manhattan
0.18,250,1.5,Brooklyn
3.02,199,1.5,Manhattan
2.44,150,1.5,Manhattan
0.22,105,1.5,Brooklyn
0.16,110,1.5,Brooklyn
,300,1.5,Brooklyn
,99,1.5,Manhattan
1.54,80,1.5,Queens
1.2,59,1.5,Queens
1.22,200,1.5,Manhattan
,300,1.5,Brooklyn
0.08,150,1.5,Brooklyn
0.14,180,1.5,Brooklyn
0.08,75,1.5,Manhattan
0.16,229,1.5,Manhattan
3.12,50,1.5,Queens
0.16,248,1.5,Manhattan
0.68,67,1.5,Manhattan
0.64,150,1.5,Manhattan
8.74,200,1.5,Manhattan
7.8,277,1.5,Manhattan
5.12,99,1.5,Brooklyn
,600,1.5,Manhattan
0.38,80,1.5,Brooklyn
0.38,500,1.5,Manhattan
0.16,175,1.5,Brooklyn
0.24,150,1.5,Queens
,239,1.5,Manhattan
0.5,500,1.5,Manhattan
0.08,31,1.5,Queens
0.08,200,1.5,Manhattan
5.78,120,1.5,Brooklyn
1.32,150,1.5,Manhattan
0.08,70,1.5,Queens
,135,1.5,Manhattan
3.02,120,1.5,Queens
,125,1.5,Manhattan
0.16,50,1.5,Brooklyn
,55,1.5,Brooklyn
0.86,55,1.5,Manhattan
0.08,70,1.5,Manhattan
3.32,140,1.5,Brooklyn
4.12,149,1.5,Brooklyn
0.24,100,1.5,Brooklyn
,70,1.5,Manhattan
0.46,40,1.5,Brooklyn
0.22,220,1.5,Manhattan
11.74,25,1.5,Queens
0.08,39,1.5,Brooklyn
0.08,350,1.5,Manhattan
0.3,30,1.5,Brooklyn
,3000,1.5,Brooklyn
1.34,359,1.5,Queens
3.16,65,1.5,Brooklyn
0.6,109,1.5,Brooklyn
0.08,75,1.5,Manhattan
0.6,125,1.5,Manhattan
3.44,40,1.5,Queens
0.16,110,1.5,Manhattan
,115,1.5,Manhattan
