Bookings,Daily_price,Size,Area
1.96,125,1.5,Brooklyn
0.28,145,1.5,Manhattan
0.08,190,1.5,Brooklyn
0.18,250,1.5,Manhattan
0.04,45,1.5,Manhattan
0.54,200,1.5,Brooklyn
0.04,187,1.5,Manhattan
,90,1.5,Brooklyn
4.16,30,1.5,Brooklyn
0.28,100,1.5,Brooklyn
0.48,90,1.5,Brooklyn
,100,1.5,Brooklyn
0.24,85,1.5,Brooklyn
,69,1.5,Queens
1.6,90,1.5,Brooklyn
0.22,43,1.5,Brooklyn
8.16,145,1.5,Brooklyn
1.36,65,1.5,Brooklyn
0.08,45,1.5,Brooklyn
2.9,130,1.5,Queens
,90,1.5,Manhattan
,45,1.5,Manhattan
,200,1.5,Manhattan
0.04,149,1.5,Brooklyn
19.22,45,1.5,Queens
,60,1.5,Brooklyn
,100,1.5,Manhattan
,125,1.5,Brooklyn
0.36,70,1.5,Queens
,50,1.5,Brooklyn
0.28,169,1.5,Manhattan
0.5,110,1.5,Brooklyn
,40,1.5,Brooklyn
0.86,75,1.5,Brooklyn
,65,1.5,Brooklyn
1.16,85,1.5,Queens
5.62,97,1.5,Brooklyn
,110,1.5,Manhattan
0.86,120,1.5,Manhattan
4.02,109,1.5,Queens
0.4,250,1.5,Brooklyn
0.3,159,1.5,Manhattan
0.04,75,1.5,Manhattan
,45,1.5,Staten Island
,95,1.5,Manhattan
0.26,65,1.5,Brooklyn
,38,1.5,Manhattan
0.28,95,1.5,Brooklyn
3.56,125,1.5,Brooklyn
,150,1.5,Brooklyn
0.14,115,1.5,Brooklyn
0.62,100,1.5,Brooklyn
9.58,99,1.5,Manhattan
0.1,150,1.5,Brooklyn
,599,1.5,Manhattan
0.18,165,1.5,Manhattan
0.14,95,1.5,Brooklyn
0.76,250,1.5,Manhattan
0.04,700,1.5,Manhattan
1.42,65,1.5,Queens
,66,1.5,Brooklyn
0.04,165,1.5,Manhattan
0.36,485,1.5,Brooklyn
0.26,120,1.5,Manhattan
,65,1.5,Brooklyn
1.7,55,1.5,Brooklyn
,85,1.5,Queens
0.14,35,1.5,Brooklyn
0.08,110,1.5,Brooklyn
0.76,45,1.5,Queens
0.4,500,1.5,Manhattan
0.14,99,1.5,Manhattan
0.58,64,1.5,Queens
0.72,168,1.5,Brooklyn
1.02,200,1.5,Brooklyn
2.12,355,1.5,Manhattan
0.32,190,1.5,Manhattan
0.08,99,1.5,Brooklyn
0.32,180,1.5,Manhattan
0.38,145,1.5,Manhattan
0.04,55,1.5,Brooklyn
0.18,65,1.5,Brooklyn
6.1,130,1.5,Brooklyn
0.04,68,1.5,Manhattan
,167,1.5,Manhattan
,375,1.5,Manhattan
1.18,180,1.5,Manhattan
4.06,98,1.5,Brooklyn
10.8,90,1.5,Brooklyn
,100,1.5,Brooklyn
6.16,125,1.5,Brooklyn
,150,1.5,Brooklyn
0.18,95,1.5,Brooklyn
,64,1.5,Manhattan
0.68,130,1.5,Manhattan
0.1,130,1.5,Brooklyn
,140,1.5,Brooklyn
0.76,125,1.5,Brooklyn
0.36,165,1.5,Manhattan
,175,1.5,Manhattan
3.42,65,1.5,Manhattan
0.22,66,1.5,Brooklyn
4.58,225,1.5,Brooklyn
,45,1.5,Brooklyn
0.1,90,1.5,Manhattan
0.14,125,1.5,Manhattan
0.22,450,1.5,Brooklyn
0.16,50,1.5,Brooklyn
0.12,124,1.5,Brooklyn
1.2,29,1.5,Brooklyn
0.04,86,1.5,Brooklyn
0.08,86,1.5,Manhattan
0.66,299,1.5,Brooklyn
0.1,36,1.5,Brooklyn
0.68,100,1.5,Brooklyn
0.48,110,1.5,Manhattan
,39,1.5,Brooklyn
,60,1.5,Brooklyn
4.48,47,1.5,Manhattan
,500,1.5,Manhattan
0.14,63,1.5,Brooklyn
,170,1.5,Brooklyn
,200,1.5,Brooklyn
0.04,70,1.5,Manhattan
0.22,120,1.5,Manhattan
0.04,75,1.5,Manhattan
,195,1.5,Brooklyn
0.36,90,1.5,Brooklyn
0.36,233,1.5,Manhattan
0.08,115,1.5,Manhattan
0.28,69,1.5,Manhattan
0.36,68,1.5,Manhattan
0.22,65,1.5,Brooklyn
2.02,90,1.5,Brooklyn
0.12,65,1.5,Manhattan
0.38,139,1.5,Manhattan
,210,1.5,Brooklyn
0.1,66,1.5,Brooklyn
,200,1.5,Manhattan
1.74,175,1.5,Manhattan
6.32,91,1.5,Queens
0.54,100,1.5,Manhattan
0.04,44,1.5,Brooklyn
0.22,175,1.5,Brooklyn
0.54,600,1.5,Brooklyn
0.26,32,1.5,Brooklyn
5.94,98,1.5,Manhattan
1.34,229,1.5,Manhattan
0.62,175,1.5,Manhattan
0.62,120,1.5,Manhattan
0.04,140,1.5,Manhattan
8.3,84,1.5,Brooklyn
0.04,80,1.5,Manhattan
3.74,45,1.5,Brooklyn
,115,1.5,Brooklyn
,80,1.5,Manhattan
,40,1.5,Brooklyn
0.08,38,1.5,Brooklyn
0.48,120,1.5,Manhattan
,70,1.5,Brooklyn
0.08,140,1.5,Manhattan
0.42,66,1.5,Brooklyn
0.64,200,1.5,Manhattan
4.56,89,1.5,Brooklyn
0.4,250,1.5,Manhattan
0.54,125,1.5,Brooklyn
0.08,47,1.5,Manhattan
0.08,60,1.5,Manhattan
,75,1.5,Brooklyn
,90,1.5,Manhattan
0.22,65,1.5,Brooklyn
0.7,63,1.5,Brooklyn
,100,1.5,Brooklyn
6.88,178,1.5,Brooklyn
,200,1.5,Manhattan
0.18,170,1.5,Manhattan
9.02,50,1.5,Queens
0.1,100,1.5,Manhattan
0.04,65,1.5,Manhattan
,175,1.5,Manhattan
0.04,90,1.5,Brooklyn
4.8,168,1.5,Queens
1.8,450,1.5,Manhattan
,110,1.5,Queens
,100,1.5,Brooklyn
0.48,130,1.5,Brooklyn
5.9,70,1.5,Queens
0.12,70,1.5,Brooklyn
,120,1.5,Manhattan
0.6,200,1.5,Manhattan
,200,1.5,Manhattan
0.08,120,1.5,Brooklyn
3.68,299,1.5,Manhattan
,150,1.5,Manhattan
0.16,70,1.5,Brooklyn
0.04,49,1.5,Brooklyn
0.36,55,1.5,Manhattan
2.92,250,1.5,Manhattan
0.66,399,1.5,Brooklyn
0.22,198,1.5,Brooklyn
0.04,78,1.5,Brooklyn
0.04,200,1.5,Brooklyn
0.04,300,1.5,Manhattan
0.1,225,1.5,Brooklyn
,52,1.5,Manhattan
0.96,650,1.5,Manhattan
0.26,53,1.5,Brooklyn
0.18,65,1.5,Manhattan
3.64,120,1.5,Manhattan
1.5,60,1.5,Brooklyn
0.08,100,1.5,Brooklyn
0.22,160,1.5,Manhattan
0.04,45,1.5,Queens
0.08,39,1.5,Queens
,50,1.5,Brooklyn
0.28,99,1.5,Brooklyn
2.42,350,1.5,Brooklyn
0.04,300,1.5,Manhattan
0.14,140,1.5,Brooklyn
0.08,120,1.5,Manhattan
5.14,64,1.5,Brooklyn
0.08,120,1.5,Brooklyn
0.66,40,1.5,Manhattan
0.26,120,1.5,Manhattan
,95,1.5,Manhattan
0.36,150,1.5,Brooklyn
0.54,650,1.5,Manhattan
1.18,100,1.5,Manhattan
3.34,290,1.5,Queens
0.18,120,1.5,Brooklyn
,130,1.5,Manhattan
,70,1.5,Queens
4.92,235,1.5,Manhattan
0.36,95,1.5,Manhattan
,80,1.5,Manhattan
0.5,100,1.5,Manhattan
0.26,100,1.5,Brooklyn
0.08,130,1.5,Manhattan
1.1,125,1.5,Brooklyn
1.5,130,1.5,Brooklyn
6.22,120,1.5,Bronx
0.14,180,1.5,Manhattan
0.08,250,1.5,Manhattan
,125,1.5,Brooklyn
0.22,166,1.5,Brooklyn
0.04,64,1.5,Manhattan
0.04,35,1.5,Brooklyn
0.04,120,1.5,Manhattan
0.28,60,1.5,Brooklyn
0.04,215,1.5,Brooklyn
,75,1.5,Manhattan
,260,1.5,Manhattan
2.6,40,1.5,Brooklyn
0.16,78,1.5,Manhattan
0.04,80,1.5,Manhattan
0.08,80,1.5,Manhattan
0.48,159,1.5,Brooklyn
,150,1.5,Brooklyn
,89,1.5,Brooklyn
6.38,145,1.5,Manhattan
0.08,130,1.5,Manhattan
,50,1.5,Brooklyn
0.08,100,1.5,Brooklyn
0.08,63,1.5,Brooklyn
2.44,179,1.5,Manhattan
,50,1.5,Brooklyn
0.84,189,1.5,Manhattan
0.08,99,1.5,Brooklyn
0.04,35,1.5,Manhattan
0.22,200,1.5,Manhattan
0.08,35,1.5,Manhattan
0.04,60,1.5,Manhattan
1.44,120,1.5,Manhattan
0.04,98,1.5,Brooklyn
0.14,119,1.5,Manhattan
,1600,1.5,Brooklyn
5.06,75,1.5,Brooklyn
1.92,350,1.5,Brooklyn
0.36,55,1.5,Brooklyn
,200,1.5,Manhattan
0.86,64,1.5,Brooklyn
,70,1.5,Brooklyn
0.08,106,1.5,Manhattan
0.6,45,1.5,Brooklyn
0.08,125,1.5,Manhattan
0.08,70,1.5,Manhattan
0.08,40,1.5,Manhattan
,100,1.5,Queens
0.12,85,1.5,Queens
0.14,75,1.5,Brooklyn
3.86,65,1.5,Brooklyn
,150,1.5,Manhattan
0.04,150,1.5,Manhattan
1.98,79,1.5,Brooklyn
3.08,80,1.5,Brooklyn
,40,1.5,Queens
,90,1.5,Brooklyn
0.64,120,1.5,Manhattan
0.08,100,1.5,Brooklyn
,125,1.5,Queens
0.12,35,1.5,Brooklyn
0.04,269,1.5,Brooklyn
0.08,45,1.5,Manhattan
0.04,185,1.5,Manhattan
0.18,120,1.5,Manhattan
0.08,97,1.5,Manhattan
,230,1.5,Manhattan
0.22,150,1.5,Brooklyn
0.98,135,1.5,Brooklyn
0.08,47,1.5,Brooklyn
0.22,79,1.5,Manhattan
0.1,120,1.5,Queens
0.54,81,1.5,Manhattan
0.4,100,1.5,Brooklyn
0.64,245,1.5,Manhattan
0.04,150,1.5,Manhattan
,386,1.5,Manhattan
0.14,120,1.5,Manhattan
2.26,145,1.5,Manhattan
1.24,109,1.5,Brooklyn
0.08,80,1.5,Brooklyn
0.26,105,1.5,Brooklyn
,88,1.5,Manhattan
,37,1.5,Queens
5.64,125,1.5,Brooklyn
0.04,80,1.5,Manhattan
0.08,140,1.5,Manhattan
0.76,250,1.5,Manhattan
,79,1.5,Brooklyn
0.04,450,1.5,Manhattan
0.52,120,1.5,Brooklyn
,100,1.5,Manhattan
0.04,150,1.5,Manhattan
,200,1.5,Manhattan
0.32,110,1.5,Queens
7.22,165,1.5,Brooklyn
0.14,49,1.5,Manhattan
0.08,40,1.5,Manhattan
0.26,180,1.5,Brooklyn
0.14,40,1.5,Brooklyn
0.58,100,1.5,Manhattan
0.1,70,1.5,Brooklyn
0.04,198,1.5,Manhattan
0.14,50,1.5,Brooklyn
0.22,135,1.5,Brooklyn
,35,1.5,Brooklyn
,399,1.5,Manhattan
2.56,108,1.5,Brooklyn
1.42,595,1.5,Manhattan
0.08,129,1.5,Brooklyn
0.72,88,1.5,Manhattan
,85,1.5,Brooklyn
0.1,70,1.5,Manhattan
0.1,185,1.5,Brooklyn
0.18,145,1.5,Brooklyn
0.04,150,1.5,Brooklyn
0.14,225,1.5,Brooklyn
2.08,75,1.5,Manhattan
11.42,70,1.5,Brooklyn
0.62,59,1.5,Brooklyn
1.62,150,1.5,Brooklyn
0.62,100,1.5,Brooklyn
0.04,69,1.5,Manhattan
1.84,120,1.5,Manhattan
5.08,147,1.5,Brooklyn
6.12,328,1.5,Manhattan
0.22,85,1.5,Brooklyn
0.36,60,1.5,Brooklyn
0.26,60,1.5,Brooklyn
,46,1.5,Brooklyn
,90,1.5,Manhattan
7.72,150,1.5,Brooklyn
5.56,95,1.5,Brooklyn
2.5,185,1.5,Brooklyn
9.16,89,1.5,Brooklyn
7.8,67,1.5,Brooklyn
5.4,125,1.5,Brooklyn
0.14,80,1.5,Manhattan
0.14,199,1.5,Brooklyn
,79,1.5,Manhattan
,225,1.5,Manhattan
,125,1.5,Brooklyn
0.04,200,1.5,Brooklyn
1.92,95,1.5,Queens
0.34,400,1.5,Brooklyn
0.26,65,1.5,Brooklyn
5.92,70,1.5,Brooklyn
0.98,85,1.5,Brooklyn
,200,1.5,Manhattan
0.14,130,1.5,Brooklyn
3.6,215,1.5,Manhattan
0.22,100,1.5,Manhattan
0.04,85,1.5,Brooklyn
,75,1.5,Brooklyn
0.54,105,1.5,Brooklyn
3,100,1.5,Brooklyn
6.12,499,1.5,Manhattan
,195,1.5,Manhattan
0.14,150,1.5,Brooklyn
0.14,54,1.5,Manhattan
0.76,46,1.5,Manhattan
0.04,250,1.5,Brooklyn
1.24,40,1.5,Brooklyn
0.04,95,1.5,Queens
,75,1.5,Queens
0.14,145,1.5,Brooklyn
,450,1.5,Manhattan
0.16,135,1.5,Manhattan
0.08,125,1.5,Manhattan
,70,1.5,Brooklyn
0.34,100,1.5,Manhattan
0.22,118,1.5,Manhattan
6.26,172,1.5,Brooklyn
0.06,105,1.5,Brooklyn
0.06,55,1.5,Brooklyn
,60,1.5,Brooklyn
,250,1.5,Manhattan
1.12,99,1.5,Manhattan
0.62,88,1.5,Brooklyn
0.1,125,1.5,Manhattan
2.92,120,1.5,Brooklyn
0.04,40,1.5,Brooklyn
0.44,119,1.5,Brooklyn
2.36,101,1.5,Brooklyn
0.1,65,1.5,Brooklyn
0.68,40,1.5,Bronx
0.04,109,1.5,Manhattan
0.92,40,1.5,Bronx
,250,1.5,Queens
5.58,75,1.5,Manhattan
2.72,90,1.5,Brooklyn
0.34,87,1.5,Manhattan
0.94,185,1.5,Manhattan
0.74,140,1.5,Brooklyn
0.18,70,1.5,Brooklyn
,150,1.5,Brooklyn
0.1,80,1.5,Brooklyn
,60,1.5,Brooklyn
0.26,45,1.5,Brooklyn
0.04,40,1.5,Brooklyn
0.9,150,1.5,Queens
0.42,210,1.5,Manhattan
1,225,1.5,Brooklyn
0.04,70,1.5,Manhattan
,45,1.5,Brooklyn
0.1,120,1.5,Manhattan
,150,1.5,Manhattan
7.74,150,1.5,Manhattan
0.04,60,1.5,Manhattan
0.74,64,1.5,Manhattan
1.52,69,1.5,Manhattan
0.1,190,1.5,Manhattan
2.48,275,1.5,Brooklyn
8.76,200,1.5,Manhattan
1.34,75,1.5,Manhattan
0.08,180,1.5,Brooklyn
,200,1.5,Manhattan
3.9,59,1.5,Brooklyn
0.08,149,1.5,Brooklyn
0.46,75,1.5,Manhattan
0.04,400,1.5,Manhattan
0.26,125,1.5,Manhattan
2.66,58,1.5,Brooklyn
0.7,151,1.5,Manhattan
0.26,60,1.5,Manhattan
,100,1.5,Manhattan
0.14,185,1.5,Manhattan
0.34,78,1.5,Manhattan
7.62,60,1.5,Brooklyn
8.6,210,1.5,Manhattan
0.22,139,1.5,Queens
0.5,136,1.5,Brooklyn
0.04,28,1.5,Manhattan
0.34,132,1.5,Brooklyn
0.18,85,1.5,Brooklyn
4.54,122,1.5,Queens
,700,1.5,Manhattan
0.6,99,1.5,Manhattan
4.3,65,1.5,Manhattan
,185,1.5,Brooklyn
,120,1.5,Brooklyn
0.26,89,1.5,Queens
0.3,48,1.5,Brooklyn
0.88,90,1.5,Brooklyn
1.22,90,1.5,Brooklyn
0.04,110,1.5,Bronx
0.3,150,1.5,Manhattan
0.22,120,1.5,Brooklyn
5.44,110,1.5,Brooklyn
3.62,45,1.5,Brooklyn
0.04,75,1.5,Brooklyn
6.36,72,1.5,Queens
0.14,170,1.5,Manhattan
0.04,140,1.5,Manhattan
,90,1.5,Manhattan
2.22,170,1.5,Manhattan
0.18,175,1.5,Brooklyn
0.12,135,1.5,Brooklyn
,120,1.5,Brooklyn
0.04,175,1.5,Manhattan
0.08,40,1.5,Brooklyn
7.44,69,1.5,Brooklyn
,119,1.5,Manhattan
1.04,85,1.5,Manhattan
,100,1.5,Brooklyn
0.04,155,1.5,Manhattan
0.94,160,1.5,Manhattan
0.58,50,1.5,Brooklyn
0.04,125,1.5,Manhattan
,350,1.5,Manhattan
,350,1.5,Manhattan
0.08,65,1.5,Brooklyn
,240,1.5,Manhattan
,85,1.5,Manhattan
2.4,45,1.5,Queens
7.08,85,1.5,Brooklyn
0.66,115,1.5,Manhattan
0.2,175,1.5,Brooklyn
,140,1.5,Manhattan
,125,1.5,Manhattan
1.2,55,1.5,Queens
0.04,80,1.5,Manhattan
0.36,50,1.5,Brooklyn
,45,1.5,Brooklyn
0.26,90,1.5,Brooklyn
1.22,250,1.5,Brooklyn
,140,1.5,Brooklyn
2.9,215,1.5,Manhattan
0.24,180,1.5,Manhattan
0.66,250,1.5,Manhattan
,400,1.5,Manhattan
0.04,700,1.5,Manhattan
,65,1.5,Brooklyn
10.76,118,1.5,Manhattan
1.1,70,1.5,Brooklyn
3.86,100,1.5,Manhattan
0.14,95,1.5,Manhattan
0.08,70,1.5,Manhattan
1.6,167,1.5,Manhattan
2.7,103,1.5,Manhattan
0.48,145,1.5,Manhattan
7.84,100,1.5,Brooklyn
0.42,275,1.5,Brooklyn
0.04,60,1.5,Brooklyn
0.16,70,1.5,Brooklyn
0.16,300,1.5,Manhattan
0.08,50,1.5,Manhattan
,65,1.5,Manhattan
0.04,68,1.5,Brooklyn
,40,1.5,Manhattan
0.26,100,1.5,Queens
0.08,45,1.5,Brooklyn
7.56,220,1.5,Manhattan
,47,1.5,Queens
0.74,80,1.5,Queens
,105,1.5,Manhattan
0.12,40,1.5,Brooklyn
0.74,90,1.5,Manhattan
0.1,600,1.5,Manhattan
0.08,50,1.5,Brooklyn
3.36,195,1.5,Brooklyn
,200,1.5,Manhattan
0.42,250,1.5,Manhattan
0.14,175,1.5,Manhattan
,100,1.5,Brooklyn
0.34,150,1.5,Queens
0.04,175,1.5,Manhattan
,150,1.5,Manhattan
,400,1.5,Manhattan
0.08,99,1.5,Manhattan
0.48,70,1.5,Queens
1.52,48,1.5,Queens
0.26,199,1.5,Brooklyn
0.32,45,1.5,Brooklyn
0.22,90,1.5,Manhattan
0.1,130,1.5,Brooklyn
,300,1.5,Brooklyn
0.32,175,1.5,Brooklyn
0.98,85,1.5,Queens
0.12,48,1.5,Brooklyn
3.72,87,1.5,Brooklyn
0.18,380,1.5,Brooklyn
2.26,45,1.5,Brooklyn
0.18,55,1.5,Brooklyn
,32,1.5,Brooklyn
0.48,150,1.5,Manhattan
0.08,107,1.5,Manhattan
6.18,155,1.5,Brooklyn
5.92,267,1.5,Manhattan
1.2,80,1.5,Brooklyn
1.02,205,1.5,Manhattan
0.08,150,1.5,Manhattan
0.9,99,1.5,Brooklyn
10.14,59,1.5,Brooklyn
0.9,45,1.5,Brooklyn
7.5,485,1.5,Manhattan
,80,1.5,Brooklyn
0.04,40,1.5,Brooklyn
0.18,99,1.5,Manhattan
0.32,150,1.5,Brooklyn
,190,1.5,Manhattan
0.26,50,1.5,Brooklyn
1.76,199,1.5,Brooklyn
,65,1.5,Queens
,75,1.5,Brooklyn
0.92,43,1.5,Brooklyn
0.44,130,1.5,Manhattan
,60,1.5,Brooklyn
3.08,33,1.5,Brooklyn
9.62,45,1.5,Queens
1.28,65,1.5,Brooklyn
,95,1.5,Brooklyn
0.08,50,1.5,Brooklyn
0.08,150,1.5,Queens
,150,1.5,Brooklyn
15.38,50,1.5,Queens
0.62,250,1.5,Brooklyn
14.86,50,1.5,Queens
0.22,50,1.5,Manhattan
0.04,80,1.5,Manhattan
0.14,95,1.5,Brooklyn
0.12,110,1.5,Brooklyn
0.04,60,1.5,Brooklyn
5.36,64,1.5,Brooklyn
0.34,175,1.5,Queens
3.32,350,1.5,Queens
0.08,80,1.5,Manhattan
2.32,200,1.5,Manhattan
0.44,128,1.5,Brooklyn
,75,1.5,Brooklyn
0.58,150,1.5,Brooklyn
5.1,100,1.5,Brooklyn
,300,1.5,Manhattan
6.64,95,1.5,Bronx
0.98,220,1.5,Brooklyn
1.06,147,1.5,Brooklyn
0.04,95,1.5,Manhattan
0.1,160,1.5,Brooklyn
,200,1.5,Manhattan
4.86,225,1.5,Brooklyn
0.8,40,1.5,Bronx
,75,1.5,Manhattan
9.22,120,1.5,Brooklyn
,110,1.5,Brooklyn
0.14,60,1.5,Manhattan
0.08,100,1.5,Brooklyn
0.44,77,1.5,Brooklyn
0.38,150,1.5,Manhattan
1.7,165,1.5,Brooklyn
,58,1.5,Manhattan
0.18,70,1.5,Manhattan
4.12,155,1.5,Brooklyn
,100,1.5,Manhattan
0.04,60,1.5,Brooklyn
,125,1.5,Brooklyn
0.34,130,1.5,Manhattan
0.14,200,1.5,Brooklyn
,85,1.5,Brooklyn
4.78,99,1.5,Brooklyn
1.06,45,1.5,Manhattan
,190,1.5,Manhattan
0.04,112,1.5,Manhattan
0.04,95,1.5,Manhattan
,65,1.5,Brooklyn
0.04,69,1.5,Manhattan
0.08,80,1.5,Manhattan
0.34,175,1.5,Manhattan
,59,1.5,Manhattan
0.1,90,1.5,Manhattan
0.26,60,1.5,Brooklyn
0.08,75,1.5,Manhattan
0.56,42,1.5,Manhattan
0.18,65,1.5,Brooklyn
2.18,45,1.5,Brooklyn
0.08,75,1.5,Brooklyn
0.58,850,1.5,Manhattan
0.08,150,1.5,Queens
5.02,72,1.5,Brooklyn
8.62,59,1.5,Brooklyn
0.14,90,1.5,Manhattan
0.14,145,1.5,Brooklyn
,225,1.5,Brooklyn
0.56,125,1.5,Manhattan
0.04,45,1.5,Brooklyn
2.34,35,1.5,Brooklyn
2.26,140,1.5,Manhattan
8.92,182,1.5,Manhattan
,110,1.5,Manhattan
7.24,175,1.5,Manhattan
0.08,250,1.5,Brooklyn
,50,1.5,Manhattan
0.18,70,1.5,Queens
,47,1.5,Brooklyn
0.04,75,1.5,Manhattan
0.84,79,1.5,Queens
,115,1.5,Brooklyn
8.02,35,1.5,Queens
0.2,300,1.5,Manhattan
0.52,189,1.5,Manhattan
0.08,70,1.5,Brooklyn
,32,1.5,Brooklyn
4.38,150,1.5,Brooklyn
0.08,159,1.5,Brooklyn
0.08,50,1.5,Brooklyn
,170,1.5,Manhattan
0.18,140,1.5,Manhattan
0.18,175,1.5,Manhattan
,55,1.5,Queens
0.18,72,1.5,Brooklyn
0.14,198,1.5,Brooklyn
0.62,180,1.5,Brooklyn
0.44,200,1.5,Brooklyn
2.74,300,1.5,Queens
0.48,300,1.5,Manhattan
1.2,40,1.5,Brooklyn
0.64,55,1.5,Bronx
3.56,140,1.5,Manhattan
0.04,60,1.5,Manhattan
0.04,49,1.5,Brooklyn
,55,1.5,Queens
0.82,145,1.5,Brooklyn
0.18,48,1.5,Manhattan
,75,1.5,Brooklyn
,200,1.5,Brooklyn
3.52,153,1.5,Manhattan
,69,1.5,Brooklyn
0.12,45,1.5,Brooklyn
,104,1.5,Brooklyn
0.12,150,1.5,Manhattan
0.04,90,1.5,Manhattan
0.04,60,1.5,Queens
0.1,145,1.5,Brooklyn
1.54,120,1.5,Brooklyn
0.58,111,1.5,Brooklyn
0.04,140,1.5,Brooklyn
0.5,40,1.5,Manhattan
5.66,93,1.5,Manhattan
0.12,30,1.5,Brooklyn
0.08,60,1.5,Brooklyn
6.82,135,1.5,Manhattan
0.04,99,1.5,Brooklyn
0.74,210,1.5,Manhattan
0.2,49,1.5,Brooklyn
0.08,175,1.5,Manhattan
0.48,22,1.5,Manhattan
1.7,200,1.5,Manhattan
1.08,120,1.5,Queens
0.46,279,1.5,Manhattan
0.08,45,1.5,Brooklyn
0.04,99,1.5,Brooklyn
1.86,450,1.5,Manhattan
1.38,89,1.5,Brooklyn
2.9,65,1.5,Brooklyn
0.3,185,1.5,Brooklyn
0.56,238,1.5,Manhattan
4.62,63,1.5,Brooklyn
4.62,75,1.5,Queens
4.6,59,1.5,Bronx
0.04,90,1.5,Manhattan
0.04,150,1.5,Brooklyn
4.46,70,1.5,Queens
8.06,289,1.5,Queens
5.06,229,1.5,Manhattan
,53,1.5,Brooklyn
0.08,225,1.5,Manhattan
0.26,160,1.5,Manhattan
0.04,70,1.5,Brooklyn
,70,1.5,Manhattan
0.34,150,1.5,Brooklyn
0.6,229,1.5,Manhattan
0.44,65,1.5,Brooklyn
4.12,175,1.5,Brooklyn
0.7,90,1.5,Queens
0.08,40,1.5,Brooklyn
2.04,170,1.5,Manhattan
0.3,70,1.5,Brooklyn
0.04,50,1.5,Brooklyn
6.96,52,1.5,Queens
,47,1.5,Brooklyn
,47,1.5,Brooklyn
0.22,47,1.5,Brooklyn
1.44,175,1.5,Manhattan
0.1,47,1.5,Brooklyn
0.12,47,1.5,Brooklyn
0.18,47,1.5,Brooklyn
,30,1.5,Manhattan
1.94,142,1.5,Manhattan
0.12,69,1.5,Brooklyn
0.2,50,1.5,Bronx
,300,1.5,Manhattan
0.04,75,1.5,Manhattan
3.62,100,1.5,Brooklyn
,200,1.5,Manhattan
0.12,90,1.5,Brooklyn
0.52,140,1.5,Manhattan
0.46,100,1.5,Brooklyn
6.5,160,1.5,Brooklyn
,35,1.5,Brooklyn
,160,1.5,Manhattan
1.94,129,1.5,Manhattan
0.04,80,1.5,Queens
,150,1.5,Manhattan
0.6,374,1.5,Manhattan
0.34,45,1.5,Manhattan
1.34,94,1.5,Brooklyn
0.04,92,1.5,Manhattan
3.36,148,1.5,Brooklyn
0.18,70,1.5,Manhattan
0.08,75,1.5,Brooklyn
0.04,150,1.5,Brooklyn
,130,1.5,Manhattan
0.04,75,1.5,Brooklyn
1.22,85,1.5,Brooklyn
0.08,65,1.5,Queens
0.12,420,1.5,Manhattan
1.62,500,1.5,Manhattan
,100,1.5,Manhattan
,85,1.5,Manhattan
0.2,85,1.5,Brooklyn
1.5,100,1.5,Brooklyn
0.18,70,1.5,Brooklyn
,150,1.5,Manhattan
2.9,399,1.5,Manhattan
0.04,490,1.5,Manhattan
,70,1.5,Manhattan
0.08,135,1.5,Brooklyn
0.14,80,1.5,Manhattan
0.12,90,1.5,Brooklyn
0.9,800,1.5,Manhattan
0.44,60,1.5,Brooklyn
8.1,75,1.5,Manhattan
0.46,88,1.5,Manhattan
,100,1.5,Manhattan
4.52,63,1.5,Brooklyn
0.04,50,1.5,Queens
0.08,90,1.5,Manhattan
0.44,100,1.5,Brooklyn
,69,1.5,Brooklyn
2.96,90,1.5,Brooklyn
0.14,75,1.5,Brooklyn
0.04,150,1.5,Manhattan
0.04,38,1.5,Brooklyn
0.04,70,1.5,Brooklyn
,180,1.5,Manhattan
0.08,65,1.5,Brooklyn
0.44,75,1.5,Brooklyn
9.48,60,1.5,Brooklyn
4.26,221,1.5,Manhattan
1.76,450,1.5,Brooklyn
,150,1.5,Manhattan
0.08,250,1.5,Manhattan
0.14,239,1.5,Manhattan
0.18,105,1.5,Brooklyn
0.08,50,1.5,Brooklyn
0.16,75,1.5,Manhattan
,55,1.5,Brooklyn
1.96,108,1.5,Brooklyn
0.38,59,1.5,Manhattan
0.04,175,1.5,Brooklyn
0.1,149,1.5,Manhattan
2.74,150,1.5,Brooklyn
1,119,1.5,Brooklyn
8.24,100,1.5,Manhattan
,79,1.5,Manhattan
0.04,45,1.5,Brooklyn
3.34,295,1.5,Manhattan
,400,1.5,Manhattan
,87,1.5,Brooklyn
0.04,60,1.5,Brooklyn
0.2,200,1.5,Manhattan
0.04,80,1.5,Manhattan
0.08,50,1.5,Brooklyn
1.08,69,1.5,Staten Island
0.52,136,1.5,Brooklyn
,36,1.5,Brooklyn
8.94,135,1.5,Manhattan
0.42,400,1.5,Manhattan
0.12,87,1.5,Manhattan
13.02,99,1.5,Manhattan
0.52,225,1.5,Manhattan
,250,1.5,Manhattan
0.26,299,1.5,Manhattan
1,40,1.5,Brooklyn
1.56,120,1.5,Manhattan
6.24,89,1.5,Manhattan
1.62,37,1.5,Brooklyn
,195,1.5,Manhattan
2.3,150,1.5,Manhattan
1.36,140,1.5,Manhattan
0.08,240,1.5,Manhattan
0.22,36,1.5,Brooklyn
