Occupancy_rate,Daily_price,Size,Area
70,111,1.5,Brooklyn
11.5,28,1.5,Queens
17.9,101,1.5,Queens
14.1,49,1.5,Manhattan
70,48,1.5,Brooklyn
12.8,200,1.5,Brooklyn
70,75,1.5,Queens
70,70,1.5,Brooklyn
70,120,1.5,Brooklyn
8.5,349,1.5,Manhattan
70,42,1.5,Queens
70,74,1.5,Manhattan
70,154,1.5,Brooklyn
23.5,120,1.5,Brooklyn
11.3,30,1.5,Brooklyn
70,200,1.5,Brooklyn
70,225,1.5,Manhattan
23,165,1.5,Brooklyn
38.4,299,1.5,Manhattan
70,176,1.5,Manhattan
29.4,150,1.5,Queens
70,29,1.5,Bronx
55.5,145,1.5,Brooklyn
21.3,115,1.5,Brooklyn
70,99,1.5,Manhattan
70,65,1.5,Queens
10.3,450,1.5,Manhattan
70,198,1.5,Manhattan
49.1,75,1.5,Queens
69.1,325,1.5,Brooklyn
70,400,1.5,Brooklyn
24.7,85,1.5,Brooklyn
38,50,1.5,Queens
70,210,1.5,Manhattan
59.7,101,1.5,Queens
25.6,350,1.5,Manhattan
70,120,1.5,Brooklyn
70,170,1.5,Brooklyn
70,120,1.5,Brooklyn
70,180,1.5,Brooklyn
70,300,1.5,Manhattan
70,70,1.5,Brooklyn
70,101,1.5,Queens
8.4,99,1.5,Brooklyn
70,250,1.5,Manhattan
70,150,1.5,Queens
70,235,1.5,Manhattan
70,97,1.5,Manhattan
6,125,1.5,Brooklyn
29,29,1.5,Brooklyn
70,368,1.5,Manhattan
70,213,1.5,Manhattan
70,333,1.5,Manhattan
70,226,1.5,Manhattan
70,45,1.5,Queens
42,38,1.5,Brooklyn
12.4,70,1.5,Brooklyn
55.5,110,1.5,Manhattan
70,144,1.5,Manhattan
70,50,1.5,Manhattan
70,100,1.5,Manhattan
70,60,1.5,Brooklyn
70,369,1.5,Manhattan
70,250,1.5,Queens
13.7,150,1.5,Brooklyn
70,380,1.5,Manhattan
17.9,129,1.5,Manhattan
70,89,1.5,Queens
70,60,1.5,Queens
70,40,1.5,Queens
70,44,1.5,Queens
70,36,1.5,Queens
70,34,1.5,Queens
8.4,300,1.5,Manhattan
40.1,250,1.5,Manhattan
70,135,1.5,Brooklyn
39.3,150,1.5,Brooklyn
70,38,1.5,Manhattan
60.6,160,1.5,Brooklyn
70,149,1.5,Brooklyn
70,60,1.5,Brooklyn
33.3,50,1.5,Brooklyn
45.3,70,1.5,Manhattan
70,129,1.5,Manhattan
70,150,1.5,Manhattan
70,40,1.5,Queens
67,60,1.5,Queens
70,80,1.5,Bronx
70,70,1.5,Bronx
20.5,150,1.5,Brooklyn
70,195,1.5,Manhattan
45.7,140,1.5,Brooklyn
70,39,1.5,Manhattan
70,190,1.5,Manhattan
70,95,1.5,Queens
48.2,200,1.5,Manhattan
23.9,59,1.5,Brooklyn
29.9,110,1.5,Manhattan
70,50,1.5,Brooklyn
70,139,1.5,Queens
70,90,1.5,Brooklyn
70,50,1.5,Brooklyn
70,225,1.5,Brooklyn
70,28,1.5,Brooklyn
70,130,1.5,Brooklyn
14.1,150,1.5,Staten Island
70,140,1.5,Queens
37.3,190,1.5,Manhattan
70,85,1.5,Manhattan
9.4,90,1.5,Brooklyn
70,45,1.5,Queens
70,39,1.5,Queens
47.8,180,1.5,Brooklyn
70,39,1.5,Queens
17.5,30,1.5,Brooklyn
61.4,175,1.5,Manhattan
61.4,225,1.5,Brooklyn
37.1,55,1.5,Manhattan
70,345,1.5,Brooklyn
70,85,1.5,Queens
70,79,1.5,Manhattan
70,55,1.5,Queens
23.5,95,1.5,Manhattan
12.4,45,1.5,Brooklyn
70,450,1.5,Manhattan
70,200,1.5,Manhattan
23,35,1.5,Manhattan
66.1,70,1.5,Queens
70,55,1.5,Queens
34.1,170,1.5,Brooklyn
70,50,1.5,Manhattan
7.5,60,1.5,Manhattan
70,80,1.5,Brooklyn
32.9,55,1.5,Queens
70,135,1.5,Brooklyn
59.7,70,1.5,Queens
41.4,70,1.5,Queens
42.7,54,1.5,Brooklyn
70,190,1.5,Brooklyn
55.5,200,1.5,Manhattan
40.5,40,1.5,Brooklyn
70,175,1.5,Brooklyn
29.9,70,1.5,Brooklyn
7.3,50,1.5,Brooklyn
70,69,1.5,Queens
70,45,1.5,Brooklyn
70,100,1.5,Manhattan
70,46,1.5,Brooklyn
7.3,90,1.5,Manhattan
18.3,119,1.5,Brooklyn
70,75,1.5,Brooklyn
70,84,1.5,Queens
41.1,65,1.5,Queens
70,79,1.5,Queens
65.3,58,1.5,Bronx
70,35,1.5,Brooklyn
70,296,1.5,Manhattan
31.1,195,1.5,Manhattan
60.7,299,1.5,Manhattan
70,70,1.5,Brooklyn
70,150,1.5,Brooklyn
70,165,1.5,Brooklyn
70,65,1.5,Bronx
61.4,45,1.5,Bronx
70,108,1.5,Manhattan
70,60,1.5,Queens
70,129,1.5,Manhattan
70,549,1.5,Manhattan
12.8,95,1.5,Brooklyn
19.6,110,1.5,Queens
70,85,1.5,Queens
70,223,1.5,Manhattan
43.1,199,1.5,Brooklyn
16.2,279,1.5,Manhattan
70,1709,1.5,Brooklyn
70,105,1.5,Manhattan
70,399,1.5,Brooklyn
51.2,200,1.5,Bronx
70,70,1.5,Brooklyn
17.1,258,1.5,Manhattan
70,60,1.5,Queens
70,51,1.5,Queens
6,70,1.5,Manhattan
61.4,74,1.5,Brooklyn
70,125,1.5,Queens
70,70,1.5,Brooklyn
70,45,1.5,Brooklyn
70,70,1.5,Queens
70,80,1.5,Queens
70,170,1.5,Manhattan
15.9,200,1.5,Brooklyn
37.1,179,1.5,Manhattan
31.6,115,1.5,Manhattan
15.4,185,1.5,Brooklyn
70,99,1.5,Manhattan
62.3,52,1.5,Manhattan
70,170,1.5,Manhattan
70,99,1.5,Manhattan
15.8,29,1.5,Brooklyn
28.2,34,1.5,Brooklyn
70,88,1.5,Staten Island
28.9,215,1.5,Brooklyn
70,90,1.5,Brooklyn
20.1,200,1.5,Brooklyn
37.1,97,1.5,Brooklyn
70,45,1.5,Queens
70,120,1.5,Brooklyn
70,80,1.5,Brooklyn
50.8,85,1.5,Manhattan
70,400,1.5,Manhattan
63.1,105,1.5,Manhattan
48.2,160,1.5,Brooklyn
70,100,1.5,Brooklyn
66.6,75,1.5,Brooklyn
15.8,85,1.5,Brooklyn
29.9,150,1.5,Brooklyn
70,110,1.5,Brooklyn
55.5,250,1.5,Manhattan
61.4,280,1.5,Manhattan
70,85,1.5,Queens
70,150,1.5,Brooklyn
38.4,389,1.5,Manhattan
63.1,125,1.5,Brooklyn
70,99,1.5,Manhattan
6.4,899,1.5,Manhattan
70,500,1.5,Brooklyn
70,100,1.5,Manhattan
20.5,60,1.5,Brooklyn
70,79,1.5,Manhattan
43.1,71,1.5,Manhattan
70,40,1.5,Queens
70,85,1.5,Brooklyn
70,100,1.5,Brooklyn
43.1,150,1.5,Brooklyn
70,100,1.5,Manhattan
70,600,1.5,Brooklyn
41.8,60,1.5,Brooklyn
70,125,1.5,Queens
70,42,1.5,Brooklyn
23.9,65,1.5,Manhattan
70,44,1.5,Bronx
70,353,1.5,Manhattan
70,209,1.5,Manhattan
70,219,1.5,Manhattan
70,55,1.5,Queens
70,75,1.5,Brooklyn
70,10000,1.5,Manhattan
52.1,115,1.5,Manhattan
70,50,1.5,Brooklyn
70,150,1.5,Brooklyn
12.8,335,1.5,Manhattan
70,125,1.5,Manhattan
70,115,1.5,Brooklyn
31.6,225,1.5,Brooklyn
70,72,1.5,Queens
32,70,1.5,Manhattan
6.4,100,1.5,Manhattan
7.3,90,1.5,Brooklyn
70,45,1.5,Manhattan
41.8,50,1.5,Brooklyn
62.9,35,1.5,Brooklyn
70,80,1.5,Manhattan
35,359,1.5,Manhattan
25.2,259,1.5,Manhattan
42.7,35,1.5,Manhattan
70,220,1.5,Brooklyn
70,35,1.5,Manhattan
48.2,65,1.5,Manhattan
70,65,1.5,Manhattan
38.4,200,1.5,Manhattan
70,195,1.5,Brooklyn
12.8,130,1.5,Brooklyn
70,121,1.5,Brooklyn
42.7,99,1.5,Manhattan
70,53,1.5,Manhattan
45.7,75,1.5,Manhattan
8.1,155,1.5,Brooklyn
51.2,158,1.5,Manhattan
70,70,1.5,Queens
70,129,1.5,Brooklyn
11.5,158,1.5,Manhattan
70,168,1.5,Manhattan
34.6,168,1.5,Manhattan
70,178,1.5,Manhattan
70,168,1.5,Manhattan
23.9,178,1.5,Manhattan
70,188,1.5,Manhattan
70,198,1.5,Manhattan
70,188,1.5,Manhattan
70,188,1.5,Manhattan
70,188,1.5,Manhattan
70,198,1.5,Manhattan
70,248,1.5,Manhattan
70,274,1.5,Manhattan
70,150,1.5,Queens
70,85,1.5,Manhattan
61.4,43,1.5,Brooklyn
48.2,51,1.5,Manhattan
70,195,1.5,Manhattan
70,195,1.5,Manhattan
35.8,150,1.5,Brooklyn
12.8,130,1.5,Manhattan
58,230,1.5,Manhattan
70,300,1.5,Queens
45.7,144,1.5,Brooklyn
70,125,1.5,Brooklyn
70,200,1.5,Manhattan
9.8,80,1.5,Bronx
70,200,1.5,Manhattan
55.9,155,1.5,Brooklyn
70,65,1.5,Brooklyn
8.1,55,1.5,Brooklyn
30.7,100,1.5,Manhattan
23.9,79,1.5,Manhattan
49.1,50,1.5,Queens
70,170,1.5,Manhattan
37.1,170,1.5,Manhattan
70,80,1.5,Brooklyn
43.1,90,1.5,Brooklyn
70,120,1.5,Brooklyn
70,60,1.5,Brooklyn
70,92,1.5,Manhattan
9.4,44,1.5,Brooklyn
58.9,260,1.5,Manhattan
70,173,1.5,Manhattan
14.9,175,1.5,Brooklyn
70,219,1.5,Manhattan
12.8,32,1.5,Brooklyn
61.9,219,1.5,Manhattan
16.8,15,1.5,Brooklyn
12.4,40,1.5,Brooklyn
32,76,1.5,Queens
20.1,80,1.5,Brooklyn
26,76,1.5,Queens
32,399,1.5,Manhattan
70,189,1.5,Brooklyn
70,145,1.5,Brooklyn
23.5,166,1.5,Brooklyn
70,59,1.5,Queens
70,79,1.5,Queens
70,60,1.5,Brooklyn
70,46,1.5,Queens
70,139,1.5,Manhattan
70,46,1.5,Queens
13.7,350,1.5,Brooklyn
70,129,1.5,Manhattan
70,55,1.5,Bronx
60.6,50,1.5,Brooklyn
70,79,1.5,Queens
70,69,1.5,Queens
32,52,1.5,Queens
70,200,1.5,Brooklyn
70,90,1.5,Brooklyn
41.8,180,1.5,Brooklyn
70,75,1.5,Brooklyn
70,40,1.5,Brooklyn
70,42,1.5,Brooklyn
51.8,15,1.5,Brooklyn
70,399,1.5,Manhattan
70,80,1.5,Staten Island
37.1,49,1.5,Brooklyn
13.2,33,1.5,Brooklyn
70,80,1.5,Brooklyn
70,200,1.5,Manhattan
24.7,40,1.5,Brooklyn
51.7,119,1.5,Manhattan
6,999,1.5,Manhattan
14.9,120,1.5,Brooklyn
70,160,1.5,Manhattan
21.3,200,1.5,Manhattan
12.8,50,1.5,Brooklyn
50.8,125,1.5,Brooklyn
17.5,65,1.5,Brooklyn
32,92,1.5,Manhattan
70,98,1.5,Queens
30.7,189,1.5,Queens
63.6,80,1.5,Bronx
70,80,1.5,Queens
70,160,1.5,Manhattan
70,95,1.5,Queens
70,155,1.5,Brooklyn
31.6,200,1.5,Manhattan
38.4,89,1.5,Brooklyn
42.2,58,1.5,Brooklyn
70,64,1.5,Queens
52.9,58,1.5,Brooklyn
70,90,1.5,Brooklyn
70,39,1.5,Brooklyn
70,190,1.5,Manhattan
56.7,58,1.5,Brooklyn
46.5,60,1.5,Manhattan
32,40,1.5,Brooklyn
32.4,47,1.5,Queens
70,200,1.5,Manhattan
60.6,80,1.5,Brooklyn
70,90,1.5,Brooklyn
70,81,1.5,Manhattan
43.9,68,1.5,Queens
70,150,1.5,Brooklyn
70,90,1.5,Brooklyn
70,95,1.5,Manhattan
70,42,1.5,Queens
70,80,1.5,Bronx
48.6,250,1.5,Manhattan
6.4,90,1.5,Manhattan
12.8,75,1.5,Manhattan
48.2,60,1.5,Queens
24.7,120,1.5,Manhattan
54.2,90,1.5,Brooklyn
58.9,129,1.5,Queens
61.9,120,1.5,Manhattan
18.3,70,1.5,Brooklyn
19.6,125,1.5,Manhattan
70,50,1.5,Manhattan
38.4,114,1.5,Manhattan
70,78,1.5,Brooklyn
70,129,1.5,Manhattan
70,55,1.5,Queens
70,199,1.5,Brooklyn
70,135,1.5,Queens
70,150,1.5,Brooklyn
70,100,1.5,Manhattan
6.4,399,1.5,Brooklyn
31.1,85,1.5,Manhattan
65.3,136,1.5,Brooklyn
70,200,1.5,Manhattan
70,145,1.5,Manhattan
7.3,200,1.5,Brooklyn
64.4,260,1.5,Manhattan
70,185,1.5,Manhattan
70,45,1.5,Brooklyn
70,165,1.5,Manhattan
70,181,1.5,Queens
70,350,1.5,Brooklyn
43.5,100,1.5,Brooklyn
29.4,30,1.5,Bronx
70,48,1.5,Bronx
24.3,25,1.5,Brooklyn
70,150,1.5,Brooklyn
16.6,65,1.5,Brooklyn
70,58,1.5,Brooklyn
70,70,1.5,Queens
70,52,1.5,Brooklyn
70,212,1.5,Manhattan
70,130,1.5,Brooklyn
70,189,1.5,Manhattan
70,100,1.5,Queens
70,47,1.5,Brooklyn
55.3,300,1.5,Manhattan
70,70,1.5,Brooklyn
70,250,1.5,Bronx
70,32,1.5,Manhattan
70,53,1.5,Brooklyn
70,175,1.5,Queens
70,119,1.5,Brooklyn
70,795,1.5,Brooklyn
8.5,300,1.5,Manhattan
39.3,194,1.5,Manhattan
29.4,50,1.5,Queens
70,34,1.5,Manhattan
70,150,1.5,Queens
70,188,1.5,Manhattan
70,55,1.5,Queens
70,247,1.5,Manhattan
70,136,1.5,Manhattan
38.4,517,1.5,Brooklyn
70,161,1.5,Manhattan
70,75,1.5,Manhattan
32.9,91,1.5,Queens
70,146,1.5,Manhattan
70,140,1.5,Manhattan
24.3,75,1.5,Brooklyn
7.3,160,1.5,Brooklyn
30.3,80,1.5,Brooklyn
70,70,1.5,Brooklyn
28.2,72,1.5,Brooklyn
6,65,1.5,Queens
70,80,1.5,Brooklyn
70,90,1.5,Manhattan
70,100,1.5,Manhattan
70,125,1.5,Queens
70,70,1.5,Queens
70,189,1.5,Manhattan
70,680,1.5,Manhattan
24.7,125,1.5,Brooklyn
70,169,1.5,Manhattan
67.4,100,1.5,Bronx
26,95,1.5,Queens
70,250,1.5,Manhattan
70,178,1.5,Brooklyn
70,115,1.5,Manhattan
70,175,1.5,Brooklyn
70,250,1.5,Brooklyn
68.7,220,1.5,Manhattan
70,175,1.5,Manhattan
70,243,1.5,Manhattan
70,155,1.5,Queens
70,225,1.5,Manhattan
9,65,1.5,Manhattan
30.7,80,1.5,Queens
33.7,225,1.5,Manhattan
6.8,55,1.5,Brooklyn
70,60,1.5,Brooklyn
52.1,55,1.5,Brooklyn
70,60,1.5,Brooklyn
70,120,1.5,Manhattan
70,298,1.5,Manhattan
17.9,105,1.5,Brooklyn
70,80,1.5,Queens
70,499,1.5,Manhattan
50.8,200,1.5,Brooklyn
70,97,1.5,Manhattan
70,75,1.5,Brooklyn
70,95,1.5,Brooklyn
70,25,1.5,Brooklyn
70,199,1.5,Manhattan
21.8,59,1.5,Brooklyn
70,250,1.5,Manhattan
70,110,1.5,Manhattan
70,43,1.5,Manhattan
70,190,1.5,Brooklyn
64.4,100,1.5,Queens
70,115,1.5,Brooklyn
23.5,120,1.5,Brooklyn
28.2,180,1.5,Brooklyn
32,284,1.5,Manhattan
70,140,1.5,Brooklyn
70,113,1.5,Brooklyn
70,57,1.5,Bronx
70,243,1.5,Manhattan
56.3,175,1.5,Brooklyn
70,125,1.5,Brooklyn
41.4,100,1.5,Brooklyn
70,300,1.5,Manhattan
46.4,56,1.5,Manhattan
70,65,1.5,Queens
70,49,1.5,Manhattan
7.7,35,1.5,Manhattan
70,325,1.5,Queens
70,300,1.5,Manhattan
70,280,1.5,Manhattan
70,330,1.5,Manhattan
46.5,160,1.5,Bronx
70,283,1.5,Manhattan
10.2,150,1.5,Brooklyn
69.1,80,1.5,Queens
70,450,1.5,Manhattan
70,350,1.5,Manhattan
70,239,1.5,Manhattan
70,100,1.5,Queens
70,265,1.5,Queens
56.3,72,1.5,Queens
40.5,110,1.5,Queens
12.4,65,1.5,Bronx
70,199,1.5,Manhattan
70,100,1.5,Manhattan
7.3,350,1.5,Manhattan
70,110,1.5,Queens
41,150,1.5,Queens
63.1,230,1.5,Brooklyn
54.6,375,1.5,Manhattan
70,80,1.5,Queens
70,140,1.5,Manhattan
70,46,1.5,Brooklyn
70,75,1.5,Brooklyn
70,300,1.5,Manhattan
70,289,1.5,Brooklyn
70,1000,1.5,Bronx
37.5,31,1.5,Queens
70,47,1.5,Queens
45.7,80,1.5,Brooklyn
33.3,96,1.5,Brooklyn
19.2,70,1.5,Queens
70,65,1.5,Brooklyn
32,63,1.5,Brooklyn
6.4,125,1.5,Brooklyn
70,65,1.5,Brooklyn
9.4,300,1.5,Brooklyn
70,60,1.5,Queens
7.7,445,1.5,Manhattan
70,225,1.5,Manhattan
70,53,1.5,Manhattan
70,208,1.5,Manhattan
31.1,65,1.5,Queens
70,201,1.5,Manhattan
70,208,1.5,Manhattan
8.5,78,1.5,Brooklyn
70,208,1.5,Manhattan
70,172,1.5,Manhattan
70,235,1.5,Manhattan
70,279,1.5,Manhattan
70,199,1.5,Manhattan
70,50,1.5,Queens
26.5,75,1.5,Manhattan
57.2,450,1.5,Brooklyn
70,65,1.5,Brooklyn
70,50,1.5,Manhattan
46.9,158,1.5,Manhattan
70,275,1.5,Manhattan
70,100,1.5,Brooklyn
70,105,1.5,Brooklyn
70,54,1.5,Queens
70,89,1.5,Queens
14,110,1.5,Brooklyn
70,250,1.5,Manhattan
70,288,1.5,Manhattan
70,54,1.5,Queens
70,312,1.5,Manhattan
70,50,1.5,Queens
70,298,1.5,Manhattan
70,283,1.5,Manhattan
70,54,1.5,Queens
42.2,72,1.5,Manhattan
70,249,1.5,Queens
70,69,1.5,Queens
57.2,31,1.5,Queens
70,50,1.5,Bronx
70,63,1.5,Brooklyn
70,30,1.5,Queens
53.8,30,1.5,Queens
70,53,1.5,Queens
40.1,50,1.5,Brooklyn
70,51,1.5,Queens
70,65,1.5,Brooklyn
70,175,1.5,Brooklyn
70,170,1.5,Brooklyn
6.8,157,1.5,Brooklyn
39.7,181,1.5,Manhattan
32.4,100,1.5,Queens
6.4,85,1.5,Queens
20.5,60,1.5,Brooklyn
70,120,1.5,Brooklyn
70,150,1.5,Manhattan
70,150,1.5,Manhattan
70,192,1.5,Manhattan
67.7,99,1.5,Manhattan
70,74,1.5,Brooklyn
70,49,1.5,Manhattan
70,54,1.5,Queens
70,54,1.5,Queens
70,54,1.5,Queens
20.1,87,1.5,Brooklyn
70,125,1.5,Brooklyn
53.3,145,1.5,Brooklyn
26.9,140,1.5,Bronx
20.9,50,1.5,Brooklyn
70,60,1.5,Brooklyn
70,35,1.5,Queens
9.8,95,1.5,Manhattan
16.6,185,1.5,Brooklyn
70,375,1.5,Brooklyn
70,150,1.5,Manhattan
7.3,200,1.5,Brooklyn
68.3,170,1.5,Manhattan
20.9,60,1.5,Manhattan
70,69,1.5,Brooklyn
70,33,1.5,Queens
70,122,1.5,Brooklyn
19.2,45,1.5,Brooklyn
14.9,325,1.5,Brooklyn
70,55,1.5,Queens
70,250,1.5,Queens
70,200,1.5,Queens
46.5,50,1.5,Brooklyn
8.4,240,1.5,Brooklyn
40.1,130,1.5,Manhattan
70,50,1.5,Brooklyn
13.2,48,1.5,Brooklyn
70,38,1.5,Brooklyn
70,64,1.5,Brooklyn
70,60,1.5,Brooklyn
70,50,1.5,Brooklyn
70,99,1.5,Brooklyn
27.7,145,1.5,Manhattan
70,120,1.5,Brooklyn
70,310,1.5,Bronx
70,75,1.5,Queens
39.3,195,1.5,Manhattan
70,59,1.5,Queens
70,150,1.5,Brooklyn
70,59,1.5,Queens
70,65,1.5,Queens
70,99,1.5,Queens
70,60,1.5,Queens
70,55,1.5,Queens
53.3,59,1.5,Queens
32.9,144,1.5,Brooklyn
70,245,1.5,Manhattan
70,300,1.5,Manhattan
11.1,125,1.5,Queens
16.2,88,1.5,Manhattan
46.5,100,1.5,Queens
26.9,200,1.5,Brooklyn
14.9,120,1.5,Queens
17.1,406,1.5,Manhattan
70,150,1.5,Queens
70,900,1.5,Manhattan
15.4,55,1.5,Brooklyn
25.2,39,1.5,Brooklyn
70,200,1.5,Brooklyn
6.8,70,1.5,Brooklyn
70,240,1.5,Brooklyn
70,65,1.5,Brooklyn
70,75,1.5,Manhattan
70,120,1.5,Manhattan
70,70,1.5,Bronx
35,56,1.5,Brooklyn
50.3,32,1.5,Brooklyn
51.6,42,1.5,Brooklyn
58.9,200,1.5,Brooklyn
70,80,1.5,Brooklyn
70,160,1.5,Brooklyn
70,350,1.5,Manhattan
70,150,1.5,Brooklyn
70,42,1.5,Queens
70,199,1.5,Brooklyn
61,200,1.5,Brooklyn
70,200,1.5,Manhattan
70,249,1.5,Brooklyn
70,205,1.5,Brooklyn
70,324,1.5,Manhattan
70,312,1.5,Manhattan
7.7,85,1.5,Brooklyn
70,90,1.5,Manhattan
61.9,115,1.5,Brooklyn
12.8,150,1.5,Manhattan
28.6,147,1.5,Brooklyn
47.4,85,1.5,Brooklyn
70,159,1.5,Manhattan
33.7,110,1.5,Manhattan
26.5,215,1.5,Brooklyn
21.3,80,1.5,Brooklyn
70,75,1.5,Bronx
70,80,1.5,Brooklyn
70,189,1.5,Manhattan
70,79,1.5,Brooklyn
25.2,262,1.5,Manhattan
15.8,185,1.5,Manhattan
20.1,299,1.5,Manhattan
70,64,1.5,Queens
70,70,1.5,Queens
57.2,120,1.5,Manhattan
54.6,90,1.5,Queens
70,238,1.5,Manhattan
70,34,1.5,Queens
18.8,240,1.5,Manhattan
70,34,1.5,Queens
70,34,1.5,Queens
70,39,1.5,Queens
70,141,1.5,Queens
70,500,1.5,Brooklyn
27.7,625,1.5,Manhattan
70,150,1.5,Queens
70,199,1.5,Queens
70,50,1.5,Brooklyn
70,45,1.5,Queens
70,90,1.5,Queens
13.7,110,1.5,Queens
31.6,120,1.5,Manhattan
70,43,1.5,Brooklyn
9.8,116,1.5,Bronx
70,45,1.5,Queens
70,60,1.5,Brooklyn
70,299,1.5,Manhattan
32,197,1.5,Manhattan
70,195,1.5,Manhattan
70,85,1.5,Brooklyn
70,45,1.5,Queens
12.8,55,1.5,Manhattan
70,385,1.5,Manhattan
32,190,1.5,Manhattan
70,129,1.5,Brooklyn
70,70,1.5,Brooklyn
19.6,60,1.5,Brooklyn
21.3,181,1.5,Manhattan
70,90,1.5,Brooklyn
55.5,550,1.5,Brooklyn
70,45,1.5,Queens
70,34,1.5,Brooklyn
70,80,1.5,Brooklyn
70,349,1.5,Manhattan
70,145,1.5,Brooklyn
13.2,44,1.5,Brooklyn
70,179,1.5,Brooklyn
70,258,1.5,Manhattan
70,37,1.5,Brooklyn
70,197,1.5,Manhattan
70,200,1.5,Manhattan
50.3,40,1.5,Brooklyn
70,100,1.5,Brooklyn
38.4,160,1.5,Manhattan
70,275,1.5,Manhattan
70,295,1.5,Manhattan
41.4,30,1.5,Queens
35.4,200,1.5,Manhattan
70,280,1.5,Manhattan
70,95,1.5,Brooklyn
70,29,1.5,Brooklyn
39.7,40,1.5,Queens
14.9,190,1.5,Manhattan
70,211,1.5,Manhattan
62.3,180,1.5,Manhattan
70,95,1.5,Manhattan
12.4,350,1.5,Bronx
17.9,250,1.5,Bronx
6.8,290,1.5,Manhattan
70,73,1.5,Queens
59.3,225,1.5,Brooklyn
9.4,275,1.5,Brooklyn
19.2,250,1.5,Brooklyn
70,250,1.5,Brooklyn
70,299,1.5,Manhattan
52.9,325,1.5,Brooklyn
70,899,1.5,Manhattan
38.8,285,1.5,Brooklyn
52.5,350,1.5,Manhattan
70,245,1.5,Brooklyn
32,245,1.5,Brooklyn
57.6,395,1.5,Manhattan
17.9,530,1.5,Brooklyn
20.5,785,1.5,Brooklyn
70,299,1.5,Manhattan
24.7,375,1.5,Brooklyn
70,180,1.5,Brooklyn
9,155,1.5,Brooklyn
70,325,1.5,Brooklyn
70,60,1.5,Brooklyn
24.7,90,1.5,Manhattan
70,340,1.5,Manhattan
33.3,219,1.5,Queens
70,209,1.5,Brooklyn
55,150,1.5,Manhattan
22.2,200,1.5,Brooklyn
70,135,1.5,Brooklyn
70,175,1.5,Manhattan
70,160,1.5,Manhattan
40.5,45,1.5,Queens
6.4,480,1.5,Manhattan
70,100,1.5,Manhattan
70,190,1.5,Manhattan
70,150,1.5,Manhattan
70,109,1.5,Manhattan
70,140,1.5,Brooklyn
70,115,1.5,Brooklyn
20.9,45,1.5,Brooklyn
38.4,200,1.5,Brooklyn
49.1,145,1.5,Manhattan
70,40,1.5,Queens
70,50,1.5,Staten Island
25.6,299,1.5,Manhattan
25.2,220,1.5,Brooklyn
70,250,1.5,Brooklyn
20.1,55,1.5,Manhattan
27.3,256,1.5,Manhattan
70,125,1.5,Brooklyn
60.2,225,1.5,Brooklyn
55.9,90,1.5,Queens
70,199,1.5,Manhattan
52,145,1.5,Manhattan
70,275,1.5,Manhattan
70,95,1.5,Brooklyn
70,175,1.5,Brooklyn
29.4,55,1.5,Brooklyn
29,100,1.5,Manhattan
58.9,95,1.5,Brooklyn
35.8,197,1.5,Manhattan
70,189,1.5,Manhattan
7.7,220,1.5,Brooklyn
13.2,150,1.5,Manhattan
70,92,1.5,Queens
70,31,1.5,Queens
70,31,1.5,Queens
20.1,500,1.5,Manhattan
70,250,1.5,Brooklyn
70,100,1.5,Staten Island
70,250,1.5,Manhattan
70,375,1.5,Manhattan
58.9,150,1.5,Queens
70,145,1.5,Manhattan
70,175,1.5,Brooklyn
70,400,1.5,Manhattan
25.2,350,1.5,Manhattan
70,72,1.5,Brooklyn
70,91,1.5,Manhattan
42.7,10000,1.5,Manhattan
70,63,1.5,Brooklyn
70,10000,1.5,Manhattan
70,10000,1.5,Manhattan
70,10000,1.5,Manhattan
70,10000,1.5,Manhattan
70,258,1.5,Manhattan
70,190,1.5,Manhattan
70,75,1.5,Brooklyn
70,63,1.5,Brooklyn
15.8,500,1.5,Manhattan
46.9,56,1.5,Manhattan
70,3650,1.5,Manhattan
44,29,1.5,Brooklyn
70,295,1.5,Manhattan
35.8,160,1.5,Manhattan
70,89,1.5,Queens
70,175,1.5,Manhattan
70,312,1.5,Manhattan
70,135,1.5,Manhattan
42.7,165,1.5,Manhattan
70,170,1.5,Manhattan
23.9,175,1.5,Manhattan
70,209,1.5,Manhattan
70,219,1.5,Manhattan
70,209,1.5,Manhattan
70,259,1.5,Manhattan
70,250,1.5,Brooklyn
70,92,1.5,Brooklyn
53.8,50,1.5,Queens
70,175,1.5,Manhattan
19.6,179,1.5,Manhattan
70,125,1.5,Manhattan
21.9,75,1.5,Brooklyn
26.5,58,1.5,Manhattan
46,140,1.5,Manhattan
70,75,1.5,Brooklyn
7.7,50,1.5,Queens
31.6,199,1.5,Queens
70,105,1.5,Manhattan
25.2,55,1.5,Queens
70,187,1.5,Manhattan
44.8,100,1.5,Brooklyn
70,72,1.5,Brooklyn
20.5,255,1.5,Manhattan
70,113,1.5,Manhattan
17.1,260,1.5,Brooklyn
48.6,90,1.5,Queens
8.5,246,1.5,Queens
64.9,300,1.5,Manhattan
70,499,1.5,Manhattan
22.2,395,1.5,Manhattan
58.9,220,1.5,Manhattan
13.2,50,1.5,Queens
70,300,1.5,Manhattan
70,60,1.5,Brooklyn
15.4,80,1.5,Brooklyn
40.5,311,1.5,Manhattan
70,120,1.5,Staten Island
29,250,1.5,Manhattan
70,279,1.5,Brooklyn
70,229,1.5,Manhattan
70,45,1.5,Brooklyn
70,99,1.5,Queens
