Occupancy_rate,Daily_price,Size,Area
3.4,65,1.5,Queens
5.5,75,1.5,Manhattan
63.1,150,1.5,Manhattan
26,85,1.5,Manhattan
14.5,350,1.5,Manhattan
17,89,1.5,Brooklyn
70,1000,1.5,Manhattan
70,125,1.5,Brooklyn
8.9,80,1.5,Brooklyn
70,72,1.5,Queens
6.4,125,1.5,Brooklyn
70,34,1.5,Queens
1.7,288,1.5,Brooklyn
53.3,167,1.5,Brooklyn
70,125,1.5,Manhattan
53.8,100,1.5,Brooklyn
70,290,1.5,Manhattan
20,229,1.5,Manhattan
70,60,1.5,Brooklyn
70,295,1.5,Brooklyn
70,70,1.5,Brooklyn
70,174,1.5,Brooklyn
70,350,1.5,Manhattan
48,250,1.5,Manhattan
64,105,1.5,Manhattan
66.6,40,1.5,Queens
32.9,55,1.5,Brooklyn
32.4,55,1.5,Manhattan
20,90,1.5,Manhattan
4.1,180,1.5,Brooklyn
70,60,1.5,Brooklyn
26.9,69,1.5,Manhattan
29.4,150,1.5,Manhattan
70,200,1.5,Brooklyn
17.5,125,1.5,Manhattan
31.6,550,1.5,Bronx
70,80,1.5,Manhattan
7.7,300,1.5,Brooklyn
30.7,80,1.5,Manhattan
70,75,1.5,Manhattan
0.9,500,1.5,Manhattan
14.9,135,1.5,Manhattan
70,250,1.5,Manhattan
70,80,1.5,Manhattan
15.8,85,1.5,Brooklyn
70,79,1.5,Brooklyn
70,60,1.5,Brooklyn
56,155,1.5,Manhattan
10.2,65,1.5,Brooklyn
70,90,1.5,Brooklyn
70,96,1.5,Brooklyn
70,90,1.5,Brooklyn
29.9,40,1.5,Brooklyn
70,85,1.5,Manhattan
70,60,1.5,Brooklyn
55.5,165,1.5,Manhattan
70,83,1.5,Brooklyn
70,70,1.5,Brooklyn
62.3,139,1.5,Manhattan
16.8,65,1.5,Brooklyn
70,50,1.5,Brooklyn
25.6,250,1.5,Manhattan
34.7,190,1.5,Manhattan
5.1,150,1.5,Manhattan
70,50,1.5,Brooklyn
56,90,1.5,Queens
70,125,1.5,Manhattan
70,150,1.5,Manhattan
2.1,415,1.5,Brooklyn
60,165,1.5,Manhattan
70,45,1.5,Brooklyn
70,250,1.5,Manhattan
0.9,100,1.5,Manhattan
54,99,1.5,Manhattan
12.4,80,1.5,Queens
3,140,1.5,Brooklyn
26,115,1.5,Manhattan
3,99,1.5,Queens
9.8,135,1.5,Brooklyn
20.9,100,1.5,Brooklyn
11.5,160,1.5,Brooklyn
0.9,45,1.5,Brooklyn
12.4,150,1.5,Manhattan
70,180,1.5,Manhattan
2.3,90,1.5,Brooklyn
70,60,1.5,Brooklyn
32,120,1.5,Queens
45.7,80,1.5,Brooklyn
7.7,275,1.5,Manhattan
68.1,110,1.5,Queens
2.1,245,1.5,Manhattan
43.9,115,1.5,Brooklyn
70,54,1.5,Queens
2.6,195,1.5,Brooklyn
37.1,995,1.5,Brooklyn
8,120,1.5,Manhattan
61.9,135,1.5,Manhattan
70,61,1.5,Manhattan
70,115,1.5,Manhattan
70,99,1.5,Brooklyn
70,63,1.5,Brooklyn
20.1,185,1.5,Manhattan
70,1763,1.5,Brooklyn
2.1,55,1.5,Brooklyn
13.2,150,1.5,Brooklyn
8.4,80,1.5,Brooklyn
70,40,1.5,Brooklyn
7.7,79,1.5,Manhattan
3.4,140,1.5,Manhattan
10.7,198,1.5,Manhattan
70,65,1.5,Brooklyn
70,117,1.5,Manhattan
70,800,1.5,Manhattan
9,510,1.5,Manhattan
4.3,125,1.5,Brooklyn
70,170,1.5,Manhattan
43.1,65,1.5,Manhattan
18.8,197,1.5,Brooklyn
23.5,135,1.5,Manhattan
6,350,1.5,Brooklyn
70,45,1.5,Manhattan
21.3,179,1.5,Manhattan
16.2,65,1.5,Brooklyn
20,135,1.5,Queens
70,40,1.5,Brooklyn
70,70,1.5,Brooklyn
70,199,1.5,Manhattan
10.7,219,1.5,Manhattan
70,200,1.5,Brooklyn
2.1,150,1.5,Brooklyn
0.9,60,1.5,Brooklyn
32.3,73,1.5,Brooklyn
70,30,1.5,Brooklyn
44.8,100,1.5,Brooklyn
2.1,180,1.5,Manhattan
14.9,105,1.5,Queens
70,110,1.5,Manhattan
4.7,38,1.5,Queens
0.9,70,1.5,Brooklyn
28.6,75,1.5,Brooklyn
70,63,1.5,Manhattan
70,58,1.5,Manhattan
70,70,1.5,Manhattan
62.7,145,1.5,Manhattan
3,45,1.5,Brooklyn
15.8,85,1.5,Manhattan
70,60,1.5,Brooklyn
20,158,1.5,Manhattan
2.6,109,1.5,Brooklyn
17.7,45,1.5,Brooklyn
52,99,1.5,Manhattan
0.9,85,1.5,Brooklyn
13.2,75,1.5,Manhattan
1.7,95,1.5,Brooklyn
35.4,150,1.5,Brooklyn
66.1,96,1.5,Brooklyn
0.9,230,1.5,Manhattan
46.1,190,1.5,Manhattan
9,150,1.5,Manhattan
1.3,225,1.5,Manhattan
70,116,1.5,Brooklyn
0.9,115,1.5,Manhattan
11.9,174,1.5,Brooklyn
9,149,1.5,Manhattan
6.8,150,1.5,Manhattan
3,100,1.5,Brooklyn
15.8,150,1.5,Staten Island
50.8,89,1.5,Manhattan
70,308,1.5,Brooklyn
70,40,1.5,Brooklyn
30,150,1.5,Manhattan
70,55,1.5,Queens
2.1,139,1.5,Manhattan
21.8,90,1.5,Queens
70,150,1.5,Manhattan
70,95,1.5,Brooklyn
56.3,135,1.5,Brooklyn
70,100,1.5,Brooklyn
37.1,97,1.5,Brooklyn
70,180,1.5,Brooklyn
60.7,75,1.5,Manhattan
7.7,320,1.5,Brooklyn
70,45,1.5,Brooklyn
10,144,1.5,Brooklyn
70,40,1.5,Brooklyn
70,115,1.5,Brooklyn
70,75,1.5,Manhattan
1.3,48,1.5,Queens
70,1450,1.5,Manhattan
10,300,1.5,Manhattan
9,140,1.5,Manhattan
0.9,60,1.5,Manhattan
70,135,1.5,Manhattan
0.9,149,1.5,Manhattan
70,120,1.5,Brooklyn
19.6,150,1.5,Manhattan
70,110,1.5,Brooklyn
70,95,1.5,Manhattan
67.8,139,1.5,Brooklyn
70,115,1.5,Manhattan
27.1,45,1.5,Brooklyn
10.7,120,1.5,Brooklyn
0.9,50,1.5,Brooklyn
2.6,100,1.5,Brooklyn
10.2,75,1.5,Brooklyn
28,129,1.5,Brooklyn
51.2,196,1.5,Manhattan
70,400,1.5,Manhattan
3.2,90,1.5,Manhattan
18.3,65,1.5,Manhattan
70,60,1.5,Queens
3.4,55,1.5,Brooklyn
20.5,175,1.5,Manhattan
2.6,273,1.5,Manhattan
41.4,50,1.5,Brooklyn
39.3,65,1.5,Manhattan
70,85,1.5,Queens
10.7,38,1.5,Bronx
11.1,59,1.5,Manhattan
11.1,40,1.5,Queens
0.9,70,1.5,Brooklyn
36.7,190,1.5,Manhattan
70,150,1.5,Brooklyn
1.7,109,1.5,Manhattan
12,37,1.5,Manhattan
70,124,1.5,Manhattan
9,190,1.5,Brooklyn
70,160,1.5,Brooklyn
70,145,1.5,Brooklyn
1.7,49,1.5,Brooklyn
44,159,1.5,Brooklyn
70,75,1.5,Brooklyn
70,175,1.5,Manhattan
6.8,65,1.5,Manhattan
18.8,50,1.5,Queens
70,52,1.5,Brooklyn
8.1,176,1.5,Manhattan
0.9,90,1.5,Brooklyn
5.5,175,1.5,Brooklyn
1.7,125,1.5,Manhattan
70,228,1.5,Brooklyn
34,87,1.5,Manhattan
70,65,1.5,Brooklyn
70,495,1.5,Brooklyn
70,120,1.5,Brooklyn
19.2,110,1.5,Manhattan
16.2,139,1.5,Manhattan
70,189,1.5,Brooklyn
42.7,131,1.5,Brooklyn
70,58,1.5,Brooklyn
9,59,1.5,Brooklyn
70,225,1.5,Manhattan
70,51,1.5,Brooklyn
0.9,199,1.5,Manhattan
70,100,1.5,Manhattan
46.9,54,1.5,Manhattan
56.3,49,1.5,Brooklyn
1.3,45,1.5,Brooklyn
70,50,1.5,Queens
70,600,1.5,Brooklyn
70,200,1.5,Manhattan
9.4,38,1.5,Queens
52.5,300,1.5,Brooklyn
13.7,115,1.5,Brooklyn
70,50,1.5,Brooklyn
7,55,1.5,Brooklyn
34,27,1.5,Brooklyn
2.7,90,1.5,Manhattan
56,99,1.5,Manhattan
3.4,80,1.5,Brooklyn
70,250,1.5,Manhattan
70,95,1.5,Brooklyn
70,57,1.5,Bronx
31.6,95,1.5,Brooklyn
70,170,1.5,Manhattan
0.9,50,1.5,Brooklyn
0.9,49,1.5,Manhattan
2.1,60,1.5,Brooklyn
70,250,1.5,Manhattan
17.1,200,1.5,Brooklyn
7.3,110,1.5,Manhattan
48,250,1.5,Manhattan
70,69,1.5,Brooklyn
70,70,1.5,Brooklyn
0.9,125,1.5,Brooklyn
51.6,195,1.5,Brooklyn
70,75,1.5,Brooklyn
54.6,36,1.5,Queens
70,99,1.5,Brooklyn
3,100,1.5,Brooklyn
22.4,130,1.5,Brooklyn
20.1,85,1.5,Brooklyn
11.5,169,1.5,Manhattan
3.4,149,1.5,Manhattan
70,89,1.5,Manhattan
4,44,1.5,Brooklyn
59.7,125,1.5,Brooklyn
2.1,42,1.5,Queens
70,28,1.5,Manhattan
70,155,1.5,Brooklyn
17.3,289,1.5,Queens
2.3,250,1.5,Manhattan
70,70,1.5,Manhattan
3,80,1.5,Brooklyn
70,150,1.5,Manhattan
70,65,1.5,Queens
70,190,1.5,Manhattan
1.3,167,1.5,Brooklyn
38,130,1.5,Manhattan
51.2,115,1.5,Brooklyn
70,180,1.5,Manhattan
11.7,195,1.5,Manhattan
0.9,90,1.5,Brooklyn
70,99,1.5,Manhattan
14,499,1.5,Manhattan
70,180,1.5,Brooklyn
2.6,300,1.5,Brooklyn
70,100,1.5,Manhattan
70,500,1.5,Manhattan
40.1,49,1.5,Queens
67.8,47,1.5,Brooklyn
12.4,120,1.5,Brooklyn
34,185,1.5,Manhattan
58.8,115,1.5,Brooklyn
2.1,110,1.5,Brooklyn
22.6,122,1.5,Brooklyn
1.3,150,1.5,Brooklyn
28,129,1.5,Brooklyn
54.6,65,1.5,Queens
64,115,1.5,Manhattan
61,60,1.5,Queens
0.9,150,1.5,Brooklyn
52.1,259,1.5,Queens
3.4,150,1.5,Manhattan
70,295,1.5,Brooklyn
16.2,100,1.5,Manhattan
1.7,140,1.5,Manhattan
70,134,1.5,Queens
25.6,675,1.5,Manhattan
70,100,1.5,Brooklyn
70,175,1.5,Manhattan
70,60,1.5,Brooklyn
5.5,58,1.5,Brooklyn
70,142,1.5,Brooklyn
70,120,1.5,Brooklyn
70,137,1.5,Manhattan
70,107,1.5,Brooklyn
70,185,1.5,Manhattan
0.9,75,1.5,Brooklyn
0.9,50,1.5,Brooklyn
14,215,1.5,Brooklyn
4.7,700,1.5,Brooklyn
54,200,1.5,Manhattan
46,160,1.5,Manhattan
22.4,200,1.5,Brooklyn
45.7,170,1.5,Brooklyn
41.4,45,1.5,Brooklyn
9.8,151,1.5,Manhattan
14.9,98,1.5,Manhattan
70,75,1.5,Brooklyn
52,150,1.5,Manhattan
18.3,150,1.5,Bronx
5.1,170,1.5,Brooklyn
60.2,119,1.5,Brooklyn
5.5,85,1.5,Brooklyn
3.8,80,1.5,Manhattan
70,100,1.5,Manhattan
53.8,500,1.5,Brooklyn
70,85,1.5,Brooklyn
50.3,524,1.5,Manhattan
70,60,1.5,Manhattan
48.6,150,1.5,Manhattan
70,200,1.5,Manhattan
70,73,1.5,Queens
1.7,70,1.5,Brooklyn
70,75,1.5,Brooklyn
55.9,99,1.5,Manhattan
64,169,1.5,Manhattan
4.3,85,1.5,Queens
18,38,1.5,Brooklyn
10,48,1.5,Brooklyn
17.9,42,1.5,Bronx
9,339,1.5,Manhattan
6,145,1.5,Brooklyn
15.4,79,1.5,Manhattan
70,95,1.5,Brooklyn
3,73,1.5,Manhattan
0.9,100,1.5,Manhattan
0.9,50,1.5,Brooklyn
70,184,1.5,Brooklyn
69.1,135,1.5,Queens
44.4,160,1.5,Manhattan
63.1,99,1.5,Brooklyn
3.3,85,1.5,Brooklyn
70,69,1.5,Queens
0.9,199,1.5,Manhattan
2.1,195,1.5,Manhattan
70,80,1.5,Manhattan
4.7,200,1.5,Brooklyn
38,69,1.5,Brooklyn
9.4,145,1.5,Manhattan
2.1,80,1.5,Manhattan
6.8,300,1.5,Manhattan
5.5,180,1.5,Manhattan
57.2,62,1.5,Manhattan
50.3,750,1.5,Manhattan
70,31,1.5,Manhattan
25.6,250,1.5,Brooklyn
8.1,99,1.5,Manhattan
13.5,120,1.5,Brooklyn
70,150,1.5,Manhattan
70,100,1.5,Manhattan
9.3,150,1.5,Manhattan
29,109,1.5,Brooklyn
29,200,1.5,Manhattan
70,75,1.5,Brooklyn
70,45,1.5,Brooklyn
70,45,1.5,Brooklyn
66.6,59,1.5,Brooklyn
42,140,1.5,Manhattan
6,90,1.5,Brooklyn
70,125,1.5,Brooklyn
70,250,1.5,Manhattan
70,100,1.5,Brooklyn
70,190,1.5,Brooklyn
14.1,298,1.5,Brooklyn
70,99,1.5,Manhattan
9.8,250,1.5,Manhattan
3.8,245,1.5,Brooklyn
8.9,95,1.5,Manhattan
11.5,58,1.5,Brooklyn
70,59,1.5,Manhattan
5.5,115,1.5,Manhattan
5.5,200,1.5,Queens
3,115,1.5,Brooklyn
37.5,146,1.5,Manhattan
3,110,1.5,Brooklyn
70,60,1.5,Brooklyn
10.7,149,1.5,Manhattan
23,100,1.5,Manhattan
70,120,1.5,Brooklyn
68.3,99,1.5,Brooklyn
0.9,50,1.5,Queens
70,65,1.5,Brooklyn
70,125,1.5,Brooklyn
32,75,1.5,Manhattan
10.2,82,1.5,Brooklyn
0.9,149,1.5,Brooklyn
61.9,67,1.5,Queens
4.7,51,1.5,Brooklyn
1.3,325,1.5,Manhattan
9.4,45,1.5,Brooklyn
14,38,1.5,Queens
27.7,120,1.5,Manhattan
18,38,1.5,Queens
13.7,140,1.5,Brooklyn
37.5,60,1.5,Brooklyn
16.2,190,1.5,Brooklyn
70,100,1.5,Manhattan
70,70,1.5,Manhattan
0.9,45,1.5,Brooklyn
24,110,1.5,Manhattan
60.2,55,1.5,Manhattan
12.1,125,1.5,Brooklyn
70,80,1.5,Manhattan
5.1,105,1.5,Queens
29.9,200,1.5,Manhattan
70,100,1.5,Manhattan
7.3,75,1.5,Brooklyn
12.8,250,1.5,Brooklyn
70,400,1.5,Manhattan
70,160,1.5,Brooklyn
70,110,1.5,Manhattan
70,220,1.5,Brooklyn
70,135,1.5,Brooklyn
41,99,1.5,Brooklyn
11.1,89,1.5,Manhattan
70,895,1.5,Manhattan
70,110,1.5,Brooklyn
54.6,75,1.5,Manhattan
5.1,145,1.5,Brooklyn
32,2000,1.5,Manhattan
70,160,1.5,Brooklyn
42.7,550,1.5,Manhattan
34.6,240,1.5,Manhattan
70,49,1.5,Manhattan
2.6,180,1.5,Brooklyn
0.9,80,1.5,Brooklyn
6.4,55,1.5,Manhattan
70,135,1.5,Brooklyn
51.2,182,1.5,Manhattan
50.3,249,1.5,Manhattan
70,196,1.5,Manhattan
10,48,1.5,Brooklyn
70,81,1.5,Brooklyn
12.8,85,1.5,Manhattan
22,129,1.5,Brooklyn
20.1,100,1.5,Brooklyn
43.5,35,1.5,Brooklyn
8.1,90,1.5,Brooklyn
16.6,82,1.5,Manhattan
70,80,1.5,Queens
70,128,1.5,Brooklyn
62,159,1.5,Manhattan
6.1,101,1.5,Brooklyn
41,195,1.5,Manhattan
30,2000,1.5,Manhattan
46.5,160,1.5,Manhattan
20.7,100,1.5,Manhattan
44.8,195,1.5,Manhattan
0.9,475,1.5,Brooklyn
25.2,122,1.5,Manhattan
9.3,45,1.5,Brooklyn
7.7,235,1.5,Brooklyn
11.5,275,1.5,Manhattan
37.5,94,1.5,Brooklyn
16.6,78,1.5,Manhattan
70,84,1.5,Queens
70,165,1.5,Manhattan
2.6,150,1.5,Brooklyn
70,45,1.5,Brooklyn
70,90,1.5,Manhattan
61.9,175,1.5,Manhattan
70,188,1.5,Brooklyn
8.1,80,1.5,Queens
70,50,1.5,Brooklyn
0.9,100,1.5,Brooklyn
70,65,1.5,Brooklyn
12.4,50,1.5,Brooklyn
2.6,70,1.5,Manhattan
70,130,1.5,Brooklyn
7.5,60,1.5,Brooklyn
26.5,180,1.5,Brooklyn
30,150,1.5,Manhattan
22.2,315,1.5,Manhattan
6,150,1.5,Brooklyn
0.9,118,1.5,Brooklyn
14.4,195,1.5,Manhattan
70,75,1.5,Manhattan
51.3,135,1.5,Brooklyn
7.3,45,1.5,Manhattan
70,250,1.5,Manhattan
70,70,1.5,Brooklyn
6,75,1.5,Brooklyn
0.9,120,1.5,Manhattan
32,125,1.5,Brooklyn
14,93,1.5,Manhattan
70,50,1.5,Queens
70,100,1.5,Brooklyn
2,40,1.5,Brooklyn
2.6,225,1.5,Manhattan
38,185,1.5,Manhattan
70,475,1.5,Manhattan
15.4,225,1.5,Manhattan
49.9,155,1.5,Brooklyn
14,181,1.5,Brooklyn
14,149,1.5,Brooklyn
22,135,1.5,Manhattan
70,69,1.5,Queens
4.7,200,1.5,Manhattan
1.4,125,1.5,Brooklyn
70,181,1.5,Brooklyn
70,90,1.5,Brooklyn
6,70,1.5,Brooklyn
4.3,150,1.5,Manhattan
0.9,150,1.5,Manhattan
9.4,225,1.5,Manhattan
9,230,1.5,Manhattan
9,98,1.5,Brooklyn
12.4,100,1.5,Manhattan
6.8,200,1.5,Manhattan
1.3,150,1.5,Brooklyn
14.1,219,1.5,Manhattan
70,65,1.5,Brooklyn
64,129,1.5,Brooklyn
0.9,65,1.5,Brooklyn
20.5,70,1.5,Manhattan
7.3,200,1.5,Manhattan
61,218,1.5,Brooklyn
2.3,120,1.5,Manhattan
37.5,269,1.5,Manhattan
20.9,40,1.5,Brooklyn
70,150,1.5,Manhattan
70,135,1.5,Brooklyn
70,150,1.5,Manhattan
70,200,1.5,Brooklyn
24.3,65,1.5,Brooklyn
70,140,1.5,Brooklyn
26,129,1.5,Brooklyn
21.8,100,1.5,Queens
34.6,80,1.5,Brooklyn
1.3,99,1.5,Manhattan
4.3,50,1.5,Manhattan
27.3,190,1.5,Brooklyn
11.5,125,1.5,Brooklyn
11.9,125,1.5,Brooklyn
70,70,1.5,Queens
14.5,30,1.5,Bronx
70,85,1.5,Brooklyn
70,200,1.5,Manhattan
16,118,1.5,Manhattan
16.6,150,1.5,Manhattan
70,50,1.5,Manhattan
70,99,1.5,Brooklyn
3,450,1.5,Manhattan
70,165,1.5,Manhattan
70,225,1.5,Brooklyn
70,110,1.5,Manhattan
9,2000,1.5,Manhattan
52.5,77,1.5,Manhattan
70,100,1.5,Manhattan
12.4,145,1.5,Manhattan
70,60,1.5,Queens
70,68,1.5,Manhattan
70,55,1.5,Brooklyn
4.3,195,1.5,Brooklyn
70,120,1.5,Manhattan
3.3,80,1.5,Brooklyn
47.4,195,1.5,Manhattan
0.9,275,1.5,Manhattan
70,49,1.5,Staten Island
70,160,1.5,Manhattan
37.1,150,1.5,Manhattan
3.8,140,1.5,Brooklyn
3,125,1.5,Manhattan
70,48,1.5,Brooklyn
48.2,55,1.5,Brooklyn
70,100,1.5,Manhattan
70,50,1.5,Manhattan
32.7,200,1.5,Manhattan
70,70,1.5,Manhattan
17.1,70,1.5,Brooklyn
1.7,200,1.5,Brooklyn
1.3,150,1.5,Manhattan
8.5,185,1.5,Manhattan
70,130,1.5,Manhattan
4.3,299,1.5,Manhattan
70,56,1.5,Brooklyn
44.8,45,1.5,Bronx
70,114,1.5,Brooklyn
70,37,1.5,Queens
11.5,45,1.5,Brooklyn
10.2,85,1.5,Brooklyn
70,150,1.5,Queens
70,240,1.5,Manhattan
70,65,1.5,Manhattan
70,220,1.5,Manhattan
0.9,65,1.5,Brooklyn
70,65,1.5,Brooklyn
70,65,1.5,Queens
70,120,1.5,Brooklyn
9,255,1.5,Brooklyn
38.4,54,1.5,Queens
70,175,1.5,Manhattan
6,125,1.5,Brooklyn
70,90,1.5,Brooklyn
70,90,1.5,Brooklyn
70,90,1.5,Brooklyn
38,120,1.5,Manhattan
2.1,210,1.5,Brooklyn
2.3,150,1.5,Manhattan
70,140,1.5,Manhattan
25.2,80,1.5,Bronx
10.2,450,1.5,Brooklyn
70,200,1.5,Manhattan
70,116,1.5,Manhattan
70,215,1.5,Manhattan
70,160,1.5,Manhattan
6.7,150,1.5,Manhattan
70,40,1.5,Brooklyn
32,149,1.5,Brooklyn
70,260,1.5,Brooklyn
0.9,90,1.5,Brooklyn
4.3,75,1.5,Queens
41,75,1.5,Manhattan
2.6,110,1.5,Manhattan
70,115,1.5,Brooklyn
70,20,1.5,Brooklyn
70,49,1.5,Brooklyn
2.6,82,1.5,Manhattan
3.8,90,1.5,Manhattan
70,69,1.5,Brooklyn
70,69,1.5,Brooklyn
29.9,249,1.5,Brooklyn
70,89,1.5,Brooklyn
22.6,159,1.5,Brooklyn
0.9,220,1.5,Manhattan
9.4,95,1.5,Brooklyn
70,120,1.5,Manhattan
70,275,1.5,Brooklyn
9.8,86,1.5,Manhattan
9.8,50,1.5,Manhattan
48.2,65,1.5,Brooklyn
35,165,1.5,Manhattan
8,116,1.5,Manhattan
28,189,1.5,Brooklyn
11.9,90,1.5,Queens
60.6,35,1.5,Queens
70,50,1.5,Brooklyn
2.6,250,1.5,Manhattan
70,185,1.5,Brooklyn
70,63,1.5,Bronx
9,163,1.5,Manhattan
13.7,195,1.5,Manhattan
61.4,78,1.5,Brooklyn
1.3,45,1.5,Manhattan
3.8,60,1.5,Brooklyn
59.3,125,1.5,Manhattan
70,220,1.5,Manhattan
21.8,85,1.5,Brooklyn
29.9,99,1.5,Manhattan
61.9,165,1.5,Brooklyn
13.7,144,1.5,Manhattan
70,75,1.5,Brooklyn
70,95,1.5,Brooklyn
70,95,1.5,Brooklyn
70,95,1.5,Brooklyn
70,95,1.5,Brooklyn
70,95,1.5,Brooklyn
70,95,1.5,Brooklyn
33.7,65,1.5,Bronx
70,110,1.5,Brooklyn
6,47,1.5,Queens
60,175,1.5,Queens
8.5,234,1.5,Brooklyn
29.9,47,1.5,Queens
46.9,45,1.5,Queens
70,179,1.5,Manhattan
70,68,1.5,Staten Island
39.7,179,1.5,Manhattan
0.9,175,1.5,Brooklyn
0.9,250,1.5,Manhattan
70,150,1.5,Manhattan
55.5,83,1.5,Brooklyn
43.1,105,1.5,Brooklyn
3.8,125,1.5,Brooklyn
10.3,150,1.5,Brooklyn
70,69,1.5,Brooklyn
32.9,76,1.5,Brooklyn
3.3,125,1.5,Manhattan
14.9,200,1.5,Manhattan
70,207,1.5,Brooklyn
0.9,275,1.5,Brooklyn
20.5,179,1.5,Manhattan
70,70,1.5,Brooklyn
70,300,1.5,Manhattan
70,300,1.5,Manhattan
70,259,1.5,Brooklyn
70,50,1.5,Manhattan
2.1,225,1.5,Brooklyn
8.5,300,1.5,Manhattan
3.8,95,1.5,Brooklyn
70,132,1.5,Brooklyn
2.1,80,1.5,Queens
3.4,85,1.5,Manhattan
46,395,1.5,Manhattan
70,246,1.5,Brooklyn
70,50,1.5,Queens
5.1,75,1.5,Brooklyn
70,209,1.5,Manhattan
41.8,56,1.5,Brooklyn
3,330,1.5,Manhattan
0.9,60,1.5,Manhattan
22,180,1.5,Brooklyn
45.2,300,1.5,Manhattan
4.7,175,1.5,Manhattan
3,100,1.5,Manhattan
18.8,175,1.5,Brooklyn
70,60,1.5,Brooklyn
70,120,1.5,Manhattan
18.3,55,1.5,Brooklyn
33.3,450,1.5,Manhattan
55.9,160,1.5,Manhattan
70,57,1.5,Brooklyn
70,79,1.5,Brooklyn
70,218,1.5,Brooklyn
44,70,1.5,Manhattan
66.1,350,1.5,Brooklyn
70,100,1.5,Brooklyn
47.4,150,1.5,Brooklyn
70,45,1.5,Queens
14.1,46,1.5,Queens
2.1,50,1.5,Brooklyn
70,285,1.5,Manhattan
3.8,220,1.5,Brooklyn
0.9,125,1.5,Manhattan
63.1,80,1.5,Manhattan
1.7,58,1.5,Queens
70,120,1.5,Brooklyn
30.7,175,1.5,Brooklyn
41.8,1200,1.5,Manhattan
70,60,1.5,Queens
16.2,349,1.5,Manhattan
7.3,350,1.5,Manhattan
70,106,1.5,Brooklyn
28.2,245,1.5,Brooklyn
70,139,1.5,Brooklyn
70,90,1.5,Manhattan
1.4,90,1.5,Queens
0.9,250,1.5,Manhattan
0.9,70,1.5,Brooklyn
33.7,150,1.5,Manhattan
70,150,1.5,Manhattan
70,119,1.5,Brooklyn
53.7,140,1.5,Manhattan
1.3,31,1.5,Brooklyn
32,140,1.5,Manhattan
30.3,65,1.5,Manhattan
23.9,55,1.5,Manhattan
70,35,1.5,Brooklyn
70,65,1.5,Brooklyn
1.7,125,1.5,Manhattan
14.9,50,1.5,Brooklyn
1.7,170,1.5,Manhattan
70,55,1.5,Brooklyn
1.7,38,1.5,Brooklyn
7.7,125,1.5,Manhattan
3,110,1.5,Brooklyn
70,100,1.5,Brooklyn
8.1,125,1.5,Manhattan
3.8,90,1.5,Brooklyn
0.9,60,1.5,Manhattan
70,80,1.5,Manhattan
70,52,1.5,Brooklyn
46,95,1.5,Manhattan
70,163,1.5,Manhattan
24.3,225,1.5,Brooklyn
70,150,1.5,Manhattan
2.7,170,1.5,Brooklyn
33.7,65,1.5,Manhattan
11.1,60,1.5,Brooklyn
44,168,1.5,Manhattan
70,195,1.5,Manhattan
70,89,1.5,Queens
70,129,1.5,Manhattan
70,150,1.5,Queens
70,150,1.5,Queens
70,150,1.5,Manhattan
0.9,120,1.5,Manhattan
70,59,1.5,Brooklyn
36,150,1.5,Manhattan
2.6,45,1.5,Manhattan
70,199,1.5,Brooklyn
3.8,125,1.5,Queens
19.6,75,1.5,Brooklyn
4.3,109,1.5,Brooklyn
0.9,50,1.5,Bronx
21.3,499,1.5,Manhattan
70,480,1.5,Brooklyn
7.3,200,1.5,Brooklyn
43.9,55,1.5,Brooklyn
70,128,1.5,Brooklyn
70,110,1.5,Bronx
38.8,179,1.5,Brooklyn
1.7,175,1.5,Manhattan
6,80,1.5,Brooklyn
22.2,150,1.5,Brooklyn
5.5,60,1.5,Manhattan
3,75,1.5,Queens
59.7,369,1.5,Queens
6.5,198,1.5,Brooklyn
41,100,1.5,Queens
3,65,1.5,Brooklyn
58.5,195,1.5,Manhattan
8.1,257,1.5,Manhattan
28.2,145,1.5,Queens
5.1,45,1.5,Manhattan
70,60,1.5,Queens
70,120,1.5,Brooklyn
7.5,80,1.5,Brooklyn
70,85,1.5,Brooklyn
70,99,1.5,Brooklyn
0.9,180,1.5,Manhattan
10,40,1.5,Queens
20.9,96,1.5,Brooklyn
6.8,105,1.5,Manhattan
70,100,1.5,Queens
1.3,100,1.5,Manhattan
17.5,82,1.5,Manhattan
70,58,1.5,Brooklyn
4.3,89,1.5,Brooklyn
70,105,1.5,Manhattan
70,85,1.5,Manhattan
3.4,68,1.5,Brooklyn
23.9,200,1.5,Manhattan
22.6,170,1.5,Manhattan
33.6,60,1.5,Brooklyn
70,285,1.5,Manhattan
70,90,1.5,Manhattan
70,75,1.5,Brooklyn
47.4,115,1.5,Queens
4,118,1.5,Brooklyn
29.9,95,1.5,Brooklyn
4.7,245,1.5,Brooklyn
70,200,1.5,Manhattan
2.1,75,1.5,Manhattan
28.6,200,1.5,Manhattan
24,85,1.5,Manhattan
8.5,350,1.5,Brooklyn
56.7,105,1.5,Manhattan
16.6,89,1.5,Manhattan
70,180,1.5,Manhattan
8,228,1.5,Brooklyn
70,50,1.5,Brooklyn
6,299,1.5,Manhattan
55.5,195,1.5,Manhattan
2.1,78,1.5,Manhattan
24.3,250,1.5,Manhattan
70,150,1.5,Manhattan
1.9,150,1.5,Manhattan
70,350,1.5,Manhattan
70,78,1.5,Queens
0.9,55,1.5,Brooklyn
