income,Occupancy_rate,Size,Area
2079,70,1.5,Manhattan
3843,42.7,1.5,Manhattan
656,14.1,1.5,Bronx
2450,36.3,1.5,Bronx
250,6.4,1.5,Manhattan
51,2.6,1.5,Queens
20,1.3,1.5,Bronx
9450,70,1.5,Manhattan
840,70,1.5,Brooklyn
630,70,1.5,Brooklyn
1471,51.6,1.5,Brooklyn
505,37.4,1.5,Queens
653,36.3,1.5,Queens
2100,70,1.5,Manhattan
1575,70,1.5,Manhattan
1764,70,1.5,Manhattan
1470,70,1.5,Staten Island
1439,69.5,1.5,Manhattan
54,0.9,1.5,Manhattan
90,3,1.5,Brooklyn
414,30.7,1.5,Brooklyn
2611,51.2,1.5,Manhattan
461,12.8,1.5,Manhattan
317,14.1,1.5,Staten Island
1458,49.1,1.5,Queens
945,70,1.5,Brooklyn
1835,64.4,1.5,Manhattan
26,0.9,1.5,Brooklyn
656,27.7,1.5,Brooklyn
1584,44,1.5,Brooklyn
6300,56,1.5,Manhattan
1919,53.3,1.5,Manhattan
1785,70,1.5,Brooklyn
1113,37.1,1.5,Queens
1764,70,1.5,Manhattan
649,9.4,1.5,Brooklyn
57,1.9,1.5,Brooklyn
1470,70,1.5,Brooklyn
618,28.6,1.5,Queens
71,1.7,1.5,Manhattan
2625,70,1.5,Manhattan
2835,70,1.5,Manhattan
230,6.4,1.5,Manhattan
515,35,1.5,Brooklyn
4725,70,1.5,Brooklyn
7980,70,1.5,Brooklyn
59,2.6,1.5,Queens
432,19.2,1.5,Brooklyn
373,23.9,1.5,Queens
527,29.3,1.5,Brooklyn
456,2,1.5,Manhattan
363,20.5,1.5,Brooklyn
66,3.4,1.5,Queens
124,5.5,1.5,Manhattan
2840,63.1,1.5,Manhattan
663,26,1.5,Manhattan
1523,14.5,1.5,Manhattan
454,17,1.5,Brooklyn
21000,70,1.5,Manhattan
2625,70,1.5,Brooklyn
214,8.9,1.5,Brooklyn
1512,70,1.5,Queens
240,6.4,1.5,Brooklyn
714,70,1.5,Queens
147,1.7,1.5,Brooklyn
2670,53.3,1.5,Brooklyn
2625,70,1.5,Manhattan
1614,53.8,1.5,Brooklyn
6090,70,1.5,Manhattan
1374,20,1.5,Manhattan
1260,70,1.5,Brooklyn
6195,70,1.5,Brooklyn
1470,70,1.5,Brooklyn
3654,70,1.5,Brooklyn
7350,70,1.5,Manhattan
3600,48,1.5,Manhattan
2016,64,1.5,Manhattan
799,66.6,1.5,Queens
543,32.9,1.5,Brooklyn
535,32.4,1.5,Manhattan
540,20,1.5,Manhattan
221,4.1,1.5,Brooklyn
1260,70,1.5,Brooklyn
557,26.9,1.5,Manhattan
1323,29.4,1.5,Manhattan
4200,70,1.5,Brooklyn
656,17.5,1.5,Manhattan
5214,31.6,1.5,Bronx
1680,70,1.5,Manhattan
693,7.7,1.5,Brooklyn
737,30.7,1.5,Manhattan
1575,70,1.5,Manhattan
135,0.9,1.5,Manhattan
603,14.9,1.5,Manhattan
5250,70,1.5,Manhattan
1680,70,1.5,Manhattan
403,15.8,1.5,Brooklyn
1659,70,1.5,Brooklyn
1260,70,1.5,Brooklyn
2604,56,1.5,Manhattan
199,10.2,1.5,Brooklyn
1890,70,1.5,Brooklyn
2016,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
359,29.9,1.5,Brooklyn
1785,70,1.5,Manhattan
1260,70,1.5,Brooklyn
2747,55.5,1.5,Manhattan
1743,70,1.5,Brooklyn
1470,70,1.5,Brooklyn
2598,62.3,1.5,Manhattan
328,16.8,1.5,Brooklyn
1050,70,1.5,Brooklyn
1920,25.6,1.5,Manhattan
1978,34.7,1.5,Manhattan
230,5.1,1.5,Manhattan
1050,70,1.5,Brooklyn
1512,56,1.5,Queens
2625,70,1.5,Manhattan
3150,70,1.5,Manhattan
261,2.1,1.5,Brooklyn
2970,60,1.5,Manhattan
945,70,1.5,Brooklyn
5250,70,1.5,Manhattan
27,0.9,1.5,Manhattan
1604,54,1.5,Manhattan
298,12.4,1.5,Queens
126,3,1.5,Brooklyn
897,26,1.5,Manhattan
89,3,1.5,Queens
397,9.8,1.5,Brooklyn
627,20.9,1.5,Brooklyn
552,11.5,1.5,Brooklyn
12,0.9,1.5,Brooklyn
558,12.4,1.5,Manhattan
3780,70,1.5,Manhattan
62,2.3,1.5,Brooklyn
1260,70,1.5,Brooklyn
1152,32,1.5,Queens
1097,45.7,1.5,Brooklyn
635,7.7,1.5,Manhattan
2247,68.1,1.5,Queens
154,2.1,1.5,Manhattan
1515,43.9,1.5,Brooklyn
1134,70,1.5,Queens
152,2.6,1.5,Brooklyn
11074,37.1,1.5,Brooklyn
288,8,1.5,Manhattan
2507,61.9,1.5,Manhattan
1281,70,1.5,Manhattan
2415,70,1.5,Manhattan
2079,70,1.5,Brooklyn
1323,70,1.5,Brooklyn
1116,20.1,1.5,Manhattan
37023,70,1.5,Brooklyn
35,2.1,1.5,Brooklyn
594,13.2,1.5,Brooklyn
202,8.4,1.5,Brooklyn
840,70,1.5,Brooklyn
182,7.7,1.5,Manhattan
143,3.4,1.5,Manhattan
636,10.7,1.5,Manhattan
1365,70,1.5,Brooklyn
2457,70,1.5,Manhattan
16800,70,1.5,Manhattan
1377,9,1.5,Manhattan
161,4.3,1.5,Brooklyn
3570,70,1.5,Manhattan
840,43.1,1.5,Manhattan
1111,18.8,1.5,Brooklyn
952,23.5,1.5,Manhattan
630,6,1.5,Brooklyn
945,70,1.5,Manhattan
1144,21.3,1.5,Manhattan
316,16.2,1.5,Brooklyn
810,20,1.5,Queens
840,70,1.5,Brooklyn
1470,70,1.5,Brooklyn
4179,70,1.5,Manhattan
703,10.7,1.5,Manhattan
4200,70,1.5,Brooklyn
95,2.1,1.5,Brooklyn
16,0.9,1.5,Brooklyn
707,32.3,1.5,Brooklyn
630,70,1.5,Brooklyn
1344,44.8,1.5,Brooklyn
113,2.1,1.5,Manhattan
469,14.9,1.5,Queens
2310,70,1.5,Manhattan
54,4.7,1.5,Queens
19,0.9,1.5,Brooklyn
644,28.6,1.5,Brooklyn
1323,70,1.5,Manhattan
1218,70,1.5,Manhattan
1470,70,1.5,Manhattan
2727,62.7,1.5,Manhattan
41,3,1.5,Brooklyn
403,15.8,1.5,Manhattan
1260,70,1.5,Brooklyn
948,20,1.5,Manhattan
85,2.6,1.5,Brooklyn
239,17.7,1.5,Brooklyn
1544,52,1.5,Manhattan
23,0.9,1.5,Brooklyn
297,13.2,1.5,Manhattan
48,1.7,1.5,Brooklyn
1593,35.4,1.5,Brooklyn
1904,66.1,1.5,Brooklyn
62,0.9,1.5,Manhattan
2628,46.1,1.5,Manhattan
405,9,1.5,Manhattan
88,1.3,1.5,Manhattan
2436,70,1.5,Brooklyn
31,0.9,1.5,Manhattan
621,11.9,1.5,Brooklyn
402,9,1.5,Manhattan
306,6.8,1.5,Manhattan
90,3,1.5,Brooklyn
711,15.8,1.5,Staten Island
1356,50.8,1.5,Manhattan
6468,70,1.5,Brooklyn
840,70,1.5,Brooklyn
1350,30,1.5,Manhattan
1155,70,1.5,Queens
88,2.1,1.5,Manhattan
589,21.8,1.5,Queens
3150,70,1.5,Manhattan
1995,70,1.5,Brooklyn
2280,56.3,1.5,Brooklyn
2100,70,1.5,Brooklyn
1080,37.1,1.5,Brooklyn
3780,70,1.5,Brooklyn
1366,60.7,1.5,Manhattan
739,7.7,1.5,Brooklyn
945,70,1.5,Brooklyn
432,10,1.5,Brooklyn
840,70,1.5,Brooklyn
2415,70,1.5,Brooklyn
1575,70,1.5,Manhattan
19,1.3,1.5,Queens
30450,70,1.5,Manhattan
900,10,1.5,Manhattan
378,9,1.5,Manhattan
16,0.9,1.5,Manhattan
2835,70,1.5,Manhattan
40,0.9,1.5,Manhattan
2520,70,1.5,Brooklyn
882,19.6,1.5,Manhattan
2310,70,1.5,Brooklyn
1995,70,1.5,Manhattan
2827,67.8,1.5,Brooklyn
2415,70,1.5,Manhattan
366,27.1,1.5,Brooklyn
385,10.7,1.5,Brooklyn
14,0.9,1.5,Brooklyn
78,2.6,1.5,Brooklyn
230,10.2,1.5,Brooklyn
1084,28,1.5,Brooklyn
3011,51.2,1.5,Manhattan
8400,70,1.5,Manhattan
86,3.2,1.5,Manhattan
357,18.3,1.5,Manhattan
1260,70,1.5,Queens
56,3.4,1.5,Brooklyn
1076,20.5,1.5,Manhattan
213,2.6,1.5,Manhattan
621,41.4,1.5,Brooklyn
766,39.3,1.5,Manhattan
1785,70,1.5,Queens
122,10.7,1.5,Bronx
196,11.1,1.5,Manhattan
133,11.1,1.5,Queens
19,0.9,1.5,Brooklyn
2092,36.7,1.5,Manhattan
3150,70,1.5,Brooklyn
56,1.7,1.5,Manhattan
133,12,1.5,Manhattan
2604,70,1.5,Manhattan
513,9,1.5,Brooklyn
3360,70,1.5,Brooklyn
3045,70,1.5,Brooklyn
25,1.7,1.5,Brooklyn
2099,44,1.5,Brooklyn
1575,70,1.5,Brooklyn
3675,70,1.5,Manhattan
133,6.8,1.5,Manhattan
282,18.8,1.5,Queens
1092,70,1.5,Brooklyn
428,8.1,1.5,Manhattan
24,0.9,1.5,Brooklyn
289,5.5,1.5,Brooklyn
64,1.7,1.5,Manhattan
4788,70,1.5,Brooklyn
887,34,1.5,Manhattan
1365,70,1.5,Brooklyn
10395,70,1.5,Brooklyn
2520,70,1.5,Brooklyn
634,19.2,1.5,Manhattan
676,16.2,1.5,Manhattan
3969,70,1.5,Brooklyn
1678,42.7,1.5,Brooklyn
1218,70,1.5,Brooklyn
159,9,1.5,Brooklyn
4725,70,1.5,Manhattan
1071,70,1.5,Brooklyn
54,0.9,1.5,Manhattan
2100,70,1.5,Manhattan
760,46.9,1.5,Manhattan
828,56.3,1.5,Brooklyn
18,1.3,1.5,Brooklyn
1050,70,1.5,Queens
12600,70,1.5,Brooklyn
4200,70,1.5,Manhattan
107,9.4,1.5,Queens
4725,52.5,1.5,Brooklyn
473,13.7,1.5,Brooklyn
1050,70,1.5,Brooklyn
116,7,1.5,Brooklyn
275,34,1.5,Brooklyn
73,2.7,1.5,Manhattan
1663,56,1.5,Manhattan
82,3.4,1.5,Brooklyn
5250,70,1.5,Manhattan
1995,70,1.5,Brooklyn
1197,70,1.5,Bronx
901,31.6,1.5,Brooklyn
3570,70,1.5,Manhattan
14,0.9,1.5,Brooklyn
13,0.9,1.5,Manhattan
38,2.1,1.5,Brooklyn
5250,70,1.5,Manhattan
1026,17.1,1.5,Brooklyn
241,7.3,1.5,Manhattan
3600,48,1.5,Manhattan
1449,70,1.5,Brooklyn
1470,70,1.5,Brooklyn
34,0.9,1.5,Brooklyn
3019,51.6,1.5,Brooklyn
1575,70,1.5,Brooklyn
590,54.6,1.5,Queens
2079,70,1.5,Brooklyn
90,3,1.5,Brooklyn
874,22.4,1.5,Brooklyn
513,20.1,1.5,Brooklyn
583,11.5,1.5,Manhattan
152,3.4,1.5,Manhattan
1869,70,1.5,Manhattan
53,4,1.5,Brooklyn
2239,59.7,1.5,Brooklyn
26,2.1,1.5,Queens
588,70,1.5,Manhattan
3255,70,1.5,Brooklyn
1500,17.3,1.5,Queens
173,2.3,1.5,Manhattan
1470,70,1.5,Manhattan
72,3,1.5,Brooklyn
3150,70,1.5,Manhattan
1365,70,1.5,Queens
3990,70,1.5,Manhattan
65,1.3,1.5,Brooklyn
1482,38,1.5,Manhattan
1766,51.2,1.5,Brooklyn
3780,70,1.5,Manhattan
684,11.7,1.5,Manhattan
24,0.9,1.5,Brooklyn
2079,70,1.5,Manhattan
2096,14,1.5,Manhattan
3780,70,1.5,Brooklyn
234,2.6,1.5,Brooklyn
2100,70,1.5,Manhattan
10500,70,1.5,Manhattan
589,40.1,1.5,Queens
956,67.8,1.5,Brooklyn
446,12.4,1.5,Brooklyn
1887,34,1.5,Manhattan
2029,58.8,1.5,Brooklyn
69,2.1,1.5,Brooklyn
827,22.6,1.5,Brooklyn
59,1.3,1.5,Brooklyn
1084,28,1.5,Brooklyn
1065,54.6,1.5,Queens
2208,64,1.5,Manhattan
1098,61,1.5,Queens
41,0.9,1.5,Brooklyn
4048,52.1,1.5,Queens
153,3.4,1.5,Manhattan
6195,70,1.5,Brooklyn
486,16.2,1.5,Manhattan
71,1.7,1.5,Manhattan
2814,70,1.5,Queens
5184,25.6,1.5,Manhattan
2100,70,1.5,Brooklyn
3675,70,1.5,Manhattan
1260,70,1.5,Brooklyn
96,5.5,1.5,Brooklyn
2982,70,1.5,Brooklyn
2520,70,1.5,Brooklyn
2877,70,1.5,Manhattan
2247,70,1.5,Brooklyn
3885,70,1.5,Manhattan
20,0.9,1.5,Brooklyn
14,0.9,1.5,Brooklyn
903,14,1.5,Brooklyn
987,4.7,1.5,Brooklyn
3240,54,1.5,Manhattan
2208,46,1.5,Manhattan
1344,22.4,1.5,Brooklyn
2331,45.7,1.5,Brooklyn
559,41.4,1.5,Brooklyn
444,9.8,1.5,Manhattan
438,14.9,1.5,Manhattan
1575,70,1.5,Brooklyn
2340,52,1.5,Manhattan
824,18.3,1.5,Bronx
260,5.1,1.5,Brooklyn
2149,60.2,1.5,Brooklyn
140,5.5,1.5,Brooklyn
91,3.8,1.5,Manhattan
2100,70,1.5,Manhattan
8070,53.8,1.5,Brooklyn
1785,70,1.5,Brooklyn
7907,50.3,1.5,Manhattan
1260,70,1.5,Manhattan
2187,48.6,1.5,Manhattan
4200,70,1.5,Manhattan
1533,70,1.5,Queens
36,1.7,1.5,Brooklyn
1575,70,1.5,Brooklyn
1660,55.9,1.5,Manhattan
3245,64,1.5,Manhattan
110,4.3,1.5,Queens
205,18,1.5,Brooklyn
144,10,1.5,Brooklyn
226,17.9,1.5,Bronx
915,9,1.5,Manhattan
261,6,1.5,Brooklyn
365,15.4,1.5,Manhattan
1995,70,1.5,Brooklyn
66,3,1.5,Manhattan
27,0.9,1.5,Manhattan
14,0.9,1.5,Brooklyn
3864,70,1.5,Brooklyn
2799,69.1,1.5,Queens
2131,44.4,1.5,Manhattan
1874,63.1,1.5,Brooklyn
84,3.3,1.5,Brooklyn
1449,70,1.5,Queens
54,0.9,1.5,Manhattan
123,2.1,1.5,Manhattan
1680,70,1.5,Manhattan
282,4.7,1.5,Brooklyn
787,38,1.5,Brooklyn
409,9.4,1.5,Manhattan
50,2.1,1.5,Manhattan
612,6.8,1.5,Manhattan
297,5.5,1.5,Manhattan
1064,57.2,1.5,Manhattan
11318,50.3,1.5,Manhattan
651,70,1.5,Manhattan
1920,25.6,1.5,Brooklyn
241,8.1,1.5,Manhattan
486,13.5,1.5,Brooklyn
3150,70,1.5,Manhattan
2100,70,1.5,Manhattan
419,9.3,1.5,Manhattan
948,29,1.5,Brooklyn
1740,29,1.5,Manhattan
1575,70,1.5,Brooklyn
945,70,1.5,Brooklyn
945,70,1.5,Brooklyn
1179,66.6,1.5,Brooklyn
1764,42,1.5,Manhattan
162,6,1.5,Brooklyn
2625,70,1.5,Brooklyn
5250,70,1.5,Manhattan
2100,70,1.5,Brooklyn
3990,70,1.5,Brooklyn
1261,14.1,1.5,Brooklyn
2079,70,1.5,Manhattan
735,9.8,1.5,Manhattan
279,3.8,1.5,Brooklyn
254,8.9,1.5,Manhattan
200,11.5,1.5,Brooklyn
1239,70,1.5,Manhattan
190,5.5,1.5,Manhattan
330,5.5,1.5,Queens
104,3,1.5,Brooklyn
1643,37.5,1.5,Manhattan
99,3,1.5,Brooklyn
1260,70,1.5,Brooklyn
478,10.7,1.5,Manhattan
690,23,1.5,Manhattan
2520,70,1.5,Brooklyn
2029,68.3,1.5,Brooklyn
14,0.9,1.5,Queens
1365,70,1.5,Brooklyn
2625,70,1.5,Brooklyn
720,32,1.5,Manhattan
251,10.2,1.5,Brooklyn
40,0.9,1.5,Brooklyn
1244,61.9,1.5,Queens
72,4.7,1.5,Brooklyn
127,1.3,1.5,Manhattan
127,9.4,1.5,Brooklyn
160,14,1.5,Queens
997,27.7,1.5,Manhattan
205,18,1.5,Queens
575,13.7,1.5,Brooklyn
675,37.5,1.5,Brooklyn
923,16.2,1.5,Brooklyn
2100,70,1.5,Manhattan
1470,70,1.5,Manhattan
12,0.9,1.5,Brooklyn
792,24,1.5,Manhattan
993,60.2,1.5,Manhattan
454,12.1,1.5,Brooklyn
1680,70,1.5,Manhattan
161,5.1,1.5,Queens
1794,29.9,1.5,Manhattan
2100,70,1.5,Manhattan
164,7.3,1.5,Brooklyn
960,12.8,1.5,Brooklyn
8400,70,1.5,Manhattan
3360,70,1.5,Brooklyn
2310,70,1.5,Manhattan
4620,70,1.5,Brooklyn
2835,70,1.5,Brooklyn
1218,41,1.5,Brooklyn
296,11.1,1.5,Manhattan
18795,70,1.5,Manhattan
2310,70,1.5,Brooklyn
1229,54.6,1.5,Manhattan
222,5.1,1.5,Brooklyn
19200,32,1.5,Manhattan
3360,70,1.5,Brooklyn
7046,42.7,1.5,Manhattan
2491,34.6,1.5,Manhattan
1029,70,1.5,Manhattan
140,2.6,1.5,Brooklyn
22,0.9,1.5,Brooklyn
106,6.4,1.5,Manhattan
2835,70,1.5,Brooklyn
2796,51.2,1.5,Manhattan
3757,50.3,1.5,Manhattan
4116,70,1.5,Manhattan
144,10,1.5,Brooklyn
1701,70,1.5,Brooklyn
326,12.8,1.5,Manhattan
851,22,1.5,Brooklyn
603,20.1,1.5,Brooklyn
457,43.5,1.5,Brooklyn
219,8.1,1.5,Brooklyn
408,16.6,1.5,Manhattan
1680,70,1.5,Queens
2688,70,1.5,Brooklyn
2957,62,1.5,Manhattan
185,6.1,1.5,Brooklyn
2399,41,1.5,Manhattan
18000,30,1.5,Manhattan
2232,46.5,1.5,Manhattan
621,20.7,1.5,Manhattan
2621,44.8,1.5,Manhattan
128,0.9,1.5,Brooklyn
922,25.2,1.5,Manhattan
126,9.3,1.5,Brooklyn
543,7.7,1.5,Brooklyn
949,11.5,1.5,Manhattan
1058,37.5,1.5,Brooklyn
388,16.6,1.5,Manhattan
1764,70,1.5,Queens
3465,70,1.5,Manhattan
117,2.6,1.5,Brooklyn
945,70,1.5,Brooklyn
1890,70,1.5,Manhattan
3250,61.9,1.5,Manhattan
3948,70,1.5,Brooklyn
194,8.1,1.5,Queens
1050,70,1.5,Brooklyn
27,0.9,1.5,Brooklyn
1365,70,1.5,Brooklyn
186,12.4,1.5,Brooklyn
55,2.6,1.5,Manhattan
2730,70,1.5,Brooklyn
135,7.5,1.5,Brooklyn
1431,26.5,1.5,Brooklyn
1350,30,1.5,Manhattan
2098,22.2,1.5,Manhattan
270,6,1.5,Brooklyn
32,0.9,1.5,Brooklyn
842,14.4,1.5,Manhattan
1575,70,1.5,Manhattan
2078,51.3,1.5,Brooklyn
99,7.3,1.5,Manhattan
5250,70,1.5,Manhattan
1470,70,1.5,Brooklyn
135,6,1.5,Brooklyn
32,0.9,1.5,Manhattan
1200,32,1.5,Brooklyn
391,14,1.5,Manhattan
1050,70,1.5,Queens
2100,70,1.5,Brooklyn
24,2,1.5,Brooklyn
176,2.6,1.5,Manhattan
2109,38,1.5,Manhattan
9975,70,1.5,Manhattan
1040,15.4,1.5,Manhattan
2320,49.9,1.5,Brooklyn
760,14,1.5,Brooklyn
626,14,1.5,Brooklyn
891,22,1.5,Manhattan
1449,70,1.5,Queens
282,4.7,1.5,Manhattan
53,1.4,1.5,Brooklyn
3801,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
126,6,1.5,Brooklyn
194,4.3,1.5,Manhattan
41,0.9,1.5,Manhattan
635,9.4,1.5,Manhattan
621,9,1.5,Manhattan
265,9,1.5,Brooklyn
372,12.4,1.5,Manhattan
408,6.8,1.5,Manhattan
59,1.3,1.5,Brooklyn
926,14.1,1.5,Manhattan
1365,70,1.5,Brooklyn
2477,64,1.5,Brooklyn
18,0.9,1.5,Brooklyn
431,20.5,1.5,Manhattan
438,7.3,1.5,Manhattan
3989,61,1.5,Brooklyn
83,2.3,1.5,Manhattan
3026,37.5,1.5,Manhattan
251,20.9,1.5,Brooklyn
3150,70,1.5,Manhattan
2835,70,1.5,Brooklyn
3150,70,1.5,Manhattan
4200,70,1.5,Brooklyn
474,24.3,1.5,Brooklyn
2940,70,1.5,Brooklyn
1006,26,1.5,Brooklyn
654,21.8,1.5,Queens
830,34.6,1.5,Brooklyn
39,1.3,1.5,Manhattan
65,4.3,1.5,Manhattan
1556,27.3,1.5,Brooklyn
431,11.5,1.5,Brooklyn
446,11.9,1.5,Brooklyn
1470,70,1.5,Queens
131,14.5,1.5,Bronx
1785,70,1.5,Brooklyn
4200,70,1.5,Manhattan
566,16,1.5,Manhattan
747,16.6,1.5,Manhattan
1050,70,1.5,Manhattan
2079,70,1.5,Brooklyn
405,3,1.5,Manhattan
3465,70,1.5,Manhattan
4725,70,1.5,Brooklyn
2310,70,1.5,Manhattan
5400,9,1.5,Manhattan
1213,52.5,1.5,Manhattan
2100,70,1.5,Manhattan
539,12.4,1.5,Manhattan
1260,70,1.5,Queens
1428,70,1.5,Manhattan
1155,70,1.5,Brooklyn
252,4.3,1.5,Brooklyn
2520,70,1.5,Manhattan
79,3.3,1.5,Brooklyn
2773,47.4,1.5,Manhattan
74,0.9,1.5,Manhattan
1029,70,1.5,Staten Island
3360,70,1.5,Manhattan
1670,37.1,1.5,Manhattan
160,3.8,1.5,Brooklyn
113,3,1.5,Manhattan
1008,70,1.5,Brooklyn
795,48.2,1.5,Brooklyn
2100,70,1.5,Manhattan
1050,70,1.5,Manhattan
1962,32.7,1.5,Manhattan
1470,70,1.5,Manhattan
359,17.1,1.5,Brooklyn
102,1.7,1.5,Brooklyn
59,1.3,1.5,Manhattan
472,8.5,1.5,Manhattan
2730,70,1.5,Manhattan
386,4.3,1.5,Manhattan
1176,70,1.5,Brooklyn
605,44.8,1.5,Bronx
2394,70,1.5,Brooklyn
777,70,1.5,Queens
155,11.5,1.5,Brooklyn
260,10.2,1.5,Brooklyn
3150,70,1.5,Queens
5040,70,1.5,Manhattan
1365,70,1.5,Manhattan
4620,70,1.5,Manhattan
18,0.9,1.5,Brooklyn
1365,70,1.5,Brooklyn
1365,70,1.5,Queens
2520,70,1.5,Brooklyn
689,9,1.5,Brooklyn
622,38.4,1.5,Queens
3675,70,1.5,Manhattan
225,6,1.5,Brooklyn
1890,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
1890,70,1.5,Brooklyn
1368,38,1.5,Manhattan
132,2.1,1.5,Brooklyn
104,2.3,1.5,Manhattan
2940,70,1.5,Manhattan
605,25.2,1.5,Bronx
1377,10.2,1.5,Brooklyn
4200,70,1.5,Manhattan
2436,70,1.5,Manhattan
4515,70,1.5,Manhattan
3360,70,1.5,Manhattan
302,6.7,1.5,Manhattan
840,70,1.5,Brooklyn
1430,32,1.5,Brooklyn
5460,70,1.5,Brooklyn
24,0.9,1.5,Brooklyn
97,4.3,1.5,Queens
923,41,1.5,Manhattan
86,2.6,1.5,Manhattan
2415,70,1.5,Brooklyn
420,70,1.5,Brooklyn
1029,70,1.5,Brooklyn
64,2.6,1.5,Manhattan
103,3.8,1.5,Manhattan
1449,70,1.5,Brooklyn
1449,70,1.5,Brooklyn
2234,29.9,1.5,Brooklyn
1869,70,1.5,Brooklyn
1078,22.6,1.5,Brooklyn
59,0.9,1.5,Manhattan
268,9.4,1.5,Brooklyn
2520,70,1.5,Manhattan
5775,70,1.5,Brooklyn
253,9.8,1.5,Manhattan
147,9.8,1.5,Manhattan
940,48.2,1.5,Brooklyn
1733,35,1.5,Manhattan
278,8,1.5,Manhattan
1588,28,1.5,Brooklyn
321,11.9,1.5,Queens
636,60.6,1.5,Queens
1050,70,1.5,Brooklyn
195,2.6,1.5,Manhattan
3885,70,1.5,Brooklyn
1323,70,1.5,Bronx
440,9,1.5,Manhattan
801,13.7,1.5,Manhattan
1437,61.4,1.5,Brooklyn
18,1.3,1.5,Manhattan
68,3.8,1.5,Brooklyn
2224,59.3,1.5,Manhattan
4620,70,1.5,Manhattan
556,21.8,1.5,Brooklyn
888,29.9,1.5,Manhattan
3064,61.9,1.5,Brooklyn
592,13.7,1.5,Manhattan
1575,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
1995,70,1.5,Brooklyn
657,33.7,1.5,Bronx
2310,70,1.5,Brooklyn
85,6,1.5,Queens
3150,60,1.5,Queens
597,8.5,1.5,Brooklyn
422,29.9,1.5,Queens
633,46.9,1.5,Queens
3759,70,1.5,Manhattan
1428,70,1.5,Staten Island
2132,39.7,1.5,Manhattan
47,0.9,1.5,Brooklyn
68,0.9,1.5,Manhattan
3150,70,1.5,Manhattan
1382,55.5,1.5,Brooklyn
1358,43.1,1.5,Brooklyn
143,3.8,1.5,Brooklyn
464,10.3,1.5,Brooklyn
1449,70,1.5,Brooklyn
750,32.9,1.5,Brooklyn
124,3.3,1.5,Manhattan
894,14.9,1.5,Manhattan
4347,70,1.5,Brooklyn
74,0.9,1.5,Brooklyn
1101,20.5,1.5,Manhattan
1470,70,1.5,Brooklyn
6300,70,1.5,Manhattan
6300,70,1.5,Manhattan
5439,70,1.5,Brooklyn
1050,70,1.5,Manhattan
142,2.1,1.5,Brooklyn
765,8.5,1.5,Manhattan
108,3.8,1.5,Brooklyn
2772,70,1.5,Brooklyn
50,2.1,1.5,Queens
87,3.4,1.5,Manhattan
5451,46,1.5,Manhattan
5166,70,1.5,Brooklyn
1050,70,1.5,Queens
115,5.1,1.5,Brooklyn
4389,70,1.5,Manhattan
702,41.8,1.5,Brooklyn
297,3,1.5,Manhattan
16,0.9,1.5,Manhattan
1188,22,1.5,Brooklyn
4068,45.2,1.5,Manhattan
247,4.7,1.5,Manhattan
90,3,1.5,Manhattan
987,18.8,1.5,Brooklyn
1260,70,1.5,Brooklyn
2520,70,1.5,Manhattan
302,18.3,1.5,Brooklyn
4496,33.3,1.5,Manhattan
2683,55.9,1.5,Manhattan
1197,70,1.5,Brooklyn
1659,70,1.5,Brooklyn
4578,70,1.5,Brooklyn
924,44,1.5,Manhattan
6941,66.1,1.5,Brooklyn
2100,70,1.5,Brooklyn
2133,47.4,1.5,Brooklyn
945,70,1.5,Queens
195,14.1,1.5,Queens
32,2.1,1.5,Brooklyn
5985,70,1.5,Manhattan
251,3.8,1.5,Brooklyn
34,0.9,1.5,Manhattan
1514,63.1,1.5,Manhattan
30,1.7,1.5,Queens
2520,70,1.5,Brooklyn
1612,30.7,1.5,Brooklyn
15048,41.8,1.5,Manhattan
1260,70,1.5,Queens
1696,16.2,1.5,Manhattan
767,7.3,1.5,Manhattan
2226,70,1.5,Brooklyn
2073,28.2,1.5,Brooklyn
2919,70,1.5,Brooklyn
1890,70,1.5,Manhattan
38,1.4,1.5,Queens
68,0.9,1.5,Manhattan
19,0.9,1.5,Brooklyn
1517,33.7,1.5,Manhattan
3150,70,1.5,Manhattan
2499,70,1.5,Brooklyn
2255,53.7,1.5,Manhattan
12,1.3,1.5,Brooklyn
1344,32,1.5,Manhattan
591,30.3,1.5,Manhattan
394,23.9,1.5,Manhattan
735,70,1.5,Brooklyn
1365,70,1.5,Brooklyn
64,1.7,1.5,Manhattan
224,14.9,1.5,Brooklyn
87,1.7,1.5,Manhattan
1155,70,1.5,Brooklyn
19,1.7,1.5,Brooklyn
289,7.7,1.5,Manhattan
99,3,1.5,Brooklyn
2100,70,1.5,Brooklyn
304,8.1,1.5,Manhattan
103,3.8,1.5,Brooklyn
16,0.9,1.5,Manhattan
1680,70,1.5,Manhattan
1092,70,1.5,Brooklyn
1311,46,1.5,Manhattan
3423,70,1.5,Manhattan
1640,24.3,1.5,Brooklyn
3150,70,1.5,Manhattan
138,2.7,1.5,Brooklyn
657,33.7,1.5,Manhattan
200,11.1,1.5,Brooklyn
2218,44,1.5,Manhattan
