income,Occupancy_rate,Size,Area
2100,70,1.5,Brooklyn
78,2.6,1.5,Brooklyn
3150,70,1.5,Manhattan
4410,70,1.5,Manhattan
1050,70,1.5,Manhattan
1615,41.4,1.5,Manhattan
23,1.7,1.5,Brooklyn
42,4.7,1.5,Bronx
98,2.6,1.5,Brooklyn
1050,70,1.5,Brooklyn
1050,70,1.5,Brooklyn
158,2.1,1.5,Manhattan
324,8,1.5,Manhattan
2449,65.3,1.5,Queens
1680,70,1.5,Brooklyn
1470,70,1.5,Queens
3150,70,1.5,Manhattan
183,11.5,1.5,Manhattan
1417,7.3,1.5,Brooklyn
1995,70,1.5,Manhattan
2289,70,1.5,Brooklyn
247,1.7,1.5,Manhattan
1718,35.8,1.5,Brooklyn
1787,39.7,1.5,Manhattan
4200,70,1.5,Manhattan
2016,19.2,1.5,Manhattan
252,14.5,1.5,Brooklyn
2289,70,1.5,Manhattan
26,1.7,1.5,Manhattan
394,5.5,1.5,Manhattan
321,3.4,1.5,Manhattan
5880,70,1.5,Manhattan
4200,70,1.5,Manhattan
696,41.4,1.5,Brooklyn
2520,70,1.5,Brooklyn
876,23,1.5,Brooklyn
1701,70,1.5,Queens
1262,14.5,1.5,Brooklyn
3150,70,1.5,Brooklyn
819,70,1.5,Queens
130,16,1.5,Queens
781,46.5,1.5,Brooklyn
1074,17.9,1.5,Manhattan
1365,70,1.5,Bronx
51,3.4,1.5,Brooklyn
4095,70,1.5,Brooklyn
3281,17.5,1.5,Manhattan
132,6.4,1.5,Manhattan
2625,70,1.5,Brooklyn
1462,56,1.5,Manhattan
82,1.7,1.5,Brooklyn
4095,70,1.5,Manhattan
128,1.7,1.5,Brooklyn
304,8.1,1.5,Manhattan
51,1.7,1.5,Brooklyn
1382,30.7,1.5,Brooklyn
268,5.1,1.5,Manhattan
1671,61.9,1.5,Manhattan
254,9.4,1.5,Brooklyn
1050,70,1.5,Manhattan
4068,67.8,1.5,Manhattan
1575,70,1.5,Brooklyn
279,8.1,1.5,Brooklyn
662,29.4,1.5,Manhattan
3150,70,1.5,Manhattan
2331,55.5,1.5,Manhattan
549,55.5,1.5,Brooklyn
963,24.7,1.5,Brooklyn
1047,17.9,1.5,Manhattan
199,3.4,1.5,Manhattan
3780,70,1.5,Brooklyn
2205,70,1.5,Brooklyn
840,70,1.5,Brooklyn
14,1.7,1.5,Brooklyn
945,70,1.5,Brooklyn
3150,70,1.5,Queens
3150,70,1.5,Brooklyn
1260,70,1.5,Brooklyn
1449,70,1.5,Manhattan
2730,70,1.5,Manhattan
128,1.7,1.5,Manhattan
2100,70,1.5,Manhattan
1155,70,1.5,Brooklyn
5880,70,1.5,Queens
66,5.1,1.5,Brooklyn
1356,22.6,1.5,Manhattan
42,3.4,1.5,Queens
1619,49.5,1.5,Brooklyn
371,24.7,1.5,Brooklyn
1785,70,1.5,Brooklyn
882,70,1.5,Brooklyn
4179,70,1.5,Brooklyn
703,52.1,1.5,Brooklyn
130,11.1,1.5,Manhattan
810,48.2,1.5,Brooklyn
425,4.8,1.5,Manhattan
380,11.5,1.5,Queens
1025,20.1,1.5,Manhattan
1890,70,1.5,Manhattan
77,6.4,1.5,Brooklyn
1050,70,1.5,Queens
2520,70,1.5,Brooklyn
1449,70,1.5,Brooklyn
2835,70,1.5,Queens
169,4.7,1.5,Brooklyn
4200,70,1.5,Bronx
504,48,1.5,Brooklyn
36,1.7,1.5,Manhattan
2079,70,1.5,Brooklyn
112,1.7,1.5,Manhattan
179,3.4,1.5,Brooklyn
1890,70,1.5,Manhattan
324,9,1.5,Brooklyn
1204,10.7,1.5,Manhattan
315,4.2,1.5,Brooklyn
3845,64.4,1.5,Manhattan
2345,52.1,1.5,Manhattan
148,4.7,1.5,Brooklyn
112,3.4,1.5,Brooklyn
6300,70,1.5,Brooklyn
2079,70,1.5,Manhattan
790,32.9,1.5,Queens
453,25.6,1.5,Queens
1560,26,1.5,Manhattan
6300,70,1.5,Brooklyn
77,1.7,1.5,Brooklyn
162,3,1.5,Brooklyn
38,1.7,1.5,Manhattan
234,3.4,1.5,Manhattan
999,66.6,1.5,Queens
253,3.4,1.5,Manhattan
291,14.5,1.5,Manhattan
864,19.2,1.5,Manhattan
4200,70,1.5,Manhattan
5817,70,1.5,Manhattan
2079,70,1.5,Brooklyn
12600,70,1.5,Manhattan
194,8.1,1.5,Brooklyn
5325,35.5,1.5,Manhattan
179,3.4,1.5,Brooklyn
230,5.1,1.5,Queens
5019,70,1.5,Manhattan
1605,10.7,1.5,Manhattan
45,4.8,1.5,Queens
102,1.7,1.5,Manhattan
2520,70,1.5,Brooklyn
1269,28.2,1.5,Manhattan
36,1.7,1.5,Queens
2835,70,1.5,Manhattan
2318,64.4,1.5,Queens
2625,70,1.5,Manhattan
51,3.4,1.5,Brooklyn
1155,70,1.5,Brooklyn
302,18.3,1.5,Manhattan
36,1.7,1.5,Manhattan
2940,70,1.5,Brooklyn
3129,70,1.5,Brooklyn
153,5.1,1.5,Brooklyn
1470,70,1.5,Manhattan
118,9.8,1.5,Brooklyn
310,4.7,1.5,Manhattan
525,70,1.5,Queens
20,1.7,1.5,Brooklyn
179,1.7,1.5,Manhattan
58,6.4,1.5,Brooklyn
63000,70,1.5,Brooklyn
3080,28.6,1.5,Queens
1314,67.4,1.5,Brooklyn
419,12.8,1.5,Brooklyn
38,1.7,1.5,Manhattan
2250,60,1.5,Manhattan
840,70,1.5,Queens
112,3.4,1.5,Manhattan
2415,70,1.5,Manhattan
3045,70,1.5,Brooklyn
1869,70,1.5,Brooklyn
1785,70,1.5,Brooklyn
153,1.7,1.5,Manhattan
1785,70,1.5,Brooklyn
564,18.8,1.5,Brooklyn
4725,70,1.5,Manhattan
1995,70,1.5,Manhattan
46,1.7,1.5,Manhattan
1239,70,1.5,Queens
249,11.2,1.5,Brooklyn
50,5.1,1.5,Manhattan
95,7.5,1.5,Manhattan
239,13.3,1.5,Manhattan
165,14.1,1.5,Brooklyn
2100,70,1.5,Brooklyn
1386,70,1.5,Brooklyn
1182,56.3,1.5,Brooklyn
230,24,1.5,Brooklyn
450,30,1.5,Brooklyn
735,70,1.5,Manhattan
5250,70,1.5,Manhattan
182,6.4,1.5,Brooklyn
4620,70,1.5,Brooklyn
133,3.4,1.5,Manhattan
4179,70,1.5,Manhattan
27,1.7,1.5,Brooklyn
727,17.3,1.5,Queens
2052,17.1,1.5,Manhattan
78,3.7,1.5,Brooklyn
346,12.8,1.5,Manhattan
190,31.7,1.5,Manhattan
6300,70,1.5,Brooklyn
1458,54.6,1.5,Brooklyn
1239,70,1.5,Brooklyn
1101,16.6,1.5,Manhattan
51,1.7,1.5,Brooklyn
5040,70,1.5,Queens
2747,33.3,1.5,Brooklyn
1260,70,1.5,Brooklyn
1470,70,1.5,Brooklyn
255,3.4,1.5,Manhattan
2142,52.9,1.5,Manhattan
3675,70,1.5,Manhattan
1722,70,1.5,Manhattan
4200,70,1.5,Manhattan
2835,70,1.5,Manhattan
77,3.4,1.5,Manhattan
155,2.3,1.5,Manhattan
243,42.7,1.5,Queens
336,32,1.5,Brooklyn
840,70,1.5,Brooklyn
798,70,1.5,Bronx
1029,70,1.5,Brooklyn
381,5.1,1.5,Manhattan
2415,70,1.5,Manhattan
3150,70,1.5,Brooklyn
2205,70,1.5,Manhattan
1449,70,1.5,Brooklyn
40,1.7,1.5,Manhattan
219,7.3,1.5,Brooklyn
1785,70,1.5,Queens
662,24,1.5,Brooklyn
2100,70,1.5,Brooklyn
462,70,1.5,Brooklyn
15120,70,1.5,Manhattan
1365,70,1.5,Brooklyn
259,24.7,1.5,Queens
1050,70,1.5,Brooklyn
107,5.1,1.5,Brooklyn
798,70,1.5,Queens
939,13.2,1.5,Manhattan
104,11.5,1.5,Brooklyn
128,1.7,1.5,Manhattan
3570,70,1.5,Brooklyn
8400,70,1.5,Manhattan
214,3.4,1.5,Manhattan
51,3.4,1.5,Queens
99,5.1,1.5,Brooklyn
97,3.8,1.5,Brooklyn
2100,70,1.5,Brooklyn
306,5.1,1.5,Bronx
1227,14.1,1.5,Manhattan
84,1.7,1.5,Manhattan
92,1.7,1.5,Manhattan
41,3.4,1.5,Brooklyn
6825,70,1.5,Manhattan
3990,70,1.5,Brooklyn
46,1.7,1.5,Queens
269,12.8,1.5,Manhattan
256,5.1,1.5,Manhattan
119,12,1.5,Brooklyn
2387,34.6,1.5,Manhattan
180,40,1.5,Brooklyn
915,46.9,1.5,Brooklyn
153,3.4,1.5,Manhattan
1716,28.6,1.5,Brooklyn
735,70,1.5,Brooklyn
27,1.9,1.5,Brooklyn
390,26,1.5,Brooklyn
321,13.2,1.5,Queens
1797,52.1,1.5,Manhattan
499,14.1,1.5,Manhattan
899,46.1,1.5,Manhattan
41,1.7,1.5,Brooklyn
2835,70,1.5,Manhattan
46800,52,1.5,Manhattan
1050,70,1.5,Brooklyn
153,5.1,1.5,Brooklyn
3150,70,1.5,Manhattan
216,11.1,1.5,Manhattan
2160,48,1.5,Manhattan
437,8.1,1.5,Manhattan
415,4.2,1.5,Manhattan
1680,70,1.5,Brooklyn
110,6.8,1.5,Brooklyn
96,6.4,1.5,Bronx
967,52,1.5,Brooklyn
149,8,1.5,Brooklyn
737,49.1,1.5,Manhattan
426,9.8,1.5,Brooklyn
3360,70,1.5,Brooklyn
31,1.7,1.5,Brooklyn
1012,39.7,1.5,Manhattan
1015,22.7,1.5,Manhattan
1449,70,1.5,Manhattan
840,70,1.5,Brooklyn
8400,70,1.5,Manhattan
2898,64.4,1.5,Queens
536,5.1,1.5,Manhattan
689,38.3,1.5,Brooklyn
554,13.2,1.5,Manhattan
1680,70,1.5,Queens
2067,57.9,1.5,Manhattan
322,17.9,1.5,Manhattan
267,8.1,1.5,Brooklyn
441,19.6,1.5,Staten Island
256,7.7,1.5,Brooklyn
23,1.7,1.5,Brooklyn
123,6.4,1.5,Brooklyn
1491,70,1.5,Queens
130,3.2,1.5,Manhattan
486,16.2,1.5,Brooklyn
15,1.7,1.5,Manhattan
1535,46.5,1.5,Brooklyn
4200,70,1.5,Manhattan
630,70,1.5,Brooklyn
191,9.8,1.5,Manhattan
1689,56.3,1.5,Brooklyn
2289,70,1.5,Manhattan
1491,70,1.5,Brooklyn
107,5.1,1.5,Brooklyn
561,26.7,1.5,Manhattan
1976,61,1.5,Queens
711,43.1,1.5,Brooklyn
1141,58.5,1.5,Brooklyn
2310,70,1.5,Manhattan
145,1.7,1.5,Manhattan
2948,54.6,1.5,Manhattan
1239,70,1.5,Manhattan
643,9.7,1.5,Manhattan
420,70,1.5,Manhattan
2415,70,1.5,Manhattan
1995,70,1.5,Brooklyn
2940,70,1.5,Brooklyn
50,1.7,1.5,Manhattan
4620,70,1.5,Manhattan
31,1.7,1.5,Brooklyn
2730,70,1.5,Manhattan
2100,70,1.5,Brooklyn
144,6.4,1.5,Queens
167,3.7,1.5,Manhattan
67,3.7,1.5,Queens
1680,70,1.5,Manhattan
1518,23,1.5,Manhattan
2709,70,1.5,Manhattan
10500,70,1.5,Manhattan
668,16.5,1.5,Manhattan
3990,70,1.5,Brooklyn
82,3.4,1.5,Manhattan
462,7.7,1.5,Brooklyn
2340,52,1.5,Manhattan
735,35,1.5,Brooklyn
1575,70,1.5,Brooklyn
292,6.4,1.5,Manhattan
1365,70,1.5,Brooklyn
3675,70,1.5,Brooklyn
1470,70,1.5,Manhattan
313,18.3,1.5,Brooklyn
163,3.4,1.5,Queens
4200,70,1.5,Manhattan
100,11.5,1.5,Brooklyn
4200,70,1.5,Bronx
3129,70,1.5,Brooklyn
945,70,1.5,Brooklyn
23,1.7,1.5,Brooklyn
724,14.9,1.5,Manhattan
51,3.4,1.5,Brooklyn
8400,70,1.5,Manhattan
168,5.1,1.5,Queens
138,5.1,1.5,Manhattan
92,8.1,1.5,Brooklyn
1239,70,1.5,Brooklyn
202,6.4,1.5,Manhattan
387,4.3,1.5,Queens
107,1.7,1.5,Manhattan
3150,70,1.5,Manhattan
990,13.2,1.5,Brooklyn
3570,70,1.5,Manhattan
2415,70,1.5,Brooklyn
77,1.7,1.5,Manhattan
2100,70,1.5,Queens
882,70,1.5,Manhattan
2079,70,1.5,Queens
1050,70,1.5,Queens
2730,70,1.5,Manhattan
2100,70,1.5,Queens
1239,70,1.5,Brooklyn
2394,40.1,1.5,Manhattan
1764,70,1.5,Manhattan
384,16,1.5,Manhattan
71,3.4,1.5,Manhattan
1013,37.5,1.5,Brooklyn
77,1.7,1.5,Manhattan
71,1.7,1.5,Manhattan
345,23.5,1.5,Queens
2205,70,1.5,Queens
31,1.7,1.5,Brooklyn
1575,70,1.5,Manhattan
1365,70,1.5,Manhattan
3011,66.9,1.5,Brooklyn
3360,70,1.5,Brooklyn
1680,44.8,1.5,Brooklyn
200,3.7,1.5,Queens
148,12,1.5,Manhattan
2133,47.4,1.5,Manhattan
840,70,1.5,Brooklyn
87,1.7,1.5,Brooklyn
493,29.9,1.5,Brooklyn
17,1.7,1.5,Manhattan
182,4.7,1.5,Brooklyn
153,6.8,1.5,Manhattan
498,16.6,1.5,Brooklyn
4620,70,1.5,Manhattan
4305,70,1.5,Manhattan
705,23.5,1.5,Brooklyn
1538,41,1.5,Bronx
609,19.9,1.5,Brooklyn
840,70,1.5,Brooklyn
1307,67,1.5,Brooklyn
153,5.1,1.5,Manhattan
235,9.8,1.5,Queens
3675,70,1.5,Manhattan
2415,70,1.5,Manhattan
371,24.7,1.5,Brooklyn
46,1.7,1.5,Manhattan
168,5.1,1.5,Brooklyn
1365,70,1.5,Manhattan
1470,70,1.5,Brooklyn
2520,70,1.5,Brooklyn
607,21.3,1.5,Manhattan
2790,62,1.5,Manhattan
2625,70,1.5,Brooklyn
3646,33.3,1.5,Manhattan
6825,70,1.5,Brooklyn
698,46.5,1.5,Queens
962,26.5,1.5,Brooklyn
1050,70,1.5,Queens
16,1.7,1.5,Brooklyn
1029,70,1.5,Brooklyn
1050,70,1.5,Queens
1995,70,1.5,Queens
946,38,1.5,Manhattan
1575,70,1.5,Brooklyn
21000,70,1.5,Manhattan
97,1.7,1.5,Manhattan
559,14.9,1.5,Brooklyn
2310,70,1.5,Brooklyn
1785,70,1.5,Brooklyn
46,3.4,1.5,Brooklyn
2625,70,1.5,Brooklyn
2520,70,1.5,Manhattan
4725,70,1.5,Manhattan
2184,70,1.5,Brooklyn
178,13.2,1.5,Brooklyn
2835,70,1.5,Queens
134,8.1,1.5,Brooklyn
1659,70,1.5,Queens
1575,70,1.5,Queens
56,1.7,1.5,Manhattan
4200,70,1.5,Brooklyn
54,3,1.5,Manhattan
268,5.1,1.5,Manhattan
3990,70,1.5,Manhattan
666,20,1.5,Manhattan
148,3.8,1.5,Manhattan
2100,70,1.5,Manhattan
22,1.7,1.5,Manhattan
2100,70,1.5,Manhattan
71,3.4,1.5,Brooklyn
1995,70,1.5,Brooklyn
2749,51.2,1.5,Brooklyn
72,5.1,1.5,Manhattan
91,1.9,1.5,Manhattan
1680,70,1.5,Brooklyn
2310,70,1.5,Manhattan
8400,70,1.5,Manhattan
36,1.7,1.5,Brooklyn
4725,70,1.5,Manhattan
5775,70,1.5,Manhattan
853,31.6,1.5,Manhattan
243,5.1,1.5,Manhattan
1680,70,1.5,Brooklyn
23,1.7,1.5,Brooklyn
33,1.7,1.5,Manhattan
1449,70,1.5,Queens
1197,70,1.5,Queens
192,20,1.5,Brooklyn
924,70,1.5,Brooklyn
735,70,1.5,Brooklyn
3314,52.1,1.5,Brooklyn
563,14.9,1.5,Brooklyn
564,18.8,1.5,Brooklyn
2310,70,1.5,Manhattan
730,38,1.5,Brooklyn
716,12,1.5,Manhattan
1365,70,1.5,Brooklyn
39,3.4,1.5,Brooklyn
697,16.6,1.5,Brooklyn
454,8.1,1.5,Bronx
6255,69.5,1.5,Brooklyn
1638,54.6,1.5,Manhattan
1395,46.5,1.5,Brooklyn
10500,70,1.5,Brooklyn
2244,68,1.5,Manhattan
1281,70,1.5,Manhattan
61,3.4,1.5,Brooklyn
1995,70,1.5,Brooklyn
3360,70,1.5,Brooklyn
2289,70,1.5,Brooklyn
3360,70,1.5,Manhattan
1643,16.6,1.5,Manhattan
10800,40,1.5,Manhattan
371,24.7,1.5,Queens
87,8.1,1.5,Queens
217,3.8,1.5,Manhattan
2096,49.9,1.5,Brooklyn
598,16.6,1.5,Manhattan
621,41.4,1.5,Manhattan
3255,70,1.5,Manhattan
4200,70,1.5,Bronx
2625,70,1.5,Brooklyn
1040,21.8,1.5,Manhattan
1050,70,1.5,Brooklyn
2730,70,1.5,Manhattan
1554,70,1.5,Queens
1722,70,1.5,Queens
186,12.4,1.5,Brooklyn
160,13.7,1.5,Manhattan
903,62.7,1.5,Brooklyn
1470,70,1.5,Manhattan
1255,23.9,1.5,Brooklyn
2585,62,1.5,Manhattan
1152,38.4,1.5,Brooklyn
108,3,1.5,Brooklyn
1626,54.2,1.5,Manhattan
51,3.4,1.5,Brooklyn
57,2.1,1.5,Manhattan
777,70,1.5,Manhattan
3150,70,1.5,Manhattan
3150,70,1.5,Queens
59,1.7,1.5,Manhattan
703,39.7,1.5,Brooklyn
2079,70,1.5,Brooklyn
45,1.7,1.5,Manhattan
48,3.4,1.5,Manhattan
3129,70,1.5,Brooklyn
1890,70,1.5,Manhattan
276,11.5,1.5,Manhattan
299,16.6,1.5,Manhattan
5040,70,1.5,Manhattan
370,33.3,1.5,Queens
30,1.7,1.5,Brooklyn
260,12.4,1.5,Brooklyn
966,11.5,1.5,Brooklyn
735,70,1.5,Brooklyn
5925,49.5,1.5,Brooklyn
2520,70,1.5,Manhattan
20,1.7,1.5,Brooklyn
9450,70,1.5,Manhattan
128,1.7,1.5,Manhattan
398,16.6,1.5,Brooklyn
1423,59.3,1.5,Brooklyn
192,16,1.5,Queens
729,40.5,1.5,Queens
2520,42,1.5,Manhattan
2499,70,1.5,Manhattan
2079,70,1.5,Queens
51,3.4,1.5,Brooklyn
2730,70,1.5,Queens
122,6.8,1.5,Queens
776,43.1,1.5,Queens
15,1.7,1.5,Brooklyn
593,24.7,1.5,Queens
2709,70,1.5,Manhattan
714,70,1.5,Brooklyn
741,25.2,1.5,Manhattan
255,6.8,1.5,Brooklyn
1032,52.9,1.5,Manhattan
798,70,1.5,Queens
4725,70,1.5,Manhattan
556,33.7,1.5,Manhattan
33,1.7,1.5,Brooklyn
3780,70,1.5,Manhattan
56,1.7,1.5,Queens
945,70,1.5,Queens
230,5.1,1.5,Brooklyn
672,70,1.5,Brooklyn
1879,58,1.5,Brooklyn
31500,70,1.5,Manhattan
210000,70,1.5,Manhattan
1050,70,1.5,Brooklyn
1575,70,1.5,Brooklyn
3150,70,1.5,Brooklyn
168,3.4,1.5,Manhattan
1474,39.3,1.5,Manhattan
3150,70,1.5,Manhattan
308,17.1,1.5,Brooklyn
567,70,1.5,Brooklyn
1155,70,1.5,Brooklyn
2370,39.7,1.5,Manhattan
78,4.7,1.5,Bronx
3780,70,1.5,Manhattan
56,1.7,1.5,Manhattan
1890,70,1.5,Manhattan
56,1.7,1.5,Manhattan
2510,60.2,1.5,Brooklyn
819,70,1.5,Brooklyn
4725,70,1.5,Brooklyn
1155,70,1.5,Brooklyn
3150,70,1.5,Manhattan
1575,70,1.5,Brooklyn
1436,56.3,1.5,Brooklyn
3150,70,1.5,Brooklyn
2457,54.6,1.5,Manhattan
1365,70,1.5,Queens
2133,47.4,1.5,Manhattan
214,5.1,1.5,Brooklyn
245,5.1,1.5,Manhattan
6300,70,1.5,Bronx
662,9.8,1.5,Manhattan
4200,70,1.5,Queens
1452,22,1.5,Manhattan
1890,70,1.5,Manhattan
39,3.4,1.5,Brooklyn
4200,70,1.5,Manhattan
220,18.3,1.5,Brooklyn
4176,58,1.5,Manhattan
153,3.4,1.5,Manhattan
2591,50.8,1.5,Brooklyn
735,70,1.5,Brooklyn
3900,52,1.5,Manhattan
4644,38.8,1.5,Brooklyn
1980,30,1.5,Manhattan
1836,36,1.5,Manhattan
3570,70,1.5,Manhattan
204,8.5,1.5,Manhattan
639,22.2,1.5,Manhattan
335,14.9,1.5,Brooklyn
819,70,1.5,Brooklyn
255,8.5,1.5,Brooklyn
1470,70,1.5,Manhattan
1680,70,1.5,Queens
2940,70,1.5,Manhattan
5460,70,1.5,Brooklyn
1382,51.2,1.5,Brooklyn
672,70,1.5,Brooklyn
260,10.2,1.5,Brooklyn
249,7.7,1.5,Brooklyn
5250,70,1.5,Manhattan
183,21.8,1.5,Brooklyn
397,13.1,1.5,Manhattan
3528,70,1.5,Manhattan
2100,70,1.5,Brooklyn
104,11.5,1.5,Queens
924,70,1.5,Queens
58,4.3,1.5,Brooklyn
107,5.1,1.5,Brooklyn
2940,70,1.5,Manhattan
696,14.5,1.5,Manhattan
1575,70,1.5,Queens
2940,70,1.5,Manhattan
1575,70,1.5,Manhattan
2940,70,1.5,Bronx
2415,70,1.5,Manhattan
41,1.7,1.5,Manhattan
5250,70,1.5,Manhattan
2100,70,1.5,Manhattan
92,5.1,1.5,Manhattan
1260,70,1.5,Brooklyn
209,16.6,1.5,Brooklyn
828,46,1.5,Brooklyn
2520,70,1.5,Queens
704,24.7,1.5,Manhattan
1470,70,1.5,Manhattan
816,68,1.5,Brooklyn
2772,70,1.5,Manhattan
23,1.7,1.5,Manhattan
2919,70,1.5,Staten Island
1638,70,1.5,Manhattan
1575,70,1.5,Brooklyn
1050,70,1.5,Brooklyn
2205,70,1.5,Manhattan
76,1.7,1.5,Manhattan
1869,70,1.5,Brooklyn
216,9,1.5,Brooklyn
2772,70,1.5,Manhattan
557,37.1,1.5,Brooklyn
1050,70,1.5,Brooklyn
1050,70,1.5,Queens
2304,25.6,1.5,Brooklyn
257,10.7,1.5,Brooklyn
891,45.7,1.5,Manhattan
2808,52,1.5,Manhattan
539,16.2,1.5,Brooklyn
630,70,1.5,Brooklyn
729,24.3,1.5,Brooklyn
1869,70,1.5,Brooklyn
181,13.7,1.5,Brooklyn
470,22.7,1.5,Brooklyn
423,18.8,1.5,Manhattan
380,11.5,1.5,Manhattan
3360,70,1.5,Manhattan
4200,70,1.5,Brooklyn
1260,70,1.5,Brooklyn
999,11.1,1.5,Brooklyn
756,35,1.5,Brooklyn
92,5.1,1.5,Brooklyn
2111,20.1,1.5,Brooklyn
20,1.7,1.5,Manhattan
927,28.6,1.5,Brooklyn
798,70,1.5,Brooklyn
1785,70,1.5,Brooklyn
804,67,1.5,Bronx
146,8.1,1.5,Brooklyn
630,70,1.5,Queens
46,3.2,1.5,Brooklyn
740,14.1,1.5,Brooklyn
315,6,1.5,Brooklyn
462,17.5,1.5,Manhattan
153,8.5,1.5,Brooklyn
1785,70,1.5,Brooklyn
1470,70,1.5,Manhattan
3381,70,1.5,Manhattan
1865,40.1,1.5,Bronx
506,44.4,1.5,Queens
1008,70,1.5,Queens
735,70,1.5,Queens
1136,54.1,1.5,Brooklyn
1869,70,1.5,Brooklyn
5775,70,1.5,Manhattan
1050,70,1.5,Brooklyn
35,2.1,1.5,Brooklyn
3780,70,1.5,Brooklyn
163,6.8,1.5,Manhattan
3150,70,1.5,Manhattan
107,5.1,1.5,Manhattan
2835,70,1.5,Brooklyn
91,1.7,1.5,Brooklyn
725,23,1.5,Brooklyn
1134,70,1.5,Brooklyn
899,46.1,1.5,Brooklyn
1680,70,1.5,Queens
630,70,1.5,Queens
1260,70,1.5,Queens
5985,70,1.5,Brooklyn
201,6.7,1.5,Manhattan
1050,70,1.5,Brooklyn
161,11.9,1.5,Brooklyn
24,2.1,1.5,Brooklyn
882,19.6,1.5,Brooklyn
5880,70,1.5,Manhattan
198,5.5,1.5,Brooklyn
3675,70,1.5,Brooklyn
2100,70,1.5,Brooklyn
1995,70,1.5,Manhattan
31,1.7,1.5,Brooklyn
1680,70,1.5,Brooklyn
583,11.1,1.5,Brooklyn
215,5.5,1.5,Manhattan
1848,33.3,1.5,Brooklyn
2940,70,1.5,Brooklyn
2940,70,1.5,Manhattan
1050,70,1.5,Manhattan
1995,70,1.5,Queens
219,7.7,1.5,Brooklyn
63,4.7,1.5,Brooklyn
257,17.5,1.5,Brooklyn
1890,70,1.5,Manhattan
4011,70,1.5,Manhattan
3161,60.2,1.5,Manhattan
1575,70,1.5,Bronx
26,3.4,1.5,Manhattan
672,70,1.5,Manhattan
1785,70,1.5,Brooklyn
92,6.8,1.5,Queens
2100,70,1.5,Manhattan
794,11.5,1.5,Manhattan
261,25.6,1.5,Manhattan
1365,70,1.5,Queens
385,10.7,1.5,Manhattan
166,15.8,1.5,Brooklyn
2163,70,1.5,Manhattan
115,6.4,1.5,Brooklyn
1995,70,1.5,Manhattan
23,1.7,1.5,Brooklyn
303,10.2,1.5,Manhattan
2625,70,1.5,Manhattan
90,4,1.5,Manhattan
4200,70,1.5,Manhattan
2100,70,1.5,Brooklyn
61,3.4,1.5,Brooklyn
2037,70,1.5,Brooklyn
1155,70,1.5,Queens
2520,70,1.5,Brooklyn
157,2.1,1.5,Brooklyn
504,43.1,1.5,Brooklyn
540,47.4,1.5,Manhattan
945,70,1.5,Queens
1260,70,1.5,Queens
2450,36.3,1.5,Manhattan
525,70,1.5,Queens
525,70,1.5,Queens
34,3.8,1.5,Brooklyn
51,3.4,1.5,Brooklyn
13,1.7,1.5,Brooklyn
1239,70,1.5,Staten Island
15,1.7,1.5,Queens
99,3,1.5,Manhattan
1449,70,1.5,Queens
117,3.4,1.5,Manhattan
1575,70,1.5,Manhattan
182,6.8,1.5,Brooklyn
102,6.8,1.5,Brooklyn
2625,70,1.5,Brooklyn
439,18.3,1.5,Bronx
21000,70,1.5,Manhattan
636,30.3,1.5,Brooklyn
153,1.7,1.5,Brooklyn
1050,70,1.5,Queens
257,28.6,1.5,Manhattan
11445,70,1.5,Manhattan
2712,45.2,1.5,Queens
3969,70,1.5,Brooklyn
122,10.7,1.5,Brooklyn
866,44.4,1.5,Brooklyn
1482,24.7,1.5,Manhattan
99,5.1,1.5,Manhattan
816,32,1.5,Brooklyn
8295,70,1.5,Manhattan
819,70,1.5,Brooklyn
819,70,1.5,Brooklyn
565,26.9,1.5,Brooklyn
1554,70,1.5,Brooklyn
1033,49.9,1.5,Brooklyn
41,1.7,1.5,Manhattan
1084,65.7,1.5,Brooklyn
3339,70,1.5,Queens
3570,70,1.5,Manhattan
1995,70,1.5,Manhattan
330,50,1.5,Brooklyn
143,3.8,1.5,Manhattan
4200,70,1.5,Queens
2730,70,1.5,Brooklyn
3633,70,1.5,Manhattan
250,11.1,1.5,Brooklyn
3570,70,1.5,Manhattan
832,25.2,1.5,Brooklyn
26,1.7,1.5,Brooklyn
761,46.1,1.5,Brooklyn
2835,70,1.5,Manhattan
153,6,1.5,Manhattan
140,8.5,1.5,Brooklyn
845,14.9,1.5,Brooklyn
1260,70,1.5,Brooklyn
2100,70,1.5,Brooklyn
1411,49.5,1.5,Brooklyn
3313,63.1,1.5,Manhattan
1890,70,1.5,Queens
3150,70,1.5,Brooklyn
47,3.7,1.5,Brooklyn
25,2.1,1.5,Queens
347,15.4,1.5,Brooklyn
230,10.2,1.5,Brooklyn
201,8.5,1.5,Brooklyn
945,70,1.5,Brooklyn
89,3.8,1.5,Brooklyn
670,12.4,1.5,Brooklyn
1050,70,1.5,Brooklyn
6300,70,1.5,Manhattan
782,47.4,1.5,Brooklyn
16800,70,1.5,Manhattan
3570,70,1.5,Manhattan
2520,70,1.5,Manhattan
1890,70,1.5,Brooklyn
1365,70,1.5,Manhattan
1470,70,1.5,Manhattan
132,5.5,1.5,Manhattan
840,70,1.5,Bronx
109,5.5,1.5,Brooklyn
49,4.7,1.5,Manhattan
525,70,1.5,Queens
28,1.7,1.5,Brooklyn
945,70,1.5,Bronx
2289,70,1.5,Manhattan
2310,70,1.5,Brooklyn
1680,70,1.5,Manhattan
