income,Availability,Size,Area
486,0,1.5,Manhattan
3150,365,1.5,Manhattan
35700,365,1.5,Manhattan
5618,0,1.5,Brooklyn
2814,39,1.5,Manhattan
4326,187,1.5,Manhattan
3339,0,1.5,Queens
8379,348,1.5,Queens
260,6,1.5,Brooklyn
798,333,1.5,Manhattan
4410,179,1.5,Brooklyn
2706,161,1.5,Brooklyn
136500,105,1.5,Manhattan
1246,41,1.5,Brooklyn
2625,235,1.5,Manhattan
1344,42,1.5,Manhattan
1869,54,1.5,Manhattan
3780,107,1.5,Brooklyn
2835,92,1.5,Manhattan
315,0,1.5,Brooklyn
609,85,1.5,Brooklyn
2079,0,1.5,Brooklyn
156,30,1.5,Manhattan
156,89,1.5,Manhattan
12600,363,1.5,Manhattan
714,10,1.5,Brooklyn
2730,0,1.5,Queens
2180,77,1.5,Brooklyn
1890,47,1.5,Queens
509,87,1.5,Brooklyn
735,306,1.5,Manhattan
1260,295,1.5,Brooklyn
1785,110,1.5,Brooklyn
1283,0,1.5,Brooklyn
1785,0,1.5,Brooklyn
2141,288,1.5,Manhattan
1622,35,1.5,Manhattan
274,0,1.5,Brooklyn
1076,85,1.5,Brooklyn
1218,180,1.5,Brooklyn
840,219,1.5,Manhattan
173,0,1.5,Brooklyn
5566,167,1.5,Manhattan
97,0,1.5,Brooklyn
376,0,1.5,Brooklyn
6090,291,1.5,Manhattan
1533,267,1.5,Queens
1470,88,1.5,Brooklyn
100,365,1.5,Brooklyn
864,0,1.5,Brooklyn
3067,145,1.5,Manhattan
5985,64,1.5,Manhattan
21000,364,1.5,Brooklyn
1701,19,1.5,Brooklyn
798,292,1.5,Queens
179,365,1.5,Brooklyn
2058,364,1.5,Brooklyn
735,0,1.5,Brooklyn
195,0,1.5,Brooklyn
1041,41,1.5,Manhattan
190,0,1.5,Brooklyn
533,0,1.5,Manhattan
609,347,1.5,Manhattan
248,0,1.5,Brooklyn
395,0,1.5,Brooklyn
3888,17,1.5,Manhattan
488,168,1.5,Brooklyn
206,0,1.5,Manhattan
448,341,1.5,Brooklyn
2783,310,1.5,Bronx
279,0,1.5,Manhattan
397,0,1.5,Queens
1869,170,1.5,Manhattan
840,269,1.5,Manhattan
3128,0,1.5,Brooklyn
51,48,1.5,Manhattan
4200,0,1.5,Manhattan
770,0,1.5,Manhattan
1785,155,1.5,Manhattan
3675,174,1.5,Brooklyn
1890,81,1.5,Manhattan
4179,196,1.5,Manhattan
1245,0,1.5,Manhattan
1785,361,1.5,Brooklyn
248,0,1.5,Manhattan
1699,365,1.5,Brooklyn
285,0,1.5,Manhattan
2100,0,1.5,Brooklyn
225,178,1.5,Brooklyn
3205,2,1.5,Brooklyn
1755,11,1.5,Brooklyn
91,0,1.5,Manhattan
1701,365,1.5,Brooklyn
1172,179,1.5,Brooklyn
448,0,1.5,Brooklyn
1365,41,1.5,Brooklyn
840,0,1.5,Brooklyn
3147,0,1.5,Manhattan
2625,252,1.5,Manhattan
240,11,1.5,Brooklyn
947,1,1.5,Brooklyn
108,0,1.5,Manhattan
1722,8,1.5,Brooklyn
1058,87,1.5,Brooklyn
2310,365,1.5,Brooklyn
180,180,1.5,Queens
2100,86,1.5,Queens
2940,342,1.5,Staten Island
4200,255,1.5,Manhattan
258,75,1.5,Brooklyn
1237,176,1.5,Queens
844,191,1.5,Brooklyn
645,0,1.5,Queens
3255,180,1.5,Queens
2919,115,1.5,Brooklyn
403,0,1.5,Brooklyn
1479,73,1.5,Manhattan
4579,0,1.5,Brooklyn
4095,251,1.5,Manhattan
1575,0,1.5,Brooklyn
108,0,1.5,Manhattan
1365,0,1.5,Brooklyn
945,0,1.5,Brooklyn
735,0,1.5,Brooklyn
630,0,1.5,Brooklyn
630,0,1.5,Brooklyn
735,0,1.5,Brooklyn
651,336,1.5,Queens
882,349,1.5,Queens
1575,0,1.5,Brooklyn
3465,93,1.5,Brooklyn
1995,18,1.5,Manhattan
861,0,1.5,Brooklyn
4200,299,1.5,Brooklyn
130,10,1.5,Queens
1220,3,1.5,Manhattan
225,0,1.5,Manhattan
4200,0,1.5,Brooklyn
2520,129,1.5,Brooklyn
4200,128,1.5,Brooklyn
454,102,1.5,Queens
2625,161,1.5,Brooklyn
1158,7,1.5,Brooklyn
360,365,1.5,Manhattan
815,101,1.5,Manhattan
1470,363,1.5,Brooklyn
1155,180,1.5,Queens
1536,0,1.5,Queens
68,0,1.5,Queens
2625,254,1.5,Manhattan
352,0,1.5,Manhattan
5250,280,1.5,Brooklyn
4200,0,1.5,Manhattan
1361,0,1.5,Manhattan
6930,365,1.5,Manhattan
13650,0,1.5,Manhattan
362,0,1.5,Brooklyn
807,364,1.5,Manhattan
294,0,1.5,Manhattan
53,0,1.5,Brooklyn
3483,180,1.5,Manhattan
1680,291,1.5,Brooklyn
761,88,1.5,Queens
1155,0,1.5,Manhattan
3780,88,1.5,Queens
1050,88,1.5,Brooklyn
41,0,1.5,Manhattan
2115,0,1.5,Manhattan
3780,0,1.5,Queens
1317,119,1.5,Manhattan
495,146,1.5,Brooklyn
1409,120,1.5,Manhattan
705,0,1.5,Brooklyn
1428,0,1.5,Brooklyn
840,348,1.5,Brooklyn
1155,0,1.5,Brooklyn
90,0,1.5,Brooklyn
2163,71,1.5,Manhattan
2415,5,1.5,Queens
1365,116,1.5,Brooklyn
1995,42,1.5,Brooklyn
1470,177,1.5,Queens
143,5,1.5,Manhattan
420,0,1.5,Brooklyn
1714,0,1.5,Brooklyn
1319,0,1.5,Manhattan
2079,265,1.5,Staten Island
3003,0,1.5,Brooklyn
4200,239,1.5,Manhattan
39,164,1.5,Brooklyn
671,0,1.5,Manhattan
1470,101,1.5,Manhattan
2145,3,1.5,Manhattan
1382,79,1.5,Brooklyn
168,243,1.5,Manhattan
4011,0,1.5,Brooklyn
413,0,1.5,Manhattan
3996,364,1.5,Manhattan
257,363,1.5,Brooklyn
201,131,1.5,Brooklyn
1017,0,1.5,Brooklyn
1470,0,1.5,Brooklyn
782,0,1.5,Queens
495,0,1.5,Manhattan
2100,87,1.5,Manhattan
1785,363,1.5,Brooklyn
1050,17,1.5,Manhattan
135,365,1.5,Manhattan
53445,179,1.5,Brooklyn
3360,264,1.5,Manhattan
140,365,1.5,Bronx
2415,37,1.5,Brooklyn
326,169,1.5,Brooklyn
13650,0,1.5,Manhattan
593,225,1.5,Manhattan
945,72,1.5,Brooklyn
550,0,1.5,Brooklyn
411,0,1.5,Brooklyn
1260,355,1.5,Bronx
1469,0,1.5,Brooklyn
785,5,1.5,Brooklyn
5775,0,1.5,Manhattan
15750,315,1.5,Manhattan
7350,0,1.5,Manhattan
9450,179,1.5,Manhattan
10185,364,1.5,Queens
829,0,1.5,Brooklyn
206,273,1.5,Queens
231,11,1.5,Manhattan
240,272,1.5,Queens
3780,272,1.5,Queens
120,15,1.5,Brooklyn
882,0,1.5,Manhattan
599,0,1.5,Brooklyn
238,0,1.5,Queens
61,46,1.5,Manhattan
2520,356,1.5,Brooklyn
3087,43,1.5,Manhattan
2940,22,1.5,Manhattan
230,0,1.5,Brooklyn
492,90,1.5,Queens
609,0,1.5,Brooklyn
1719,0,1.5,Brooklyn
403,0,1.5,Brooklyn
1323,25,1.5,Brooklyn
77,0,1.5,Brooklyn
164,0,1.5,Brooklyn
248,0,1.5,Brooklyn
2919,71,1.5,Manhattan
653,89,1.5,Manhattan
99,0,1.5,Queens
2100,41,1.5,Manhattan
1575,365,1.5,Brooklyn
4620,305,1.5,Manhattan
1155,90,1.5,Brooklyn
3360,0,1.5,Manhattan
2835,113,1.5,Brooklyn
129,0,1.5,Manhattan
767,0,1.5,Manhattan
1247,0,1.5,Brooklyn
5250,269,1.5,Brooklyn
764,6,1.5,Manhattan
1659,54,1.5,Manhattan
743,180,1.5,Manhattan
1663,0,1.5,Manhattan
798,365,1.5,Brooklyn
374,0,1.5,Brooklyn
4602,148,1.5,Manhattan
1954,20,1.5,Brooklyn
355,364,1.5,Brooklyn
1680,0,1.5,Brooklyn
670,365,1.5,Manhattan
597,0,1.5,Manhattan
4200,204,1.5,Brooklyn
1995,157,1.5,Manhattan
2037,317,1.5,Queens
2100,0,1.5,Brooklyn
1197,361,1.5,Queens
945,65,1.5,Queens
6279,89,1.5,Brooklyn
563,167,1.5,Brooklyn
1609,232,1.5,Brooklyn
230,0,1.5,Bronx
179,175,1.5,Queens
521,364,1.5,Queens
6300,198,1.5,Brooklyn
1260,348,1.5,Bronx
975,0,1.5,Manhattan
5250,0,1.5,Manhattan
1344,0,1.5,Brooklyn
3150,109,1.5,Brooklyn
1260,352,1.5,Bronx
1449,335,1.5,Bronx
4200,0,1.5,Manhattan
1365,261,1.5,Queens
1365,333,1.5,Bronx
79,0,1.5,Brooklyn
798,259,1.5,Queens
658,0,1.5,Manhattan
1680,8,1.5,Manhattan
3675,0,1.5,Manhattan
3675,89,1.5,Brooklyn
10500,89,1.5,Manhattan
1701,93,1.5,Brooklyn
735,68,1.5,Queens
3402,31,1.5,Manhattan
243,101,1.5,Manhattan
257,0,1.5,Queens
258,0,1.5,Brooklyn
495,0,1.5,Manhattan
870,48,1.5,Manhattan
4200,179,1.5,Manhattan
552,18,1.5,Brooklyn
1755,89,1.5,Brooklyn
924,14,1.5,Brooklyn
2079,214,1.5,Brooklyn
919,283,1.5,Brooklyn
2835,204,1.5,Manhattan
1995,64,1.5,Manhattan
253,0,1.5,Manhattan
1239,161,1.5,Brooklyn
2205,365,1.5,Manhattan
2660,89,1.5,Manhattan
1322,0,1.5,Manhattan
2520,348,1.5,Manhattan
934,269,1.5,Staten Island
169,42,1.5,Queens
508,5,1.5,Brooklyn
3465,31,1.5,Brooklyn
1995,136,1.5,Manhattan
3045,133,1.5,Manhattan
1995,63,1.5,Manhattan
1092,168,1.5,Brooklyn
270,0,1.5,Brooklyn
85,365,1.5,Brooklyn
99,0,1.5,Brooklyn
1050,33,1.5,Brooklyn
1953,13,1.5,Brooklyn
1316,179,1.5,Brooklyn
518,0,1.5,Manhattan
2247,156,1.5,Manhattan
992,0,1.5,Brooklyn
422,0,1.5,Manhattan
1069,336,1.5,Manhattan
1963,347,1.5,Manhattan
2735,172,1.5,Brooklyn
3025,0,1.5,Manhattan
2730,0,1.5,Manhattan
1176,304,1.5,Brooklyn
941,89,1.5,Manhattan
13650,88,1.5,Manhattan
62,88,1.5,Queens
183,0,1.5,Brooklyn
1155,256,1.5,Manhattan
2058,90,1.5,Queens
338,17,1.5,Queens
3368,5,1.5,Manhattan
1778,364,1.5,Manhattan
850,0,1.5,Manhattan
1470,70,1.5,Queens
1050,0,1.5,Brooklyn
5250,273,1.5,Manhattan
564,0,1.5,Manhattan
1029,363,1.5,Bronx
1680,0,1.5,Manhattan
653,7,1.5,Brooklyn
1895,363,1.5,Bronx
408,9,1.5,Manhattan
80,304,1.5,Queens
306,0,1.5,Manhattan
2100,8,1.5,Brooklyn
1470,91,1.5,Queens
1764,79,1.5,Brooklyn
403,358,1.5,Queens
190,0,1.5,Brooklyn
2078,8,1.5,Manhattan
1995,0,1.5,Brooklyn
171,16,1.5,Manhattan
1484,19,1.5,Manhattan
283,352,1.5,Bronx
4179,0,1.5,Manhattan
2310,276,1.5,Brooklyn
4200,0,1.5,Manhattan
3861,136,1.5,Manhattan
2034,8,1.5,Brooklyn
3232,45,1.5,Manhattan
2310,142,1.5,Brooklyn
1575,0,1.5,Queens
1428,0,1.5,Brooklyn
3150,15,1.5,Brooklyn
2310,131,1.5,Brooklyn
357,0,1.5,Manhattan
7875,0,1.5,Manhattan
1554,297,1.5,Manhattan
123,26,1.5,Manhattan
420,365,1.5,Brooklyn
2310,0,1.5,Brooklyn
491,0,1.5,Brooklyn
759,0,1.5,Manhattan
378,278,1.5,Brooklyn
1470,207,1.5,Queens
3150,88,1.5,Queens
614,0,1.5,Queens
1874,80,1.5,Brooklyn
1793,157,1.5,Brooklyn
2520,83,1.5,Brooklyn
1890,57,1.5,Manhattan
536,365,1.5,Manhattan
939,0,1.5,Manhattan
965,170,1.5,Manhattan
7140,178,1.5,Manhattan
2100,0,1.5,Brooklyn
3976,334,1.5,Manhattan
4938,210,1.5,Manhattan
1850,0,1.5,Brooklyn
1438,42,1.5,Brooklyn
423,0,1.5,Manhattan
6661,6,1.5,Manhattan
945,0,1.5,Manhattan
722,365,1.5,Manhattan
2877,42,1.5,Brooklyn
3108,29,1.5,Brooklyn
1575,0,1.5,Manhattan
716,0,1.5,Brooklyn
1239,86,1.5,Brooklyn
1050,133,1.5,Brooklyn
511,122,1.5,Brooklyn
966,227,1.5,Brooklyn
182,0,1.5,Queens
735,76,1.5,Brooklyn
1785,328,1.5,Manhattan
2730,53,1.5,Brooklyn
945,348,1.5,Bronx
3675,0,1.5,Manhattan
2310,284,1.5,Queens
414,0,1.5,Queens
478,365,1.5,Manhattan
2258,362,1.5,Brooklyn
3267,39,1.5,Manhattan
4725,41,1.5,Manhattan
137,365,1.5,Queens
366,179,1.5,Brooklyn
2625,61,1.5,Brooklyn
3177,21,1.5,Manhattan
6594,263,1.5,Manhattan
1260,89,1.5,Brooklyn
1848,89,1.5,Brooklyn
8379,319,1.5,Manhattan
9555,83,1.5,Queens
372,104,1.5,Queens
2263,124,1.5,Manhattan
303,17,1.5,Manhattan
2151,42,1.5,Brooklyn
4200,169,1.5,Brooklyn
3675,0,1.5,Manhattan
225,0,1.5,Manhattan
3675,364,1.5,Manhattan
471,32,1.5,Queens
21000,289,1.5,Manhattan
21000,291,1.5,Manhattan
21000,294,1.5,Manhattan
21000,291,1.5,Manhattan
1650,312,1.5,Manhattan
11550,160,1.5,Manhattan
21000,324,1.5,Manhattan
1650,317,1.5,Manhattan
21000,165,1.5,Manhattan
1264,0,1.5,Brooklyn
8970,276,1.5,Manhattan
147,89,1.5,Brooklyn
422,0,1.5,Brooklyn
1827,365,1.5,Manhattan
856,163,1.5,Brooklyn
2608,75,1.5,Brooklyn
5250,0,1.5,Queens
1260,362,1.5,Queens
1869,362,1.5,Queens
1470,281,1.5,Manhattan
2940,259,1.5,Brooklyn
1050,139,1.5,Brooklyn
840,184,1.5,Queens
4179,350,1.5,Manhattan
710,363,1.5,Manhattan
2195,358,1.5,Brooklyn
1155,346,1.5,Bronx
467,348,1.5,Brooklyn
1516,42,1.5,Manhattan
1575,83,1.5,Brooklyn
2373,177,1.5,Queens
654,274,1.5,Queens
2678,365,1.5,Queens
724,39,1.5,Brooklyn
7980,151,1.5,Manhattan
2520,45,1.5,Brooklyn
714,344,1.5,Brooklyn
422,0,1.5,Queens
3150,275,1.5,Brooklyn
3150,295,1.5,Queens
487,35,1.5,Queens
1920,0,1.5,Manhattan
1125,59,1.5,Manhattan
167,87,1.5,Queens
152,259,1.5,Queens
86,7,1.5,Brooklyn
1901,66,1.5,Brooklyn
1659,22,1.5,Manhattan
1260,363,1.5,Brooklyn
1890,323,1.5,Brooklyn
567,0,1.5,Brooklyn
50,0,1.5,Brooklyn
270,0,1.5,Brooklyn
768,0,1.5,Manhattan
3150,0,1.5,Brooklyn
1901,5,1.5,Manhattan
2079,61,1.5,Queens
1434,0,1.5,Manhattan
298,0,1.5,Queens
2058,44,1.5,Manhattan
416,9,1.5,Manhattan
2100,259,1.5,Manhattan
1050,94,1.5,Manhattan
1050,85,1.5,Manhattan
4200,284,1.5,Manhattan
1646,227,1.5,Manhattan
153,0,1.5,Brooklyn
1008,360,1.5,Queens
2520,345,1.5,Manhattan
1176,3,1.5,Brooklyn
1740,179,1.5,Bronx
75600,359,1.5,Manhattan
90,0,1.5,Brooklyn
1140,7,1.5,Manhattan
4620,180,1.5,Queens
2919,251,1.5,Brooklyn
2835,88,1.5,Manhattan
1890,274,1.5,Manhattan
6284,352,1.5,Queens
1521,365,1.5,Bronx
15750,179,1.5,Manhattan
15750,179,1.5,Manhattan
711,109,1.5,Manhattan
1132,364,1.5,Manhattan
863,0,1.5,Manhattan
905,0,1.5,Brooklyn
2597,349,1.5,Manhattan
1633,127,1.5,Queens
81,0,1.5,Brooklyn
135,0,1.5,Brooklyn
6300,22,1.5,Manhattan
71,0,1.5,Brooklyn
711,364,1.5,Queens
2100,14,1.5,Queens
4200,84,1.5,Brooklyn
3675,3,1.5,Manhattan
250,0,1.5,Manhattan
293,0,1.5,Brooklyn
3780,169,1.5,Manhattan
95,0,1.5,Brooklyn
3654,78,1.5,Brooklyn
1755,126,1.5,Manhattan
964,109,1.5,Brooklyn
2835,221,1.5,Manhattan
1785,300,1.5,Queens
4562,58,1.5,Manhattan
203,87,1.5,Brooklyn
2100,54,1.5,Manhattan
695,0,1.5,Manhattan
1470,95,1.5,Manhattan
1680,213,1.5,Brooklyn
3360,23,1.5,Manhattan
1428,103,1.5,Brooklyn
1470,26,1.5,Brooklyn
845,97,1.5,Brooklyn
1575,153,1.5,Brooklyn
173,89,1.5,Queens
768,89,1.5,Manhattan
578,365,1.5,Brooklyn
405,0,1.5,Brooklyn
77,0,1.5,Manhattan
2100,284,1.5,Queens
308,0,1.5,Brooklyn
45,0,1.5,Brooklyn
2247,319,1.5,Manhattan
1365,307,1.5,Staten Island
2687,20,1.5,Brooklyn
810,348,1.5,Manhattan
5145,273,1.5,Manhattan
1247,286,1.5,Manhattan
5229,0,1.5,Brooklyn
2625,208,1.5,Brooklyn
6300,0,1.5,Manhattan
435,3,1.5,Manhattan
1138,183,1.5,Manhattan
3045,73,1.5,Manhattan
1680,47,1.5,Queens
680,8,1.5,Brooklyn
2709,60,1.5,Brooklyn
5775,365,1.5,Manhattan
2100,0,1.5,Brooklyn
2138,348,1.5,Manhattan
3360,241,1.5,Brooklyn
5009,39,1.5,Brooklyn
124,0,1.5,Brooklyn
45,0,1.5,Manhattan
510,14,1.5,Brooklyn
3318,8,1.5,Manhattan
936,2,1.5,Brooklyn
1575,57,1.5,Manhattan
1016,365,1.5,Brooklyn
221,0,1.5,Queens
321,57,1.5,Manhattan
1050,0,1.5,Queens
169,0,1.5,Brooklyn
1995,0,1.5,Brooklyn
1249,0,1.5,Manhattan
5382,7,1.5,Manhattan
3339,218,1.5,Manhattan
2939,29,1.5,Brooklyn
3996,89,1.5,Brooklyn
3861,0,1.5,Manhattan
480,8,1.5,Brooklyn
3150,0,1.5,Brooklyn
1827,343,1.5,Bronx
153,0,1.5,Manhattan
548,0,1.5,Brooklyn
924,328,1.5,Manhattan
3780,333,1.5,Manhattan
1659,365,1.5,Brooklyn
4095,226,1.5,Manhattan
4388,38,1.5,Manhattan
3570,212,1.5,Brooklyn
15300,336,1.5,Manhattan
493,0,1.5,Queens
1523,180,1.5,Brooklyn
483,0,1.5,Manhattan
2940,0,1.5,Brooklyn
2558,365,1.5,Brooklyn
2520,177,1.5,Staten Island
3114,0,1.5,Manhattan
5250,88,1.5,Manhattan
2835,121,1.5,Brooklyn
898,109,1.5,Manhattan
2084,47,1.5,Manhattan
433,0,1.5,Brooklyn
3822,41,1.5,Manhattan
2583,0,1.5,Manhattan
1890,78,1.5,Brooklyn
421,87,1.5,Brooklyn
4179,355,1.5,Brooklyn
90,0,1.5,Manhattan
2625,285,1.5,Brooklyn
1785,44,1.5,Brooklyn
12600,83,1.5,Manhattan
4599,330,1.5,Brooklyn
5250,60,1.5,Manhattan
2835,73,1.5,Queens
89,0,1.5,Brooklyn
2316,0,1.5,Manhattan
326,0,1.5,Manhattan
3255,309,1.5,Queens
63,0,1.5,Brooklyn
149,362,1.5,Brooklyn
1215,86,1.5,Queens
1575,0,1.5,Queens
1510,0,1.5,Manhattan
165,0,1.5,Brooklyn
1239,365,1.5,Queens
768,23,1.5,Brooklyn
605,76,1.5,Brooklyn
1890,364,1.5,Queens
5775,10,1.5,Brooklyn
25,0,1.5,Brooklyn
131,28,1.5,Brooklyn
1958,139,1.5,Manhattan
1281,89,1.5,Brooklyn
1386,303,1.5,Queens
108,0,1.5,Manhattan
93,0,1.5,Queens
239,14,1.5,Brooklyn
3465,168,1.5,Brooklyn
5040,21,1.5,Manhattan
1659,0,1.5,Brooklyn
1428,0,1.5,Manhattan
275,0,1.5,Manhattan
54,42,1.5,Queens
45,80,1.5,Brooklyn
987,257,1.5,Manhattan
1383,37,1.5,Manhattan
543,1,1.5,Brooklyn
3759,168,1.5,Manhattan
4179,346,1.5,Manhattan
1239,0,1.5,Brooklyn
518,0,1.5,Queens
3129,128,1.5,Manhattan
179,0,1.5,Brooklyn
178,353,1.5,Brooklyn
5229,226,1.5,Manhattan
1260,0,1.5,Brooklyn
2574,148,1.5,Queens
1575,179,1.5,Queens
4200,0,1.5,Brooklyn
294,292,1.5,Manhattan
1410,41,1.5,Brooklyn
5250,318,1.5,Brooklyn
1470,69,1.5,Staten Island
3570,31,1.5,Manhattan
432,0,1.5,Manhattan
1132,158,1.5,Brooklyn
945,346,1.5,Brooklyn
609,72,1.5,Manhattan
158,0,1.5,Brooklyn
658,0,1.5,Manhattan
5250,119,1.5,Manhattan
948,0,1.5,Manhattan
713,68,1.5,Brooklyn
216,0,1.5,Manhattan
4095,157,1.5,Manhattan
3150,83,1.5,Manhattan
861,2,1.5,Brooklyn
3486,365,1.5,Queens
5250,77,1.5,Brooklyn
809,0,1.5,Bronx
919,363,1.5,Manhattan
540,0,1.5,Manhattan
1013,0,1.5,Brooklyn
1800,0,1.5,Manhattan
718,90,1.5,Queens
4200,0,1.5,Manhattan
2709,319,1.5,Manhattan
178,75,1.5,Brooklyn
2625,25,1.5,Queens
3150,89,1.5,Queens
136,179,1.5,Brooklyn
140,75,1.5,Brooklyn
945,165,1.5,Queens
2268,254,1.5,Brooklyn
16800,358,1.5,Manhattan
126,0,1.5,Brooklyn
180,0,1.5,Brooklyn
3129,148,1.5,Brooklyn
1482,271,1.5,Brooklyn
2045,15,1.5,Manhattan
2940,48,1.5,Manhattan
922,15,1.5,Manhattan
502,13,1.5,Queens
546,0,1.5,Manhattan
3612,211,1.5,Manhattan
2625,28,1.5,Manhattan
103,0,1.5,Manhattan
1848,22,1.5,Brooklyn
1591,141,1.5,Manhattan
2262,227,1.5,Manhattan
452,0,1.5,Bronx
2730,86,1.5,Brooklyn
4200,18,1.5,Brooklyn
1680,218,1.5,Brooklyn
414,0,1.5,Manhattan
1848,8,1.5,Manhattan
608,365,1.5,Bronx
297,0,1.5,Queens
338,0,1.5,Manhattan
1575,0,1.5,Manhattan
3186,0,1.5,Manhattan
189,0,1.5,Brooklyn
956,16,1.5,Brooklyn
1598,365,1.5,Manhattan
4200,359,1.5,Manhattan
1798,365,1.5,Manhattan
98,137,1.5,Manhattan
190,0,1.5,Manhattan
1962,35,1.5,Manhattan
239,365,1.5,Manhattan
3263,15,1.5,Manhattan
461,0,1.5,Brooklyn
735,39,1.5,Queens
4200,0,1.5,Brooklyn
192,0,1.5,Manhattan
2275,0,1.5,Manhattan
3738,241,1.5,Queens
1575,20,1.5,Bronx
3360,32,1.5,Manhattan
2490,105,1.5,Manhattan
81,0,1.5,Queens
89,0,1.5,Manhattan
1383,116,1.5,Brooklyn
3150,166,1.5,Brooklyn
72,0,1.5,Queens
2520,20,1.5,Brooklyn
239,0,1.5,Manhattan
931,0,1.5,Brooklyn
3150,0,1.5,Manhattan
923,0,1.5,Manhattan
240,365,1.5,Manhattan
1181,0,1.5,Manhattan
592,163,1.5,Manhattan
2399,140,1.5,Brooklyn
39480,359,1.5,Manhattan
567,365,1.5,Manhattan
378,364,1.5,Manhattan
756,364,1.5,Manhattan
762,0,1.5,Manhattan
1107,0,1.5,Brooklyn
90,0,1.5,Brooklyn
1050,0,1.5,Brooklyn
783,0,1.5,Brooklyn
2075,287,1.5,Brooklyn
176,0,1.5,Brooklyn
6279,0,1.5,Manhattan
3043,0,1.5,Brooklyn
166,0,1.5,Manhattan
528,173,1.5,Brooklyn
754,15,1.5,Brooklyn
2466,365,1.5,Bronx
5198,158,1.5,Manhattan
1449,74,1.5,Brooklyn
6300,348,1.5,Manhattan
5985,365,1.5,Manhattan
1890,0,1.5,Brooklyn
2940,48,1.5,Manhattan
2016,17,1.5,Brooklyn
221,0,1.5,Manhattan
2552,173,1.5,Brooklyn
4095,297,1.5,Manhattan
1890,0,1.5,Manhattan
3228,323,1.5,Manhattan
2688,270,1.5,Manhattan
1029,106,1.5,Queens
4179,322,1.5,Manhattan
4179,310,1.5,Manhattan
3759,135,1.5,Manhattan
676,337,1.5,Queens
1575,125,1.5,Brooklyn
767,172,1.5,Manhattan
2625,0,1.5,Brooklyn
1512,340,1.5,Queens
1575,257,1.5,Manhattan
1197,234,1.5,Brooklyn
343,0,1.5,Brooklyn
840,0,1.5,Queens
124,0,1.5,Brooklyn
1050,347,1.5,Brooklyn
2709,65,1.5,Manhattan
10500,0,1.5,Manhattan
6195,0,1.5,Manhattan
8400,332,1.5,Manhattan
189,0,1.5,Manhattan
81,0,1.5,Manhattan
4032,223,1.5,Manhattan
1009,0,1.5,Manhattan
4200,0,1.5,Manhattan
2713,318,1.5,Manhattan
270,0,1.5,Manhattan
842,0,1.5,Manhattan
883,64,1.5,Manhattan
1659,7,1.5,Brooklyn
90,0,1.5,Brooklyn
7245,0,1.5,Manhattan
2520,152,1.5,Brooklyn
63,0,1.5,Brooklyn
1147,0,1.5,Brooklyn
180,0,1.5,Queens
122,89,1.5,Manhattan
840,334,1.5,Brooklyn
1239,86,1.5,Queens
3129,63,1.5,Manhattan
1890,30,1.5,Manhattan
422,0,1.5,Brooklyn
435,0,1.5,Queens
1533,0,1.5,Manhattan
3150,88,1.5,Manhattan
384,11,1.5,Brooklyn
1890,47,1.5,Brooklyn
1166,269,1.5,Manhattan
1575,284,1.5,Manhattan
2085,131,1.5,Manhattan
3518,6,1.5,Brooklyn
227,0,1.5,Queens
99,89,1.5,Brooklyn
498,0,1.5,Manhattan
919,11,1.5,Manhattan
189,0,1.5,Brooklyn
2667,89,1.5,Manhattan
615,62,1.5,Brooklyn
2247,145,1.5,Manhattan
2621,322,1.5,Manhattan
2625,43,1.5,Brooklyn
258,0,1.5,Queens
672,0,1.5,Queens
554,14,1.5,Queens
317,0,1.5,Manhattan
3822,287,1.5,Manhattan
4767,296,1.5,Manhattan
738,294,1.5,Queens
54,363,1.5,Bronx
2835,342,1.5,Manhattan
3360,88,1.5,Manhattan
2100,33,1.5,Manhattan
2453,0,1.5,Manhattan
3675,323,1.5,Manhattan
1785,86,1.5,Queens
1029,77,1.5,Manhattan
924,89,1.5,Manhattan
1033,365,1.5,Manhattan
1422,0,1.5,Manhattan
840,72,1.5,Brooklyn
7350,0,1.5,Brooklyn
2079,252,1.5,Queens
2016,59,1.5,Manhattan
2126,265,1.5,Manhattan
2079,306,1.5,Queens
830,101,1.5,Manhattan
3675,0,1.5,Brooklyn
798,365,1.5,Brooklyn
589,22,1.5,Brooklyn
1659,109,1.5,Brooklyn
1764,363,1.5,Manhattan
1470,147,1.5,Brooklyn
1554,155,1.5,Brooklyn
87,0,1.5,Brooklyn
1470,0,1.5,Brooklyn
1352,160,1.5,Brooklyn
1229,132,1.5,Manhattan
405,0,1.5,Manhattan
54,0,1.5,Brooklyn
226,72,1.5,Manhattan
2898,305,1.5,Staten Island
1890,28,1.5,Manhattan
50,266,1.5,Brooklyn
5229,45,1.5,Brooklyn
644,0,1.5,Manhattan
3264,175,1.5,Bronx
1155,0,1.5,Brooklyn
3129,142,1.5,Brooklyn
2394,225,1.5,Brooklyn
3868,0,1.5,Manhattan
557,0,1.5,Brooklyn
360,0,1.5,Brooklyn
3869,364,1.5,Queens
2079,104,1.5,Queens
945,33,1.5,Queens
1680,53,1.5,Brooklyn
882,0,1.5,Brooklyn
870,87,1.5,Brooklyn
1050,47,1.5,Brooklyn
840,87,1.5,Brooklyn
6825,360,1.5,Manhattan
1890,0,1.5,Brooklyn
180,0,1.5,Brooklyn
1071,156,1.5,Brooklyn
31500,365,1.5,Queens
