income,Availability,Size,Area
1260,358,1.5,Brooklyn
912,365,1.5,Brooklyn
2079,223,1.5,Queens
2730,250,1.5,Manhattan
711,63,1.5,Manhattan
1551,193,1.5,Manhattan
2475,271,1.5,Manhattan
748,207,1.5,Queens
44,0,1.5,Manhattan
1785,313,1.5,Manhattan
353,0,1.5,Queens
1785,251,1.5,Manhattan
36,0,1.5,Brooklyn
1190,364,1.5,Brooklyn
960,274,1.5,Brooklyn
4578,199,1.5,Manhattan
76,0,1.5,Brooklyn
50,0,1.5,Queens
306,0,1.5,Brooklyn
168,179,1.5,Brooklyn
230,363,1.5,Brooklyn
903,0,1.5,Manhattan
1575,139,1.5,Queens
1800,1,1.5,Brooklyn
619,173,1.5,Manhattan
86,0,1.5,Brooklyn
525,0,1.5,Manhattan
1365,0,1.5,Brooklyn
53,0,1.5,Manhattan
1407,0,1.5,Queens
1092,0,1.5,Brooklyn
155,0,1.5,Manhattan
3255,27,1.5,Brooklyn
3675,0,1.5,Brooklyn
1575,0,1.5,Brooklyn
530,297,1.5,Brooklyn
522,0,1.5,Manhattan
3675,123,1.5,Queens
11,0,1.5,Manhattan
344,365,1.5,Brooklyn
1995,0,1.5,Brooklyn
630,0,1.5,Brooklyn
270,0,1.5,Brooklyn
46,0,1.5,Brooklyn
2100,0,1.5,Manhattan
59,0,1.5,Brooklyn
1200,0,1.5,Brooklyn
2730,0,1.5,Brooklyn
1183,0,1.5,Manhattan
270,365,1.5,Brooklyn
3780,103,1.5,Manhattan
63,0,1.5,Brooklyn
1365,0,1.5,Queens
178,0,1.5,Brooklyn
81,0,1.5,Brooklyn
794,89,1.5,Manhattan
2100,24,1.5,Manhattan
1533,179,1.5,Manhattan
50,0,1.5,Manhattan
2164,203,1.5,Brooklyn
273,66,1.5,Brooklyn
714,177,1.5,Brooklyn
167,0,1.5,Brooklyn
418,365,1.5,Manhattan
1050,0,1.5,Brooklyn
97,0,1.5,Manhattan
77,0,1.5,Manhattan
423,0,1.5,Manhattan
4515,0,1.5,Queens
3150,0,1.5,Manhattan
807,0,1.5,Manhattan
60,0,1.5,Manhattan
928,365,1.5,Queens
1459,361,1.5,Queens
206,295,1.5,Brooklyn
2625,0,1.5,Manhattan
1218,115,1.5,Queens
1260,0,1.5,Manhattan
72,0,1.5,Manhattan
2205,0,1.5,Manhattan
1449,0,1.5,Manhattan
1596,11,1.5,Brooklyn
628,89,1.5,Brooklyn
41,0,1.5,Brooklyn
153,0,1.5,Brooklyn
4200,364,1.5,Manhattan
1869,311,1.5,Brooklyn
591,287,1.5,Manhattan
198,348,1.5,Manhattan
335,361,1.5,Manhattan
1928,0,1.5,Brooklyn
255,152,1.5,Staten Island
1890,0,1.5,Manhattan
113,0,1.5,Brooklyn
87,0,1.5,Manhattan
1404,0,1.5,Manhattan
1363,163,1.5,Manhattan
254,342,1.5,Queens
840,320,1.5,Queens
53,0,1.5,Manhattan
840,157,1.5,Queens
2625,2,1.5,Manhattan
91,0,1.5,Brooklyn
945,263,1.5,Queens
29,0,1.5,Manhattan
993,343,1.5,Queens
1092,42,1.5,Manhattan
523,249,1.5,Brooklyn
2539,334,1.5,Manhattan
463,0,1.5,Brooklyn
282,0,1.5,Brooklyn
3150,0,1.5,Brooklyn
903,0,1.5,Brooklyn
14,0,1.5,Manhattan
191,0,1.5,Brooklyn
200,17,1.5,Brooklyn
5040,55,1.5,Manhattan
92,359,1.5,Brooklyn
408,0,1.5,Brooklyn
12,0,1.5,Manhattan
798,0,1.5,Manhattan
2100,0,1.5,Brooklyn
1785,0,1.5,Manhattan
29,0,1.5,Brooklyn
5439,92,1.5,Manhattan
909,238,1.5,Manhattan
16,0,1.5,Manhattan
63,0,1.5,Brooklyn
50,0,1.5,Brooklyn
1680,0,1.5,Manhattan
1630,85,1.5,Queens
2048,0,1.5,Manhattan
179,0,1.5,Brooklyn
2248,0,1.5,Brooklyn
8,0,1.5,Brooklyn
506,260,1.5,Brooklyn
474,231,1.5,Brooklyn
337,0,1.5,Brooklyn
1575,308,1.5,Manhattan
554,0,1.5,Manhattan
12,0,1.5,Manhattan
735,0,1.5,Manhattan
1785,0,1.5,Brooklyn
1260,0,1.5,Queens
660,365,1.5,Manhattan
39,58,1.5,Manhattan
2940,0,1.5,Manhattan
137,0,1.5,Manhattan
1659,324,1.5,Queens
26,0,1.5,Manhattan
942,0,1.5,Manhattan
958,15,1.5,Brooklyn
1122,179,1.5,Queens
2079,0,1.5,Brooklyn
1050,170,1.5,Brooklyn
49,0,1.5,Brooklyn
46,0,1.5,Manhattan
1680,0,1.5,Brooklyn
1029,0,1.5,Manhattan
46,0,1.5,Brooklyn
78,0,1.5,Manhattan
95,0,1.5,Manhattan
840,364,1.5,Bronx
1050,0,1.5,Manhattan
32,0,1.5,Queens
81,0,1.5,Manhattan
168,0,1.5,Brooklyn
1092,323,1.5,Manhattan
1151,364,1.5,Queens
1575,0,1.5,Manhattan
1575,314,1.5,Bronx
5124,58,1.5,Manhattan
308,362,1.5,Queens
1680,109,1.5,Manhattan
609,88,1.5,Manhattan
270,0,1.5,Brooklyn
940,32,1.5,Manhattan
3675,0,1.5,Bronx
32,0,1.5,Manhattan
756,348,1.5,Manhattan
794,15,1.5,Manhattan
1764,319,1.5,Manhattan
995,11,1.5,Brooklyn
4095,0,1.5,Brooklyn
59,0,1.5,Manhattan
2100,0,1.5,Manhattan
27,0,1.5,Manhattan
935,74,1.5,Manhattan
4725,139,1.5,Brooklyn
446,0,1.5,Manhattan
3675,150,1.5,Brooklyn
3990,105,1.5,Queens
2822,0,1.5,Brooklyn
2835,243,1.5,Brooklyn
2835,0,1.5,Brooklyn
89,0,1.5,Manhattan
10500,269,1.5,Manhattan
1312,0,1.5,Manhattan
1239,0,1.5,Manhattan
1026,365,1.5,Manhattan
9600,286,1.5,Manhattan
132,0,1.5,Brooklyn
1260,42,1.5,Queens
53,0,1.5,Manhattan
1260,68,1.5,Brooklyn
1188,2,1.5,Brooklyn
1596,0,1.5,Brooklyn
2625,278,1.5,Brooklyn
729,89,1.5,Brooklyn
112,0,1.5,Manhattan
1051,12,1.5,Queens
708,0,1.5,Brooklyn
267,0,1.5,Brooklyn
27,0,1.5,Manhattan
3045,0,1.5,Brooklyn
8400,0,1.5,Manhattan
53,0,1.5,Manhattan
518,32,1.5,Queens
1050,0,1.5,Brooklyn
226,0,1.5,Queens
149,0,1.5,Manhattan
2310,315,1.5,Brooklyn
43,0,1.5,Manhattan
3048,292,1.5,Brooklyn
2100,0,1.5,Brooklyn
747,0,1.5,Manhattan
4179,0,1.5,Manhattan
31,0,1.5,Manhattan
1335,19,1.5,Queens
141,0,1.5,Manhattan
391,364,1.5,Manhattan
785,365,1.5,Manhattan
540,365,1.5,Manhattan
32,0,1.5,Brooklyn
1038,287,1.5,Brooklyn
650,134,1.5,Manhattan
2100,17,1.5,Brooklyn
204,359,1.5,Manhattan
1701,82,1.5,Manhattan
62,0,1.5,Brooklyn
2765,172,1.5,Manhattan
47,0,1.5,Manhattan
882,0,1.5,Brooklyn
231,0,1.5,Manhattan
23,0,1.5,Queens
4725,0,1.5,Manhattan
1626,109,1.5,Brooklyn
2625,0,1.5,Queens
1439,0,1.5,Brooklyn
360,348,1.5,Manhattan
470,364,1.5,Bronx
612,0,1.5,Brooklyn
1680,0,1.5,Manhattan
50,0,1.5,Brooklyn
990,287,1.5,Manhattan
526,0,1.5,Queens
9090,365,1.5,Brooklyn
139,0,1.5,Manhattan
2349,365,1.5,Brooklyn
3150,0,1.5,Manhattan
1350,53,1.5,Manhattan
16,0,1.5,Manhattan
1995,0,1.5,Brooklyn
1575,253,1.5,Manhattan
2100,304,1.5,Manhattan
1260,365,1.5,Manhattan
49,0,1.5,Manhattan
1091,349,1.5,Queens
88,365,1.5,Queens
3150,0,1.5,Brooklyn
2532,0,1.5,Manhattan
1365,0,1.5,Brooklyn
236,0,1.5,Manhattan
537,226,1.5,Manhattan
8400,0,1.5,Queens
32,0,1.5,Manhattan
1256,362,1.5,Brooklyn
3150,264,1.5,Manhattan
840,0,1.5,Queens
8,0,1.5,Brooklyn
1834,364,1.5,Manhattan
3285,349,1.5,Manhattan
1058,0,1.5,Brooklyn
162,0,1.5,Brooklyn
690,188,1.5,Manhattan
3045,0,1.5,Manhattan
8379,0,1.5,Manhattan
47,0,1.5,Brooklyn
1995,9,1.5,Manhattan
3990,0,1.5,Brooklyn
113,0,1.5,Manhattan
19,0,1.5,Brooklyn
431,0,1.5,Brooklyn
1064,317,1.5,Manhattan
6510,0,1.5,Manhattan
1375,8,1.5,Manhattan
171,0,1.5,Manhattan
546,0,1.5,Brooklyn
1575,54,1.5,Queens
1848,364,1.5,Manhattan
1953,0,1.5,Manhattan
936,365,1.5,Manhattan
2415,365,1.5,Manhattan
1229,364,1.5,Manhattan
5250,365,1.5,Manhattan
54,0,1.5,Manhattan
189,0,1.5,Brooklyn
20,0,1.5,Manhattan
153,0,1.5,Manhattan
45,0,1.5,Brooklyn
1785,0,1.5,Brooklyn
57,0,1.5,Manhattan
1050,0,1.5,Queens
1512,55,1.5,Manhattan
30,0,1.5,Brooklyn
330,0,1.5,Manhattan
507,0,1.5,Manhattan
210,316,1.5,Manhattan
231,0,1.5,Brooklyn
74,0,1.5,Manhattan
322,0,1.5,Brooklyn
30,0,1.5,Manhattan
2496,0,1.5,Brooklyn
197,21,1.5,Brooklyn
166,80,1.5,Manhattan
61,0,1.5,Staten Island
72,0,1.5,Manhattan
268,0,1.5,Manhattan
18,0,1.5,Manhattan
1575,22,1.5,Brooklyn
370,176,1.5,Brooklyn
2583,26,1.5,Brooklyn
48,0,1.5,Manhattan
4116,365,1.5,Brooklyn
1404,0,1.5,Manhattan
10500,0,1.5,Brooklyn
231,0,1.5,Manhattan
16,0,1.5,Manhattan
330,0,1.5,Manhattan
149,225,1.5,Brooklyn
4830,0,1.5,Brooklyn
184,0,1.5,Brooklyn
7601,104,1.5,Manhattan
2520,115,1.5,Manhattan
1314,180,1.5,Queens
144,89,1.5,Bronx
4935,350,1.5,Brooklyn
2910,73,1.5,Manhattan
3360,0,1.5,Brooklyn
346,0,1.5,Manhattan
26,0,1.5,Brooklyn
49,0,1.5,Manhattan
328,0,1.5,Manhattan
522,365,1.5,Manhattan
16,0,1.5,Brooklyn
2604,248,1.5,Brooklyn
61,0,1.5,Manhattan
21,0,1.5,Manhattan
4200,262,1.5,Manhattan
1647,179,1.5,Brooklyn
1004,319,1.5,Manhattan
1365,179,1.5,Brooklyn
630,0,1.5,Manhattan
82,0,1.5,Brooklyn
106,0,1.5,Brooklyn
9,0,1.5,Brooklyn
945,33,1.5,Brooklyn
94,0,1.5,Manhattan
72,0,1.5,Brooklyn
3150,97,1.5,Brooklyn
294,2,1.5,Brooklyn
16,0,1.5,Manhattan
17,0,1.5,Bronx
2625,0,1.5,Manhattan
2100,0,1.5,Queens
2625,145,1.5,Manhattan
23,0,1.5,Brooklyn
1776,0,1.5,Manhattan
347,114,1.5,Manhattan
819,0,1.5,Brooklyn
1080,318,1.5,Manhattan
1531,358,1.5,Brooklyn
1106,0,1.5,Queens
36,0,1.5,Manhattan
1638,313,1.5,Staten Island
4620,0,1.5,Manhattan
4725,0,1.5,Manhattan
42000,0,1.5,Manhattan
23,0,1.5,Brooklyn
1617,0,1.5,Brooklyn
1188,359,1.5,Queens
6909,251,1.5,Manhattan
705,364,1.5,Queens
508,364,1.5,Queens
479,365,1.5,Queens
1127,0,1.5,Brooklyn
254,0,1.5,Brooklyn
21,0,1.5,Brooklyn
1152,66,1.5,Brooklyn
1995,0,1.5,Brooklyn
82,0,1.5,Manhattan
1075,65,1.5,Brooklyn
710,364,1.5,Manhattan
16,0,1.5,Brooklyn
945,348,1.5,Brooklyn
54,0,1.5,Manhattan
1242,342,1.5,Manhattan
315,0,1.5,Brooklyn
139,0,1.5,Manhattan
328,0,1.5,Brooklyn
77,0,1.5,Queens
42,0,1.5,Queens
2730,365,1.5,Bronx
2195,0,1.5,Manhattan
2310,0,1.5,Manhattan
945,0,1.5,Queens
481,0,1.5,Queens
27,0,1.5,Manhattan
40,0,1.5,Queens
112,0,1.5,Manhattan
180,0,1.5,Brooklyn
3318,7,1.5,Manhattan
1224,0,1.5,Brooklyn
1034,0,1.5,Brooklyn
640,0,1.5,Manhattan
3255,301,1.5,Brooklyn
480,0,1.5,Manhattan
728,0,1.5,Manhattan
846,341,1.5,Manhattan
2625,0,1.5,Manhattan
441,49,1.5,Manhattan
671,356,1.5,Manhattan
213,365,1.5,Manhattan
1411,43,1.5,Queens
63,0,1.5,Brooklyn
153,31,1.5,Manhattan
171,0,1.5,Manhattan
261,0,1.5,Manhattan
2100,0,1.5,Brooklyn
4179,109,1.5,Manhattan
18,0,1.5,Brooklyn
628,75,1.5,Brooklyn
208,42,1.5,Manhattan
108,0,1.5,Manhattan
871,10,1.5,Brooklyn
2691,197,1.5,Manhattan
2953,365,1.5,Manhattan
230,0,1.5,Manhattan
1998,10,1.5,Manhattan
76,0,1.5,Manhattan
2072,0,1.5,Manhattan
1344,53,1.5,Brooklyn
595,0,1.5,Brooklyn
1029,0,1.5,Manhattan
1481,0,1.5,Manhattan
2100,0,1.5,Manhattan
1271,0,1.5,Manhattan
41,0,1.5,Brooklyn
3744,128,1.5,Brooklyn
447,333,1.5,Brooklyn
21000,0,1.5,Brooklyn
497,0,1.5,Manhattan
1827,125,1.5,Queens
108,0,1.5,Brooklyn
479,0,1.5,Manhattan
110,0,1.5,Manhattan
1050,0,1.5,Brooklyn
1575,0,1.5,Brooklyn
317,0,1.5,Brooklyn
2625,179,1.5,Brooklyn
357,0,1.5,Manhattan
3675,144,1.5,Brooklyn
833,177,1.5,Brooklyn
7350,126,1.5,Manhattan
740,0,1.5,Manhattan
160,365,1.5,Queens
945,43,1.5,Brooklyn
724,0,1.5,Brooklyn
1575,0,1.5,Queens
51,0,1.5,Manhattan
3162,14,1.5,Manhattan
11,0,1.5,Brooklyn
27,0,1.5,Queens
1185,0,1.5,Brooklyn
3570,227,1.5,Queens
945,306,1.5,Queens
92,0,1.5,Manhattan
50,0,1.5,Brooklyn
285,0,1.5,Brooklyn
252,0,1.5,Manhattan
1890,0,1.5,Manhattan
840,45,1.5,Manhattan
588,0,1.5,Brooklyn
983,78,1.5,Manhattan
606,364,1.5,Brooklyn
840,103,1.5,Manhattan
840,72,1.5,Manhattan
840,61,1.5,Manhattan
1470,91,1.5,Manhattan
1031,58,1.5,Manhattan
1081,90,1.5,Manhattan
1302,0,1.5,Brooklyn
720,0,1.5,Brooklyn
2625,33,1.5,Manhattan
3150,60,1.5,Brooklyn
108,0,1.5,Brooklyn
5213,137,1.5,Manhattan
1050,278,1.5,Brooklyn
588,0,1.5,Brooklyn
1449,365,1.5,Brooklyn
1575,0,1.5,Manhattan
735,365,1.5,Manhattan
1050,0,1.5,Brooklyn
46,0,1.5,Manhattan
27,0,1.5,Manhattan
428,0,1.5,Brooklyn
3402,365,1.5,Brooklyn
517,0,1.5,Queens
139,104,1.5,Brooklyn
184,0,1.5,Manhattan
704,38,1.5,Brooklyn
30,0,1.5,Brooklyn
209,345,1.5,Manhattan
372,0,1.5,Brooklyn
108,0,1.5,Queens
462,134,1.5,Brooklyn
3045,0,1.5,Manhattan
2310,0,1.5,Queens
50,0,1.5,Manhattan
2709,120,1.5,Brooklyn
3906,339,1.5,Manhattan
4211,46,1.5,Brooklyn
381,0,1.5,Brooklyn
1260,349,1.5,Manhattan
1903,351,1.5,Queens
1193,1,1.5,Manhattan
2100,114,1.5,Manhattan
3990,0,1.5,Manhattan
1911,17,1.5,Manhattan
4032,364,1.5,Manhattan
4305,364,1.5,Manhattan
4599,364,1.5,Manhattan
3759,363,1.5,Manhattan
4179,365,1.5,Manhattan
71,0,1.5,Brooklyn
14,0,1.5,Brooklyn
320,0,1.5,Manhattan
1260,63,1.5,Brooklyn
1104,355,1.5,Manhattan
1449,365,1.5,Brooklyn
63,0,1.5,Manhattan
699,170,1.5,Queens
57,0,1.5,Brooklyn
2100,0,1.5,Manhattan
1155,0,1.5,Brooklyn
537,0,1.5,Brooklyn
51,20,1.5,Brooklyn
21,0,1.5,Brooklyn
94,365,1.5,Queens
358,364,1.5,Manhattan
1565,266,1.5,Manhattan
386,0,1.5,Manhattan
3150,307,1.5,Manhattan
239,322,1.5,Manhattan
14,0,1.5,Brooklyn
2304,315,1.5,Manhattan
1040,364,1.5,Manhattan
920,365,1.5,Manhattan
5019,365,1.5,Manhattan
34,0,1.5,Brooklyn
127,0,1.5,Brooklyn
520,38,1.5,Manhattan
16,0,1.5,Brooklyn
230,0,1.5,Brooklyn
225,81,1.5,Brooklyn
2646,0,1.5,Manhattan
1080,364,1.5,Manhattan
4095,283,1.5,Queens
2195,151,1.5,Manhattan
3339,0,1.5,Manhattan
29,90,1.5,Staten Island
133,89,1.5,Manhattan
3570,259,1.5,Manhattan
16,0,1.5,Brooklyn
56,0,1.5,Queens
277,169,1.5,Queens
2100,0,1.5,Manhattan
1218,166,1.5,Manhattan
158,0,1.5,Manhattan
4158,364,1.5,Manhattan
1890,338,1.5,Brooklyn
50,0,1.5,Brooklyn
155,0,1.5,Manhattan
469,0,1.5,Queens
960,321,1.5,Brooklyn
3360,365,1.5,Manhattan
4698,365,1.5,Manhattan
861,324,1.5,Manhattan
4305,311,1.5,Manhattan
414,364,1.5,Manhattan
36,0,1.5,Brooklyn
14700,0,1.5,Brooklyn
1449,365,1.5,Brooklyn
3341,32,1.5,Brooklyn
26,0,1.5,Brooklyn
92,0,1.5,Brooklyn
1470,362,1.5,Manhattan
2625,305,1.5,Manhattan
903,164,1.5,Brooklyn
324,364,1.5,Manhattan
4725,345,1.5,Brooklyn
3990,0,1.5,Manhattan
6174,0,1.5,Manhattan
3689,0,1.5,Manhattan
2079,118,1.5,Brooklyn
1313,0,1.5,Manhattan
1130,364,1.5,Manhattan
525,330,1.5,Brooklyn
1470,348,1.5,Manhattan
1491,145,1.5,Brooklyn
59,0,1.5,Brooklyn
56,0,1.5,Manhattan
11,0,1.5,Manhattan
2730,0,1.5,Queens
173,0,1.5,Manhattan
173,0,1.5,Manhattan
2590,66,1.5,Brooklyn
3465,170,1.5,Manhattan
99,0,1.5,Manhattan
1197,266,1.5,Bronx
175,0,1.5,Brooklyn
1239,28,1.5,Brooklyn
6195,178,1.5,Manhattan
54,0,1.5,Manhattan
2100,0,1.5,Manhattan
400,0,1.5,Manhattan
4515,365,1.5,Manhattan
3675,296,1.5,Brooklyn
3171,61,1.5,Queens
4095,0,1.5,Manhattan
27,0,1.5,Queens
169,0,1.5,Brooklyn
2100,0,1.5,Brooklyn
2835,0,1.5,Manhattan
1680,15,1.5,Manhattan
340,0,1.5,Brooklyn
4935,0,1.5,Manhattan
1620,216,1.5,Manhattan
1033,0,1.5,Brooklyn
1407,266,1.5,Bronx
32,0,1.5,Brooklyn
248,0,1.5,Brooklyn
384,0,1.5,Brooklyn
1575,240,1.5,Manhattan
2079,0,1.5,Manhattan
2621,182,1.5,Manhattan
4095,0,1.5,Queens
18,0,1.5,Brooklyn
927,364,1.5,Queens
882,365,1.5,Brooklyn
3318,0,1.5,Brooklyn
630,0,1.5,Brooklyn
2898,207,1.5,Manhattan
32,0,1.5,Queens
32,0,1.5,Manhattan
722,0,1.5,Brooklyn
1260,239,1.5,Manhattan
1260,0,1.5,Brooklyn
12,0,1.5,Brooklyn
5148,333,1.5,Manhattan
2263,213,1.5,Brooklyn
3150,298,1.5,Brooklyn
506,177,1.5,Brooklyn
330,0,1.5,Brooklyn
3570,257,1.5,Brooklyn
2417,197,1.5,Manhattan
29,0,1.5,Brooklyn
3150,137,1.5,Brooklyn
51,0,1.5,Manhattan
3272,250,1.5,Manhattan
31,0,1.5,Manhattan
178,0,1.5,Brooklyn
798,299,1.5,Queens
1182,0,1.5,Manhattan
583,0,1.5,Brooklyn
4200,0,1.5,Manhattan
2079,0,1.5,Brooklyn
1402,364,1.5,Brooklyn
214,0,1.5,Manhattan
1680,0,1.5,Queens
129,88,1.5,Manhattan
4095,0,1.5,Brooklyn
2415,0,1.5,Brooklyn
3675,0,1.5,Manhattan
73,0,1.5,Brooklyn
840,0,1.5,Brooklyn
50,0,1.5,Manhattan
1374,364,1.5,Queens
54,0,1.5,Brooklyn
5338,164,1.5,Manhattan
398,0,1.5,Manhattan
810,365,1.5,Manhattan
72,0,1.5,Queens
1365,0,1.5,Manhattan
1260,0,1.5,Brooklyn
1459,89,1.5,Brooklyn
1422,138,1.5,Queens
2499,18,1.5,Manhattan
338,62,1.5,Manhattan
5250,0,1.5,Manhattan
1482,357,1.5,Brooklyn
1575,365,1.5,Queens
47,0,1.5,Brooklyn
2835,342,1.5,Manhattan
6300,0,1.5,Brooklyn
597,364,1.5,Manhattan
2079,33,1.5,Manhattan
735,87,1.5,Manhattan
131,0,1.5,Manhattan
482,0,1.5,Manhattan
874,41,1.5,Brooklyn
1785,134,1.5,Brooklyn
1067,349,1.5,Manhattan
116,0,1.5,Manhattan
2457,0,1.5,Brooklyn
959,7,1.5,Manhattan
863,0,1.5,Brooklyn
185,0,1.5,Brooklyn
2079,0,1.5,Manhattan
2079,0,1.5,Queens
8400,0,1.5,Brooklyn
89,0,1.5,Manhattan
104,0,1.5,Manhattan
3969,364,1.5,Manhattan
663,111,1.5,Manhattan
5628,348,1.5,Manhattan
112,0,1.5,Manhattan
26,0,1.5,Queens
3759,89,1.5,Manhattan
5145,364,1.5,Manhattan
6300,0,1.5,Manhattan
443,362,1.5,Manhattan
2856,292,1.5,Brooklyn
1191,0,1.5,Brooklyn
169,0,1.5,Manhattan
1365,0,1.5,Manhattan
529,0,1.5,Brooklyn
321,0,1.5,Manhattan
840,74,1.5,Manhattan
104,0,1.5,Manhattan
5350,69,1.5,Brooklyn
6195,0,1.5,Manhattan
1176,0,1.5,Brooklyn
4599,364,1.5,Manhattan
435,0,1.5,Queens
3596,49,1.5,Manhattan
1995,0,1.5,Manhattan
26,57,1.5,Brooklyn
846,14,1.5,Brooklyn
14,0,1.5,Manhattan
266,0,1.5,Manhattan
4898,189,1.5,Manhattan
1449,0,1.5,Queens
1260,0,1.5,Brooklyn
7350,0,1.5,Manhattan
2751,39,1.5,Manhattan
1571,9,1.5,Manhattan
225,0,1.5,Manhattan
1283,0,1.5,Manhattan
135,0,1.5,Brooklyn
248,0,1.5,Manhattan
2100,0,1.5,Manhattan
293,362,1.5,Manhattan
210,17,1.5,Brooklyn
4725,364,1.5,Manhattan
1036,179,1.5,Brooklyn
3150,122,1.5,Brooklyn
1575,68,1.5,Brooklyn
263,129,1.5,Brooklyn
2360,88,1.5,Manhattan
1162,318,1.5,Manhattan
81,0,1.5,Manhattan
272,0,1.5,Brooklyn
2625,315,1.5,Manhattan
59,0,1.5,Brooklyn
69,0,1.5,Brooklyn
941,0,1.5,Brooklyn
792,0,1.5,Brooklyn
672,287,1.5,Manhattan
735,265,1.5,Brooklyn
508,90,1.5,Staten Island
1471,168,1.5,Queens
141,0,1.5,Manhattan
45,0,1.5,Manhattan
31,0,1.5,Brooklyn
1647,72,1.5,Manhattan
22,0,1.5,Manhattan
2898,365,1.5,Manhattan
204,0,1.5,Brooklyn
2398,365,1.5,Manhattan
634,263,1.5,Manhattan
1050,0,1.5,Manhattan
102,0,1.5,Brooklyn
987,160,1.5,Queens
2184,0,1.5,Manhattan
995,48,1.5,Brooklyn
76,0,1.5,Manhattan
4179,38,1.5,Manhattan
1407,0,1.5,Brooklyn
175,219,1.5,Brooklyn
3150,0,1.5,Manhattan
2079,0,1.5,Manhattan
566,0,1.5,Manhattan
3255,253,1.5,Brooklyn
718,226,1.5,Manhattan
819,263,1.5,Brooklyn
414,0,1.5,Manhattan
2105,151,1.5,Brooklyn
614,0,1.5,Manhattan
1306,189,1.5,Manhattan
15,0,1.5,Brooklyn
1260,0,1.5,Queens
475,0,1.5,Brooklyn
1659,80,1.5,Manhattan
1659,0,1.5,Brooklyn
43,0,1.5,Manhattan
2372,262,1.5,Manhattan
41,0,1.5,Queens
5229,0,1.5,Manhattan
315,0,1.5,Manhattan
1575,80,1.5,Brooklyn
1680,0,1.5,Manhattan
1680,249,1.5,Manhattan
1575,37,1.5,Brooklyn
1907,106,1.5,Manhattan
1172,9,1.5,Brooklyn
176,0,1.5,Manhattan
1428,0,1.5,Bronx
1032,9,1.5,Manhattan
40,0,1.5,Manhattan
1920,0,1.5,Brooklyn
2940,242,1.5,Brooklyn
36,0,1.5,Brooklyn
2280,362,1.5,Manhattan
2100,0,1.5,Manhattan
326,257,1.5,Manhattan
60,0,1.5,Brooklyn
65,0,1.5,Manhattan
5250,0,1.5,Manhattan
327,364,1.5,Brooklyn
2520,0,1.5,Manhattan
1680,0,1.5,Manhattan
306,0,1.5,Brooklyn
2520,0,1.5,Manhattan
27,0,1.5,Manhattan
104,358,1.5,Brooklyn
153,0,1.5,Brooklyn
99,0,1.5,Brooklyn
1260,358,1.5,Manhattan
224,0,1.5,Manhattan
80,0,1.5,Manhattan
38,0,1.5,Brooklyn
1609,333,1.5,Brooklyn
735,0,1.5,Brooklyn
114,0,1.5,Manhattan
1050,0,1.5,Manhattan
270,0,1.5,Manhattan
12,0,1.5,Queens
522,70,1.5,Manhattan
1152,18,1.5,Brooklyn
142,0,1.5,Manhattan
297,287,1.5,Manhattan
945,0,1.5,Brooklyn
225,0,1.5,Queens
677,11,1.5,Manhattan
153,0,1.5,Brooklyn
321,0,1.5,Brooklyn
383,0,1.5,Brooklyn
40,0,1.5,Manhattan
26,0,1.5,Brooklyn
1995,0,1.5,Bronx
326,0,1.5,Brooklyn
297,0,1.5,Brooklyn
1285,0,1.5,Manhattan
2037,0,1.5,Brooklyn
1575,0,1.5,Brooklyn
292,3,1.5,Brooklyn
26,0,1.5,Brooklyn
117,0,1.5,Manhattan
3150,43,1.5,Brooklyn
107,0,1.5,Brooklyn
4200,0,1.5,Manhattan
965,42,1.5,Brooklyn
2100,0,1.5,Brooklyn
68,0,1.5,Manhattan
80,0,1.5,Brooklyn
189,0,1.5,Manhattan
2793,163,1.5,Manhattan
184,0,1.5,Brooklyn
1053,179,1.5,Brooklyn
1711,364,1.5,Brooklyn
1071,41,1.5,Brooklyn
1208,0,1.5,Manhattan
254,0,1.5,Brooklyn
41,0,1.5,Brooklyn
459,20,1.5,Queens
1659,49,1.5,Brooklyn
1422,0,1.5,Manhattan
2016,118,1.5,Brooklyn
316,0,1.5,Brooklyn
92,0,1.5,Manhattan
1050,0,1.5,Brooklyn
68,0,1.5,Brooklyn
135,179,1.5,Brooklyn
12600,362,1.5,Brooklyn
3150,266,1.5,Manhattan
1962,80,1.5,Brooklyn
482,2,1.5,Manhattan
68,0,1.5,Manhattan
111,0,1.5,Manhattan
22,0,1.5,Brooklyn
803,0,1.5,Manhattan
6300,0,1.5,Manhattan
1357,0,1.5,Manhattan
22,0,1.5,Brooklyn
1575,0,1.5,Brooklyn
1659,0,1.5,Brooklyn
155,0,1.5,Manhattan
102,0,1.5,Manhattan
370,0,1.5,Manhattan
15,0,1.5,Brooklyn
599,0,1.5,Queens
2415,44,1.5,Brooklyn
49,0,1.5,Manhattan
1639,146,1.5,Bronx
338,0,1.5,Brooklyn
21,0,1.5,Brooklyn
41,0,1.5,Manhattan
18,0,1.5,Manhattan
2767,0,1.5,Manhattan
90,0,1.5,Brooklyn
463,0,1.5,Manhattan
1365,0,1.5,Brooklyn
358,0,1.5,Manhattan
279,0,1.5,Brooklyn
44,0,1.5,Manhattan
1016,154,1.5,Bronx
813,160,1.5,Bronx
288,0,1.5,Manhattan
72,0,1.5,Queens
5250,0,1.5,Manhattan
11,0,1.5,Brooklyn
10437,90,1.5,Bronx
5019,354,1.5,Manhattan
45,0,1.5,Brooklyn
